Name,Team,IP,Pit+ FA,Pit+ SI,Pit+ FC,Pit+ FS,Pit+ SL,Pit+ CU,Pit+ CH,Pit+ KC,Pit+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Jeffrey Springs","TBR",16,112.27571428571429,,,,128.1754716981132,,125.8081690140845,,,107.52419047619047,116.08923809523809,121.15219047619046,"Jeffrey Springs",17677,605488
"Jhoan Duran","MIN",62.1,108.34437636761487,,,145.23683453237408,,122.66802768166089,,,,130.2730721966206,92.92033794162825,121.08202764976957,"Jhoan Duran",21029,661395
"Gregory Soto","PHI",60.1,92.11207100591716,116.25722488038278,,,138.97117370892022,,81.00999999999999,,,122.39480916030539,103.85387404580153,120.94648854961828,"Gregory Soto",19677,642397
"Pete Fairbanks","TBR",45.1,106.09818181818184,,,,135.3507650273224,,53.448,,,136.35085948158252,86.94851296043653,120.27593451568885,"Pete Fairbanks",17998,664126
"DL Hall","BAL",19.1,116.36422110552763,,,,132.51212765957447,145.16117647058823,103.5226229508197,,,111.71250673854449,110.92177897574125,119.66371967654987,"DL Hall",22207,669084
"Paul Sewald","- - -",60.2,126.63146711635751,,,,101.758596498284,,,,,120.84302403178033,101.45830619312937,119.35765722705591,"Paul Sewald",13892,623149
"Vinny Nittoli","NYM",3.2,,133.80499999999998,136.88,,95.92333333333333,,,,,94.42758620689654,119.63793103448276,119.29620689655172,"Vinny Nittoli",16754,657697
"Jason Foley","DET",69,105.82666666666665,129.97280774550487,,,99.0414285714286,,88.61438848920865,,,112.27057251908401,107.70585877862598,118.98356870229007,"Jason Foley",19531,671345
"Gregory Santos","CHW",66.1,94.58260869565218,103.97283842794761,,,134.0462909090909,,57.542666666666655,,,110.4484536082474,108.3639737582006,118.74219306466729,"Gregory Santos",21894,666619
"Aroldis Chapman","- - -",58.1,97.11705394190871,167.06736196319017,,125.44083333333336,123.8016494845361,,,,,117.72680958155296,99.15506407740942,118.66394798071101,"Aroldis Chapman",10233,547973
"Craig Kimbrel","PHI",69,117.72106100795757,,,,,,,119.90782608695655,,116.58236135957064,104.08135957066189,118.47363148479427,"Craig Kimbrel",6655,518886
"Elvin Rodríguez","TBR",3.1,132.3,,,,86.94,96.54,140.66,,,99.40468085106384,115.45106382978723,117.95531914893618,"Elvin Rodriguez",20962,660730
"Kenley Jansen","BOS",44.2,,73.54656716417912,126.2224647887324,,101.86325581395346,,,,,123.64483333333331,97.15516666666664,117.39277777777782,"Kenley Jansen",3096,445276
"Jordan Hicks","- - -",65.2,91.21750000000002,127.47617318435755,,84.99888888888889,104.13746153846154,,,,,124.65468578618342,93.4302438833795,117.28919511368076,"Jordan Hicks",19618,663855
"Evan Phillips","LAD",61.1,111.82632768361582,124.72019999999999,112.23154545454547,,119.66285024154587,,,,,114.68908690869083,104.48712871287123,116.98664466446645,"Evan Phillips",17734,623465
"A.J. Puk","MIA",56.2,115.12985567010307,127.25458333333334,,85.495,118.59753694581279,,96.45,,,114.6707045215563,108.00414300736064,116.96037854889592,"A.J. Puk",19343,640462
"James McArthur","KCR",23.1,76.57000000000001,108.75378151260502,23.700000000000003,,112.42409638554217,131.13924242424247,,,,100.71958944281529,112.85906158357771,116.72697947214074,"James McArthur",21527,663704
"Camilo Doval","SFG",67.2,,113.2933724340176,116.152987012987,,119.11693430656933,,,,,116.25314537444936,98.43046696035253,116.6936387665198,"Camilo Doval",21992,666808
"Trevor Megill","MIL",34.2,113.90583333333333,,,,,,,123.8016766467066,,119.77176997218574,98.78798866776815,116.64211796248641,"Trevor Megill",17722,656730
"Devin Williams","MIL",58.2,101.29702702702703,,123.16827586206897,,,,126.10739526411666,,,109.6639406779661,102.58938559322034,116.26949152542385,"Devin Williams",15816,642207
"Gabe Speier","SEA",54.2,113.13123456790127,121.64100558659221,,,111.76089430894312,,79.87076923076923,,,115.71946084724007,107.20657252888319,116.10066752246476,"Gabe Speier",17170,642100
"Robert Suarez","SDP",27.2,120.77649122807014,111.60058252427183,89.675,,95.09099999999998,,115.70052980132452,,,113.10013363028955,103.06498886414253,116.0678841870824,"Robert Suarez",30115,663158
"Matt Brash","SEA",70.2,90.99913439635539,142.16923076923078,99.86150943396228,,135.28736292428198,,35.519999999999996,87.1957522123894,,123.77027972027975,91.98216783216783,116.05156643356645,"Matt Brash",25756,666374
"Andrés Muñoz","SEA",49,98.66494464944645,117.04754716981128,,,127.14148148148149,,,,,123.4572215568863,92.98455089820358,115.91803592814372,"Andres Munoz",20373,662253
"Beau Brieske","DET",35,100.3600796812749,95.19553719008265,,,104.58531794026021,,122.57253333333334,,,102.69319273111154,112.20231348112335,115.84984615430754,"Beau Brieske",26079,689225
"Tim Mayza","TOR",53.1,,113.65033925686593,,,121.15557894736843,,,,,107.93391304347826,106.3380869565217,115.5940372670807,"Tim Mayza",15042,641835
"Shane McClanahan","TBR",115,107.473499344692,,,,127.57388489208637,110.17197411003237,124.1351489361702,,,112.71516217702036,102.82389224848818,115.30139637163275,"Shane McClanahan",21483,663556
"Drew Rasmussen","TBR",44.2,117.31999999999998,124.94560975609755,116.90760330578512,,108.29603960396038,97.2738775510204,,,,115.95066864784548,103.91878157503714,115.21545319465083,"Drew Rasmussen",25385,656876
"Bobby Miller","LAD",124.1,117.84194003527335,119.68808510638296,,,120.8376023391813,110.96911111111109,104.58770700636941,,,109.36904907975459,107.27762781186092,115.15321063394681,"Bobby Miller",27483,676272
"Chris Martin","BOS",51.1,106.16795180722889,129.00953271028038,115.2146184738956,125.66441558441561,107.20358974358973,,,,,112.1149861495846,109.7563157894736,115.04113573407206,"Chris Martin",11847,455119
"Andrew Kittredge","TBR",11.2,113.00923076923078,114.10244444444444,,,117.8845714285714,,,,,106.93623655913977,113.12591397849461,115.02505376344085,"Andrew Kittredge",12828,552640
"José Rodríguez","SEA",3,101.3,144.06,,,91.64,,93.74,,,101.12,115.53125,115.01291666666667,"Jose Rodriguez",17860,642578
"Sandy Alcantara","MIA",184.2,106.5452158894646,122.75121518987345,,,112.89767955801105,106.9534375,114.94959677419357,,,110.04951291512916,105.03641328413288,114.77891512915126,"Sandy Alcantara",18684,645261
"Ryan Pressly","HOU",65.1,89.14599156118145,93.7,103.30833333333332,,132.61784841075797,113.57601476014764,106.30769230769229,,,112.6699411764706,99.72411764705892,114.73300000000005,"Ryan Pressly",7005,519151
"Brock Stewart","MIN",27.2,125.3017543859649,118.56170212765959,106.30831460674152,,118.63851063829786,,72.3254054054054,,,121.42924829157178,95.97435079726652,114.65685649202736,"Brock Stewart",16727,592779
"Yoendrys Gómez","NYY",2,124.46000000000001,,,,115.47,122.16,63.56,,,101.57333333333332,118.64533333333333,114.60466666666667,"Yoendrys Gomez",22872,672782
"Steven Wilson","SDP",53,86.42328445747799,,95.38,,132.80931899641578,,100.87266666666667,,,114.6040768409819,100.56633938100317,114.58608324439703,"Steven Wilson",20353,621051
"Tyler Glasnow","TBR",120,113.62927960927959,37.480000000000004,,,114.61740458015268,118.65133663366338,41.248,,,110.70486286919828,99.86364978902955,114.55375527426155,"Tyler Glasnow",14374,607192
"Tarik Skubal","DET",80.1,109.43109589041096,112.45405405405404,,,120.49726907630522,,127.486734006734,81.34120481927711,,107.40018136850783,108.85991755976914,114.42708985985163,"Tarik Skubal",22267,669373
"Joe Jiménez","ATL",56.1,118.87735849056604,,,,113.76731707317073,,76.65121212121213,,,108.61422746781113,108.48774678111586,114.29858369098709,"Joe Jimenez",15761,641729
"Spencer Strider","ATL",186.2,120.31538040503558,,,,109.2751717557252,,86.62782222222218,,,117.07092963202062,99.65726275016142,114.10863137508069,"Spencer Strider",27498,675911
"Julian Merryweather","CHC",72,98.5464940239044,,,,124.4738170347003,,125.33739130434786,,,119.39368678629698,99.69309951060353,113.94249592169653,"Julian Merryweather",16703,657240
"A.J. Minter","ATL",64.2,108.02484000000001,,124.10834951456312,,,,104.77554054054055,,,117.88975517890772,100.04167608286251,113.87681732580039,"A.J. Minter",18655,621345
"Thyago Vieira","MIL",3,144.41333333333333,113.315,,,107.0466666666667,,,,,113.06102564102564,106.16564102564102,113.8569230769231,"Thyago Vieira",14510,600986
"Kevin Kelly","TBR",67,67.63,122.88525490196078,84.66924528301887,,111.49422018348626,,,,,120.25018761726078,102.8005253283302,113.80268292682925,"Kevin Kelly",25679,687330
"Brandon Woodruff","MIL",67,122.77817757009345,107.99842794759824,,,113.85535353535354,101.99390243902441,106.22702439024388,,,108.29969289827254,107.07057581573896,113.79353166986567,"Brandon Woodruff",16162,605540
"Andrés Machado","WSN",50,96.16052631578947,138.70216450216452,,,98.75549019607843,,112.3988679245283,,,103.86952010376135,108.23273670557714,113.56121919584956,"Andres Machado",14681,600921
"Clay Holmes","NYY",63,,110.06406205923838,,,122.54224358974362,,,,,119.3557966764418,96.38678396871946,113.54592375366572,"Clay Holmes",13649,605280
"Jhony Brito","NYY",90.1,67.9155,125.8433755274262,,,109.61402439024391,,128.8614285714286,108.83324503311258,,104.33536592676838,109.00289861011899,113.54133762699051,"Jhony Brito",25386,666745
"Alex Vesia","LAD",49.2,123.09397590361445,,,,94.09323076923077,,74.80833333333334,,,113.23987423020208,101.83033707425041,113.4587738913651,"Alex Vesia",25007,681911
"Trent Thornton","- - -",31.1,96.55636363636364,110.02037037037036,,,126.99022114187471,112.26124999999998,,,,101.79346654379029,113.53635604989229,113.19992679795186,"Trent Thornton",17948,663423
"John McMillon","KCR",4,113.88857142857142,97.66,,,115.36500000000001,,,,,108.94,100.14280701754386,113.17929824561404,"John McMillon",27942,669111
"George Kirby","SEA",190.2,111.85422661870503,107.01392446633825,,111.1266666666667,119.41913200723329,,106.24666666666667,120.71475308641972,,103.60414478353444,113.60919091554298,113.15833924769335,"George Kirby",25436,669923
"Hunter Harvey","WSN",60.2,108.43415224913495,,,130.28011111111115,109.82328358208953,114.12140845070422,,,,108.83683662851197,106.53390218522372,113.08183142559835,"Hunter Harvey",15507,640451
"Carlos Hernández","KCR",70,113.36884393063586,142.08888888888887,,104.33294964028778,116.19806905210295,,,108.95566091954024,,116.96893302247624,97.04577520607235,112.97871726803565,"Carlos Hernandez",22713,672578
"Gerardo Reyes","LAA",9.2,127.79440677966103,74.63714285714286,,,100.222,,,,,110.54425925925928,105.08157407407408,112.95851851851852,"Gerardo Reyes",16306,622103
"Hunter Greene","CIN",112,110.02260563380281,,,,122.96622009569379,,67.226,,,112.14484210526314,102.20463157894737,112.95086124401915,"Hunter Greene",22182,668881
"Yency Almonte","LAD",48,79.98456692913385,136.64499999999998,52.43333333333334,,116.99969999999999,,71.73960784313725,,,114.83556390977446,98.87160401002507,112.82338345864656,"Yency Almonte",15068,622075
"Matt Bowman","NYY",4,,105.55142857142857,76.585,80.1,139.66142857142856,,,,,107.71831325301204,98.81012048192773,112.56385542168675,"Matt Bowman",13528,621199
"Logan Webb","SFG",216,87.2765811965812,109.17245318352059,,,104.44282317979196,,121.04675226586104,,,108.02882797731573,104.25275992438563,112.475040957782,"Logan Webb",17995,657277
"Danny Coulombe","BAL",51.1,79.50500000000001,89.34157894736843,120.72096317280453,,120.62125714285715,,94.18666666666667,104.24202247191012,,113.52266953713671,90.0525080731969,112.4106781485468,"Danny Coulombe",13293,543056
"Jordan Romano","TOR",59,100.23573141486808,243.22,,,121.2746262626263,,,,,110.08032822757114,100.61420131291027,112.35483588621437,"Jordan Romano",16122,605447
"Yimi García","TOR",66,113.50170329670328,127.96160919540226,,,106.4754621848739,106.00044568245124,99.93525000000001,,,109.7075068493151,101.77981735159811,112.15457534246573,"Yimi Garcia",12095,554340
"Grayson Rodriguez","BAL",122,108.66000000000001,,99.78825688073397,,115.51810975609759,85.35882352941174,128.94471337579617,,,112.92268994808872,100.92596507786693,111.90929683813118,"Grayson Rodriguez",24492,680570
"Pablo López","MIN",194,110.36506232023011,123.64849999999998,,,111.71975308641979,102.12407506702417,113.23150470219436,,,98.57317865429238,114.16201524693403,111.630135896586,"Pablo Lopez",17085,641154
"Gerrit Cole","NYY",209,113.16512938470386,,104.20321739130429,,115.71452415812594,,92.78849785407725,112.93414141414138,,107.13331297709921,106.38745038167943,111.53515725190842,"Gerrit Cole",13125,543037
"John Means","BAL",23.2,96.7381690140845,,,,107.69411764705882,164.76,134.9646017699115,97.56500000000001,,107.48766961651917,106.96088495575223,111.40725663716816,"John Means",16269,607644
"Colin Holderman","PIT",56,,110.68486021505377,112.47714285714288,,112.28763636363637,,,,,116.91530678148543,96.18189451022606,111.40165769644776,"Colin Holderman",22361,670059
"Dustin May","LAD",48,107.7022222222222,124.79853658536588,117.56899082568806,,,106.36531073446325,68.92666666666666,,,117.23562156215621,97.64149614961498,111.3439603960396,"Dustin May",19716,669160
"Justin Topa","SEA",69,,123.05618025751077,90.51226804123712,,112.16774193548387,,85.1498591549296,,,113.03574999999995,104.50026923076919,111.2580576923077,"Justin Topa",15145,623437
"Joe Kelly","- - -",39.1,111.68265486725663,106.85853211009174,,,118.39923913043478,,90.26263157894736,119.1257851239669,,114.45499804607162,98.07187371452075,111.07360900863846,"Joe Kelly",9761,523260
"Abner Uribe","MIL",30.2,89.49314285714286,108.5253164556962,,,118.8074251497006,,,,,115.88692307692308,95.73346153846151,110.62665384615379,"Abner Uribe",25327,682842
"Luis F. Ortiz","PHI",19,50.46937499999999,111.83145833333333,,,126.33798449612402,114.47759999999998,90.86,,,107.28409395973152,106.32389261744967,110.56053691275169,"Luis F. Ortiz",16942,656814
"Ty Adcock","SEA",15.2,98.98043956043955,,,,119.50224137931036,,,,,104.99555555555554,106.15314009661836,110.48057971014491,"Ty Adcock",25651,686654
"Huascar Brazobán","MIA",58.2,99.34124293785311,117.83548387096775,99.82373493975905,,,,118.44846153846152,,,111.83913114754093,98.74772131147542,110.3701147540984,"Huascar Brazoban",6107,623211
"Caleb Thielbar","MIN",30.2,105.52438247011952,,,,118.25906976744186,112.13292929292929,,,,111.23983263598325,102.97012552301263,110.36347280334725,"Caleb Thielbar",10078,573204
"Corbin Burnes","MIL",193.2,,71.56838983050851,110.49645955451348,,122.31287356321836,122.0375803402646,107.92757225433525,,,108.75301690507146,98.7417035110533,110.18761378413524,"Corbin Burnes",19361,669203
"Garrett Cleavinger","TBR",12,82.45599999999997,131.38851851851854,,,113.2418181818182,,,,,112.88255924170616,100.86568720379151,110.16966824644553,"Garrett Cleavinger",17897,664076
"Brenan Hanifee","DET",5,,119.40791666666667,127.86285714285714,,105.85176470588235,,80.62470588235294,,,103.54112359550561,111.18988764044946,110.0755056179775,"Brenan Hanifee",22304,669724
"Aaron Nola","PHI",193.2,109.1725934065934,101.01110344827586,108.8142608695652,,,,93.96384615384616,122.29426816786079,,107.69412070084363,104.03248539909148,110.01968202465935,"Aaron Nola",16149,605400
"Jimmy Cordero","NYY",32.2,226.93999999999997,108.64980501392758,,,114.63210425937703,,33.41428571428571,,,106.54613231219057,101.89961968967796,109.88473613397886,"Jimmy Cordero",15690,622772
"Tommy Milone","SEA",9,109.48098360655737,,,,84.70516129032258,,121.06901408450703,,,96.00444444444445,110.95296296296296,109.85432098765432,"Tommy Milone",7608,543548
"Louis Varland","MIN",68,113.3361373390558,117.66599999999998,107.97666666666666,,108.07582187636557,,100.20731707317073,,,97.9367383530986,110.85560583179794,109.83299604121845,"Louis Varland",27691,686973
"Josh Hader","SDP",56.1,,114.03505882352938,,,104.39485477178427,,51.084,,,112.30009652509649,98.95812741312739,109.82550193050197,"Josh Hader",14212,623352
"Eury Pérez","MIA",91.1,115.73888091822094,,,,123.42211416490487,96.72429906542057,57.5812,,,110.8999477806788,98.03408616187991,109.73154046997385,"Eury Perez",27768,691587
"Alek Jacob","SDP",3,107.53555555555555,160.54285714285714,,,72.89555555555557,,104.91000000000001,,,129.00212765957446,95.44425531914894,109.72340425531915,"Alek Jacob",29628,689690
"Phil Maton","HOU",66,,67.17441860465118,101.6231736526946,,119.33547325102883,114.89451073985676,,,,102.43199230028875,102.72336862367663,109.69197305101063,"Phil Maton",18064,664208
"Cole Sulser","ARI",5.1,116.59882352941176,,,,115.85058823529413,,99.35454545454544,,,92.34119047619048,109.92666666666666,109.67285714285715,"Cole Sulser",15256,642121
"Kyle Bradish","BAL",168.2,100.09597972972975,105.62388278388276,,,121.04423357664236,113.79837719298246,95.43505050505048,,,100.91242754986826,106.3653142642077,109.44094091080161,"Kyle Bradish",24586,680694
"José De León","MIN",17.1,113.66256756756758,,111.87517241379311,,105.6948717948718,,101.75823529411764,,,111.41898363151884,100.81049159823807,109.41017918320733,"Jose De Leon",15463,592254
"Zach Eflin","TBR",177.2,99.12566037735849,104.79584447144595,114.83386904761903,,129.6520353982301,112.48047337278105,81.35526717557254,,,105.69601246105914,107.40919003115263,109.17706386292834,"Zach Eflin",13774,621107
"Sam Moll","- - -",62.1,100.4542635658915,120.78219178082188,,,105.38396907216494,,77.89142857142858,,,115.21373732556084,98.08229460420172,109.16698639506379,"Sam Moll",14874,594580
"Miguel Castro","ARI",64.2,,99.96514018691589,,,121.70210023866352,,103.78937499999999,,,102.21392430278883,106.65360557768923,109.0697410358566,"Miguel Castro",15684,612434
"John Brebbia","SFG",38.1,103.0894498381877,,,,114.72994505494509,,-0.6700000000000017,,,102.58654814814817,109.19362962962964,109.05925925925924,"John Brebbia",12777,605154
"Zack Burdi","TBR",4,105.77916666666665,,,,111.93720000000002,,34.18000000000001,,,93.7744,108.93786666666668,108.92986666666667,"Zack Burdi",19159,641420
"Shawn Armstrong","TBR",52,116.16409638554218,111.41330882352939,111.24106666666664,,93.19189594008672,,,,,114.31070122741907,101.84782343987989,108.92006232359616,"Shawn Armstrong",12857,542888
"Matt Strahm","PHI",87.2,108.79675850891411,122.9425,94.72507246376811,,103.48263383970131,,105.09200000000001,,,113.87389212361356,97.94998689883782,108.8749472596816,"Matt Strahm",13799,621381
"Nestor Cortes","NYY",63.1,111.44809352517986,80.992,110.08681818181817,,100.0112426035503,,98.49733333333332,,,111.21032618825721,102.6298415657036,108.76950605778188,"Nestor Cortes",17874,641482
"Simeon Woods Richardson","MIN",4.2,128.48,,,,78.22,,97.2,,,98.70249999999999,109.69958333333334,108.76874999999998,"Simeon Woods Richardson",24494,680573
"Alex Cobb","SFG",151.1,36.825714285714284,110.17941591137968,,111.12475798146242,106.54234375,,,101.78429629629632,,99.1196961215514,107.43830467812873,108.7593842463015,"Alex Cobb",6562,502171
"Julio Urías","LAD",117.1,100.16489795918368,,106.0981286549708,,,124.13310469314081,105.61096551724138,,,107.9195119305857,103.36,108.75222342733186,"Julio Urias",14765,628711
"Rafael Montero","HOU",67.1,106.97996747967478,127.03825136612022,,,99.66181818181818,,106.34487455197133,,,100.86764188649072,107.43747402078338,108.73864108713028,"Rafael Montero",12760,606160
"Logan Gilbert","SEA",190.2,101.2274080130826,135.18,,115.49611111111109,120.3898152424942,,,96.7000510204082,,100.87655125128558,107.80308536167301,108.52445663352755,"Logan Gilbert",22250,669302
"Keegan Akin","BAL",23.2,108.88435424354242,,,,112.2515634218289,17.439999999999998,100.72268656716416,,,106.78713665557856,104.40386388836585,108.40639009184294,"Keegan Akin",19362,669211
"Jimmy Herget","LAA",29,62.17428571428571,96.88836734693876,,,112.24238862403418,125.08461538461539,52.07000000000001,,,107.64191255534473,106.35472485768499,108.37578953194178,"Jimmy Herget",17556,623474
"Ryne Stanek","HOU",50.2,112.42850450450455,,,95.79757961783437,106.51657894736843,,,,,108.63215277777772,98.7264814814815,108.36638888888885,"Ryne Stanek",15947,592773
"Ryan Borucki","PIT",40.1,,109.6530452484501,,,109.7109116866879,,96.95288135593219,,,101.2573196944708,106.11675517890772,108.30006765624447,"Ryan Borucki",16350,621366
"Tanner Banks","CHW",61,93.90657303370784,97.78,,,116.83114754098361,128.89368421052632,106.66385542168675,,,102.43940261690261,106.24668231543235,108.25090046215045,"Tanner Banks",16990,621383
"David Robertson","- - -",65.1,,-1.7399999999999949,110.92129824561404,,95.67577464788734,,78.536,114.54349442379184,,110.44448574643643,96.00797694230268,108.23510391683455,"David Robertson",8241,502085
"Nicholas Padilla","CHW",4.2,,111.9709090909091,91.50413793103448,,108.48799999999999,128.9421052631579,,,,99.6974,102.1734,108.21520000000001,"Nicholas Padilla",21327,656820
"Ryan Walker","SFG",61.1,,99.71293457943925,,,117.24697416974172,-29.52000000000001,,,,112.84339004963024,100.86816531507228,108.19505069049121,"Ryan Walker",20423,676254
"Trevor Rogers","MIA",18,107.44169014084508,120.83967741935483,,,86.57190476190475,,111.04571428571428,,,91.77430303030303,116.93757575757576,108.14430303030304,"Trevor Rogers",22286,669432
"Jackson Stephens","ATL",12,86.101,123.70000000000002,111.9242105263158,,122.23555555555555,93.9660465116279,110.74,,,92.80524444444444,118.03084444444445,108.13093333333332,"Jackson Stephens",14420,623451
"Wander Suero","LAD",8,62.540000000000006,,118.90659574468086,,,24.910000000000004,100.96610169491525,,,94.86601226993866,107.22245398773005,108.11619631901844,"Wander Suero",15855,593833
"Freddy Peralta","MIL",165.2,113.59040605643493,,,,110.57048543689321,108.52793201133144,84.80534939759036,,,102.33366713681245,106.99515514809589,108.09523977433005,"Freddy Peralta",18679,642547
"Emilio Pagán","MIN",69.1,117.94174657534244,,98.43880877742947,91.70198473282444,,86.62740740740739,,,,108.6059163224976,102.3878816894244,108.07456477759271,"Emilio Pagan",14771,641941
"Josh Sborz","TEX",52.1,86.0617880794702,,,,121.50740506329113,119.0781395348837,,,,107.77600961538458,99.4210817307692,108.05168269230771,"Josh Sborz",18323,622250
"Bryce Miller","SEA",131.1,112.70543673469388,99.706,,,103.4815034965035,79.12666666666667,100.85623931623927,,,102.45847401049117,106.60509298998569,108.02824034334763,"Bryce Miller",29837,682243
"Nick Sandlin","CLE",60,100.28492753623183,99.09159574468082,,66.46000000000001,119.12521042084167,,,,,108.05292246520871,102.3506163021869,107.95184890656063,"Nick Sandlin",20517,680704
"Hoby Milner","MIL",64.1,96.23408866995072,125.75468852459014,,,106.48705882352941,,98.98056179775284,,,104.34175276752768,107.6072878228783,107.83922509225097,"Hoby Milner",13346,571948
"Keaton Winn","SFG",42.1,88.41633986928105,89.110989010989,,121.0030395136778,121.72857142857144,,,,,106.84291801603204,99.03669151998098,107.8301143463424,"Keaton Winn",23499,676775
"Ryan Thompson","- - -",30.2,90.1325,120.39408239700374,,,89.3157894736842,,107.76,,,120.85014705777891,90.42432468637368,107.81650544894842,"Ryan Thompson",16647,657044
"Justin Steele","CHC",173.1,108.04622911694513,78.58708333333334,,,110.27699115044246,71.00899999999999,75.80357142857143,,,105.63901909397232,103.05023586671656,107.76554099588168,"Justin Steele",17312,657006
"Bruce Zimmermann","BAL",13.1,53.802727272727275,112.38133333333333,,,131.38047058823528,113.66214285714285,85.09200000000001,,,88.40799999999997,114.30130232558139,107.71897674418605,"Bruce Zimmermann",20370,669145
"Jorge López","- - -",59,96.79037974683544,107.40128440366973,,,121.50959566074951,,95.51646017699115,113.23594339622643,,109.07302938432915,99.19796389277913,107.63168792974605,"Jorge Lopez",14527,605347
"Michael Kelly","CLE",16.2,62.34838709677419,72.57900000000001,,,125.99810526315792,,,,,110.91411764705882,103.5083088235294,107.56183823529415,"Michael Kelly",12791,547184
"Brock Burke","TEX",59.2,105.80806779661016,105.78039215686275,,,121.76546511627912,,94.804,,,96.58228070175444,112.63067982456144,107.53956140350874,"Brock Burke",17968,656271
"John King","- - -",37.1,30.82,110.443986013986,,,105.95813953488371,,104.57581632653061,,,105.3835691374604,101.40734476617689,107.44764200628569,"John King",22051,667463
"Josh Fleming","TBR",51.2,86.18864864864867,115.3051497005988,,,,100.948393832943,104.01363636363637,,,103.72563230658608,102.33246923443637,107.43960520476239,"Josh Fleming",20418,676596
"Génesis Cabrera","- - -",55.2,116.4191836734694,89.98492537313433,116.99046052631579,,,98.29460317460317,52.48,,,108.1276461800645,100.00409427462924,107.40474027339646,"Genesis Cabrera",17490,650893
"Luis Castillo","SEA",197,108.79051300070276,101.40728222996516,,,113.9362764456982,,101.18748,,,106.72731021555762,100.71170259293964,107.37626366760392,"Luis Castillo",15689,622491
"Sawyer Gipson-Long","DET",20,90.36274999999999,131.9,104.995,,115.01570093457944,,94.75487804878048,,,99.10666666666668,106.4657142857143,107.32964285714284,"Sawyer Gipson-Long",26048,687830
"Tyler Duffey","CHC",2,95.59999999999998,90.78,,,117.4,,-23.059999999999988,310.38,,90.44,103.44645161290323,107.22064516129032,"Tyler Duffey",13758,608648
"Shohei Ohtani","LAA",132,100.18450581395349,98.65714285714283,98.1164417177914,90.05658914728684,123.33128205128206,101.8065,,,,119.49122488038275,88.26919617224883,107.16862200956938,"Shohei Ohtani",19755,660271
"Josh Winckowski","BOS",84.1,89.15529411764707,120.44189189189191,100.94522522522523,,95.52433522851521,,110.70073170731709,,,108.53062830067982,98.58046867794293,107.06578524568216,"Josh Winckowski",22387,670174
