Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"Matt Waldron","SDP",41.1,91.28333404098731,,86.68408757990056,,,91.3194956269654,79.77778003833912,,,,,,76.59166666666667,"Matt Waldron",25550,663362
"George Kirby","SEA",190.2,96.11672380845324,,,84.852630436769,,95.80952380952381,86.25072363983813,,81.8401210455247,,86.59411381740196,,75.0999984741211,"George Kirby",25436,669923
"Luke Maile","CIN",4.1,66.56103515625,,,,,,,,,,,,59.70000203450521,"Luke Maile",13355,571912
"Ernie Clement","TOR",1,74.66000162760416,,,,,,,,,,,,53.25999755859375,"Ernie Clement",20352,676391
"Tommy Hunter","NYM",23.2,92.38620521282327,,90.11913213315218,,,92.00069173177083,,83.55385178786058,,,86.25185366030092,,,"Tommy Hunter",1157,488984
"Matt Bush","MIL",10.1,94.44356242264851,,,,,93.92307692307692,80.32499694824219,77.101318359375,,,,,,"Matt Bush",1246,456713
"Adam Ottavino","NYM",61.2,93.14386307565789,,87.75714032061688,,,92.53057197215026,79.5975466008772,,,,87.6056338028169,,,"Adam Ottavino",1247,493603
"Matt Moore","- - -",52.2,94.01854734492481,,,,,,,,84.30407076103742,,84.1919198843149,,,"Matt Moore",1890,519043
"Zack Greinke","KCR",142.1,89.5458404074703,,85.16922701322116,,,89.8014389564251,79.16981850014076,72.49454869979468,57.900001525878906,,86.51409200859587,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",131.2,90.69799674131016,,,84.44000244140625,,90.92500305175781,86.53265429465301,73.35971610915493,,,84.61999860491072,,,"Clayton Kershaw",2036,477132
"Adam Wainwright","STL",101,85.71299545374293,,82.8522296565594,,,86.87967914438502,75.6,71.50604538690476,65.73333231608073,,81.43145957689607,,,"Adam Wainwright",2233,425794
"Corey Kluber","BOS",55,88.1304347826087,,86.10147601476015,,,88.17115196814903,,80.51613253248208,,,82.1394929339172,,,"Corey Kluber",2429,446372
