Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Tyler Duffey","CHC",2,157.2727172735972,0,,366.6836852448927,192.50931474910277,0,57.4629149852136,37.550478859242915,0,139.28462405383024,104.90990434810487,156.80533707211282,81.36066682744969,0,0,273.58732418424876,"Tyler Duffey",13758,608648
"Ricky Karcher","CIN",1,0,269.7136638159181,0,0,0,288.8746053788148,0,75.10095771848583,0,139.28462405383024,0,135.9822808447213,255.96190957249667,0,0,273.58732418424876,"Ricky Karcher",23449,676689
"Sandy León","TEX",1,0,0,,735.1845087639363,0,0,102.91726857392929,77.01633108966539,0,0,426.275486911907,446.5382803864404,300.54016084927133,0,0,260.37382414649403,"Sandy Leon",5273,506702
"Josh Lester","BAL",1,101.17059504023965,275.0849713096808,36.77794535442461,0,86.22749603820287,234.4543668738426,102.91726857392929,154.03266217933077,113.66940887112695,138.95937770324153,0,99.92433549846719,215.186642733787,0,0,260.37382414649403,"Josh Lester",17737,623507
"René Pinto","TBR",1,0,0,,2205.553526291809,0,0,257.2931714348232,385.08165544832684,136.40329064535234,0,1091.8387490661664,1015.5877483173763,346.3330720078553,63.364139659609364,0,227.8270961281823,"Rene Pinto",19859,650907
"Alan Trejo","COL",2,52.42423909119906,0,,733.3673704897853,44.91884016801578,0,160.8961619585981,150.20191543697166,96.15486643130797,116.07051999843033,271.7124300262377,330.8296231827734,183.56665670475527,0,51.48520485558055,212.79014081940332,"Alan Trejo",20056,676701
"Jordan Luplow","MIN",1.1,0,0,,551.388513034218,0,0,82.33381485914343,57.76226208884548,0,-231.59896274609628,312.8631609380236,356.3239626087283,244.3905222268249,0,47.77096314825301,208.29905931719526,"Jordan Luplow",16424,656669
"John McMillon","KCR",4,202.3411900804793,0,,183.79612719098407,265.3153722594174,0,31.66685186890132,19.254082772416346,0,138.95937770324153,51.00391935326789,58.5979654209981,21.116535037499634,0,47.77096314825301,208.29905931719526,"John McMillon",27942,669111
"Brandon Crawford","SFG",1,0,269.7136638159181,0,0,0,231.09968430305184,100.5601012241238,150.20191543697166,84.13550812739447,139.28462405383024,0,148.2328826589364,255.96190957249667,0,57.92085552044897,205.19049313818658,"Brandon Crawford",5343,543063
"Luis Guillorme","NYM",1,0,0,,0,0,0,100.5601012241238,75.10095771848583,84.13550812739447,139.28462405383024,0,74.82275193484868,187.52082061238312,123.23616334336576,0,205.19049313818658,"Luis Guillorme",16451,641645
