Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Josh Newman","COL",0.4,3,0.2,0.6,0.2,0,0,0,0,8,21,29,0.4,0.4,0.2,0.2,0,0.8,"Josh Newman",7383,456682
"Nate Field","FLA",0.75,0.5,0.25,0.25,0.5,0,0,1,9,14,15,29,0.5,0,0.5,0.25,0,0.75,"Nate Field",599,407757
"Jon Adkins","NYM",0,1,0.333333333,0.333333333,0.333333333,0,0,0,0,3,6,9,0.33333333,0,0.66666667,0,0.33333333,0.66666667,"Jon Adkins",1799,424668
"Chris Booker","WSN",0,0,0,0,1,0.333333333,0.333333333,0,0,12,10,22,0.33333333,0,0.66666667,0.33333333,0,0.66666667,"Chris Booker",2039,407094
"Carlos Muniz","NYM",0.16666666666666666,0.5,0.5,0.166666666,0.333333333,0,0,0,0,20,34,54,0.5,0.16666667,0.33333333,0,0.33333333,0.66666667,"Carlos Muniz",5878,444370
"Kevin Barry","ATL",0.75,2,0.75,0.25,0,0,0,0,0,21,38,59,0.375,0.375,0.25,0,0.375,0.625,"Kevin Barry",3460,435258
"Carmen Pignatiello","CHC",0.5,1.5,0,0.6,0.4,0,0.5,2,9.000004827978817,8,23,31,0.6,0.2,0.2,0.2,0.2,0.6,"Carmen Pignatiello",3088,450320
"Carlos Martinez","FLA",0.14285714285714285,0.125,0.1,0.1,0.8,0.125,0.375,0,0,14,25,39,0.3,0.1,0.6,0.1,0.3,0.6,"Carlos Martinez",3167,465593
"Jason Miller","MIN",0.3333333333333333,0.272727272,0.176470588,0.176470588,0.647058823,0.09090909,0.181818181,3,6.749995172027226,35,53,88,0.35294118,0.23529412,0.41176471,0,0.41176471,0.58823529,"Jason Miller",3104,460654
"Chris Resop","LAA",0.23076923076923078,1,0.333333333,0.333333333,0.333333333,0,0.25,1,2.076923686371931,19,34,53,0.28571429,0.5,0.21428571,0.07142857,0.35714286,0.57142857,"Chris Resop",3799,434592
"Clay Rapada","- - -",0.2,0.5,0.142857142,0.285714285,0.571428571,0,0.5,3,10.125002527144437,23,38,61,0.42857143,0.14285714,0.42857143,0,0.42857143,0.57142857,"Clay Rapada",4831,449060
"Devern Hansack","BOS",0.2692307692307692,1.09090909,0.178571428,0.428571428,0.392857142,0,0.181818181,0,0,68,91,159,0.46428571,0.42857143,0.10714286,0.17857143,0.25,0.57142857,"Devern Hansack",4939,468962
"Jon Huber","SEA",0.35294117647058826,2.333333333,0.117647058,0.617647058,0.264705882,0.222222222,0.111111111,7,5.558824153095038,72,119,191,0.54285714,0.34285714,0.11428571,0.14285714,0.31428571,0.54285714,"Jon Huber",3109,435679
"Stephen Randolph","HOU",0.5,0.411764705,0.351351351,0.189189189,0.459459459,0,0.235294117,2,1.3500005149843273,151,184,335,0.44736842,0.28947368,0.26315789,0.13157895,0.34210526,0.52631579,"Stephen Randolph",1655,150159
"Kane Davis","PHI",0.38461538461538464,0.7,0.170731707,0.341463414,0.487804878,0.1,0.1,9,7.147060226816895,99,138,237,0.34146341,0.41463415,0.24390244,0.2195122,0.26829268,0.51219512,"Kane Davis",872,282327
"Dan Kolb","PIT",0.45454545454545453,1.666666666,0.333333333,0.416666666,0.25,0,0.333333333,0,0,29,34,63,0.25,0.5,0.25,0.08333333,0.41666667,0.5,"Dan Kolb",1257,150285
"Yhency Brazoban","LAD",0.75,2,0.5,0.5,0,0,0,1,5.400002059937309,21,32,53,0.5,0.5,0,0.25,0.25,0.5,"Yhency Brazoban",2150,430674
"Juan Lara","CLE",0.3333333333333333,0.5,0.25,0.25,0.5,0,0.5,0,0,9,16,25,0.25,0.75,0,0,0.5,0.5,"Juan Lara",2613,444312
"Dan Giese","SFG",0.16666666666666666,1.444444444,0.153846153,0.5,0.346153846,0,0.444444444,1,0.9642865353708058,45,83,128,0.60714286,0.28571429,0.10714286,0.07142857,0.42857143,0.5,"Dan Giese",2656,435500
"Alberto Arias","COL",0.30434782608695654,2.166666666,0.173913043,0.565217391,0.260869565,0,0.166666666,1,1.227272461268585,52,58,110,0.58333333,0.29166667,0.125,0.08333333,0.41666667,0.5,"Alberto Arias",3087,464244
"Travis Blackley","SFG",0.2857142857142857,0.916666666,0.206896551,0.379310344,0.413793103,0.083333333,0.166666666,4,4.153844630225024,70,96,166,0.5,0.2,0.3,0.16666667,0.33333333,0.5,"Travis Blackley",3234,429715
"Mike Schultz","ARI",0.5,1,0.5,0.5,0,0,0,0,0,4,8,12,0,0.5,0.5,0,0.5,0.5,"Mike Schultz",7057,449128
"Joe Bisenius","PHI",0.5,0,0.5,0,0.5,0,0,1,4.500009119529132,15,20,35,0.5,0.25,0.25,0,0.5,0.5,"Joe Bisenius",7370,445202
"Jim Brower","NYY",0.47058823529411764,1.25,0.470588235,0.294117647,0.235294117,0,0,2,5.40000051498418,38,45,83,0.35294118,0.47058824,0.17647059,0.05882353,0.47058824,0.47058824,"Jim Brower",313,150342
"Ty Taubenheim","TOR",0.2857142857142857,0.25,0.285714285,0.142857142,0.571428571,0.125,0.125,6,10.8,41,51,92,0.53333333,0.06666667,0.4,0.26666667,0.26666667,0.46666667,"Ty Taubenheim",5561,457458
"Juan Gutierrez","HOU",0.3235294117647059,0.821428571,0.260869565,0.333333333,0.405797101,0.107142857,0.107142857,20,8.437501257285662,113,220,333,0.3943662,0.33802817,0.26760563,0.07042254,0.46478873,0.46478873,"Juan Gutierrez",3265,434641
"Anthony Lerew","ATL",0.2702702702702703,0.578947368,0.189189189,0.297297297,0.513513513,0,0.210526315,1,0.7714283612310243,96,124,220,0.31707317,0.36585366,0.31707317,0.07317073,0.46341463,0.46341463,"Anthony Lerew",3440,434679
"Dennis Dove","STL",0.2727272727272727,2,0.076923076,0.615384615,0.307692307,0,0.5,0,0,28,37,65,0.76923077,0.23076923,0,0.07692308,0.46153846,0.46153846,"Dennis Dove",6240,452728
"Mark Mulder","STL",0.4090909090909091,0.727272727,0.191489361,0.340425531,0.468085106,0.045454545,0.181818181,4,3.272727272727273,71,125,196,0.375,0.27083333,0.35416667,0.1875,0.35416667,0.45833333,"Mark Mulder",932,150426
"Bill Murphy","ARI",0.375,2,0.217391304,0.52173913,0.260869565,0,0,0,0,65,69,134,0.5,0.20833333,0.29166667,0.125,0.41666667,0.45833333,"Bill Murphy",4755,430889
"Juan Carlos Oviedo","KCR",0.28346456692913385,0.661538461,0.187969924,0.32330827,0.488721804,0.123076923,0.123076923,24,4.946565389647123,251,455,706,0.44444444,0.28888889,0.26666667,0.19259259,0.35555556,0.45185185,"Juan Carlos Oviedo",2886,434663
"Rich Thompson","LAA",0.375,0.75,0.3,0.3,0.4,0,0.5,1,1.3500009012228307,62,77,139,0.4,0.25,0.35,0.1,0.45,0.45,"Rich Thompson",6422,460366
"Luke Hudson","KCR",0.125,3,0.111111111,0.666666666,0.222222222,0,0.5,0,0,27,23,50,0.66666667,0.11111111,0.22222222,0.11111111,0.44444444,0.44444444,"Luke Hudson",1542,346873
"Cory Doyne","BAL",0.4,0.5,0.0625,0.3125,0.625,0,0.1,1,2.45454795498748,40,47,87,0.375,0.4375,0.1875,0,0.5625,0.4375,"Cory Doyne",7262,449127
"Dustin Nippert","ARI",0.31386861313868614,1.125,0.28169014,0.38028169,0.338028169,0.041666666,0.104166666,10,1.985294340391085,291,502,793,0.33098592,0.4084507,0.26056338,0.0915493,0.47183099,0.43661972,"Dustin Nippert",4426,430962
"Scott Elarton","KCR",0.3014705882352941,0.6,0.183673469,0.306122448,0.510204081,0.106666666,0.16,32,7.7837813762619295,268,420,688,0.44217687,0.34013605,0.21768707,0.0952381,0.46938776,0.43537415,"Scott Elarton",426,134003
"Marcus Gwyn","LAA",0.3,0.307692307,0.260869565,0.173913043,0.565217391,0.153846153,0.23076923,0,0,47,63,110,0.39130435,0.39130435,0.2173913,0.2173913,0.34782609,0.43478261,"Marcus Gwyn",3116,461880
"Jason Schmidt","LAD",0.3333333333333333,0.725,0.188235294,0.34117647,0.470588235,0.175,0.1,6,2.1038958433205934,182,290,472,0.46590909,0.31818182,0.21590909,0.18181818,0.38636364,0.43181818,"Jason Schmidt",1131,121834
"Eddie Guardado","CIN",0.2978723404255319,0.478260869,0.291666666,0.229166666,0.479166666,0.217391304,0.086956521,6,3.951219971728903,90,150,240,0.42857143,0.28571429,0.28571429,0.24489796,0.32653061,0.42857143,"Eddie Guardado",727,115216
"Andrew Sisco","CHW",0.3617021276595745,0.772727272,0.1875,0.354166666,0.458333333,0.045454545,0.09090909,4,2.571430673406334,126,182,308,0.34693878,0.30612245,0.34693878,0.16326531,0.40816327,0.42857143,"Andrew Sisco",3706,434878
"Josh Johnson","FLA",0.45454545454545453,2,0.333333333,0.444444444,0.222222222,0.166666666,0.083333333,3,1.7234039056242465,134,186,320,0.42857143,0.30357143,0.26785714,0.14285714,0.42857143,0.42857143,"Josh Johnson",4567,435178
"Brian Rogers","PIT",0.2,0.25,0.166666666,0.166666666,0.666666666,0,0.5,0,0,12,20,32,0.42857143,0.42857143,0.14285714,0.14285714,0.42857143,0.42857143,"Brian Rogers",6123,446910
"J.A. Happ","PHI",0.36363636363636365,0.285714285,0.357142857,0.142857142,0.5,0,0.428571428,3,6.75,36,58,94,0.5,0.28571429,0.21428571,0.07142857,0.5,0.42857143,"J.A. Happ",7410,457918
"Mark Lowe","SEA",0.16666666666666666,0,0.285714285,0,0.714285714,0.2,0.2,2,6.750004626813722,31,31,62,0.28571429,0.28571429,0.42857143,0.14285714,0.42857143,0.42857143,"Mark Lowe",7416,450275
"Phil Dumatrait","CIN",0.4342105263157895,0.848484848,0.227848101,0.354430379,0.417721518,0.06060606,0.181818181,15,7.5,163,241,404,0.36585366,0.29268293,0.34146341,0.15853659,0.41463415,0.42682927,"Phil Dumatrait",8598,430597
"Chase Wright","NYY",0.25,0.705882352,0.121212121,0.363636363,0.515151515,0.058823529,0.294117647,14,12.6,83,117,200,0.42424242,0.33333333,0.24242424,0.12121212,0.45454545,0.42424242,"Chase Wright",3593,451657
"Andy Cavazos","STL",0.3333333333333333,1,0.246376811,0.376811594,0.376811594,0.076923076,0.192307692,8,3.600001716614588,175,240,415,0.36619718,0.3943662,0.23943662,0.12676056,0.45070423,0.42253521,"Andy Cavazos",2668,458187
"Mike Koplove","CLE",0.3157894736842105,0.636363636,0.052631578,0.368421052,0.578947368,0.09090909,0,1,1.5,40,65,105,0.26315789,0.47368421,0.26315789,0.10526316,0.47368421,0.42105263,"Mike Koplove",63,407377
"Ricky Stone","CIN",0.2,0.416666666,0.105263157,0.263157894,0.631578947,0,0.333333333,1,1.687500100582844,32,50,82,0.36842105,0.31578947,0.31578947,0.10526316,0.47368421,0.42105263,"Ricky Stone",576,150392
"Freddy Garcia","PHI",0.34831460674157305,0.956521739,0.266304347,0.358695652,0.375,0.057971014,0.173913043,30,4.655171495272243,415,626,1041,0.48421053,0.31578947,0.2,0.14210526,0.43684211,0.42105263,"Freddy Garcia",1077,150119
"Scott Munter","SFG",0.3684210526315789,2.111111111,0.2,0.542857142,0.257142857,0.111111111,0,9,7.5937497736886215,58,98,156,0.31578947,0.36842105,0.31578947,0.13157895,0.44736842,0.42105263,"Scott Munter",3470,434639
"Casey Fossum","TBD",0.3574144486692015,1.386363636,0.23076923,0.446886446,0.322344322,0.09090909,0.170454545,47,5.5657900324158955,493,797,1290,0.44604317,0.34532374,0.20863309,0.1294964,0.45323741,0.41726619,"Casey Fossum",188,407154
"Billy Petrick","CHC",0.19230769230769232,1.363636363,0.103448275,0.517241379,0.379310344,0,0.272727272,4,3.724136706340163,69,103,172,0.44827586,0.17241379,0.37931034,0.10344828,0.48275862,0.4137931,"Billy Petrick",4865,459336
"Jose Capellan","- - -",0.2692307692307692,0.769230769,0.188235294,0.352941176,0.458823529,0.051282051,0.179487179,12,4.1538456967596975,160,293,453,0.34117647,0.36470588,0.29411765,0.14117647,0.44705882,0.41176471,"Jose Capellan",2236,430642
"Chad Orvella","TBD",0.4166666666666667,1.133333333,0.157894736,0.447368421,0.394736842,0.066666666,0.2,3,3.3750004023314,89,126,215,0.30769231,0.38461538,0.30769231,0.17948718,0.41025641,0.41025641,"Chad Orvella",5952,435378
"Cliff Lee","CLE",0.2996845425867508,0.709876543,0.150306748,0.352760736,0.496932515,0.092592592,0.104938271,74,6.842466245070736,580,1067,1647,0.3742515,0.31437126,0.31137725,0.1257485,0.46407186,0.41017964,"Cliff Lee",1636,424324
"Paul Shuey","BAL",0.375,1.571428571,0.111111111,0.543209876,0.345679012,0.035714285,0.107142857,9,3.1558458756436747,220,302,522,0.65060241,0.22891566,0.12048193,0.1686747,0.42168675,0.40963855,"Paul Shuey",406,122201
"John Koronka","TEX",0.36363636363636365,0.75,0.282051282,0.307692307,0.41025641,0.0625,0,2,1.7419360197547236,77,117,194,0.43181818,0.36363636,0.20454545,0.13636364,0.45454545,0.40909091,"John Koronka",2130,425655
"Willie Collazo","NYM",0.3181818181818182,1.375,0.136363636,0.5,0.363636363,0.125,0,3,4.764704011304065,38,55,93,0.45454545,0.22727273,0.31818182,0.09090909,0.5,0.40909091,"Willie Collazo",3503,458974
"Tom Mastny","CLE",0.3352941176470588,0.985714285,0.187134502,0.403508771,0.409356725,0.128571428,0.085714285,34,5.306358615516205,407,613,1020,0.38068182,0.38068182,0.23863636,0.17613636,0.41477273,0.40909091,"Tom Mastny",5768,457826
"Jack Cassel","SDP",0.3625,1.269230769,0.2625,0.4125,0.325,0.038461538,0.038461538,18,7.147057821181547,114,231,345,0.25925926,0.41975309,0.32098765,0.17283951,0.41975309,0.40740741,"Jack Cassel",3052,445222
"Tim Stauffer","SDP",0.37037037037037035,0.368421052,0.161290322,0.225806451,0.612903225,0.052631578,0.263157894,13,15.26086323743769,73,109,182,0.40625,0.34375,0.25,0.1875,0.40625,0.40625,"Tim Stauffer",6432,431162
"Yusmeiro Petit","ARI",0.2658959537572254,0.625,0.152173913,0.326086956,0.52173913,0.114583333,0.125,30,4.7368421052631575,316,577,893,0.43783784,0.35135135,0.21081081,0.18378378,0.41081081,0.40540541,"Yusmeiro Petit",4020,433589
"Eric Stults","LAD",0.35714285714285715,1,0.212598425,0.393700787,0.393700787,0.08,0.1,12,2.7931037008691715,266,421,687,0.38931298,0.35114504,0.25954198,0.19847328,0.39694656,0.40458015,"Eric Stults",8011,445590
"Manny Acosta","ATL",0.2,2.125,0.122807017,0.596491228,0.280701754,0.1875,0.125,8,3.0422536028540597,156,227,383,0.47368421,0.33333333,0.19298246,0.26315789,0.33333333,0.40350877,"Manny Acosta",8725,407924
"Lino Urdaneta","NYM",0.25,1.5,0,0.6,0.4,0,0.5,2,18.000019311925627,6,11,17,0.6,0.4,0,0.2,0.4,0.4,"Lino Urdaneta",1862,430842
"Enrique Gonzalez","ARI",0.4,2.5,0.3,0.5,0.2,0,0,0,0,16,28,44,0.3,0.5,0.2,0.2,0.4,0.4,"Enrique Gonzalez",2568,434619
"Jamie Vermilyea","TOR",0.25,1.428571428,0.15,0.5,0.35,0.142857142,0,2,3,18,48,66,0.55,0.4,0.05,0.1,0.5,0.4,"Jamie Vermilyea",5660,461347
"Connor Robertson","OAK",0.6,1.333333333,0.3,0.4,0.3,0,0,3,13.499980688122719,20,35,55,0.2,0.5,0.3,0.2,0.4,0.4,"Connor Robertson",7705,452075
"Jerry Blevins","OAK",0.3684210526315789,0.153846153,0.25,0.1,0.65,0.076923076,0.076923076,2,3.8571410179146954,44,62,106,0.35,0.4,0.25,0.1,0.5,0.4,"Jerry Blevins",7841,460283
"Ross Ohlendorf","NYY",0.2857142857142857,1.166666666,0.071428571,0.5,0.428571428,0,0.166666666,5,7.1052635145319645,41,69,110,0.33333333,0.4,0.26666667,0.13333333,0.46666667,0.4,"Ross Ohlendorf",8268,456027
"Edwin Jackson","TBD",0.34108527131782945,1.267379679,0.193916349,0.450570342,0.355513307,0.101604278,0.101604278,78,4.360248732116616,1183,1783,2966,0.38878505,0.3364486,0.27476636,0.12336449,0.47850467,0.39813084,"Edwin Jackson",1841,429719
"Mike Gosling","CIN",0.37755102040816324,1.171428571,0.24,0.41,0.35,0.142857142,0.142857142,15,4.09091003670202,275,353,628,0.3592233,0.39805825,0.24271845,0.13592233,0.46601942,0.39805825,"Mike Gosling",2204,428420
"Gustavo Chacin","TOR",0.25,0.975,0.193877551,0.397959183,0.408163265,0.075,0.15,11,3.6219516407514947,156,265,421,0.44897959,0.32653061,0.2244898,0.1122449,0.48979592,0.39795918,"Gustavo Chacin",2060,407860
"Brandon Medders","ARI",0.26582278481012656,0.533333333,0.197674418,0.279069767,0.523255813,0.088888888,0.2,21,6.443185030184132,198,283,481,0.44318182,0.30681818,0.25,0.125,0.47727273,0.39772727,"Brandon Medders",8604,430665
"Lance Cormier","ATL",0.27586206896551724,1.702127659,0.191082802,0.50955414,0.299363057,0.085106382,0.340425531,32,6.30656864065255,316,488,804,0.42857143,0.32919255,0.24223602,0.19254658,0.40993789,0.39751553,"Lance Cormier",4346,433578
"Levale Speigner","WSN",0.35526315789473684,1.301886792,0.202614379,0.450980392,0.346405228,0,0.075471698,21,4.725000901222401,297,431,728,0.3525641,0.36538462,0.28205128,0.1025641,0.5,0.3974359,"Levale Speigner",5717,446453
"Jason Davis","- - -",0.2992125984251969,1.465116279,0.178294573,0.488372093,0.333333333,0.162790697,0.093023255,22,5.351352868592586,309,407,716,0.30534351,0.38931298,0.30534351,0.12977099,0.47328244,0.39694656,"Jason Davis",1598,425186
"Romulo Sanchez","PIT",0.27450980392156865,1.733333333,0.211538461,0.5,0.288461538,0.133333333,0.133333333,3,1.5000001589457364,113,155,268,0.49056604,0.32075472,0.18867925,0.18867925,0.41509434,0.39622642,"Romulo Sanchez",4170,454972
"Jailen Peguero","ARI",0.32608695652173914,0.59090909,0.255319148,0.276595744,0.468085106,0.136363636,0.09090909,4,2.4545454013446157,120,159,279,0.35416667,0.41666667,0.22916667,0.22916667,0.375,0.39583333,"Jailen Peguero",2913,460639
"Jo-Jo Reyes","ATL",0.2822085889570552,1.121212121,0.151515151,0.448484848,0.4,0.045454545,0.136363636,28,4.973684670811257,363,504,867,0.41860465,0.3372093,0.24418605,0.1627907,0.44186047,0.39534884,"Jo-Jo Reyes",5559,457456
"Ramon E Ramirez","COL",0.35185185185185186,0.607142857,0.166666666,0.314814814,0.518518518,0.071428571,0.071428571,14,7.269233702203704,111,176,287,0.46428571,0.375,0.16071429,0.16071429,0.44642857,0.39285714,"Ramon E Ramirez",7986,430673
"Sean Gallagher","CHC",0.3018867924528302,0.88,0.160714285,0.392857142,0.446428571,0.08,0.12,5,3.0681833477067295,118,158,276,0.33928571,0.375,0.28571429,0.125,0.48214286,0.39285714,"Sean Gallagher",8261,451595
"Edward Mujica","CLE",0.3333333333333333,0.448275862,0.16,0.26,0.58,0.172413793,0.103448275,3,2.076923686371931,57,127,184,0.31372549,0.33333333,0.35294118,0.17647059,0.43137255,0.39215686,"Edward Mujica",3970,465629
"Tom Martin","COL",0.3010752688172043,1.387096774,0.229166666,0.447916666,0.322916666,0.161290322,0.129032258,9,3.1558454066072565,177,264,441,0.48453608,0.30927835,0.20618557,0.11340206,0.49484536,0.39175258,"Tom Martin",1219,118353
"Brandon Duckworth","KCR",0.294478527607362,1.345454545,0.213414634,0.451219512,0.335365853,0.018181818,0.054545454,28,5.4000009563992695,336,444,780,0.41566265,0.35542169,0.22891566,0.14457831,0.46385542,0.39156627,"Brandon Duckworth",954,346855
"Livan Hernandez","ARI",0.3025568181818182,0.947916666,0.209859154,0.384507042,0.405633802,0.0625,0.118055555,113,4.9771616247071115,1355,2006,3361,0.38075881,0.34688347,0.27235772,0.15853659,0.45121951,0.3902439,"Livan Hernandez",1116,115817
"Victor Zambrano","- - -",0.34210526315789475,2,0.25,0.5,0.25,0.1,0.3,18,7.043476654586725,224,264,488,0.6097561,0.23170732,0.15853659,0.1097561,0.5,0.3902439,"Victor Zambrano",1237,406913
"Ryan Feierabend","SEA",0.36627906976744184,0.775,0.20670391,0.346368715,0.446927374,0.1125,0.125,25,4.560810928365628,356,557,913,0.41758242,0.31318681,0.26923077,0.15934066,0.45054945,0.39010989,"Ryan Feierabend",6336,456387
