Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Greg Maddux","SDP",198,0.64465915,,0.07353731,,,0.04079442,0.11057434,0.0085883,,,0.12184648,,,,"Greg Maddux",104,118120
"Jason Marquis","CHC",191.2,0.66984993,,,,,0.0361528,0.17326057,0.01773533,,,0.10300136,,,,"Jason Marquis",105,150302
"Kevin Millwood","TEX",172.2,0.65478657,,0.04973063,0.00745959,,,0.12059677,0.1156237,,,0.05180274,,,,"Kevin Millwood",106,119154
"Horacio Ramirez","SEA",98,0.63538462,,,,,,0.16769231,0.07692308,,,0.12,,,,"Horacio Ramirez",110,400141
"John Smoltz","ATL",205.2,0.45361826,,0.03982516,0.02574065,,0.00437105,0.3054881,0.06119475,,,0.10976202,,,,"John Smoltz",115,122477
"Dan Wheeler","- - -",74.2,0.64739884,,,0.03468208,,,0.16763006,0.06069364,,,0.08959538,,,,"Dan Wheeler",120,235095
"Erik Bedard","BAL",182,0.59032717,,,,,,0.056899,0.29587482,,,0.056899,,,,"Erik Bedard",126,407853
"Travis Driskill","HOU",6,0.64356436,,,,,,,,,,0.35643564,,,,"Travis Driskill",134,150344
"Jorge Julio","- - -",62,0.6314554,,,,,,0.30751174,,,,0.06103286,,,,"Jorge Julio",148,406402
"Rodrigo Lopez","COL",79.1,0.42372881,,0.18644068,,,,0.20338983,0.01694915,,,0.16949153,,,,"Rodrigo Lopez",150,150438
"John Parrish","- - -",52,0.58900524,,,,,,0.36387435,0.0052356,,,0.04188482,,,,"John Parrish",160,332292
"Sidney Ponson","MIN",37.2,,,,,,,,,,,,,,,"Sidney Ponson",161,132260
"B.J. Ryan","TOR",4.1,0.7826087,,,,,,0.2173913,,,,,,,,"B.J. Ryan",168,124805
"Rafael Betancourt","CLE",79.1,0.84198646,,,,,,0.11738149,,,,0.04063205,,,,"Rafael Betancourt",177,429783
"Casey Fossum","TBD",76,0.62857143,,,,,,0.1047619,0.24761905,,,0.01904762,,,,"Casey Fossum",188,407154
"Derek Lowe","LAD",199.1,0.64728313,,,,,0.02192564,0.17159199,0.0257388,,,0.13346044,,,,"Derek Lowe",199,117955
"Pedro Martínez","NYM",28,0.26760563,,0.02816901,,,,0.32394366,0.08450704,,,0.29577465,,,,"Pedro Martinez",200,118377
"Darren Oliver","LAA",64.1,0.74022346,,0.00837989,,,,0.06005587,0.19134078,,,,,,,"Darren Oliver",206,119984
"Tim Wakefield","BOS",189,0.00077882,,,,,,,0.01791277,,,,,0.98130841,,"Tim Wakefield",219,123801
"Mark Buehrle","CHW",201,0.39942391,,0.06673068,,,,0.2131541,0.11089774,,,0.20979357,,,,"Mark Buehrle",225,279824
"Jon Garland","CHW",208.1,0.60792541,,,,,0.01072261,0.16689977,0.04335664,,,0.17109557,,,,"Jon Garland",232,279782
"Gary Glover","TBD",77.1,0.6572327,,,,,,0.19811321,0.09748428,,,0.04716981,,,,"Gary Glover",234,150474
"Bob Howry","CHC",81.1,0.91164095,,,,,0.00140252,0.06030856,,,,0.02664797,,,,"Bob Howry",237,133982
"Damaso Marte","PIT",45.1,0.73809524,,,,,,0.23015873,0.01587302,,,0.01587302,,,,"Damaso Marte",247,150122
"Antonio Alfonseca","PHI",49.2,0.87116564,,0.00613497,,,0.03067485,0.03067485,,,,0.06134969,,,,"Antonio Alfonseca",260,110134
"Joe Borowski","CLE",65.2,0.56087824,,,,,,0.37125749,0.01197605,,,0.05588822,,,,"Joe Borowski",267,111244
"Juan Cruz","ARI",61,0.58907363,,,,,,0.31591449,0.03562945,,,0.05938242,,,,"Juan Cruz",273,407297
"Kyle Farnsworth","NYY",60,0.75471698,,,,,0.00943396,0.22169811,0.00471698,,,0.00943396,,,,"Kyle Farnsworth",278,150035
"Tom Gordon","PHI",40,0.54920635,,0.0031746,,,,0.39365079,0.05079365,,,0.0031746,,,,"Tom Gordon",282,114971
"Jon Lieber","PHI",78,0.5,,,,,,0.43269231,,,,0.06730769,,,,"Jon Lieber",287,117758
"Ron Mahay","- - -",67,0.62800566,,0.01272984,,,,0.14002829,0.00990099,,,0.20933522,,,,"Ron Mahay",290,118158
"Will Ohman","CHC",36.1,0.52797203,,,,,,0.29370629,0.11188811,,,0.06643357,,,,"Will Ohman",296,349193
"Augie Ojeda","ARI",1,,,,,,,,,,,,,,,"Augie Ojeda",297,324432
"Kerry Wood","CHC",24.1,0.64013841,,,,,,0.24221453,0.11072664,,,0.00692042,,,,"Kerry Wood",304,134268
"Carlos Zambrano","CHC",216.1,0.62674651,,0.08383234,,,0.02927478,0.12242182,0.01729874,,,0.12042582,,,,"Carlos Zambrano",305,407296
"Jim Brower","NYY",3.1,,,,,,,,,,,,,,,"Jim Brower",313,150342
"Elmer Dessens","- - -",34,0.54966887,,,,,0.01986755,0.25496689,0.05298013,,,0.12251656,,,,"Elmer Dessens",317,113296
"Chris Reitsma","SEA",23.2,0.49122807,,,,,0.00584795,0.15497076,0.13157895,,,0.21637427,,,,"Chris Reitsma",348,277410
"Scott Williamson","BAL",14.1,0.32352941,,,0.02941176,,,0.52941176,,,,0.11764706,,,,"Scott Williamson",361,150182
"Danys Baez","BAL",50.1,0.70535714,,,,,,0.02678571,0.24107143,,,0.02678571,,,,"Danys Baez",367,276056
"Bartolo Colon","LAA",99.1,0.76787808,,,,,,0.15943728,0.003517,,,0.06916764,,,,"Bartolo Colon",375,112526
"Chad Paronto","ATL",40.1,0.59611231,,,,,0.01943844,0.28293737,0.01511879,,,0.08639309,,,,"Chad Paronto",399,406301
"David Riske","KCR",69.2,0.81464531,,,0.00228833,,,0.01372998,0.00686499,,,0.1624714,,,,"David Riske",402,228594
"CC Sabathia","CLE",241,0.61525974,,,,,,0.20373377,0.00649351,,,0.17451299,,,,"CC Sabathia",404,282332
"Paul Shuey","BAL",25.2,0.5477707,,,0.20382166,,,,0.1910828,,,0.05732484,,,,"Paul Shuey",406,122201
"Billy Traber","WSN",39.2,0.46956522,,,,,,,0.27826087,,,0.25217391,,,,"Billy Traber",410,407896
"Jake Westbrook","CLE",152,0.64619165,,0.01719902,,,0.03439803,0.11629812,0.05405405,,,0.13185913,,,,"Jake Westbrook",412,150414
"Bob Wickman","- - -",50.1,0.60160966,,,,,0.00804829,0.34607646,0.03822938,,,0.00603622,,,,"Bob Wickman",413,124233
"Jaret Wright","BAL",10.1,,,,,,,,,,,,,,,"Jaret Wright",415,124605
"Shawn Chacon","PIT",96,0.71489362,,,,,,0.15744681,0.1106383,,,0.01702128,,,,"Shawn Chacon",424,276336
"Scott Elarton","KCR",37,0.71875,,,,,0.00625,0.00625,0.14375,,,0.125,,,,"Scott Elarton",426,134003
"Brian Fuentes","COL",61.1,0.67928731,,0.00668151,,,,0.06458797,0.0467706,,,0.20267261,,,,"Brian Fuentes",429,150118
"Jason Jennings","HOU",99,0.3627451,,,,,0.00653595,0.47875817,0.02124183,,,0.13071895,,,,"Jason Jennings",434,407298
"Todd Jones","DET",61.1,0.60174419,,0.11337209,,,,0.0377907,0.17151163,,,0.0755814,,,,"Todd Jones",436,116734
"Dennys Reyes","MIN",29.1,0.7265625,,,,,,0.21875,0.0234375,,,0.03125,,,,"Dennys Reyes",444,121096
"Victor Santos","- - -",63.1,0.49140893,,,0.01030928,,,0.03092784,0.2371134,,,0.23024055,,,,"Victor Santos",446,276343
"Justin Speier","LAA",50,0.48733234,,,0.00596125,,0.00596125,0.3338301,0.10134128,,,0.06557377,,,,"Justin Speier",451,133221
"John Thomson","KCR",10.2,0.67948718,,,,,,0.21794872,0.05128205,,,0.05128205,,,,"John Thomson",453,123307
"Rick White","- - -",34.2,0.68382353,,,,,,0.03676471,0.25735294,,,0.02205882,,,,"Rick White",456,124184
"Brian Moehler","HOU",59.2,0.60687961,,,,,0.002457,0.22113022,0.07371007,,,0.0958231,,,,"Brian Moehler",480,119215
"Mark Redman","- - -",41.1,0.55441478,,0.00616016,,,,0.11088296,0.06776181,,,0.26078029,,,,"Mark Redman",491,150230
"Fernando Rodney","DET",50.2,0.62750716,,,,,,0.00573066,,,,0.36676218,,,,"Fernando Rodney",494,407845
"Jamie Walker","BAL",61.1,0.37068966,,,,,,0.2112069,0.04741379,,,0.37068966,,,,"Jamie Walker",502,123828
"Jeff Weaver","SEA",146.2,0.45234415,,0.04276146,,,0.00824317,0.19165379,0.15301391,,,0.15198351,,,,"Jeff Weaver",503,213711
"Josh Beckett","BOS",200.2,0.69281046,,0.00093371,,,,,0.26797386,,,0.03828198,,,,"Josh Beckett",510,277417
"A.J. Burnett","TOR",165.2,0.69436813,,,,,0.00686813,,0.2760989,,,0.02266484,,,,"A.J. Burnett",512,150359
"Ryan Dempster","CHC",66.2,0.45503597,,,,,,0.32553957,,,,0.21942446,,,,"Ryan Dempster",517,133225
"Jason Grilli","DET",79.2,0.67782427,,,,,,0.23849372,0.0111576,,,0.07252441,,,,"Jason Grilli",521,276351
"Braden Looper","STL",175,0.61132661,,,0.04654771,,0.03801396,0.14895268,0.00155159,,,0.15360745,,,,"Braden Looper",526,131702
"Brad Penny","LAD",208,0.71698963,,,0.02523659,,,0.01306895,0.1180712,,,0.12663362,,,,"Brad Penny",535,207267
"Julian Tavarez","BOS",134.2,0.62889813,,,0.01767152,,0.0010395,0.07484407,0.09043659,,,0.18711019,,,,"Julian Tavarez",541,123118
"Doug Brocail","SDP",76.2,0.65606596,,,,,,0.09305065,0.20848057,,,0.04240283,,,,"Doug Brocail",551,111492
"Octavio Dotel","- - -",30.2,0.76760563,,0.05633803,,,,0.16197183,,,,0.01408451,,,,"Octavio Dotel",555,136734
"Brad Lidge","HOU",67,0.54122622,,,,,,0.45243129,,,,0.00634249,,,,"Brad Lidge",563,400058
"Scott Linebrink","- - -",70.1,0.67757576,,,,,0.00242424,0.00727273,0.09212121,,,0.22060606,,,,"Scott Linebrink",564,276530
"Wade Miller","CHC",13.2,,,,,,,,,,,,,,,"Wade Miller",568,150063
"Roy Oswalt","HOU",212,0.66094854,,,,,,0.11907164,0.18062563,,,0.03935419,,,,"Roy Oswalt",571,400061
"Tim Redding","WSN",84,0.53488372,,0.04069767,,,,0.19767442,0.125,,,0.10174419,,,,"Tim Redding",573,400062
"Ricky Stone","CIN",5.1,,,,,,,,,,,,,,,"Ricky Stone",576,150392
"Billy Wagner","NYM",68.1,0.67741935,,,,,,0.31336406,,,,0.00921659,,,,"Billy Wagner",578,123790
"Winston Abreu","WSN",30.1,0.57333333,,,,,,0.41333333,,,,0.01333333,,,,"Winston Abreu",582,275700
"Jeremy Affeldt","COL",59,0.5922619,,,,,,0.04166667,0.3422619,,,0.02380952,,,,"Jeremy Affeldt",583,346793
"Paul Byrd","CLE",192.1,0.47971602,,0.02941176,,,,0.1673428,0.07099391,,,0.2525355,,,,"Paul Byrd",594,111838
"Nate Field","FLA",1,,,,,,,,,,,,,,,"Nate Field",599,407757
"Roberto Hernandez","- - -",46.1,0.69747899,,,0.02521008,,,0.22689076,,,,0.05042017,,,,"Roberto Hernandez",605,115832
"Mike MacDougal","CHW",42.1,0.55078125,,,,,0.00195313,0.42382813,0.0078125,,,0.015625,,,,"Mike MacDougal",612,213680
"Brian Shouse","MIL",47.2,0.12533333,,,,,0.00266667,0.128,0.69866667,,,0.04533333,,,,"Brian Shouse",630,122195
"Jeff Suppan","MIL",206.2,0.58414361,,0.03216156,,,,0.12715034,0.13089005,,,0.12565445,,,,"Jeff Suppan",633,122987
"Eric Gagne","- - -",52,0.55,,,,,,0.03666667,0.14166667,,,0.27166667,,,,"Eric Gagne",650,150378
"Odalis Perez","KCR",137.1,0.43052838,,0.00782779,,,,0.29158513,0.07632094,,,0.19373777,,,,"Odalis Perez",668,136602
"Ray King","- - -",39.2,0.48113208,,,,,,0.48584906,0.00943396,,,0.02358491,,,,"Ray King",693,150037
"Ben Sheets","MIL",141.1,0.70040486,,,,,0.00202429,,0.28137652,,,0.01619433,,,,"Ben Sheets",710,282656
"Luis Vizcaino","NYY",75.1,0.56183746,,,0.00353357,,0.01413428,0.33568905,0.01060071,,,0.07420495,,,,"Luis Vizcaino",714,150430
"Jamey Wright","TEX",77,0.45345016,,,,,0.02957284,0.26286966,0.1128149,,,0.14129244,,,,"Jamey Wright",715,124604
"Grant Balfour","- - -",24.2,0.73333333,,,,,0.00333333,0.15333333,0.05,,,0.06,,,,"Grant Balfour",718,346797
"Eddie Guardado","CIN",13.2,0.7239819,,,,,,0.09502262,,,,0.18099548,,,,"Eddie Guardado",727,115216
"LaTroy Hawkins","COL",55.1,0.69405099,,0.01133144,,,0.00566572,0.17563739,0.01983003,,,0.09348442,,,,"LaTroy Hawkins",729,115629
"Kyle Lohse","- - -",192.2,0.45859873,,,,,0.01019108,0.28025478,0.07133758,,,0.17961783,,,,"Kyle Lohse",739,346798
"Eric Milton","CIN",31.1,,,,,,,,,,,,,,,"Eric Milton",743,132980
"Juan Rincon","MIN",59.2,0.66978923,,,,,0.00234192,0.31615925,0.00234192,,,0.00936768,,,,"Juan Rincon",752,346799
"J.C. Romero","- - -",56.1,0.5470852,,,,,0.00224215,0.0896861,0.17040359,,,0.19058296,,,,"J.C. Romero",754,240694
"Johan Santana","MIN",219,0.63875365,,,,,,0.10126582,,,,0.25998053,,,,"Johan Santana",755,276371
"Tony Armas","PIT",97,0.54707792,,,,,,0.25649351,0.13961039,,,0.05681818,,,,"Tony Armas",761,150393
"Bruce Chen","TEX",10,0.65217391,,,,,,0.03726708,0.11801242,,,0.19254658,,,,"Bruce Chen",769,136600
"Scott Downs","TOR",58,0.6119403,,,,,,0.0988806,0.27052239,,,0.01865672,,,,"Scott Downs",773,275933
"Matt Herges","COL",48.2,0.57819905,,,,,0.03080569,0.03554502,0.15876777,,,0.19668246,,,,"Matt Herges",780,150382
"Tomo Ohka","TOR",56,0.32678571,,0.03392857,0.00714286,,0.00535714,0.45357143,0.0125,,,0.16071429,,,,"Tomo Ohka",788,219594
"Carl Pavano","NYY",11.1,,,,,,,,,,,,,,,"Carl Pavano",790,134321
"Javier Vazquez","CHW",216.2,0.59047619,,,,,,0.15757576,0.1008658,,,0.15108225,,,,"Javier Vazquez",801,134320
"Todd Williams","BAL",14.1,0.62790698,,,,,,0.30232558,,,,0.06976744,,,,"Todd Williams",805,124343
"Roger Clemens","NYY",99,0.52320675,,,0.092827,,,0.23628692,0.02953586,,,0.11814346,,,,"Roger Clemens",815,112388
"Orlando Hernandez","NYM",147.2,0.4746988,,,,,0.00963855,0.18313253,0.22650602,,,0.1060241,,,,"Orlando Hernandez",823,133340
"Randy Keisler","STL",17.1,0.6744186,,,,,,0.06976744,0.04651163,,,0.20930233,,,,"Randy Keisler",830,342892
"Ted Lilly","CHC",207,0.53815789,,0.12368421,,,,0.04605263,0.15986842,,,0.13223684,,,,"Ted Lilly",833,150404
"Mike Mussina","NYY",152,0.49149338,,0.01323251,,,,0.18147448,0.20982987,,,0.10396975,,,,"Mike Mussina",837,119608
"Andy Pettitte","NYY",215.1,0.53036437,,0.16700405,,,,0.05668016,0.12550607,,,0.12044534,,,,"Andy Pettitte",840,120485
"Mariano Rivera","NYY",71.1,0.54461538,,0.45538462,,,,,,,,,,,,"Mariano Rivera",844,121250
"Mike Stanton","CIN",57.2,0.48387097,,,,,,0.18817204,0.14784946,,,0.18010753,,,,"Mike Stanton",849,122681
"David Wells","- - -",157.1,0.50884434,,0.0571934,,,,0.08490566,0.2629717,,,0.08608491,,,,"David Wells",855,124071
"Mike Bacsik","WSN",118,0.13840156,,,,,,,0.13840156,,,0.72319688,,,,"Mike Bacsik",863,407194
"John Bale","KCR",40,0.67413442,,,,,,0.03462322,0.23014257,,,0.0610998,,,,"John Bale",864,150469
"Armando Benitez","- - -",50.1,0.67013889,,,0.02430556,,,0.20486111,,,,0.10069444,,,,"Armando Benitez",865,110859
"Kane Davis","PHI",11.1,0.48351648,,,,,,0.23076923,0.20879121,,,0.07692308,,,,"Kane Davis",872,282327
"Jae Weong Seo","TBD",52,0.46341463,,,,,0.0097561,0.05853659,0.07804878,,,0.3902439,,,,"Jae Weong Seo",895,150242
"Steve Trachsel","- - -",158,0.3577371,,,0.04825291,,,,0.2296173,,,0.36439268,,,,"Steve Trachsel",898,123431
"Tyler Walker","SFG",14.1,0.61029412,,,,,,0.36029412,0.02205882,,,0.00735294,,,,"Tyler Walker",901,400104
"David Weathers","CIN",77.2,0.718107,,,,,0.00823045,0.25514403,,,,0.01851852,,,,"David Weathers",902,124000
"Chad Bradford","BAL",64.2,0.4279661,,,0.01271186,,,0.02542373,0.34745763,,,0.18644068,,,,"Chad Bradford",904,136268
"Justin Duchscherer","OAK",16.1,0.34862385,,0.04587156,,,0.00917431,0.32110092,0.27522936,,,,,,,"Justin Duchscherer",910,407113
"Tim Hudson","ATL",224.1,0.5924781,,0.02009274,0.02833591,,0.05770222,0.1566203,0.03451829,,,0.11025245,,,,"Tim Hudson",921,218596
"Mark Mulder","STL",11,0.61714286,,0.02857143,0.07428571,,,0.04,0.16571429,,,0.07428571,,,,"Mark Mulder",932,150426
"Barry Zito","SFG",196.2,0.55490052,,0.00589536,,,,0.01989683,0.16949153,,,0.24981577,,,,"Barry Zito",944,217096
"Rheal Cormier","CIN",3,,,,,,,,,,,,,,,"Rheal Cormier",952,112690
"Brandon Duckworth","KCR",46.2,0.70110701,,,,,0.01107011,0.07749077,0.13653137,,,0.07380074,,,,"Brandon Duckworth",954,346855
"Jose Mesa","- - -",50.2,0.5530303,,0.00757576,,,0.00378788,0.21969697,0.16287879,,,0.0530303,,,,"Jose Mesa",961,118986
"Brett Myers","PHI",68.2,0.48275862,,,,,,0.03448276,0.3872679,,,0.09549072,,,,"Brett Myers",962,408206
"Vicente Padilla","TEX",120.1,0.7203551,,0.01775523,0.01712112,,0.00697527,0.05009512,0.12428662,,,0.06341154,,,,"Vicente Padilla",964,218894
"Carlos Silva","MIN",202,0.70422535,,,,,0.00938967,0.08651911,,,,0.19986586,,,,"Carlos Silva",973,400067
"Randy Wolf","LAD",102.2,0.59767892,,,,,,0.08413926,0.21179884,,,0.10638298,,,,"Randy Wolf",976,150116
"Bronson Arroyo","CIN",210.2,0.37567935,,0.06317935,,,,0.11956522,0.28668478,,,0.1548913,,,,"Bronson Arroyo",978,276520
"Joe Beimel","LAD",67.1,0.89078014,,,,,,0.04397163,0.02553191,,,0.03971631,,,,"Joe Beimel",979,346847
"Josh Fogg","COL",165.2,0.40206186,,0.05998126,,,0.03092784,0.27179007,0.0524836,,,0.18275539,,,,"Josh Fogg",989,150319
"Al Reyes","TBD",60.2,0.6,,,,,0.00454545,0.07727273,0.05,,,0.26818182,,,,"Al Reyes",1005,121099
"Ron Villone","NYY",42.1,0.8015873,,,,,,0.12698413,,,,0.07142857,,,,"Ron Villone",1010,123725
"Kip Wells","STL",162.2,0.59636731,,,,,0.00100908,0.17961655,0.12310797,,,0.09989909,,,,"Kip Wells",1012,150337
"Dave Williams","NYM",4.1,,,,,,,,,,,,,,,"Dave Williams",1013,400063
"Adam Eaton","PHI",161.2,0.68181818,,0.02821317,,,,0.11128527,0.09404389,,,0.0846395,,,,"Adam Eaton",1029,284566
"Alan Embree","OAK",68,0.88765603,,,,,,0.05270458,0.03190014,,,0.02773925,,,,"Alan Embree",1030,113833
"Trevor Hoffman","SDP",57.1,0.28472222,,0.23090278,,,,0.13194444,0.00520833,,,0.34722222,,,,"Trevor Hoffman",1035,116034
"Brian Lawrence","NYM",29,0.63984674,,,,,,0.18390805,0.08045977,,,0.09578544,,,,"Brian Lawrence",1045,400147
"Jake Peavy","SDP",223.1,0.62790698,,0.03075769,,,,0.2651913,0.03188297,,,0.04426107,,,,"Jake Peavy",1051,408241
"Brett Tomko","- - -",131.1,0.61265823,,,,,0.00126582,0.14873418,0.10253165,,,0.13481013,,,,"Brett Tomko",1056,123387
"Jeff Cirillo","ARI",1,,,,,,,0.04166667,,,,0.54166667,,0.41666667,,"Jeff Cirillo",1073,112297
"Ryan Franklin","STL",80,0.48728814,,0.02330508,0.06567797,,0.00211864,0.20550847,0.13983051,,,0.07627119,,,,"Ryan Franklin",1076,211041
"Freddy Garcia","PHI",58,0.36170213,,,,,,0.11702128,0.10638298,,,0.41489362,,,,"Freddy Garcia",1077,150119
"Julio Mateo","SEA",12,0.42307692,,,,,,0.27692308,0.21538462,,,0.08461538,,,,"Julio Mateo",1087,421024
"Gil Meche","KCR",216,0.48422497,,0.02331962,,,,0.12139918,0.22359396,,,0.14746228,,,,"Gil Meche",1089,219194
"Jamie Moyer","PHI",199.1,0.39443962,,0.1520417,0.00086881,,,0.07906169,0.08514335,,,0.28844483,,,,"Jamie Moyer",1091,119469
"Joel Pineiro","- - -",97.2,0.57365269,,,,,0.00479042,0.16526946,0.1508982,,,0.10538922,,,,"Joel Pineiro",1094,334492
"Rafael Soriano","ATL",72,0.76090226,,,,,,0.23157895,,,,0.0075188,,,,"Rafael Soriano",1100,400089
"Aaron Fultz","CLE",37,0.4742268,,,,,,0.08762887,0.09793814,,,0.34020619,,,,"Aaron Fultz",1113,150269
"Livan Hernandez","ARI",204.1,0.50225023,,0.00810081,,,0.01080108,0.20162016,0.09540954,,,0.18181818,,,,"Livan Hernandez",1116,115817
"Joe Nathan","MIN",71.2,0.64049587,,0.00413223,,,,0.31404959,0.03305785,,,0.00826446,,,,"Joe Nathan",1122,150274
"Russ Ortiz","SFG",49,0.49794239,,,,,,0.30864198,0.09876543,,,0.09465021,,,,"Russ Ortiz",1124,133460
"Jason Schmidt","LAD",25.2,0.61666667,,,,,,0.06666667,0.00555556,,,0.31111111,,,,"Jason Schmidt",1131,121834
"Jerome Williams","WSN",30,0.58064516,,,,,,0.21505376,0.04301075,,,0.16129032,,,,"Jerome Williams",1137,425532
"Jay Witasick","- - -",31.1,0.60106383,,,,,,0.10106383,0.29255319,,,0.00531915,,,,"Jay Witasick",1138,124482
"Jason Isringhausen","STL",65.1,0.53400504,,0.13350126,,,,0.13602015,0.19647355,,,,,,,"Jason Isringhausen",1158,116414
"Steve Kline","SFG",46,0.52707581,,,,,,0.18772563,0.03971119,,,0.24548736,,,,"Steve Kline",1164,117157
"Matt Morris","- - -",198.2,0.36837121,,0.00284091,,,0.0094697,0.26325758,0.27556818,,,0.08049242,,,,"Matt Morris",1172,119403
"Jason Simontacchi","WSN",70.2,,,,,,,,,,,,,,,"Jason Simontacchi",1181,421004
"Mike Timlin","BOS",55.1,0.52252252,,0.14714715,0.04204204,,0.00600601,0.23123123,0.003003,,,0.04804805,,,,"Mike Timlin",1187,123348
"Woody Williams","HOU",188,0.52870091,,0.01711984,,,0.00906344,0.17522659,0.1591138,,,0.11077543,,,,"Woody Williams",1190,124315
"Jesus Colome","WSN",66,0.62612613,,,,,,0.29279279,,,,0.08108108,,,,"Jesus Colome",1198,400125
"Joe Kennedy","- - -",110.2,0.5337487,,,,,,0.08515057,0.15680166,,,0.22429907,,,,"Joe Kennedy",1217,406773
"Tom Martin","COL",25.2,0.43333333,,,,,,0.03333333,0.26666667,,,0.26666667,,,,"Tom Martin",1219,118353
"Bobby Seay","DET",46.1,0.50728863,,,,,,0.0787172,0.41107872,,,0.00291545,,,,"Bobby Seay",1225,150144
"Jorge Sosa","NYM",112.2,0.45766129,,,,,,0.42741935,,,,0.11491935,,,,"Jorge Sosa",1228,407901
"Jason Standridge","KCR",7.2,,,,,,,,,,,,,,,"Jason Standridge",1229,285075
"Victor Zambrano","- - -",23,0.58173077,,,,,0.00961538,0.04807692,0.15384615,,,0.20673077,,,,"Victor Zambrano",1237,406913
"Hector Carrasco","LAA",38.1,0.54385965,,,,,,0.04561404,0.05263158,,,0.35789474,,,,"Hector Carrasco",1240,112031
"Francisco Cordero","MIL",63.1,0.50966184,,,,,,0.44202899,,,,0.04830918,,,,"Francisco Cordero",1243,150188
"Doug Davis","ARI",192.2,0.25018615,,0.44005957,,,,0.01265823,0.183172,,,0.11392405,,,,"Doug Davis",1244,150277
"Dan Kolb","PIT",3,0.61538462,,,,,,0.23076923,,,,0.15384615,,,,"Dan Kolb",1257,150285
"Colby Lewis","OAK",37.2,0.5518018,,,,,,0.16891892,0.21621622,,,0.06306306,,,,"Colby Lewis",1259,407890
"Chan Ho Park","NYM",4,,,,,,,,,,,,,,,"Chan Ho Park",1267,120221
"Kenny Rogers","DET",63,0.38251366,,,,,,0.00136612,0.1557377,,,0.46038251,,,,"Kenny Rogers",1277,121386
"Rudy Seanez","LAD",76,0.58043478,,,0.00217391,,,0.2826087,0.00108696,,,0.13369565,,,,"Rudy Seanez",1279,121955
"Chris Carpenter","STL",6,,,,,,,,,,,,,,,"Chris Carpenter",1292,112020
"Kelvim Escobar","LAA",195.2,0.54156276,,,0.01828761,,,0.16832918,0.0286783,,,0.24314214,,,,"Kelvim Escobar",1298,113898
"Scott Eyre","CHC",52.1,0.61437908,,,,,,0.11764706,0.09803922,,,0.16993464,,,,"Scott Eyre",1300,113961
"Roy Halladay","TOR",225.1,0.54356479,,0.16364441,0.017249,,0.01149934,,0.22246793,,,0.04157452,,,,"Roy Halladay",1303,136880
"Esteban Loaiza","- - -",37.1,0.45772059,,0.03676471,,,,0.35661765,,,,0.14889706,,,,"Esteban Loaiza",1310,117842
"Brandon Lyon","ARI",74,0.70535714,,0.02008929,,,,0.015625,0.21428571,,,0.04464286,,,,"Brandon Lyon",1312,407193
