Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Chris Young","SDP",9,8,3.121387283236994,30,30,18,0,0,0,0,0,173,705,118,66,60,10,72,0,7,7,4,167,"Chris Young",3196,432934
"Daniel Cabrera","BAL",9,18,5.549755025505575,34,34,14,1,0,0,0,0,204.1,922,207,133,126,25,108,6,15,7,2,166,"Daniel Cabrera",1931,425555
"Jeff Francis","COL",17,9,4.2213623288125035,34,34,19,1,1,0,0,0,215.1,922,234,103,101,25,63,7,7,1,1,165,"Jeff Francis",4684,433585
"Félix Hernández","SEA",14,7,3.9246933103815502,30,30,15,1,1,0,0,0,190.1,808,209,88,83,20,53,4,3,7,1,165,"Felix Hernandez",4772,433587
"Matt Cain","SFG",7,16,3.645,32,32,22,1,0,0,0,0,200,832,173,84,81,14,79,3,5,12,0,163,"Matt Cain",4732,430912
"Kelvim Escobar","LAA",18,7,3.4037477820492854,30,30,20,3,1,0,0,0,195.2,812,182,79,74,11,66,2,3,9,0,160,"Kelvim Escobar",1298,113898
"Wandy Rodriguez","HOU",9,13,4.582117043494735,31,31,15,1,1,0,0,0,182.2,782,179,102,93,22,62,2,5,3,0,158,"Wandy Rodriguez",2586,434643
"Bronson Arroyo","CIN",9,15,4.2294299712912675,34,34,22,1,0,0,0,0,210.2,921,232,109,99,28,63,6,13,4,0,156,"Bronson Arroyo",978,276520
"Gil Meche","KCR",9,13,3.6666669256893387,34,34,23,1,0,0,0,0,216,906,218,98,88,22,62,2,3,3,0,156,"Gil Meche",1089,219194
"Roy Oswalt","HOU",14,7,3.1839621929838424,33,32,21,1,0,0,1,0,212,910,221,80,75,14,60,6,7,1,1,154,"Roy Oswalt",571,400061
"Chad Gaudin","OAK",11,13,4.424748599361994,34,34,15,1,0,0,0,0,199.1,886,205,108,98,21,100,8,8,3,1,154,"Chad Gaudin",1783,429985
"Tim Lincecum","SFG",7,5,3.9977222346250576,24,24,16,0,0,0,0,0,146.1,618,122,70,65,12,65,5,2,10,0,150,"Tim Lincecum",5705,453311
"Derek Lowe","LAD",12,14,3.8829432428913244,33,32,19,3,0,0,1,0,199.1,831,194,100,86,20,59,2,1,3,1,147,"Derek Lowe",199,117955
"Dontrelle Willis","FLA",10,15,5.172078050194234,35,35,16,0,0,0,0,0,205.1,942,241,131,118,29,87,4,14,9,1,146,"Dontrelle Willis",1703,425883
"Jeremy Bonderman","DET",11,9,5.007648329657074,28,28,15,0,0,0,0,0,174.1,753,193,105,97,23,48,6,4,12,1,145,"Jeremy Bonderman",1667,425827
"Doug Davis","ARI",13,12,4.250864603023901,33,33,19,0,0,0,0,0,192.2,862,211,100,91,21,95,7,5,10,1,144,"Doug Davis",1244,150277
"Dustin McGowan","TOR",12,10,4.084479248871891,27,27,18,2,1,0,0,0,169.2,705,146,80,77,14,61,3,2,13,0,144,"Dustin McGowan",8600,430661
"Andy Pettitte","NYY",15,9,4.05417966232488,36,34,22,0,0,0,1,0,215.1,916,238,106,97,16,69,1,1,3,0,141,"Andy Pettitte",840,120485
"Chad Billingsley","LAD",12,5,3.306122706364434,43,20,9,1,0,0,3,1,147,623,131,56,54,15,64,3,3,5,0,141,"Chad Billingsley",5842,451532
"Joe Blanton","OAK",14,10,3.9521739130434783,34,34,20,3,1,0,0,0,230,950,240,106,101,16,40,4,4,3,1,140,"Joe Blanton",4849,430599
"Roy Halladay","TOR",16,7,3.7144971252643906,31,31,21,7,1,0,0,0,225.1,927,232,101,93,15,48,3,3,4,0,139,"Roy Halladay",1303,136880
"Roberto Hernandez","CLE",19,8,3.0558141703629014,32,32,26,2,1,0,0,0,215,879,199,78,73,16,61,2,11,5,1,137,"Roberto Hernandez",3273,433584
"Boof Bonser","MIN",8,12,5.098265895953757,31,30,11,0,0,0,0,0,173,772,199,108,98,27,65,4,5,3,1,136,"Boof Bonser",2159,425818
"Adam Wainwright","STL",14,12,3.698019801980198,32,32,21,1,0,0,0,0,202,882,212,93,83,13,70,4,9,6,0,136,"Adam Wainwright",2233,425794
"Brad Penny","LAD",16,4,3.028846376041,33,33,26,0,0,0,0,0,208,865,199,75,70,9,73,2,5,6,0,135,"Brad Penny",535,207267
"Tom Gorzelanny","PIT",14,10,3.8826448239486226,32,32,19,1,1,0,0,0,201.2,874,214,90,87,18,68,3,11,5,1,135,"Tom Gorzelanny",6244,452733
"Dave Bush","MIL",12,10,5.119857446317172,33,31,15,0,0,0,0,0,186.1,810,217,110,106,27,44,1,11,3,0,134,"Dave Bush",4635,433657
"Miguel Batista","SEA",16,11,4.290155779598871,33,32,18,0,0,0,0,0,193,860,209,101,92,18,85,3,8,15,2,133,"Miguel Batista",46,110683
"Jamie Moyer","PHI",14,12,5.011705813499267,33,33,18,1,0,0,0,0,199.1,867,222,118,111,30,66,3,5,2,0,133,"Jamie Moyer",1091,119469
"Scott Olsen","FLA",10,15,5.807547504211858,33,33,11,0,0,0,0,0,176.2,826,226,134,114,29,85,4,1,8,0,133,"Scott Olsen",4529,435179
"Tim Hudson","ATL",16,10,3.3298661194361823,34,34,25,1,1,0,0,0,224.1,925,221,87,83,10,53,8,8,5,2,132,"Tim Hudson",921,218596
"Chris Capuano","MIL",5,12,5.100000518798881,29,25,6,0,0,0,0,0,150,669,170,93,85,20,54,2,8,10,0,132,"Chris Capuano",1701,425626
"Barry Zito","SFG",11,13,4.530508708915514,34,33,18,0,0,0,0,0,196.2,850,182,105,99,24,83,4,4,5,0,131,"Barry Zito",944,217096
"Orlando Hernandez","NYM",9,5,3.7178324929009503,27,24,17,0,0,0,0,0,147.2,608,109,64,61,23,64,4,5,2,0,128,"Orlando Hernandez",823,133340
"Edwin Jackson","TBD",5,15,5.757764351384761,32,31,14,1,1,0,0,0,161,755,195,116,103,19,88,3,4,7,1,128,"Edwin Jackson",1841,429719
"Ervin Santana","LAA",7,14,5.76,28,26,12,0,0,0,0,0,150,675,174,103,96,26,58,3,8,7,0,126,"Ervin Santana",3200,429722
"Matt Belisle","CIN",8,9,5.318949191068061,30,30,11,1,0,0,0,0,177.2,771,212,111,105,26,43,4,7,6,1,125,"Matt Belisle",1837,279571
"Kevin Millwood","TEX",10,14,5.160231052209443,31,31,14,0,0,0,0,0,172.2,788,213,111,99,19,67,2,8,4,0,123,"Kevin Millwood",106,119154
"Jeremy Guthrie","BAL",7,5,3.695817497195069,32,26,17,0,0,0,0,1,175.1,723,165,78,72,23,47,2,4,8,1,123,"Jeremy Guthrie",2072,425386
"Kyle Lohse","- - -",9,12,4.624567128775999,34,32,15,2,1,0,0,0,192.2,829,207,109,99,22,57,3,12,3,0,122,"Kyle Lohse",739,346798
"Kip Wells","STL",7,17,5.698770781360768,34,26,9,0,0,0,0,0,162.2,750,186,116,103,19,78,9,9,8,1,122,"Kip Wells",1012,150337
"Shaun Marcum","TOR",12,6,4.132075570834072,38,25,15,0,0,1,1,1,159,660,149,76,73,27,49,1,5,1,0,122,"Shaun Marcum",6204,451788
"Nate Robertson","DET",9,13,4.761725533522211,30,30,13,0,0,0,0,0,177.2,781,199,98,94,22,63,2,3,5,1,119,"Nate Robertson",1620,425146
"Chuck James","ATL",11,10,4.239669555149222,30,30,11,0,0,0,0,0,161.1,691,164,77,76,32,58,5,1,1,1,116,"Chuck James",4886,460580
"Mark Buehrle","CHW",10,9,3.626865946973047,30,30,20,3,1,0,0,0,201,835,208,86,81,22,45,5,5,1,0,115,"Mark Buehrle",225,279824
"Jered Weaver","LAA",13,7,3.9130434782608696,28,28,16,0,0,0,0,0,161,695,178,77,70,17,45,3,2,4,0,115,"Jered Weaver",4235,450308
"Jarrod Washburn","SEA",10,15,4.321859091037302,32,32,17,1,1,0,0,0,193.2,839,201,102,93,23,67,5,8,2,1,114,"Jarrod Washburn",40,132220
"Jeff Suppan","MIL",12,12,4.616128918650746,34,34,15,1,0,0,0,0,206.2,919,243,113,106,18,68,10,11,7,0,114,"Jeff Suppan",633,122987
"Jose Contreras","CHW",10,17,5.571429021234181,32,30,12,2,2,0,0,0,189,858,232,134,117,21,62,1,15,3,0,113,"Jose Contreras",1660,425747
"Tim Wakefield","BOS",17,12,4.761904761904762,31,31,15,0,0,0,0,0,189,800,191,104,100,22,64,1,4,10,0,110,"Tim Wakefield",219,123801
"Jason Marquis","CHC",12,9,4.6017387807810275,34,33,15,1,1,0,0,0,191.2,846,190,111,98,22,76,6,13,3,0,109,"Jason Marquis",105,150302
"John Danks","CHW",6,13,5.503596518142314,26,26,8,0,0,0,0,0,139,622,160,92,85,28,54,4,4,3,0,109,"John Danks",6329,433579
"Byung-Hyun Kim","- - -",10,8,6.0845073650763615,28,22,6,0,0,0,0,0,118.1,562,131,90,80,20,68,3,16,4,1,107,"Byung-Hyun Kim",61,218294
"Claudio Vargas","MIL",11,6,5.091811390293152,29,23,9,0,0,1,0,1,134.1,605,153,80,76,23,54,3,2,4,0,107,"Claudio Vargas",1695,282567
"Ben Sheets","MIL",12,5,3.82075485448135,24,24,14,2,0,0,0,0,141.1,592,138,62,60,17,37,2,1,4,0,106,"Ben Sheets",710,282656
"Zack Greinke","KCR",7,7,3.688524474831113,52,14,4,0,0,1,12,0,122,507,122,52,50,12,36,5,3,3,1,106,"Zack Greinke",1943,425844
"Micah Owings","ARI",8,8,4.30349336017181,29,27,14,2,1,0,0,0,152.2,651,146,81,73,20,50,2,14,5,0,106,"Micah Owings",4253,452249
"Brett Tomko","- - -",4,12,5.550762119970056,40,19,8,0,0,0,0,0,131.1,588,149,89,81,18,48,1,2,5,0,105,"Brett Tomko",1056,123387
"Paul Maholm","PIT",10,15,5.0150088065819025,29,29,12,2,1,0,0,0,177.2,765,204,110,99,22,49,3,6,5,0,105,"Paul Maholm",8678,430904
"Greg Maddux","SDP",14,11,4.136363955130833,34,34,18,1,0,0,0,0,198,830,221,92,91,14,25,3,6,5,0,104,"Greg Maddux",104,118120
"Chien-Ming Wang","NYY",19,7,3.7023412315940534,30,30,20,1,0,0,0,0,199.1,823,199,84,82,9,59,1,8,9,1,104,"Chien-Ming Wang",2074,425426
"Matt Morris","- - -",10,11,4.892617324403665,32,32,15,3,0,0,0,0,198.2,884,240,123,108,18,61,4,9,4,0,102,"Matt Morris",1172,119403
"Heath Bell","SDP",6,4,2.0177934847363517,81,0,0,0,0,2,34,4,93.2,363,60,21,21,3,30,1,2,4,0,102,"Heath Bell",2080,425514
"Scott Baker","MIN",9,9,4.259860638050314,24,23,12,2,1,0,1,0,143.2,606,162,70,68,15,29,4,5,0,0,102,"Scott Baker",6176,435044
"Curt Schilling","BOS",9,8,3.8741721854304636,24,24,14,1,1,0,0,0,151,633,165,68,65,21,23,1,2,0,0,101,"Curt Schilling",73,121811
"Woody Williams","HOU",8,15,5.265957313244462,33,31,15,0,0,0,0,0,188,833,216,114,110,35,53,5,12,1,2,101,"Woody Williams",1190,124315
"Yovani Gallardo","MIL",9,5,3.6706943987055385,20,17,12,0,0,0,0,0,110.1,466,103,48,45,8,37,2,2,3,0,101,"Yovani Gallardo",8173,451596
"Kyle Davies","- - -",7,15,6.088235294117647,28,28,7,0,0,0,0,0,136,628,155,102,92,22,70,4,5,8,1,99,"Kyle Davies",3642,434678
"Carlos Villanueva","MIL",8,5,3.935860496038375,59,6,4,0,0,1,16,2,114.1,489,101,52,50,16,53,3,3,3,0,99,"Carlos Villanueva",4138,453646
"Jonathan Broxton","LAD",4,4,2.8536585365853657,83,0,0,0,0,2,32,6,82,334,69,30,26,6,25,3,1,4,0,99,"Jonathan Broxton",4759,455009
"Jon Garland","CHW",10,13,4.23360041343754,32,32,21,2,1,0,0,0,208.1,883,219,114,98,19,57,3,4,1,0,98,"Jon Garland",232,279782
"Adam Eaton","PHI",10,10,6.290722045314642,30,30,8,0,0,0,0,0,161.2,734,192,117,113,30,71,4,11,6,0,97,"Adam Eaton",1029,284566
"Andy Sonnanstine","TBD",6,10,5.854592292520351,22,22,9,0,0,0,0,0,130.2,554,151,87,85,18,26,2,5,2,0,97,"Andy Sonnanstine",7667,458567
"Carlos Marmol","CHC",5,1,1.4278850343807028,59,0,0,0,0,1,16,1,69.1,285,41,11,11,3,35,3,4,5,1,96,"Carlos Marmol",2790,461791
"Brian Burres","BAL",6,8,5.9504139735215835,37,17,6,0,0,0,0,0,121,559,140,81,80,14,66,1,5,8,0,96,"Brian Burres",3425,434638
"Randy Wolf","LAD",9,6,4.733765999248257,18,18,8,0,0,0,0,0,102.2,458,110,55,54,10,39,2,6,4,0,94,"Randy Wolf",976,150116
"Josh Fogg","COL",10,9,4.943661820051725,30,29,12,0,0,0,0,0,165.2,745,194,99,91,23,59,7,13,3,0,94,"Josh Fogg",989,150319
"Matt Chico","WSN",7,9,4.634730538922156,31,31,10,0,0,0,0,0,167,747,183,96,86,26,74,3,5,7,0,94,"Matt Chico",6068,453889
"Jake Westbrook","CLE",6,9,4.322368421052632,25,25,15,0,0,0,0,0,152,648,159,78,73,13,55,5,6,3,0,93,"Jake Westbrook",412,150414
"Mark Hendrickson","LAD",4,8,5.209237942454766,39,15,2,0,0,0,2,1,122.2,532,142,75,71,15,29,4,1,4,0,92,"Mark Hendrickson",1574,424805
"Mike Mussina","NYY",11,10,5.151315328910203,28,27,13,0,0,0,0,0,152,656,188,90,87,14,35,2,4,1,0,91,"Mike Mussina",837,119608
"Livan Hernandez","ARI",11,11,4.933115946612358,33,33,19,1,0,0,0,0,204.1,913,247,116,112,34,79,1,6,3,2,90,"Livan Hernandez",1116,115817
"Francisco Rodríguez","LAA",5,2,2.8069312231481613,64,0,0,0,0,40,0,6,67.1,285,50,22,21,3,34,0,1,7,1,90,"Francisco Rodriguez",1642,408061
"Tom Glavine","NYM",13,8,4.447587467329116,34,34,23,1,1,0,0,0,200.1,855,219,102,99,23,64,2,4,2,0,89,"Tom Glavine",90,114849
"Carlos Silva","MIN",13,14,4.188118811881188,33,33,20,2,1,0,0,0,202,848,229,99,94,20,36,2,4,4,1,89,"Carlos Silva",973,400067
"Brad Lidge","HOU",5,3,3.3582089552238807,66,0,0,0,0,19,7,8,67,287,54,29,25,9,30,4,4,6,0,88,"Brad Lidge",563,400058
"Paul Byrd","CLE",15,8,4.58578904661066,31,31,15,2,2,0,0,0,192.1,835,239,107,98,27,28,3,6,5,0,88,"Paul Byrd",594,111838
"Juan Cruz","ARI",6,1,3.098361043256046,53,0,0,0,0,0,4,0,61,262,45,28,21,7,32,3,5,1,2,87,"Juan Cruz",273,407297
"Braden Looper","STL",12,12,4.937143153941893,31,30,18,0,0,0,0,0,175,746,183,100,96,22,51,2,4,0,3,87,"Braden Looper",526,131702
"Joaquín Benoit","TEX",7,4,2.8536588020937668,70,0,0,0,0,6,19,7,82,337,68,28,26,6,28,2,2,3,0,87,"Joaquin Benoit",1437,276542
"Kevin Gregg","FLA",0,5,3.5357149279848605,74,0,0,0,0,32,6,4,84,355,63,34,33,7,40,1,6,6,0,87,"Kevin Gregg",1793,276514
"Noah Lowry","SFG",14,8,3.9230765393500167,26,26,13,1,0,0,0,0,156,694,155,76,68,12,87,2,5,5,0,87,"Noah Lowry",1833,430161
"Francisco Cordero","MIL",0,4,2.984211484956917,66,0,0,0,0,44,0,7,63.1,261,52,23,21,4,18,1,1,2,0,86,"Francisco Cordero",1243,150188
"Jason Bergmann","WSN",6,6,4.447977074770936,21,21,10,0,0,0,0,0,115.1,480,99,59,57,18,42,1,2,4,0,86,"Jason Bergmann",4640,456589
"Derrick Turnbow","MIL",4,5,4.632353460912531,77,0,0,0,0,1,33,3,68,292,44,36,35,4,46,0,2,7,0,84,"Derrick Turnbow",1694,276913
"Jonathan Papelbon","BOS",1,3,1.8514287328603458,59,0,0,0,0,37,2,3,58.1,224,30,12,12,5,15,0,4,0,0,84,"Jonathan Papelbon",5975,449097
"Brett Myers","PHI",5,7,4.325243959913557,51,3,1,0,0,21,3,3,68.2,293,61,33,33,9,27,1,1,5,0,83,"Brett Myers",962,408206
"Dan Wheeler","- - -",1,9,5.30357242208373,70,0,0,0,0,11,18,7,74.2,321,74,48,44,11,23,3,3,2,0,82,"Dan Wheeler",120,235095
"David Wells","- - -",9,9,5.434322209578763,29,29,12,0,0,0,0,0,157.1,694,201,97,95,22,42,5,3,1,0,82,"David Wells",855,124071
"J.J. Putz","SEA",6,1,1.381395544915565,68,0,0,0,0,40,0,2,71.2,260,37,11,11,6,13,0,2,3,0,82,"J.J. Putz",1795,407816
"Jorge De La Rosa","KCR",8,12,5.815385212644379,26,23,8,0,0,0,0,0,130,589,160,88,84,20,53,6,3,4,1,82,"Jorge De La Rosa",2047,407822
"Rick Van Den Hurk","FLA",4,6,6.832653772679109,18,17,2,0,0,0,0,0,81.2,379,94,63,62,15,48,5,3,4,4,82,"Rick Van Den Hurk",5099,462995
"Rafael Betancourt","CLE",5,1,1.4747902941767062,68,0,0,0,0,3,31,3,79.1,289,51,13,13,4,9,3,0,0,0,80,"Rafael Betancourt",177,429783
"Jeff Weaver","SEA",7,13,6.19772770259009,27,27,9,3,2,0,0,0,146.2,657,190,105,101,23,35,5,8,3,1,80,"Jeff Weaver",503,213711
"Billy Wagner","NYM",2,2,2.6341465375311532,66,0,0,0,0,34,0,5,68.1,282,55,22,20,6,22,4,2,4,0,80,"Billy Wagner",578,123790
"Kevin Correia","SFG",4,7,3.452459750463964,59,8,3,0,0,0,12,3,101.2,437,94,39,39,9,40,7,2,1,1,80,"Kevin Correia",1767,429781
"Sergio Mitre","FLA",5,8,4.651006235109241,27,27,11,0,0,0,0,0,149,662,180,88,77,9,41,3,10,6,0,80,"Sergio Mitre",1773,429901
"Shawn Chacon","PIT",5,4,3.937499921768905,64,4,1,0,0,1,12,7,96,428,95,42,42,9,48,11,7,1,0,79,"Shawn Chacon",424,276336
"Michael Wuertz","CHC",2,3,3.4838719476436344,73,0,0,0,0,0,8,0,72.1,312,64,30,28,8,35,6,0,6,0,79,"Michael Wuertz",1856,430900
"Jose Valverde","ARI",1,4,2.658031613450048,65,0,0,0,0,47,0,7,64.1,265,46,21,19,7,26,1,3,1,0,78,"Jose Valverde",1726,407878
"Justin Germano","SDP",7,10,4.455000169944769,26,23,12,0,0,0,0,0,133.1,566,133,72,66,14,40,3,8,1,0,78,"Justin Germano",1938,430683
"Chad Qualls","HOU",6,5,3.0483874718927533,79,0,0,0,0,5,21,5,82.2,345,84,29,28,10,25,5,3,2,0,78,"Chad Qualls",2170,430589
"Kameron Loe","TEX",6,11,5.360293929706814,28,23,9,0,0,0,0,0,136,615,162,96,81,13,56,6,4,6,0,78,"Kameron Loe",4422,434180
"Takashi Saito","LAD",2,1,1.3989635093628072,63,0,0,0,0,39,1,4,64.1,234,33,10,10,5,13,0,3,0,0,78,"Takashi Saito",6021,493416
"Scot Shields","LAA",4,5,3.8571443858533137,71,0,0,0,0,2,31,6,77,320,62,36,33,7,33,0,4,6,0,77,"Scot Shields",35,276912
"Julian Tavarez","BOS",7,11,5.146039263826551,34,23,7,0,0,0,1,0,134.2,604,151,89,77,14,51,4,7,4,0,77,"Julian Tavarez",541,123118
"Joe Nathan","MIN",4,2,1.883721197612134,68,0,0,0,0,37,0,4,71.2,282,54,15,15,4,19,2,1,3,0,77,"Joe Nathan",1122,150274
"Brian Bannister","KCR",12,9,3.8727272727272726,27,27,15,1,0,0,0,0,165,683,156,76,71,15,44,1,6,4,0,77,"Brian Bannister",5718,446454
"Bartolo Colon","LAA",6,8,6.342282203944786,19,18,8,0,0,0,1,0,99.1,453,132,74,70,15,29,1,5,1,0,76,"Bartolo Colon",375,112526
"Josh Towers","TOR",5,10,5.383176898381629,25,15,4,0,0,0,0,0,107,469,129,73,64,18,22,2,6,1,0,76,"Josh Towers",1489,346869
"Jason Hirsh","COL",5,7,4.807121879379403,19,19,10,1,0,0,0,0,112.1,483,103,63,60,18,48,5,2,5,1,75,"Jason Hirsh",6293,444865
"Joakim Soria","KCR",2,3,2.4782622396840854,62,0,0,0,0,17,9,4,69,270,46,20,19,3,19,3,1,2,0,75,"Joakim Soria",6941,465657
"Mariano Rivera","NYY",3,4,3.154206169735591,67,0,0,0,0,30,0,4,71.1,295,68,25,25,4,12,2,6,1,0,74,"Mariano Rivera",844,121250
"Justin Miller","FLA",5,0,3.6486490248240933,62,0,0,0,0,0,17,3,61.2,259,53,27,25,5,24,6,0,4,1,74,"Justin Miller",1313,277405
"Buddy Carlyle","ATL",8,7,5.214953271028038,22,20,6,0,0,0,0,0,107,462,117,67,62,19,32,8,2,3,0,74,"Buddy Carlyle",2010,234194
"Pat Neshek","MIN",7,2,2.9431281749221423,74,0,0,0,0,0,15,3,70.1,278,44,25,23,7,27,5,2,2,0,74,"Pat Neshek",4682,450212
"Anthony Reyes","STL",2,14,6.037267259552383,22,20,5,1,0,0,0,0,107.1,474,108,77,72,16,43,0,9,1,2,74,"Anthony Reyes",7105,435039
"Tony Armas","PIT",4,5,6.030927597874608,31,15,6,0,0,0,0,0,97,442,111,68,65,18,38,3,8,2,0,73,"Tony Armas",761,150393
"Rudy Seanez","LAD",6,3,3.7894744450367264,73,0,0,0,0,1,4,2,76,329,78,33,32,10,27,3,4,2,0,73,"Rudy Seanez",1279,121955
"Randy Johnson","ARI",4,3,3.811764363747598,10,10,6,0,0,0,0,0,56.2,233,52,26,24,7,13,3,4,1,0,72,"Randy Johnson",60,116615
"Bob Howry","CHC",6,7,3.319673272942903,78,0,0,0,0,8,22,4,81.1,336,76,31,30,8,19,3,2,1,0,72,"Bob Howry",237,133982
"Jason Jennings","HOU",2,9,6.4545459519624,19,18,6,0,0,0,0,0,99,445,119,73,71,19,34,2,2,5,0,71,"Jason Jennings",434,407298
"Vicente Padilla","TEX",6,10,5.759002283238775,23,23,7,0,0,0,0,0,120.1,553,146,88,77,16,50,1,9,2,0,71,"Vicente Padilla",964,218894
"Jon Rauch","WSN",8,4,3.606870439070516,88,0,0,0,0,4,33,6,87.1,354,75,37,35,7,21,4,0,2,0,71,"Jon Rauch",1475,400010
"Matt Albers","HOU",4,11,5.8554223258985045,31,18,8,0,0,0,0,0,110.2,508,127,77,72,18,50,6,7,7,0,71,"Matt Albers",4300,458006
"Al Reyes","TBD",2,4,4.895604908660732,61,0,0,0,0,26,0,4,60.2,254,49,35,33,13,21,1,2,1,0,70,"Al Reyes",1005,121099
"Rafael Soriano","ATL",3,3,3.0000003178914727,71,0,0,0,0,9,19,3,72,276,47,26,24,12,15,2,2,0,0,70,"Rafael Soriano",1100,400089
"Jorge Sosa","NYM",9,8,4.473372730578217,42,14,7,0,0,0,9,2,112.2,481,109,58,56,10,41,2,0,0,0,69,"Jorge Sosa",1228,407901
"Tyler Yates","ATL",2,3,5.181819379822559,75,0,0,0,0,2,13,1,66,294,64,44,38,6,31,8,3,2,0,69,"Tyler Yates",1527,407884
"Robinson Tejeda","TEX",5,9,6.608391960965241,19,19,4,0,0,0,0,0,95.1,454,110,78,70,17,60,2,6,10,0,69,"Robinson Tejeda",2575,434565
"Joe Saunders","LAA",8,5,4.444098957692121,18,18,8,0,0,0,0,0,107.1,473,129,56,53,11,34,1,1,3,0,69,"Joe Saunders",4366,434578
"Roger Clemens","NYY",6,6,4.181818504088316,18,17,10,0,0,0,0,0,99,420,99,52,46,9,31,0,5,7,0,68,"Roger Clemens",815,112388
"Matt Guerrier","MIN",2,4,2.3522735430192228,73,0,0,0,0,1,14,3,88,351,71,23,23,9,21,1,5,6,0,68,"Matt Guerrier",2061,407825
"Ubaldo Jiménez","COL",4,4,4.280487804878049,15,15,9,0,0,0,0,0,82,354,70,46,39,10,37,4,6,3,0,68,"Ubaldo Jimenez",3374,434622
"Matt Garza","MIN",5,7,3.6867473268391553,16,15,6,0,0,0,0,0,83,367,96,44,34,8,32,4,4,4,0,67,"Matt Garza",3340,490063
