Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Mike Schultz","ARI",0.33333333,0.5,0.41666667,0.5,0.33333333,0.4,0.5,1,0.25,0.25,0.5,"Mike Schultz",7057,449128
"Juan Lara","CLE",0.25,0.61538462,0.44,0,0.75,0.54545455,0.52,0.57142857,0.2,0.2,0.4,"Juan Lara",2613,444312
"Yhency Brazoban","LAD",0.26086957,0.46153846,0.36734694,0.5,0.83333333,0.72222222,0.53061224,0.58333333,0.09433962,0.26415094,0.35849057,"Yhency Brazoban",2150,430674
"Jamie Vermilyea","TOR",0.18181818,0.56818182,0.43939394,0.25,0.96,0.86206897,0.66666667,0.68181818,0.06060606,0.28787879,0.34848485,"Jamie Vermilyea",5660,461347
"Kevin Hart","CHC",0.44329897,0.63380282,0.52380952,0.39534884,0.84444444,0.625,0.42261905,0.61904762,0.19642857,0.14880952,0.3452381,"Kevin Hart",8079,453954
"Jonathan Albaladejo","WSN",0.28395062,0.59405941,0.45604396,0.47826087,0.83333333,0.73493976,0.55494505,0.64705882,0.12021858,0.22404372,0.3442623,"Jonathan Albaladejo",3521,452293
"Francisco Rodríguez","LAA",0.27725857,0.55234657,0.40468227,0.34831461,0.84313725,0.66115702,0.4632107,0.57192982,0.13666667,0.20666667,0.34333333,"Francisco Rodriguez",1642,408061
"Joba Chamberlain","NYY",0.33513514,0.61783439,0.46491228,0.37096774,0.81443299,0.64150943,0.45906433,0.59340659,0.16666667,0.1754386,0.34210526,"Joba Chamberlain",2692,501955
"Carlos Marmol","CHC",0.28712871,0.56238361,0.41644794,0.43678161,0.79801325,0.66596639,0.46981627,0.5754386,0.13754325,0.20069204,0.33823529,"Carlos Marmol",2790,461791
"Jon Adkins","NYM",0,0.5,0.33333333,,1,1,0.66666667,0.66666667,0,0.33333333,0.33333333,"Jon Adkins",1799,424668
"Francisco Cordero","MIL",0.35008977,0.66257669,0.49617591,0.34871795,0.82098765,0.64354528,0.46749522,0.64367816,0.17652672,0.15648855,0.33301527,"Francisco Cordero",1243,150188
"Jonathan Papelbon","BOS",0.3030303,0.72568093,0.54175824,0.41666667,0.75335121,0.67139959,0.56483516,0.67410714,0.17802198,0.15384615,0.33186813,"Jonathan Papelbon",5975,449097
"Heath Bell","SDP",0.28551532,0.57601978,0.43942371,0.52195122,0.85407725,0.75260805,0.52979699,0.62258953,0.10828441,0.2198304,0.32811481,"Heath Bell",2080,425514
"Royce Ring","- - -",0.2361809,0.44155844,0.32577904,0.55319149,0.79411765,0.69565217,0.43626062,0.63636364,0.09722222,0.23055556,0.32777778,"Royce Ring",4350,429721
"Hideki Okajima","BOS",0.25406504,0.59285714,0.43441065,0.488,0.8313253,0.73741794,0.53231939,0.55882353,0.11299435,0.21186441,0.32485876,"Hideki Okajima",7763,506606
"Takashi Saito","LAD",0.32067511,0.65684211,0.48893572,0.49342105,0.78525641,0.68965517,0.50052687,0.62393162,0.15173867,0.16965227,0.32139094,"Takashi Saito",6021,493416
"Brad Lidge","HOU",0.30327869,0.68007663,0.4770318,0.34594595,0.77183099,0.62592593,0.46113074,0.54355401,0.17626527,0.14310646,0.31937173,"Brad Lidge",563,400058
"Rafael Perez","CLE",0.35616438,0.63157895,0.49371429,0.36538462,0.9057971,0.71064815,0.49942857,0.59322034,0.14156285,0.17780294,0.3193658,"Rafael Perez",4078,460370
"Ian Kennedy","NYY",0.28467153,0.54676259,0.41666667,0.38461538,0.97368421,0.77391304,0.50362319,0.66233766,0.0942029,0.22463768,0.31884058,"Ian Kennedy",6986,453178
