Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Charlie Haeger","CHW",11.1,3.9036571979522705,,,,,,-9.940753877162933,-14.900634288787842,,,-2.4022842708386873,,0.7014276695923066,"Charlie Haeger",3545,446624
"Tim Wakefield","BOS",189,-18.167971074581146,,,,,,,8.13187723574431,,,,,0.6582471302577428,"Tim Wakefield",219,123801
"Jeff Cirillo","ARI",1,,,,,,,-3.720162808895111,,,,2.57320014330057,,-0.43519318103790283,"Jeff Cirillo",1073,112297
"Aaron Miles","STL",2,,,,,,,,,,,,,-9.98576208949089,"Aaron Miles",1844,425446
"Ramon Ortiz","- - -",104,-2.208778006689889,,,,,8.698885639508564,2.096673770439486,,,,-1.653315421453742,,,"Ramon Ortiz",27,150009
"Troy Percival","STL",40,2.8402196298731437,,,,,,1.0289087891578674,-1.2612342834472656,,,-40.83406925201416,,,"Troy Percival",29,120401
"Scott Schoeneweis","NYM",59,-0.12818055275159004,,,,,-47.459423542022705,-2.5289089121717088,19.412565231323242,,,23.501865565776825,,,"Scott Schoeneweis",33,150011
"Aaron Sele","NYM",53.2,-2.8988688332693915,,-0.11360201645981181,,,2.0991985996564226,-3.4271195017058274,-0.06284593887951063,,,-0.5184901079961232,,,"Aaron Sele",34,121986
"Scot Shields","LAA",77,0.7242531659455183,,,,,-2.841947227716446,1.353530160018376,-0.170002648463616,,,2.1707216898600263,,,"Scot Shields",35,276912
"Scott Spiezio","STL",1,9.426847100257874,,,,,,,,,,-0.04283644258975983,,,"Scott Spiezio",37,122596
"Jarrod Washburn","SEA",193.2,-0.47615482414676746,,-4.843824467760451,-0.6547374384743827,,,2.9638184441460504,-0.30952468514442444,,,-0.3221119129205052,,,"Jarrod Washburn",40,132220
"Matt Wise","MIL",53.2,-4.762306445982397,,,,,,-4.698023200035095,6.6452063620090485,,,0.002477659983335486,,,"Matt Wise",42,277184
"Miguel Batista","SEA",193,0.22187194300357857,,-1.9412128206103545,0.9238573908805846,,-5.367978289723396,1.3836804072848061,-4.399382642337254,,,-1.4126429814496078,,,"Miguel Batista",46,110683
"Randy Johnson","ARI",56.2,,,,,,,,,,,,,,"Randy Johnson",60,116615
"Byung-Hyun Kim","- - -",118.1,-1.1645994948212213,,,,,,0.1773207806623899,-5.8130596950650215,,,-2.6525164943143547,,,"Byung-Hyun Kim",61,218294
"Mike Koplove","CLE",6,4.085730371021088,,,,,9.309375286102295,0,-3.720162808895111,,,-16.390396654605865,,,"Mike Koplove",63,407377
