Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Mickey Jannis","BAL",3.1,-10.35270028644138,,,,,,,,-4.202738404273987,,,,-8.98592848526804,"Mickey Jannis",11071,595263
"Luke Maile","MIL",1,7.375550270080566,,,,,,,,,,,,-14.572427670160929,"Luke Maile",13355,571912
"Neftalí Feliz","- - -",4,-1.2521081782401875,,,,,,0.33642767618099845,,,,-12.990922294557095,,,"Neftali Feliz",18,491703
"Tommy Hunter","NYM",8,-3.965752820173899,,0.24131163954734802,,,5.540521939595541,,-1.7291233936945598,,,,,,"Tommy Hunter",1157,488984
"Andrew Romine","CHC",1,4.309398829936981,,,,,,,,,-13.302682638168333,,,,"Andrew Romine",1159,461865
"Matt Bush","TEX",4,-3.052903510428764,,-2.876425161957741,,,,-4.277161861720838,1.246702422698339,,,,,,"Matt Bush",1246,456713
"Adam Ottavino","BOS",62,1.9838769896691588,,-8.030597787154347,-6.714347004890442,,-0.8575286562480624,-0.23075635850864606,2.1690143272280693,,,-0.26082165147128855,,,"Adam Ottavino",1247,493603
"Oliver Pérez","CLE",3.2,-4.057648777961731,,,,,1.4044299721717834,1.841054360071818,,,,,,,"Oliver Perez",1514,424144
"Sean Doolittle","- - -",49.2,-0.5898969985069112,,,-0.6823978362939296,,,-0.25515653649154973,-0.028147452916854467,,,,,,"Sean Doolittle",1581,448281
"Matt Moore","PHI",73,-0.9744673284558916,,-2.34195401794032,,,,,,-0.9836179825166861,,-0.9519615045790809,,,"Matt Moore",1890,519043
"Zack Greinke","HOU",171,0.2987697857301592,,-4.312530864368785,,,-2.2752112190195377,0.0676391970443163,0.1911902491232795,-11.125115553538006,4.5048195868730545,1.6675352421711955,,,"Zack Greinke",1943,425844
"Clayton Kershaw","LAD",121.2,-0.3146522375474493,,,,,,2.0217724335499296,0.025489069384969636,,,-0.8279146118597551,,,"Clayton Kershaw",2036,477132
"David Peralta","ARI",1,-10.944377524512154,,,,,,,,,,,,,"David Peralta",2136,444482
"Adam Wainwright","STL",206.1,-1.5385771276161424,,0.39278771503862125,,,2.0848827870392164,,1.4192773568584192,-4.866102066907016,,0.3832994057581975,,,"Adam Wainwright",2233,425794
"Corey Kluber","NYY",80,0.6081913338332879,,0.6706429051828908,,,-2.576876821972075,,1.4360665668361363,,,2.1109061396640283,,,"Corey Kluber",2429,446372
"Lance Lynn","CHW",157,1.8703422253511688,,0.8567988102442227,,,0.12691913243525016,-23.172447085380554,-2.5551398058195374,,,-0.4206305635826928,,,"Lance Lynn",2520,458681
"Jhoulys Chacín","COL",64.1,1.5542317926883698,,,,,-0.46257431956305023,3.1507498774483307,-1.0448827584584552,,,-0.10552150316727467,,,"Jhoulys Chacin",2608,468504
"Ross Detwiler","- - -",52.1,-0.4881526148596475,,0.31996424045037786,,,0.10298680175434459,,-3.226804733276367,,,-2.616190719298827,,,"Ross Detwiler",2859,446321
"Luis Avilán","WSN",5,,,,,,-1.889652272929316,,0.1802351325750351,,,-2.8301061283458364,,,"Luis Avilan",2882,501593
"Mitch Moreland","OAK",1,1.9863167634377115,,,,,,,7.104943692684174,,,-1.1002786457538605,,,"Mitch Moreland",3086,519048
"Kenley Jansen","LAD",69,,,1.8279014975543244,,,1.4785622001124634,2.5452891263094815,,,,,,,"Kenley Jansen",3096,445276
"Tony Watson","- - -",57.1,0.8979400182099936,,,,,1.1509711413007033,2.5684661272039824,,,,2.2782662262519198,,,"Tony Watson",3132,453265
"Max Scherzer","- - -",179.1,1.539727012709816,,-0.14121666821566495,,,,2.643828951951229,-0.03050444782644078,,,1.4159424208229083,,,"Max Scherzer",3137,453286
"David Price","LAD",73.2,1.461476860222993,,-0.031734164021596185,,,-0.3822086195420162,,,-0.3325742223988409,,-1.7942091570062153,,,"David Price",3184,456034
"Will Harris","WSN",6,10.573480526606243,,-0.5718752460659675,,,,,-7.104769119849571,,,,,,"Will Harris",3192,501789
"Ervin Santana","KCR",65.1,-1.68099846372027,,,,,5.960346385836601,1.9286984577775002,,,,-9.44527336529323,,,"Ervin Santana",3200,429722
"T.J. McFarland","STL",38.2,,,0,,,2.8270653510025765,-5.680861359550839,,,,2.076083320682332,,,"T.J. McFarland",3237,519008
"Zack Britton","NYY",18.1,,,,,,0.2560462650313253,2.6133020718892412,,,,,,,"Zack Britton",3240,502154
"Joe Smith","- - -",39.2,-2.330165907934114,,,,,1.14611493938164,-1.0323030833105684,-5.004901811480522,,,4.048938410622733,,,"Joe Smith",3281,501925
"Charlie Culberson","TEX",2,4.23357401575361,,32.35684037208557,,,,,,,,,,,"Charlie Culberson",3298,518586
"Darren O'Day","NYY",10.2,-0.25009006954902824,,,,,1.1861560019579802,0.7768446984498397,,,,,,,"Darren O'Day",3321,503285
"Danny Duffy","KCR",61,2.024687461003109,,,,,-1.5304392622422802,0.8552741421305614,-0.42375159714746913,,,0.587534392552991,,,"Danny Duffy",3542,518633
"Liam Hendriks","CHW",71,2.0995567412006713,,,,,,3.4022034990026597,0.287251355492066,,,-4.046511277556419,,,"Liam Hendriks",3548,521230
"Yusmeiro Petit","OAK",78,0.11595621253504898,,0.3065183698891636,,,,,2.3530372956983086,,,2.226450555611655,,,"Yusmeiro Petit",4020,433589
"Héctor Santiago","SEA",26.1,0.6698072328003025,,,,,-7.1327753365039825,-1.198816392570734,-2.200557291507721,,,-0.9749272346496581,,,"Hector Santiago",4026,502327
"Pedro Strop","CHC",2,-4.438398281733194,,3.1975016991297407,,,-6.306705623865128,2.440160283675561,,,,,,,"Pedro Strop",4070,467008
"Derek Holland","DET",49.2,-2.1977914906129605,,,,,0.6389699628590928,,,-1.4745546042496431,,-1.556597463786602,,,"Derek Holland",4141,502706
"Jake Arrieta","- - -",98.2,,,,,,-2.352138446724933,-1.3551475484687163,-0.3131280656640858,,,-3.7344367571280035,,,"Jake Arrieta",4153,453562
"Rafael Dolis","TOR",32,4.137713089585304,,,-0.3534504108958774,,-0.46494092696752304,-1.1773864142328716,,,,,,,"Rafael Dolis",4185,503569
"Mark Melancon","SDP",64.2,-2.6719072769428123,,0.829061305884159,-2.200557291507721,,,16.453835368156433,,2.0214864562229558,,,,,"Mark Melancon",4264,453343
"Justin Wilson","- - -",34,-1.3570487329423258,,1.6880480771841004,,,,0.40600513549227457,,,,,,,"Justin Wilson",4301,458677
"Tyler Chatwood","- - -",32,-6.9642239428581085,,1.7677761126901503,,,0.5022819647017648,,-2.3510253912693746,,,-0.27808293345428653,,,"Tyler Chatwood",4338,543022
"Jordan Zimmermann","MIL",5.2,3.023787694317954,,,,,-6.575363653677481,0.06576597690582275,-10.630239049593609,,,-2.5260054639407565,,,"Jordan Zimmermann",4505,519455
"Charlie Morton","ATL",185.2,0.7355286794550279,,0.16188083194461264,,,-0.7020860833802995,,2.541596598529642,,,0.30856591725499377,,,"Charlie Morton",4676,450203
"Nate Jones","- - -",19,2.3694140997565825,,,,,-1.7661328600571218,-2.438057732901403,,,,-18.667264779408775,,,"Nate Jones",4696,518858
"Matt Shoemaker","MIN",60.1,-1.504152508882376,,,-0.4451817038369044,,-4.320961236953735,-1.01037983465012,,-20.051290438725395,,,,,"Matt Shoemaker",4776,533167
"Rich Hill","- - -",158.2,0.09714735000311922,,0.11088036108708035,,,-2.2376427396399077,-0.5313401062019988,0.6254736068276678,-39.738744497299194,,2.4064302847192094,,,"Rich Hill",4806,448179
"Scott Kazmir","SFG",11.1,-1.2266862181435645,,,,,,0.995421012242635,,,,-4.40068282186985,,,"Scott Kazmir",4897,431148
"Jon Lester","- - -",141.1,-1.1408521597449846,,-1.4635859843349612,,,-0.8130170891632387,,-1.3405777921724082,,,0.7822814087073008,,,"Jon Lester",4930,452657
"Asdrúbal Cabrera","ARI",1.1,5.772857740521431,,,,,,,-2.200557291507721,,,,,,"Asdrubal Cabrera",4962,452678
"Fernando Abad","BAL",17.2,-17.034011138112923,,-3.8803763687610626,,,1.5843827089817404,,,-0.15352325370678535,,0.813874158453434,,,"Fernando Abad",4994,472551
"Jake Diekman","OAK",60.2,-0.258928839512135,,,,,-1.7315326277742682,1.2639721454177772,,,,8.517587929964066,,,"Jake Diekman",5003,518617
"Anthony Gose","CLE",6.2,3.963776713325864,,,,,,0.34971210745073134,,,,,,,"Anthony Gose",5097,543238
"Jeurys Familia","NYM",59.1,2.0221355010052116,,,-3.772867123285929,,-0.25701778275626047,-1.3984644112466764,,,,,,,"Jeurys Familia",5114,544727
"Wade LeBlanc","- - -",49,3.1267797370918657,,-1.4210025737951468,,,-2.794107982986852,,0.6341875249216723,,,-0.7215862557039422,,,"Wade LeBlanc",5221,453281
"Blake Parker","CLE",43.2,0.36566477833372174,,1.1788679829126671,-0.4409266575690239,,,,1.0992991072790963,,,,,,"Blake Parker",5224,453284
"Justin Turner","LAD",1,-1.736992597579956,,,,,,-3.6106381565332413,,,,,,,"Justin Turner",5235,457759
"Sandy León","MIA",6,-3.023034753933759,,,,,,,,,,,,,"Sandy Leon",5273,506702
"Jose Alvarez","SFG",64.2,0.5538190613273813,,-3.3350437074094206,,,2.9947536659025444,-0.7342792859282157,,,,0.6538527415079229,,,"Jose Alvarez",5358,501625
"Michael Pineda","MIN",109.1,0.22427579347705429,,,,,,-0.2762715705493201,,,,-1.5070372364587254,,,"Michael Pineda",5372,501381
"Brad Peacock","BOS",5.1,4.4576971303849,,,,,1.8337345371643703,-12.289286851882935,,-15.864464764793714,,1.5127372741699219,,,"Brad Peacock",5401,502748
"Pedro Báez","HOU",4.1,-9.388816356658936,,,,,,19.89275336265564,,,,6.1466402477688264,,,"Pedro Baez",5420,520980
"Jesse Chavez","ATL",33.2,2.4562034342024064,,1.3390662568109528,,,4.732327847867398,-2.3678439504960003,,,,-2.686631564910595,,,"Jesse Chavez",5448,445926
"Marwin Gonzalez","BOS",1,2.707226574420929,,,,,,,22.302909195423126,,5.72332569531032,,,,"Marwin Gonzalez",5497,503556
"Madison Bumgarner","ARI",146.1,0.6395620790866052,,0.23063064380815834,,,-4.847498520000561,,-0.18669155258194187,4.862550273537636,,-1.5085025872598146,,,"Madison Bumgarner",5524,518516
"Ryan Brasier","BOS",12,1.3926778899298773,,,,,,-2.604641867618935,-10.251915454864502,,,,,,"Ryan Brasier",5615,518489
"Tyler Clippard","ARI",25.1,3.3385829283640938,,,0.9856986422692575,,-3.694039744299811,4.623912572860718,2.0353561639785767,,,-1.2668994494846888,,,"Tyler Clippard",5640,461325
"Junior Guerra","LAA",65.1,-2.17911772949751,,,0.6276857299903005,,-0.005962489263773471,0.7793050728096867,-0.24250225000774736,,,,,,"Junior Guerra",5702,448855
"Hernán Pérez","WSN",2,0.08845509340365729,,,,,,,,,14.264050126075745,,,,"Hernan Perez",5751,541650
"Dellin Betances","NYM",1,-0.6049106518427532,,,,,,,,1.1052283975813124,,,,,"Dellin Betances",6216,476454
"Trevor Cahill","PIT",37,1.0968080256134272,,-0.31064201176651124,,,0.32330802854547647,,,-0.5886941320366329,,-1.681009588657685,,,"Trevor Cahill",6249,502239
