Name,Team,IP,Loc+ FA,Loc+ SI,Loc+ FC,Loc+ FS,Loc+ SL,Loc+ CU,Loc+ CH,Loc+ KC,Loc+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Emmanuel Clase","CLE",69.2,86.11749999999999,,101.94077455048411,,95.06948387096772,,,,,140.9306346153846,99.7889423076923,138.15215384615377,"Emmanuel Clase",21032,661403
"Jacob deGrom","NYM",92,109.08116477272728,,,,112.87442542787284,98.88499999999999,101.54697247706422,,,122.92360065466451,109.63998363338789,134.5028805237316,"Jacob deGrom",10954,594798
"Jonathan Loáisiga","NYY",70.2,114.44000000000001,101.69389261744968,,,105.28769230769231,109.75203619909499,102.4903,,,128.4838667900093,104.04891766882517,131.46201665124886,"Jonathan Loaisiga",19753,642528
"Liam Hendriks","CHW",71,117.6860446780552,,,,106.97940425531915,89.77532710280374,70.2,,,120.86511796733213,112.64194192377492,130.45299455535388,"Liam Hendriks",3548,521230
"Dustin May","LAD",23,91.21971014492753,110.67277777777777,96.35484848484849,,,106.97494505494507,,,,132.9262445414847,103.3632751091703,128.76170305676857,"Dustin May",19716,669160
"Corbin Burnes","MIL",167,121.6179487179487,111.6526359832636,101.67297935103247,,108.48242647058821,88.0519379844961,97.73959839357431,,,131.96897946859912,98.6076207729468,128.12878019323668,"Corbin Burnes",19361,669203
"Brusdar Graterol","LAD",33.1,89.16833333333334,103.3381168831169,66.87589743589744,,112.87573170731707,,,,,131.57233716475102,103.26088122605366,127.53570881226048,"Brusdar Graterol",20367,660813
"Blake Treinen","LAD",72.1,100.35195121951216,106.40086666666669,101.25810975609755,,109.06595300261095,,-19.74000000000001,,,125.30799632352947,105.29845588235293,126.82132352941181,"Blake Treinen",12572,595014
"Ryan Thompson","TBR",34,117.98837837837837,101.8804081632653,106.17304347826085,,97.1642391304348,,112.71,,,133.2621161825726,102.98219917012449,126.74053941908716,"Ryan Thompson",16647,657044
"Raisel Iglesias","LAA",70,111.11416216216217,102.86588235294117,,,103.65523545706365,,118.5170114942529,,,117.85917596566509,113.3554334763949,126.39869527897,"Raisel Iglesias",17130,628452
"Dan Altavilla","SDP",1.1,101.97090909090907,,,,140.8509090909091,,,,,120.15363636363637,121.41090909090909,124.61181818181818,"Dan Altavilla",16507,656186
"Justin Topa","MIL",3.1,,121.50103448275861,,,132.19,,,,,108.37363636363635,125.01795454545453,124.06431818181817,"Justin Topa",15145,623437
"Gerrit Cole","NYY",181.1,106.76594285714285,126.29833333333333,,,90.56531914893617,,120.28950118764843,108.47208602150533,,118.3818267610381,105.42058645096058,123.49520053926521,"Gerrit Cole",13125,543037
"Josh Hader","MIL",58.2,-313.38,102.60696629213483,,,96.50985074626867,,96.66153846153846,,,125.5217427385892,100.15948132780083,123.38336099585067,"Josh Hader",14212,623352
"Adrian Morejon","SDP",4.2,114.41586206896551,114.54666666666667,,,106.56,89.47076923076922,112.47692307692309,,,114.20725000000002,109.68875,123.3285,"Adrian Morejon",20039,670970
"Tyler Rogers","SFG",81,82.08577777777776,99.16945091514144,,,98.54394190871366,,,,,131.5870337477797,98.16772646536408,122.75799289520428,"Tyler Rogers",15541,643511
"Kenley Jansen","LAD",69,,98.74231046931402,97.5118282988871,,82.26618181818182,,,,,127.97810328638494,95.70991549295769,121.4927323943662,"Kenley Jansen",3096,445276
"Michael Kopech","CHW",69.1,101.32986225895318,,,,112.20694610778442,101.09538461538462,112.66137931034484,,,118.28913936585258,104.81063216240773,121.44076367203901,"Michael Kopech",17282,656629
"Zack Wheeler","PHI",213.1,103.90415011037528,104.1176450511945,104.52289637952559,,,95.68269005847954,105.94810344827583,,,119.22072281583903,103.29936517913261,120.62827781269635,"Zack Wheeler",10310,554430
"Yimi García","- - -",57.2,112.5347425474255,114.90881355932203,,,113.60037746478875,112.3756976744186,82.39966666666666,,,106.53673635353101,110.94226733717313,120.40884793499492,"Yimi Garcia",12095,554340
"Andrew Kittredge","TBR",71.2,133.77730769230772,106.2163888888889,,,112.68616488990678,,136.84,,,109.04844363526642,112.01958967360869,120.32966830559496,"Andrew Kittredge",12828,552640
