Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Jeff Weaver","LAD",79,0.06600153,,,,,0.49424405,0.3161934,0.05986186,,,0.06369916,,,,"Jeff Weaver",503,213711
"Josh Beckett","BOS",212.1,0.3245745,,0.04628247,,,0.27859062,,0.25500149,,,0.09555091,,,,"Josh Beckett",510,277417
"A.J. Burnett","NYY",207,0.41347581,,,,,0.24161472,,,0.31255565,,0.03235381,,,,"A.J. Burnett",512,150359
"Ryan Dempster","CHC",200,0.13096382,,0.00352225,0.12071726,,0.39481268,0.34998399,,,,,,,,"Ryan Dempster",517,133225
"Jason Grilli","- - -",45.2,0.62471655,,,,,0.01020408,0.32993197,,,,0.03514739,,,,"Jason Grilli",521,276351
"Braden Looper","MIL",194.2,0.1176289,,,0.24297623,,0.36492745,0.22383452,,,,0.05063291,,,,"Braden Looper",526,131702
"Vladimir Nunez","ATL",1,0.2,,,,,0.3,0.23333333,,,,0.26666667,,,,"Vladimir Nunez",532,136727
"Brad Penny","- - -",173.1,0.68128453,,,0.13294199,,0.00725138,,0.17714088,,,0.00138122,,,,"Brad Penny",535,207267
"R.J. Swindle","MIL",6.2,,,,,,0.31506849,0.54109589,0.0890411,,,0.05479452,,,,"R.J. Swindle",539,449881
"Julian Tavarez","WSN",35,0.03660322,,0.09370425,,,0.30161054,0.46559297,0.00292826,,,0.09956076,,,,"Julian Tavarez",541,123118
"Doug Brocail","HOU",17.2,0.31707317,,0.21036585,,,0.29878049,,0.125,,,0.04878049,,,,"Doug Brocail",551,111492
"Octavio Dotel","CHW",62.1,0.80723982,,0.01357466,,,,0.12941176,0.04977376,,,,,,,"Octavio Dotel",555,136734
"Brad Lidge","PHI",58.2,0.7675244,,,,,,0.2324756,,,,,,,,"Brad Lidge",563,400058
"Scott Linebrink","CHW",56,0.50923226,,0.0281827,,0.13994169,0.18658892,0.13605442,,,,,,,,"Scott Linebrink",564,276530
"Roy Oswalt","HOU",181.1,0.49396268,,0.14635931,,,0.11489206,0.04903037,0.13282108,,0.00512258,0.05781193,,,,"Roy Oswalt",571,400061
"Tim Redding","NYM",120,0.42922841,,,,,0.17475728,0.20848237,0.09453245,,,0.09299949,,,,"Tim Redding",573,400062
"Billy Wagner","- - -",15.2,0.70437956,,,,,,0.2810219,,,,0.01459854,,,,"Billy Wagner",578,123790
"Winston Abreu","- - -",6,0.53543307,,,,,0.00787402,0.38582677,,,,0.07086614,,,,"Winston Abreu",582,275700
"Jeremy Affeldt","SFG",62.1,0.2967265,,,,,0.35480465,,0.32101373,,,0.02745512,,,,"Jeremy Affeldt",583,346793
"Paul Byrd","BOS",34,0.44684685,,,,,0.03063063,0.27567568,0.06306306,,,0.18378378,,,,"Paul Byrd",594,111838
"Mike MacDougal","- - -",54.1,0.01331853,,,,,0.87236404,0.11431743,,,,,,,,"Mike MacDougal",612,213680
"Brian Shouse","TBR",28,0.08158508,,,,,0.66899767,0.24941725,,,,,,,,"Brian Shouse",630,122195
"Jeff Suppan","MIL",161.2,0.19881085,,0.26161278,,,0.29468599,,0.12894835,,,0.11594203,,,,"Jeff Suppan",633,122987
"Nelson Figueroa","NYM",70.1,0.57095159,,,0.06761269,,,0.22287145,0.13856427,,,,,,,"Nelson Figueroa",683,150153
"Glendon Rusch","COL",18.2,0.56351792,,,,,0.1237785,0.13029316,0.11400651,,,0.06840391,,,,"Glendon Rusch",707,121556
"Luis Vizcaino","- - -",15.1,0.28467153,,,0.13138686,,0.05474453,0.52554745,,,,0.00364964,,,,"Luis Vizcaino",714,150430
"Jamey Wright","KCR",79,0.04562738,,0.12319392,,,0.56958175,0.01596958,0.20304183,,,0.04258555,,,,"Jamey Wright",715,124604
"Grant Balfour","TBR",67.1,0.76023891,,0.00085324,,,0.07423208,0.09897611,0.05631399,,,0.00938567,,,,"Grant Balfour",718,346797
"Eddie Guardado","TEX",38.1,0.00851064,,,,,0.72624113,0.11205674,0.00283688,,,0.15035461,,,,"Eddie Guardado",727,115216
"LaTroy Hawkins","HOU",63.1,0.63248731,,,,,0.00507614,0.22030457,0.10761421,,,0.03451777,,,,"LaTroy Hawkins",729,115629
"Kyle Lohse","STL",117.2,0.04078472,,,,,0.52452246,0.2147651,0.08363449,,,0.13629324,,,,"Kyle Lohse",739,346798
"Eric Milton","LAD",23.2,0.52525253,,,,,0.0479798,0.1540404,0.14393939,,,0.12878788,,,,"Eric Milton",743,132980
"Juan Rincon","- - -",36.2,0.55102041,,,,,0.02040816,0.40986395,0.00170068,,,0.0170068,,,,"Juan Rincon",752,346799
"J.C. Romero","PHI",16.2,0.06129032,,,,,0.71612903,0.14193548,,,,0.08064516,,,,"J.C. Romero",754,240694
"Johan Santana","NYM",166.2,0.5269215,,,,,0.06987259,0.09864365,,,,0.30456227,,,,"Johan Santana",755,276371
"Bruce Chen","KCR",62.1,0.34934087,,,,,0.14595104,0.10546139,0.11958569,,0.01129944,0.26836158,,,,"Bruce Chen",769,136600
"Scott Downs","TOR",46.2,,,,,,0.74318508,0.0071736,0.24964132,,,,,,,"Scott Downs",773,275933
"Matt Herges","- - -",34.2,0.24699828,,,,,0.43567753,,0.06861063,,,0.24871355,,,,"Matt Herges",780,150382
"Tomo Ohka","CLE",71,0.28436516,,0.06505771,,,0.25393494,0.32004197,0.03672613,,,0.03987408,,,,"Tomo Ohka",788,219594
"Carl Pavano","- - -",199.1,0.06708115,,,0.0559555,,0.52159686,0.1184555,,,,0.23691099,,,,"Carl Pavano",790,134321
"Javier Vazquez","ATL",219.1,0.35049985,,,,,0.16843381,0.21750985,0.15056044,,,0.11299606,,,,"Javier Vazquez",801,134320
"Randy Choate","TBR",36.1,0.00176991,,,,,0.82477876,0.17345133,,,,,,,,"Randy Choate",813,329092
"Robert Manuel","CIN",4.1,0.51282051,,0.02564103,,,,0.28205128,,,,0.17948718,,,,"Robert Manuel",817,490008
"Ted Lilly","CHC",177,0.3789351,,,,,0.11542946,0.26039642,0.11465216,,,0.13058686,,,,"Ted Lilly",833,150404
"Andy Pettitte","NYY",194.2,0.06584235,,0.32086553,,,0.22534776,0.1511592,0.13570325,,,0.10108192,,,,"Andy Pettitte",840,120485
"Mariano Rivera","NYY",66.1,0.07086614,,0.92814961,,,0.00098425,,,,,,,,,"Mariano Rivera",844,121250
"John Bale","KCR",28.1,0.20532319,,,,,0.31939163,,0.33840304,,,0.13688213,,,,"John Bale",864,150469
"Tyler Walker","PHI",35.1,0.40983607,,0.00182149,,,0.0856102,0.39526412,,,,0.10746812,,,,"Tyler Walker",901,400104
"David Weathers","- - -",62,0.25349301,,0.04291417,,,0.33632735,0.27944112,,,,0.08782435,,,,"David Weathers",902,124000
"Chad Bradford","TBR",10.1,,,,,,0.74431818,,0.22159091,,,0.03409091,,,,"Chad Bradford",904,136268
"Tim Hudson","ATL",42.1,0.07131012,,0.2172471,0.13101161,,0.52072968,,0.05970149,,,,,,,"Tim Hudson",921,218596
"Bryan Augenstein","ARI",17,,,,,,0.54651163,,0.34496124,,,0.10852713,,,,"Bryan Augenstein",936,446248
"Barry Zito","SFG",192,0.08725893,,0.15839393,,,0.41068606,0.02466013,0.1764148,,,0.14258615,,,,"Barry Zito",944,217096
"Brett Myers","PHI",70.2,0.34951456,,0.08296558,,,0.17740512,0.15975287,0.16857899,,,0.06178288,,,,"Brett Myers",962,408206
"Vicente Padilla","- - -",147.1,0.4015378,,,0.07902606,,0.28107646,0.08671508,0.08073473,,0.02691158,0.04399829,,,,"Vicente Padilla",964,218894
"Carlos Silva","SEA",30.1,0.02522523,,,,,0.79459459,0.06666667,,,,0.11351351,,,,"Carlos Silva",973,400067
"Randy Wolf","LAD",214.1,0.39187942,,0.00092279,,,0.21316518,0.14026453,0.16425715,,,0.08951092,,,,"Randy Wolf",976,150116
"Bronson Arroyo","CIN",220.1,0.17641791,,0.00447761,0.00029851,,0.33313433,0.2041791,0.13552239,,,0.14597015,,,,"Bronson Arroyo",978,276520
"Joe Beimel","- - -",55.1,0.32596042,,,,,0.37951106,0.1757858,,,,0.11874272,,,,"Joe Beimel",979,346847
"Kris Benson","TEX",22.1,0.21219512,,,,,0.29268293,0.33170732,0.05365854,,,0.1097561,,,,"Kris Benson",982,150249
"Josh Fogg","COL",45.2,0.26694915,,0.28672316,,,0.21186441,0.0720339,,,,0.16242938,,,,"Josh Fogg",989,150319
"Ron Villone","WSN",48.2,0.21743929,,,,,0.401766,0.27152318,,,,0.10927152,,,,"Ron Villone",1010,123725
"Kip Wells","- - -",72.2,0.22110553,,0.01758794,,,0.45979899,0.09798995,0.06700168,,,0.13651591,,,,"Kip Wells",1012,150337
"Adam Eaton","- - -",49,0.33544304,,0.12658228,,,0.2056962,0.12658228,0.1371308,,,0.0685654,,,,"Adam Eaton",1029,284566
"Alan Embree","COL",24.2,0.63660477,,,,,0.00795756,0.35278515,,,,0.00265252,,,,"Alan Embree",1030,113833
"Trevor Hoffman","MIL",54,0.45231608,,0.11307902,,,,0.11444142,0.02588556,,,0.29427793,,,,"Trevor Hoffman",1035,116034
"Jake Peavy","- - -",101.2,0.35585586,,0.13899614,,,0.24066924,0.10939511,0.10746461,,,0.04761905,,,,"Jake Peavy",1051,408241
"Brett Tomko","- - -",57.1,0.36681223,,,,,0.27510917,0.2139738,0.11026201,,,0.03384279,,,,"Brett Tomko",1056,123387
"Ryan Franklin","STL",61,0.44096134,,0.05120167,0.05329154,,0.17136886,0.02089864,0.18704284,,,0.07523511,,,,"Ryan Franklin",1076,211041
"Freddy Garcia","CHW",56,0.02923264,,,0.11936663,,0.41047503,0.30816078,0.02070646,,,0.11205847,,,,"Freddy Garcia",1077,150119
"Gil Meche","KCR",129,0.45674585,,,,,0.03899597,0.2097714,0.19273868,,,0.1017481,,,,"Gil Meche",1089,219194
"Jamie Moyer","PHI",162,0.13016123,,0.17263075,,,0.44003146,,0.06802989,,,0.18914668,,,,"Jamie Moyer",1091,119469
"Joel Pineiro","STL",214,0.14075846,,,,,0.59241544,0.1206013,0.09361121,,,0.0526136,,,,"Joel Pineiro",1094,334492
"Arthur Rhodes","CIN",53.1,0.74495848,,,,,,0.25029656,,,,0.00474496,,,,"Arthur Rhodes",1097,121125
"Rafael Soriano","ATL",75.2,0.48126561,,0.0674438,,,0.22481266,0.22481266,,,,0.00166528,,,,"Rafael Soriano",1100,400089
"Livan Hernandez","- - -",183.2,0.18521031,,,,,0.44945726,0.22218453,0.06411126,,,0.07903664,,,,"Livan Hernandez",1116,115817
"Marco Estrada","WSN",7.1,0.58278146,,,,,0.01986755,,0.17880795,,,0.21854305,,,,"Marco Estrada",1118,462136
"Joe Nathan","MIN",68.2,0.44919786,,,,,0.13636364,0.29233512,0.10962567,,,0.01247772,,,,"Joe Nathan",1122,150274
"Russ Ortiz","HOU",85.2,0.27376426,,0.22306717,,,0.03168568,0.17427123,0.18884664,,,0.10836502,,,,"Russ Ortiz",1124,133460
"Jason Schmidt","LAD",17.2,0.58306189,,,,,,0.02931596,0.21498371,,,0.17263844,,,,"Jason Schmidt",1131,121834
"Josh Butler","MIL",4,0.30693069,,,,,0.2970297,0.03960396,0.1980198,,,0.15841584,,,,"Josh Butler",1141,453332
"Tommy Hunter","TEX",112,0.55639098,,0.02313476,,,0.0503181,,0.24927704,,,0.12087912,,,,"Tommy Hunter",1157,488984
"Jason Isringhausen","TBR",8,0.35403727,,0.35403727,,,0.1552795,,0.13664596,,,,,,,"Jason Isringhausen",1158,116414
"Jesus Colome","- - -",21.1,0.75141243,,,,,0.00847458,0.13841808,,,,0.10169492,,,,"Jesus Colome",1198,400125
"Bobby Seay","DET",48.2,0.03350515,,,,,0.67396907,0.29252577,,,,,,,,"Bobby Seay",1225,150144
"Jorge Sosa","WSN",22.1,0.245,,,,,0.175,0.5775,,,,0.0025,,,,"Jorge Sosa",1228,407901
"Francisco Cordero","CIN",66.2,0.63610315,,,,,,0.27507163,,,,0.08882521,,,,"Francisco Cordero",1243,150188
"Doug Davis","ARI",203.1,0.20555877,,0.46496815,,,0.04053272,0.00086856,0.16936885,,,0.11870295,,,,"Doug Davis",1244,150277
"R.A. Dickey","MIN",64.1,0.25841674,,,,,,,,,0.00363967,,,0.73794359,,"R.A. Dickey",1245,285079
"Chan Ho Park","PHI",83.1,0.18079096,,,,,0.29872881,0.30649718,0.09322034,,,0.12076271,,,,"Chan Ho Park",1267,120221
"Chris Carpenter","STL",192.2,0.00917782,,0.28068834,,,0.4500956,,0.24206501,,,0.01797323,,,,"Chris Carpenter",1292,112020
"Kelvim Escobar","LAA",5,0.44565217,,,0.30434783,,0.15217391,0.09782609,,,,,,,,"Kelvim Escobar",1298,113898
"Scott Eyre","PHI",30,0.64684015,,,,,,0.27509294,,,,0.07806691,,,,"Scott Eyre",1300,113961
"Roy Halladay","TOR",239,,,0.49689257,0.00029595,,0.23438887,,0.22255105,,,0.04587156,,,,"Roy Halladay",1303,136880
"Brandon Lyon","DET",78.2,0.30635335,,0.20017406,,,0.29852045,,0.18711923,,,0.0078329,,,,"Brandon Lyon",1312,407193
"Justin Miller","SFG",56.2,0.27701149,,,0.00114943,,0.25747126,0.04597701,0.31954023,,,0.09885057,,,,"Justin Miller",1313,277405
"Andrew Bailey","OAK",83.1,0.60098119,,0.24611611,,,,,0.14472608,,,0.00817661,,,,"Andrew Bailey",1368,457732
"Brendan Donnelly","FLA",25.1,0.52506596,,,0.34036939,,,,,,,0.13456464,,,,"Brendan Donnelly",1441,407791
"Chad Durbin","PHI",69.2,0.10708535,,0.31561997,,,0.39774557,,0.07568438,,,0.10386473,,,,"Chad Durbin",1442,239795
"Randy Flores","COL",12,0.34841629,,,,,0.0678733,0.49773756,0.08597285,,,,,,,"Randy Flores",1446,420864
"Aaron Harang","CIN",162.1,0.45218087,,,,,0.22889156,0.21608643,0.06282513,,,0.04001601,,,,"Aaron Harang",1451,421685
"Mike Lincoln","CIN",23,0.00271003,,0.23306233,,,0.40379404,,0.3197832,0.00542005,,0.03523035,,,,"Mike Lincoln",1457,150221
"Guillermo Mota","LAD",65.1,0.05352113,,,,,0.61220657,0.1370892,,,,0.1971831,,,,"Guillermo Mota",1467,150407
"Jon Rauch","- - -",70,0.49422222,,0.00444444,,,0.00711111,0.28888889,0.15466667,,,0.05066667,,,,"Jon Rauch",1475,400010
"Josh Towers","NYY",5.1,0.21212121,,,,,0.01515152,0.27272727,0.01515152,,,0.48484848,,,,"Josh Towers",1489,346869
"Nick Green","BOS",2,0.28571429,,0.6,,,0.05714286,0.05714286,,,,,,,,"Nick Green",1502,407797
"John Lackey","LAA",176.1,0.42622352,,0.13367421,,,0.16033601,0.00401753,0.24141709,,,0.03433163,,,,"John Lackey",1507,407793
"Oliver Pérez","NYM",66,0.61020882,,,,,0.02010828,0.2258314,0.0007734,,,0.14307811,,,,"Oliver Perez",1514,424144
"Duaner Sanchez","SDP",11,0.28365385,,0.18269231,,,0.21634615,,0.05769231,,,0.25961538,,,,"Duaner Sanchez",1518,400093
"Tyler Yates","PIT",12,0.64390244,,,,,0.05365854,0.20487805,,,,0.09756098,,,,"Tyler Yates",1527,407884
"Brandon Backe","HOU",13,0.37004405,,0.08370044,,,0.18942731,0.21585903,0.08810573,,,0.05286344,,,,"Brandon Backe",1529,407840
"Ross Gload","FLA",1,,,,,,0.0625,,,,,0.9375,,,,"Ross Gload",1538,340393
"Aaron Cook","COL",158,0.12098139,,,,,0.76649746,0.07064298,0.04187817,,,,,,,"Aaron Cook",1571,346871
"Mark Hendrickson","BAL",105,0.4901599,,0.04182042,,,0.13653137,,0.25768758,,,0.07380074,,,,"Mark Hendrickson",1574,424805
"Clay Condrey","PHI",42,0.125,,0.15131579,,,0.44243421,0.20559211,,,,0.07565789,,,,"Clay Condrey",1579,424925
"Pedro Feliciano","NYM",59.1,0.01004464,,,,,0.50446429,0.28459821,0.07700893,,,0.12388393,,,,"Pedro Feliciano",1601,408230
"Shane Loux","LAA",58.1,0.05698925,,,,,0.60322581,0.26129032,0.06666667,,,0.01182796,,,,"Shane Loux",1613,400076
"Nate Robertson","DET",49.2,0.01036866,,0.00806452,,,0.55299539,0.27880184,0.00806452,,,0.14170507,,,,"Nate Robertson",1620,425146
"Cliff Lee","- - -",231.2,0.28873039,,0.14008559,,,0.31783167,0.00513552,0.08416548,,,0.16405136,,,,"Cliff Lee",1636,424324
"Francisco Rodríguez","NYM",68,0.56255178,,,,,0.0074565,,0.2062966,,,0.22369511,,,,"Francisco Rodriguez",1642,408061
"Brian Tallet","TOR",160.2,0.19623352,,,,,0.30207156,0.1740113,0.05423729,,,0.27344633,,,,"Brian Tallet",1646,425226
"Luis Ayala","- - -",40,0.16614907,,,,,0.43322981,0.30279503,0.01086957,,,0.08695652,,,,"Luis Ayala",1650,425646
"Russ Springer","- - -",57,0.63147793,,,,,0.03454894,0.28790787,0.04606526,,,,,,,"Russ Springer",1652,122620
"Seth McClung","MIL",62,0.58689718,,,0.00090992,,0.13466788,0.09736124,0.15650591,,,0.02365787,,,,"Seth McClung",1657,425528
"Jose Contreras","- - -",131.2,0.24573226,,,0.17295597,,0.26639712,0.31491465,,,,,,,,"Jose Contreras",1660,425747
"Javier López","BOS",11.2,,,,,,0.63179916,0.07112971,0.16317992,,,0.13389121,,,,"Javier Lopez",1663,425657
"D.J. Carrasco","CHW",93.1,0.17357695,,0.39142656,,,0.23401265,0.12227688,0.06324666,,,0.0154603,,,,"D.J. Carrasco",1666,425647
"Jeremy Bonderman","DET",10.1,0.41666667,,,,,0.32291667,0.21875,,,,0.04166667,,,,"Jeremy Bonderman",1667,425827
"Wilfredo Ledezma","WSN",5.2,0.61818182,,,,,0.05454545,0.3,,,,0.02727273,,,,"Wilfredo Ledezma",1669,425656
"Trever Miller","STL",43.2,0.431562,,,,,0.10466989,0.41545894,,,,0.04830918,,,,"Trever Miller",1672,119125
"Kiko Calero","FLA",60,0.40102564,,,,,0.01435897,0.47589744,0.05641026,,,0.05230769,,,,"Kiko Calero",1676,425606
"Brandon Webb","ARI",4,0.06493506,,0.01298701,,,0.67532468,,0.14285714,,,0.1038961,,,,"Brandon Webb",1692,425630
"Claudio Vargas","- - -",41.1,0.28593041,,,,,0.48260212,0.20272315,,,,0.02874433,,,,"Claudio Vargas",1695,282567
"Dontrelle Willis","DET",33.2,0.33986928,,,,,0.36601307,0.09640523,0.07026144,,,0.12745098,,,,"Dontrelle Willis",1703,425883
"Todd Wellemeyer","STL",122.1,0.36236766,,,,,0.26419634,0.20356112,0.0466795,,,0.12319538,,,,"Todd Wellemeyer",1709,425487
"Jose Valverde","HOU",54,0.68493151,,,0.31164384,,0.00114155,,0.00228311,,,,,,,"Jose Valverde",1726,407878
"Edgar Gonzalez","OAK",65.1,0.05110132,,0.06784141,,,0.48281938,0.2784141,0.00704846,,,0.11277533,,,,"Edgar Gonzalez",1727,429440
"Aaron Heilman","CHC",72.1,0.00237342,,,,,0.61155063,0.10996835,0.10522152,,,0.17088608,,,,"Aaron Heilman",1751,408310
"Dan Haren","ARI",229.1,0.33372229,,0.23541424,0.12456243,,0.12689615,,,0.1794049,,,,,,"Dan Haren",1757,429717
"Cody Ross","FLA",1,,,,,,,,0.05555556,,,0.94444444,,,,"Cody Ross",1760,425496
"Kevin Correia","SDP",198,0.02358643,,0.08336026,,,0.1825525,0.31760905,0.10565428,,,0.28723748,,,,"Kevin Correia",1767,429781
"Rich Harden","CHC",141,0.594485,,,,,0.00446067,0.34833739,,,,0.05271695,,,,"Rich Harden",1772,425848
"Sergio Mitre","NYY",51.2,0.02531646,,,,,0.67894131,0.01495972,0.12773303,,,0.15304948,,,,"Sergio Mitre",1773,429901
"Roy Corcoran","SEA",19,0.11525424,,,,,0.76271186,0.08474576,,,,0.03728814,,,,"Roy Corcoran",1780,429981
"Chad Gaudin","- - -",147.1,0.48441247,,,,,0.07154277,0.32134293,,,,0.12270184,,,,"Chad Gaudin",1783,429985
"Jon Switzer","NYM",3.1,0.44776119,,,,,0.14925373,0.28358209,,,,0.11940299,,,,"Jon Switzer",1786,408304
"Jimmy Gobble","CHW",12,0.33035714,,,,,0.15178571,0.44642857,0.00892857,,,0.0625,,,,"Jimmy Gobble",1791,425471
"Kevin Gregg","CHC",68.2,0.61211644,,0.01966955,0.08025177,,0.00629426,,0.28166798,,,,,,,"Kevin Gregg",1793,276514
"Michael Gonzalez","ATL",74.1,0.5668239,,,,,0.00786164,0.40880503,,,,0.01650943,,,,"Michael Gonzalez",1794,283166
"J.J. Putz","NYM",29.1,0.38641189,,,0.17622081,,0.31847134,0.11464968,0.00424628,,,,,,,"J.J. Putz",1795,407816
