Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Michael Wuertz","OAK",0.32416787,0.56701031,0.43519246,0.29910714,0.77272727,0.58122744,0.45718775,0.54934211,0.18217357,0.18530102,0.36747459,"Michael Wuertz",1856,430900
"Jason Waddell","CHC",0.26315789,0.72727273,0.43333333,0.6,0.875,0.76923077,0.36666667,0.625,0.09677419,0.25806452,0.35483871,"Jason Waddell",3474,455730
"J.P. Howell","TBR",0.24703892,0.568,0.39413382,0.41780822,0.82746479,0.68837209,0.45829514,0.58273381,0.12126697,0.23167421,0.35294118,"J.P. Howell",8245,434442
"Jon Meloan","OAK",0.27868852,0.57971014,0.43846154,0.52941176,0.75,0.68421053,0.53076923,0.51724138,0.13846154,0.20769231,0.34615385,"Jon Meloan",3355,459974
"David Robertson","NYY",0.18780488,0.56222222,0.38372093,0.66233766,0.77470356,0.74848485,0.52325581,0.53926702,0.09595376,0.24393064,0.33988439,"David Robertson",8241,502085
"Sammy Gervacio","HOU",0.2208589,0.61392405,0.41433022,0.38888889,0.72164948,0.63157895,0.49221184,0.51807229,0.14714715,0.19219219,0.33933934,"Sammy Gervacio",5127,463645
"Mike Adams","SDP",0.30451128,0.66435986,0.49189189,0.58024691,0.75520833,0.7032967,0.52072072,0.58823529,0.14438503,0.19251337,0.3368984,"Mike Adams",1937,430606
"Nick Adenhart","LAA",0.31481481,0.45454545,0.37755102,0.47058824,1,0.75675676,0.44897959,0.59259259,0.09183673,0.24489796,0.33673469,"Nick Adenhart",6879,444440
"Brad Mills","TOR",0.23076923,0.5,0.36898396,0.61904762,0.75,0.71014493,0.51336898,0.5,0.10638298,0.2287234,0.33510638,"Brad Mills",4420,502166
"Mark DiFelice","MIL",0.41570439,0.62707182,0.51194969,0.51666667,0.78854626,0.66830467,0.45534591,0.64840183,0.16524909,0.16767922,0.33292831,"Mark DiFelice",2468,442707
"Jonathan Broxton","LAD",0.29654036,0.66777963,0.48092869,0.43888889,0.8075,0.69310345,0.49668325,0.63666667,0.14693878,0.18530612,0.3322449,"Jonathan Broxton",4759,455009
"Luke Gregerson","SDP",0.34747145,0.62835249,0.47665198,0.35211268,0.8445122,0.65064695,0.45991189,0.55660377,0.16101695,0.16864407,0.32966102,"Luke Gregerson",4090,502381
"Rafael Soriano","ATL",0.26748252,0.6496124,0.47000822,0.59477124,0.75894988,0.71503497,0.52999178,0.63192182,0.13219789,0.19383617,0.32603406,"Rafael Soriano",1100,400089
"Andrew Bailey","OAK",0.27408638,0.64898596,0.46741754,0.57575758,0.75240385,0.70223752,0.51568785,0.59133127,0.1371927,0.18794607,0.32513878,"Andrew Bailey",1368,457732
"Billy Wagner","- - -",0.23571429,0.61654135,0.42124542,0.42424242,0.80487805,0.69565217,0.48717949,0.58730159,0.12773723,0.19708029,0.32481752,"Billy Wagner",578,123790
"Darren O'Day","- - -",0.31992337,0.61357702,0.4441989,0.5508982,0.86382979,0.73383085,0.42320442,0.63090129,0.11751904,0.20674646,0.32426551,"Darren O'Day",3321,503285
"Rich Rundles","CLE",0.21052632,0.63636364,0.36666667,0.25,0.85714286,0.63636364,0.36666667,0.66666667,0.12903226,0.19354839,0.32258065,"Rich Rundles",2760,457858
"Dan Runzler","SFG",0.16,0.56962025,0.37012987,0.25,0.88888889,0.75438596,0.51298701,0.57894737,0.08974359,0.23076923,0.32051282,"Dan Runzler",4080,502130
"Joakim Soria","KCR",0.30434783,0.65647059,0.47344633,0.60714286,0.77419355,0.71837709,0.48022599,0.65765766,0.13149171,0.18895028,0.32044199,"Joakim Soria",6941,465657
"Henry Alberto Rodriguez","OAK",0.21875,0.66666667,0.47297297,0.42857143,0.85714286,0.77142857,0.56756757,0.65,0.10666667,0.21333333,0.32,"Henry Alberto Rodriguez",6371,469159
"Joe Nathan","MIN",0.32550861,0.65742574,0.47202797,0.48076923,0.81325301,0.68518519,0.44143357,0.63837638,0.14808362,0.17160279,0.31968641,"Joe Nathan",1122,150274
"Brad Kilby","OAK",0.33333333,0.63565891,0.48627451,0.69047619,0.75609756,0.73387097,0.50588235,0.61538462,0.13229572,0.18677043,0.31906615,"Brad Kilby",9823,489020
"Javier Vazquez","ATL",0.29147465,0.66346154,0.46753641,0.53162055,0.82898551,0.73134328,0.47330097,0.66933638,0.1254902,0.19306184,0.31855204,"Javier Vazquez",801,134320
"Nick Swisher","NYY",0.08333333,0.5,0.27272727,1,0.8,0.83333333,0.45454545,0.2,0.04545455,0.27272727,0.31818182,"Nick Swisher",4599,430897
"Jhoulys Chacín","COL",0.264,0.56976744,0.38862559,0.36363636,0.85714286,0.65853659,0.40758294,0.54166667,0.13270142,0.18483412,0.31753555,"Jhoulys Chacin",2608,468504
"Huston Street","COL",0.28162291,0.71396896,0.50574713,0.42372881,0.80124224,0.7,0.5183908,0.65,0.14848144,0.16872891,0.31721035,"Huston Street",8258,434718
"Randy Flores","COL",0.24528302,0.64655172,0.45495495,0.5,0.82666667,0.74257426,0.52252252,0.53846154,0.11711712,0.1981982,0.31531532,"Randy Flores",1446,420864
"Jose Valverde","HOU",0.30841121,0.64900662,0.48354143,0.56818182,0.78571429,0.71830986,0.51418842,0.57534247,0.13513514,0.18018018,0.31531532,"Jose Valverde",1726,407878
"Carlos Marmol","CHC",0.22136422,0.55988024,0.37785467,0.52906977,0.81550802,0.72527473,0.46228374,0.49850746,0.10211028,0.21170865,0.31381892,"Carlos Marmol",2790,461791
"Pedro Feliciano","NYM",0.29230769,0.62045455,0.45363128,0.45112782,0.87912088,0.73891626,0.49162011,0.62396694,0.11534276,0.19586507,0.31120783,"Pedro Feliciano",1601,408230
"James Parr","ATL",0.19327731,0.67361111,0.45627376,0.69565217,0.78350515,0.76666667,0.54752852,0.66666667,0.10606061,0.20454545,0.31060606,"James Parr",7734,444970
"Dan Haren","ARI",0.28769497,0.62756598,0.45634459,0.53212851,0.87102804,0.76339286,0.49621653,0.65676568,0.10809249,0.20144509,0.30953757,"Dan Haren",1757,429717
"Joe Thatcher","SDP",0.24873096,0.60050251,0.42550505,0.63265306,0.79916318,0.75074184,0.50252525,0.57446809,0.10365854,0.20487805,0.30853659,"Joe Thatcher",4620,491159
"Kiko Calero","FLA",0.23800738,0.58465011,0.39390863,0.48062016,0.8030888,0.69587629,0.44974619,0.52719665,0.11671612,0.18991098,0.3066271,"Kiko Calero",1676,425606
"Wilfredo Ledezma","WSN",0.27868852,0.74,0.48648649,0.47058824,0.75675676,0.66666667,0.45045045,0.7,0.16216216,0.14414414,0.30630631,"Wilfredo Ledezma",1669,425656
"Tim Lincecum","SFG",0.26048951,0.61759425,0.43666962,0.48769575,0.8624031,0.74915483,0.49335695,0.56685083,0.10875254,0.19715033,0.30590288,"Tim Lincecum",5705,453311
