Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Charlie Haeger","LAD",19,-7.772384350116436,,,,,,,2.8638750314712524,,,,,0.7744301705990198,"Charlie Haeger",3545,446624
"Tim Wakefield","BOS",129.2,-5.951818563771802,,,,,,,7.348979911418876,,,,,0.6976312597944322,"Tim Wakefield",219,123801
"R.A. Dickey","MIN",64.1,-10.052105460368411,,,,,,,,,-2.2104998491704464,,,-1.538807681985613,"R.A. Dickey",1245,285079
"Dusty Brown","BOS",1,,,,,,,,,,,-5.2729998997279575,,-5.70900026957194,"Dusty Brown",3420,451259
"Neftalí Feliz","TEX",31,-6.370024504484953,,,,,-8.01102786593967,5.579510124362245,,,,-8.832162546557049,,,"Neftali Feliz",18,491703
"Troy Percival","TBR",11.1,-5.043785146418834,,,,,-9.480833053588867,1.4143076676588793,7.15374984741211,,,-4.980862321524785,,,"Troy Percival",29,120401
"Scott Schoeneweis","ARI",24,4.882550048828125,,,,,9.525854936079545,-3.172239990234375,,,,,,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",17.2,-3.8027776082356772,,,,,-8.967934869260205,,4.34723727985964,,,,,,"Scot Shields",35,276912
"Jarrod Washburn","- - -",176,2.842951466212763,,-1.0873544185976438,,,7.746025075397315,-3.136630448051121,-6.461627871491189,,,6.416091420292076,,,"Jarrod Washburn",40,132220
"Miguel Batista","SEA",71.1,-4.254191230325138,,,,,-9.151458082932692,2.427498467856488,3.576571509951637,,,-5.3245365794112045,,,"Miguel Batista",46,110683
"Randy Johnson","SFG",96,8.474093899868503,,,9.260410043529998,,11.186859077131244,0.38051154063298154,,,,,,,"Randy Johnson",60,116615
"Jason Marquis","COL",216,,,,,,-7.267870721016221,1.1417482843115345,6.116217571756114,,,-6.165071448501275,,,"Jason Marquis",105,150302
"Kevin Millwood","TEX",198.2,-4.763803335336538,,-0.1358593851327896,-0.9448749754163954,,-7.960076860386691,1.791171409970238,5.004292063469435,,,-7.318977270233497,,,"Kevin Millwood",106,119154
"Joe Nelson","TBR",40.1,-7.410738195263365,,-0.45723810650053476,,,-10.507519061748798,8.018399810791015,,,,-7.474100425760582,,,"Joe Nelson",108,406874
"Horacio Ramirez","KCR",22.2,5.936383600104345,,3.861999988555908,,,10.263839229460686,2.4249038696289062,-2.457719095637289,,,7.136763221339176,,,"Horacio Ramirez",110,400141
"John Smoltz","- - -",78,-6.0129002249407435,,,-8.457516513027988,,-10.509974161783854,2.3089939520611025,6.254188876681858,,,,,,"John Smoltz",115,122477
"Dan Wheeler","TBR",57.2,-3.0727894431666325,,-1.5865000486373901,-3.7471561431884766,,-6.633200733932023,4.09105177049513,9.859749930245536,,,,,,"Dan Wheeler",120,235095
"Erik Bedard","SEA",83,4.67025336869266,,0.9429999760219029,,,9.043867092688107,,-6.201171317601313,,,3.711297867145944,,,"Erik Bedard",126,407853
"Jorge Julio","MIL",17.1,-6.290463331269055,,,,,-10.274980243883634,3.9948712339495667,,,,-8.830412023207721,,,"Jorge Julio",148,406402
"Rodrigo Lopez","PHI",30,-3.34950005518247,,,,,-8.823970550386777,2.9087066650390625,,,,-9.349066925048827,,,"Rodrigo Lopez",150,150438
"Sidney Ponson","KCR",58.2,-6.734714508056641,,,,,-11.01448456228596,1.518416661482591,5.110240936279297,,,-8.494381553248354,,,"Sidney Ponson",161,132260
"B.J. Ryan","TOR",20.2,4.7536614833733974,,0.47488094511486234,,,,-1.6126688774058362,,,,,,,"B.J. Ryan",168,124805
"Rafael Betancourt","- - -",56,-2.533657163007041,,0.78750616238441,,,,2.203136394550274,,,-1.6475000381469727,-6.57668948995656,,,"Rafael Betancourt",177,429783
"Casey Fossum","NYM",4,3.796999931335449,,,,,8.26544443766276,-0.36241380099592535,-9.181532796223959,,,,,,"Casey Fossum",188,407154
"Derek Lowe","ATL",194.2,,,-1.4702652911750638,,,-9.290299388618452,1.9976049604337631,,,,-7.38107177734375,,,"Derek Lowe",199,117955
"Pedro Martínez","PHI",44.2,-5.993970884893932,,,,,-9.278898278061224,2.338713045473452,8.841262817382812,,,-10.293057801293545,,,"Pedro Martinez",200,118377
"Darren Oliver","LAA",73,1.7215331772626457,,,,,7.290036829506478,-6.913308023404674,,,,9.62862491607666,,,"Darren Oliver",206,119984
"Mark Buehrle","CHW",213.1,2.4726560384396663,,-1.9187113628629764,,,8.240668034957627,4.105999946594238,-5.9007080078125,,,7.8675319464631785,,,"Mark Buehrle",225,279824
"Jon Garland","- - -",204,-2.603079392359807,,1.755105275856821,,,-7.930125332491301,1.4265264515912803,2.7611255741598617,,,-8.217724296990342,,,"Jon Garland",232,279782
"Bob Howry","SFG",63.2,-5.979519354483494,,,,,-9.145754778826678,0.7507883020349451,,,,-6.6529550125349814,,,"Bob Howry",237,133982
"Damaso Marte","NYY",13.1,4.824695753014606,,,,,7.847511815660782,-5.376957853075484,,,,7.13100004196167,,,"Damaso Marte",247,150122
"Daniel McCutchen","PIT",36.1,-6.2302315848214285,,,,,-8.355292002360025,1.2439218759536743,3.1875,,,-6.46908509497549,,,"Daniel McCutchen",263,445216
"Juan Cruz","KCR",50.1,-7.704834449404762,,-1.1425714864359273,,,,6.831910274488509,,,,-10.147777739025297,,,"Juan Cruz",273,407297
"Kyle Farnsworth","KCR",37.1,-7.633357383685405,,0.10721323770635269,,,-10.87710059249161,1.787232119734116,-3.2219998836517334,,,-10.010713849748884,,,"Kyle Farnsworth",278,150035
"Tom Gordon","ARI",1.2,-2.1322667439778646,,,,,-8.253999710083008,0.2740909186276523,5.419571467808315,,,,,,"Tom Gordon",282,114971
"Ron Mahay","- - -",50.1,5.381636424731183,,,,,10.7924165725708,0.3311268956528097,,,,7.650872461327679,,,"Ron Mahay",290,118158
"Will Ohman","LAD",12.1,5.022242069244385,,,,,8.704625129699707,-1.224636309074633,,,,9.401666641235352,,,"Will Ohman",296,349193
"Kerry Wood","CLE",55,-5.5036195267078485,,,,,,2.281138949924045,6.303725857204861,,,,,,"Kerry Wood",304,134268
"Carlos Zambrano","CHC",169.1,-2.9258126438631398,,0.8087702570734797,-6.8018182718528895,,-8.334405291929667,5.94047160598467,6.201000213623047,,,,,,"Carlos Zambrano",305,407296
"Elmer Dessens","NYM",32.2,-2.739447911580404,,,,,-7.050601227114899,2.663179931640625,3.837714422316778,,,-6.488133239746094,,,"Elmer Dessens",317,113296
"Danys Baez","BAL",71.2,-3.7856766550164473,,,,,-7.882728040540541,,5.849850782707556,,,,,,"Danys Baez",367,276056
