Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Dusty Brown","BOS",1,,,,,,,,,,,11.456714085170201,,11.74566650390625,"Dusty Brown",3420,451259
"Charlie Haeger","LAD",19,8.37938484778771,,,,,,,-3.5315624475479126,,,,,5.246909605781987,"Charlie Haeger",3545,446624
"Tim Wakefield","BOS",129.2,10.524181277252907,,,,,,,-6.992343478732639,,,,,1.745071960269174,"Tim Wakefield",219,123801
"R.A. Dickey","MIN",64.1,6.089475228752889,,,,,,,,,3.0819997787475586,,,1.6691985747670128,"R.A. Dickey",1245,285079
"Neftalí Feliz","TEX",31,10.492432394145448,,,,,4.590388827853733,-0.6471836712895608,,,,3.417348817337391,,,"Neftali Feliz",18,491703
"Troy Percival","TBR",11.1,11.563228325555789,,,,,9.645166397094727,5.665692256047175,-8.80770034790039,,,7.719620803306842,,,"Troy Percival",29,120401
"Scott Schoeneweis","ARI",24,8.531649780273437,,,,,5.806272638494318,1.0318000030517578,,,,,,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",17.2,12.731888665093315,,,,,9.88590162627551,,-9.494321661480402,,,,,,"Scot Shields",35,276912
"Jarrod Washburn","- - -",176,8.820163733936916,,7.8862026552610756,,,5.413537549407114,0.23563914010706155,-3.076680294303007,,,4.748696121515012,,,"Jarrod Washburn",40,132220
"Miguel Batista","SEA",71.1,8.752154181985293,,,,,5.684000150240385,3.809908959173387,1.4743809472946894,,,3.252877956483422,,,"Miguel Batista",46,110683
"Randy Johnson","SFG",96,8.190366461725517,,,5.162176533749229,,6.787010622696138,2.6895076164832483,,,,,,,"Randy Johnson",60,116615
"Jason Marquis","COL",216,,,,,,5.126314818404103,2.6068179481907894,-0.8531738778819209,,,4.6511582355110015,,,"Jason Marquis",105,150302
"Kevin Millwood","TEX",198.2,10.148025382278313,,7.882992267608643,5.380541483561198,,9.754978243967326,2.856431070963542,-6.764456421789462,,,7.539505519224017,,,"Kevin Millwood",106,119154
"Joe Nelson","TBR",40.1,8.143704652286425,,5.521999904087612,,,7.667249826284555,-3.539400100708008,,,,3.9585238663607805,,,"Joe Nelson",108,406874
"Horacio Ramirez","KCR",22.2,9.162253392885809,,3.493000030517578,,,8.29790275327621,9.240288661076473,0.9431235924195708,,,8.518895099037572,,,"Horacio Ramirez",110,400141
"John Smoltz","- - -",78,9.687107961810753,,,3.4715385017814215,,7.904436258169321,2.312376006831968,-4.6904444376627605,,,,,,"John Smoltz",115,122477
"Dan Wheeler","TBR",57.2,9.842605590820312,,8.068124771118164,4.00056266784668,,9.12462623832152,2.5697661560851257,-0.6614999771118164,,,,,,"Dan Wheeler",120,235095
"Erik Bedard","SEA",83,10.064614392201834,,12.157570975167411,,,8.218957796065938,,-8.120355754138128,,,3.4181278309923537,,,"Erik Bedard",126,407853
"Jorge Julio","MIL",17.1,8.63117050543064,,,,,6.784289711400082,2.0334554237894493,,,,5.932529673856847,,,"Jorge Julio",148,406402
"Rodrigo Lopez","PHI",30,8.502431582098138,,,,,7.085127882182305,-0.8134400177001954,,,,4.769433466593425,,,"Rodrigo Lopez",150,150438
"Sidney Ponson","KCR",58.2,6.944607325962612,,,,,5.029916266872458,0.21151922910641402,-4.6616297827826605,,,3.4690658167788855,,,"Sidney Ponson",161,132260
"B.J. Ryan","TOR",20.2,10.379917868589743,,13.101809547061013,,,,2.991814619658009,,,,,,,"B.J. Ryan",168,124805
"Rafael Betancourt","- - -",56,10.246172646431777,,9.19930879569348,,,,0.5829870050603693,,,12.69950008392334,7.4977242042278425,,,"Rafael Betancourt",177,429783
"Casey Fossum","NYM",4,11.3100004196167,,,,,8.838777330186632,3.239275702114763,-4.735466512044271,,,,,,"Casey Fossum",188,407154
"Derek Lowe","ATL",194.2,,,5.864102110570791,,,3.301205468387807,0.4596189832072465,,,,1.327031982421875,,,"Derek Lowe",199,117955
"Pedro Martínez","PHI",44.2,7.368919651003649,,,,,3.297401272520727,1.9447685524269387,-7.5865526701274675,,,0.09590162996385919,,,"Pedro Martinez",200,118377
"Darren Oliver","LAA",73,8.470348293498411,,,,,6.67850029177782,-0.5552381050436437,,,,3.9763750433921814,,,"Darren Oliver",206,119984
"Mark Buehrle","CHW",213.1,8.181314822086222,,3.6083576735480944,,,5.821052370233051,5.710000038146973,-5.73002001953125,,,4.083429475532946,,,"Mark Buehrle",225,279824
"Jon Garland","- - -",204,8.65785319988544,,4.357579030488667,,,7.141197449645342,3.6261789624576903,-1.865919678654503,,,5.6733778305253955,,,"Jon Garland",232,279782
"Bob Howry","SFG",63.2,9.115561103254821,,,,,8.679905079029224,4.033666662267737,,,,3.940492544601213,,,"Bob Howry",237,133982
"Damaso Marte","NYY",13.1,10.645739348038383,,,,,9.088527067927004,-2.3005493593887545,,,,7.496000289916992,,,"Damaso Marte",247,150122
"Daniel McCutchen","PIT",36.1,9.993723648313493,,,,,7.681875228881836,2.142984390258789,-0.9500000476837158,,,3.880699407041462,,,"Daniel McCutchen",263,445216
"Juan Cruz","KCR",50.1,9.418233816964285,,3.7324936111252027,,,,0.465107631255693,,,,5.13896009657118,,,"Juan Cruz",273,407297
"Kyle Farnsworth","KCR",37.1,9.981346428727305,,3.7860147812787224,,,6.630127362756921,0.7020497190359548,-7.6479997634887695,,,6.796714237758091,,,"Kyle Farnsworth",278,150035
"Tom Gordon","ARI",1.2,8.819666544596354,,,,,5.357999801635742,2.3297273462468926,-3.68914304460798,,,,,,"Tom Gordon",282,114971
"Ron Mahay","- - -",50.1,11.082978935651882,,,,,6.4594167073567705,3.7476242762531724,,,,6.79310935381885,,,"Ron Mahay",290,118158
"Will Ohman","LAD",12.1,10.729281425476074,,,,,9.799718856811523,1.2848788174715908,,,,6.103000005086263,,,"Will Ohman",296,349193
"Kerry Wood","CLE",55,10.293534896698505,,,,,,3.7258609347873266,-8.527562572337963,,,,,,"Kerry Wood",304,134268
"Carlos Zambrano","CHC",169.1,7.80735933110955,,6.297702686206715,1.4079009721863944,,5.672535434513075,4.141369859227594,-1.8031429563249861,,,,,,"Carlos Zambrano",305,407296
"Elmer Dessens","NYM",32.2,9.391656239827475,,,,,7.919257269965278,3.4567264811197917,-2.726666586739676,,,5.6962331136067705,,,"Elmer Dessens",317,113296
"Danys Baez","BAL",71.2,6.266068002036341,,,,,7.305201734938063,,-3.068029830704874,,,,,,"Danys Baez",367,276056
"Bartolo Colon","CHW",62.1,10.3282568005548,,,,,5.980942470178927,2.9327290852864585,,,,6.492325893668241,,,"Bartolo Colon",375,112526
"Chad Paronto","HOU",6.2,5.866380964006696,,,,,4.363340148925781,2.9761666797456288,,,,4.185400009155273,,,"Chad Paronto",399,406301
"David Riske","MIL",1,10.286411958582262,,,,,8.074999809265137,,,,,1.3546667098999023,,,"David Riske",402,228594
"CC Sabathia","NYY",230,9.541545618718592,,,,,6.867700567100254,-0.7569365717493155,-1.9761956256368887,,,5.961568719861006,,,"CC Sabathia",404,282332
"Billy Traber","BOS",3.2,4.629199981689453,,,,,4.282649993896484,1.5231249332427979,,,,2.218529420740464,,,"Billy Traber",410,407896
"Brian Fuentes","LAA",55,,,,,,6.373443287037037,-3.041499875626474,,,,0.45811268981073944,,,"Brian Fuentes",429,150118
"Mike Hampton","HOU",112,8.714575463598901,,3.492017973139045,,,3.7310139325510456,,-3.8333643224855134,,,4.340587615966797,,,"Mike Hampton",430,115399
"Jason Jennings","TEX",61,7.962315150669643,,7.17555082514045,,,6.0214363260472075,0.5883371270599017,,,,8.049406051635742,,,"Jason Jennings",434,407298
"Dennys Reyes","STL",41,5.670894823576274,,,,,5.067960497359155,1.4273443169932547,,,,0.8495532096700465,,,"Dennys Reyes",444,121096
"Justin Speier","LAA",40,7.25,,5.698806124495009,,,8.526902913081983,-0.5767433369054203,,,,2.248490531489534,,,"Justin Speier",451,133221
"Denny Stark","SEA",11,7.768780714465726,,,,,7.146217677904212,1.7357500394185383,,,,5.404439042254192,,,"Denny Stark",452,150128
"Brian Moehler","HOU",154.2,8.794966041143216,,5.813535036740603,,,8.175644626292579,,-1.1989959716796874,,,6.305963134765625,,,"Brian Moehler",480,119215
"Fernando Rodney","DET",75.2,10.264305617281062,,,,,6.297100390012735,5.775750160217285,,,,2.9579999753009485,,,"Fernando Rodney",494,407845
"Jamie Walker","BAL",12.1,10.001217385996943,,,,,7.138435032056726,2.91765674192514,,,,7.603171097604852,,,"Jamie Walker",502,123828
"Jeff Weaver","LAD",79,7.457802351130995,,,,,6.517324506866266,4.740259707552715,-0.8876923047579252,,,5.625457763671875,,,"Jeff Weaver",503,213711
"Josh Beckett","BOS",212.1,9.136928077564397,,7.260554750504032,,,5.986899094821811,,-5.487765524370609,,,2.6460437774658203,,,"Josh Beckett",510,277417
"A.J. Burnett","NYY",207,8.947264222900216,,,,,5.466244409359644,,,-5.785024557811016,,2.074908195285622,,,"A.J. Burnett",512,150359
"Ryan Dempster","CHC",200,9.76781390873319,,9.659000049937855,3.263432267490053,,8.64811277118816,1.257764922732731,,,,,,,"Ryan Dempster",517,133225
