Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Tim Hudson","ATL",179,0.07077276,,0.21805662,0.08990054,,0.51147666,,0.10979342,,,,,,,"Tim Hudson",921,218596
"Barry Zito","SFG",184.1,0.16567852,,0.20816864,,,0.2055336,0.11264822,0.19795784,,,0.11001318,,,,"Barry Zito",944,217096
"Brett Myers","- - -",65.1,0.24077869,,0.11065574,,,0.14344262,0.19467213,0.27254098,,,0.03790984,,,,"Brett Myers",962,408206
"Vicente Padilla","BOS",50,0.55714286,,,0.06904762,,0.20119048,0.0452381,0.02142857,,0.06547619,0.04047619,,,,"Vicente Padilla",964,218894
"Randy Wolf","- - -",157.2,0.19948282,,0.07942372,,,0.32028075,0.09974141,0.18840044,,0.00812708,0.10454378,,,,"Randy Wolf",976,150116
"Bronson Arroyo","CIN",202,0.07668816,,0.01594842,,,0.36443841,0.25958602,0.15405497,,,0.12928402,,,,"Bronson Arroyo",978,276520
"Ryan Vogelsong","SFG",189.2,0.35907591,,,,,0.20693069,0.11947195,0.18019802,,,0.13432343,,,,"Ryan Vogelsong",1011,285064
"Kip Wells","SDP",37.1,0.16037736,,0.03301887,,,0.34119497,0.16981132,0.16352201,,,0.13207547,,,,"Kip Wells",1012,150337
"Jake Peavy","CHW",219,0.41286247,,0.10020098,,,0.09876543,0.09675567,0.17973012,,,0.11168533,,,,"Jake Peavy",1051,408241
"Freddy Garcia","NYY",107.1,0.06796117,,,0.13078241,,0.25185608,0.3597944,0.09880069,,,0.09080525,,,,"Freddy Garcia",1077,150119
"Jamie Moyer","COL",53.2,0.11855104,,0.27113063,,,0.2129528,,0.09440176,,,0.30296378,,,,"Jamie Moyer",1091,119469
"Rafael Soriano","NYY",67.2,0.45031905,,0.07292616,,,0.07566089,0.40109389,,,,,,,,"Rafael Soriano",1100,400089
"Livan Hernandez","- - -",67.1,0.14259598,,,,,0.34826325,0.26691042,0.18738574,,,0.05484461,,,,"Livan Hernandez",1116,115817
"Marco Estrada","MIL",138.1,0.59402852,,0.0040107,,,0.00356506,,0.22192513,,,0.17647059,,,,"Marco Estrada",1118,462136
"Joe Nathan","TEX",64.1,0.50093633,,,,,0.09082397,0.25280899,0.15355805,,,0.00187266,,,,"Joe Nathan",1122,150274
"Jerome Williams","LAA",137.2,0.18549581,,0.28909719,,,0.3152442,0.06314751,0.04094721,,,0.10606808,,,,"Jerome Williams",1137,425532
"Robert Coello","TOR",6.1,0.81679389,,,,0.17557252,,,0.00763359,,,,,,,"Robert Coello",1149,445193
"Tommy Hunter","BAL",133.2,0.56065732,,0.17496375,,,0.03528275,0.00724988,0.13919768,,,0.08264862,,,,"Tommy Hunter",1157,488984
"Jason Isringhausen","LAA",45.2,0.36662286,,0.25492773,,,0.16688568,,0.20499343,,,0.0065703,,,,"Jason Isringhausen",1158,116414
"Francisco Cordero","- - -",39.1,0.42954856,,,,,,0.27359781,0.06155951,,,0.23529412,,,,"Francisco Cordero",1243,150188
"R.A. Dickey","NYM",233.2,0.1348281,,,,,,,,,0.01494768,,,0.85022422,,"R.A. Dickey",1245,285079
"Adam Ottavino","COL",79,0.47301349,,,,,0.04047976,0.45577211,,,,0.03073463,,,,"Adam Ottavino",1247,493603
"Colby Lewis","TEX",105,0.45633456,,,,,0.07687577,0.22878229,0.13653137,,,0.10147601,,,,"Colby Lewis",1259,407890
"Chris Carpenter","STL",17,0.32046332,,0.25096525,,,0.22779923,,0.14285714,,,0.05791506,,,,"Chris Carpenter",1292,112020
"Roy Halladay","PHI",156.1,,,0.38751571,,,0.22371177,,0.23627985,,,0.15249267,,,,"Roy Halladay",1303,136880
"Brandon Lyon","- - -",61,0.30641822,,0.29503106,,,0.11594203,0.01656315,0.25569358,,,0.01035197,,,,"Brandon Lyon",1312,407193
"Pedro Beato","- - -",12,0.4245283,,,,,0.05660377,0.08962264,,0.16981132,,0.25943396,,,,"Pedro Beato",1330,474039
"Nick Hagadone","CLE",25.1,0.77969762,,,,,0.03455724,0.18574514,,,,,,,,"Nick Hagadone",1351,444935
"Brian Omogrosso","CHW",21,0.51315789,,,,,0.06842105,0.09736842,0.21052632,,,0.11052632,,,,"Brian Omogrosso",1353,476134
"Andrew Bailey","BOS",15.1,0.57236842,,0.30921053,,,,,0.11842105,,,,,,,"Andrew Bailey",1368,457732
"Charlie Furbush","SEA",46.1,0.29371585,,,,,0.25819672,0.00409836,0.43442623,,,0.00956284,,,,"Charlie Furbush",1370,518703
"Joaquín Benoit","DET",71,0.4075,,,,,0.10166667,0.16083333,,,,0.33,,,,"Joaquin Benoit",1437,276542
"Chad Durbin","ATL",61,0.08952187,,0.36215666,,,0.40183113,,0.07934893,,,0.0671414,,,,"Chad Durbin",1442,239795
"Aaron Harang","LAD",179.2,0.33747547,,,,,0.31687377,0.21680837,0.08109876,,,0.04774362,,,,"Aaron Harang",1451,421685
"Guillermo Mota","SFG",20.2,0.17277487,,,,,0.40314136,0.19895288,,,,0.22513089,,,,"Guillermo Mota",1467,150407
"Jon Rauch","NYM",57.2,0.50924918,,0.01849837,,,0.01196953,0.35908596,0.04896627,,,0.05223069,,,,"Jon Rauch",1475,400010
"Felix Doubront","BOS",161,0.39482879,,0.05765199,,,0.2386443,,0.16107617,,,0.14779874,,,,"Felix Doubront",1478,467094
"Oliver Pérez","SEA",29.2,0.469163,,,,,0.18061674,0.34581498,,,,0.00440529,,,,"Oliver Perez",1514,424144
"Sandy Rosario","MIA",3,0.66071429,,,,,,0.19642857,,,,0.14285714,,,,"Sandy Rosario",1525,466459
"Dewayne Wise","- - -",1.2,,,,,,0.05263158,,,,,0.94736842,,,,"Dewayne Wise",1554,276547
"Aaron Cook","BOS",94,0.1097109,,,,,0.72942921,0.08969607,0.06968125,,,0.00148258,,,,"Aaron Cook",1571,346871
"Sean Doolittle","OAK",47.1,0.84143223,,,,,0.02685422,0.01150895,0.07928389,,,0.04092072,,,,"Sean Doolittle",1581,448281
"Shane Loux","SFG",25.1,0.23325062,,,,,0.49627792,0.0942928,0.10421836,,,0.0719603,,,,"Shane Loux",1613,400076
"Cliff Lee","PHI",211,0.20570133,,0.20926466,,,0.33657272,0.00550696,0.09426628,,,0.14868805,,,,"Cliff Lee",1636,424324
"Francisco Rodríguez","MIL",72,0.35420099,,,,,0.24876442,,0.19275124,,,0.20428336,,,,"Francisco Rodriguez",1642,408061
"Luis Ayala","BAL",75,0.27105922,,,,,0.27189324,0.25437865,0.04336947,,,0.15929942,,,,"Luis Ayala",1650,425646
"Jose Contreras","PHI",13.2,0.24880383,,,0.16267943,,0.25358852,0.33492823,,,,,,,,"Jose Contreras",1660,425747
"Javier López","SFG",36,0.02158273,,,,,0.59892086,0.26978417,0.05395683,,,0.0557554,,,,"Javier Lopez",1663,425657
"D.J. Carrasco","NYM",3.2,0.16666667,,0.28333333,,,0.28333333,0.15,0.03333333,,,0.08333333,,,,"D.J. Carrasco",1666,425647
"Chris Capuano","LAD",198.1,0.00677507,,0.0145664,,,0.56707317,0.07113821,0.07689702,,,0.26355014,,,,"Chris Capuano",1701,425626
"Jose Valverde","DET",69,0.81704036,,0.00358744,0.17668161,,0.00269058,,,,,,,,,"Jose Valverde",1726,407878
"Edgar Gonzalez","HOU",25,0.25882353,,0.04470588,,,0.26117647,0.28941176,,,,0.14588235,,,,"Edgar Gonzalez",1727,429440
"Dan Haren","LAA",176.2,0.35024665,,0.36539817,0.18217054,,0.04298802,,,0.05919662,,,,,,"Dan Haren",1757,429717
"Kevin Correia","PIT",171,0.25060241,,0.05060241,,,0.22369478,0.23694779,0.12329317,,,0.11485944,,,,"Kevin Correia",1767,429781
"Chad Gaudin","MIA",69.1,0.5597148,,,,,0.04723708,0.26559715,,,,0.12745098,,,,"Chad Gaudin",1783,429985
"Kevin Gregg","BAL",43.2,0.49626866,,0.2699005,0.05597015,,0.01368159,,0.1641791,,,,,,,"Kevin Gregg",1793,276514
"Michael Gonzalez","WSN",35.2,0.54442649,,,,,0.02100162,0.36510501,,,,0.06946688,,,,"Michael Gonzalez",1794,283166
"J.J. Putz","ARI",54.1,0.4289246,,0.00494438,0.2249691,,0.29542645,0.04573548,,,,,,,,"J.J. Putz",1795,407816
"Matt Belisle","COL",80,0.49880096,,0.02158273,,,0.07993605,0.27018385,0.11670663,,,0.01278977,,,,"Matt Belisle",1837,279571
"Vinnie Chulk","MIL",9,0.4640884,,,,,0.09944751,,0.38674033,,,0.04972376,,,,"Vinnie Chulk",1838,425562
"Edwin Jackson","WSN",189.2,0.47176192,,,,,0.11633412,0.28846804,0.04091985,,,0.08251606,,,,"Edwin Jackson",1841,429719
"Shawn Camp","CHC",77.2,0.01457976,,,,,0.4193825,0.45883362,,,,0.10720412,,,,"Shawn Camp",1855,425861
"Darnell McDonald","BOS",1,0.04166667,,0.25,,,,0.08333333,,,,0.625,,,,"Darnell McDonald",1867,150021
"Shawn Hill","TOR",3,,,,,,0.875,0.05,,,,0.075,,,,"Shawn Hill",1882,429718
"Sean Burnett","WSN",56.2,0.02651113,,,,,0.7359491,0.16224814,,,,0.07529162,,,,"Sean Burnett",1886,430634
"Matt Moore","TBR",177.1,0.50748254,,,,,0.15297639,,,0.16960426,,0.16993681,,,,"Matt Moore",1890,519043
"David Aardsma","NYY",1,0.54166667,,,0.33333333,,,0.125,,,,,,,,"David Aardsma",1902,430911
"Jason Frasor","TOR",43.2,0.74421437,,,,,0.00609013,0.13763703,,,,0.11205847,,,,"Jason Frasor",1906,430630
"Matt Thornton","CHW",65,0.671,,0.051,,,0.089,0.189,,,,,,,,"Matt Thornton",1918,407819
"Brian Bruney","CHW",1,0.59090909,,,,,,0.36363636,,,,0.04545455,,,,"Brian Bruney",1929,430663
"Frank Francisco","NYM",42.1,0.65116279,,,0.27906977,,,0.02971576,0.04005168,,,,,,,"Frank Francisco",1933,407911
"Mike Adams","TEX",52.1,0.23864959,,,,,0.16880093,0.44470314,0.11641444,,,0.0314319,,,,"Mike Adams",1937,430606
"Justin Germano","- - -",69.2,0.028922,,,,,0.48992112,0.06923751,0.30937774,,,0.10254163,,,,"Justin Germano",1938,430683
"Zack Greinke","- - -",212.1,0.31281444,,0.08108908,,,0.24977804,0.12252146,0.16543356,,0.00059189,0.06777153,,,,"Zack Greinke",1943,425844
"Raul Valdes","PHI",31,0.41452991,,,,,0.20299145,,0.33333333,,,0.0491453,,,,"Raul Valdes",1953,447744
"Cory Luebke","SDP",31,0.58398438,,,,,0.02929688,0.13867188,0.06835938,,,0.1796875,,,,"Cory Luebke",1984,458537
"Jeremy Hefner","NYM",93.2,0.39667774,,,,,0.14750831,0.17009967,0.14883721,,,0.13687708,,,,"Jeremy Hefner",1989,458550
"Iván Nova","NYY",170.1,0.38392523,,,,,0.14093458,0.15401869,0.29121495,,,0.02990654,,,,"Ivan Nova",1994,467100
"Tim Byrdak","NYM",30.2,0.31952663,,,,,0.07889546,0.56213018,,,,0.03944773,,,,"Tim Byrdak",1995,136263
"Clayton Kershaw","LAD",227.2,0.61542923,,,,,,0.22476798,0.112529,,,0.04727378,,,,"Clayton Kershaw",2036,477132
"Justin Masterson","CLE",206.1,0.19894521,,,,,0.58716672,0.19220627,,,,0.0216818,,,,"Justin Masterson",2038,475416
"Jorge De La Rosa","COL",10.2,0.52941176,,,0.3627451,,,0.10294118,0.00490196,,,,,,,"Jorge De La Rosa",2047,407822
"Matt Guerrier","LAD",14,0.22685185,,0.39814815,,,0.11574074,,0.22222222,,,0.03703704,,,,"Matt Guerrier",2061,407825
"Jose Veras","MIL",67,,,,0.05,,0.54461538,0.00076923,0.40461538,,,,,,,"Jose Veras",2063,407842
"Jeremy Guthrie","- - -",181.2,0.27067408,,0.01528839,,,0.33078527,0.18415566,0.10354413,,0.00173732,0.09381515,,,,"Jeremy Guthrie",2072,425386
"Chien-Ming Wang","WSN",32.1,0.0177305,,,0.05496454,,0.75,0.09219858,0.08510638,,,,,,,"Chien-Ming Wang",2074,425426
"Heath Bell","MIA",63.2,0.56085106,,,,,0.11744681,,0.27489362,,,0.04680851,,,,"Heath Bell",2080,425514
"Chris Narveson","MIL",9,0.26582278,,0.05063291,,,0.25316456,,0.17088608,,,0.25949367,,,,"Chris Narveson",2141,429780
"Alfredo Simon","CIN",61,0.14885115,,0.10789211,0.11288711,,0.4025974,0.000999,0.22677323,,,,,,,"Alfredo Simon",2155,430580
"Chad Qualls","- - -",52.1,,,,,,0.67947179,0.30372149,,,,0.01680672,,,,"Chad Qualls",2170,430589
"Steve Edlefsen","SFG",15.1,,,,,,0.69047619,0.21031746,,,,0.09920635,,,,"Steve Edlefsen",2185,453580
"Joel Hanrahan","PIT",59.2,0.74901186,,,,,,0.25098814,,,,,,,,"Joel Hanrahan",2186,430629
"Ronald Belisario","LAD",71,0.07815443,,,,,0.80696798,0.1007533,,,,0.01412429,,,,"Ronald Belisario",2203,430613
"Justin Hampson","NYM",10,0.34507042,,,,,,0.42253521,0.1971831,,,0.03521127,,,,"Justin Hampson",2209,430618
"Adam Wainwright","STL",198.2,0.03248863,,0.2654321,,,0.39538661,,0.24626381,,,0.06042885,,,,"Adam Wainwright",2233,425794
"Roman Colon","KCR",8,0.15833333,,,,,0.40833333,0.34166667,0.00833333,,,0.08333333,,,,"Roman Colon",2242,430638
"Elvin Ramirez","NYM",21.1,0.71662763,,,,,0.06323185,0.04918033,0.03278689,,,0.1381733,,,,"Elvin Ramirez",2247,468517
"Brandon Gomes","TBR",17.2,0.23248408,,,0.22292994,,0.1910828,0.35350318,,,,,,,,"Brandon Gomes",2267,460156
"Joel Peralta","TBR",67,0.4379085,,,0.31932773,,,,0.24276377,,,,,,,"Joel Peralta",2332,407908
"Anthony Varvaro","ATL",16.2,0.66561514,,,,,,,0.2807571,,,0.05362776,,,,"Anthony Varvaro",2385,460008
"Barry Enright","LAA",3.2,0.30379747,,,,,0.25316456,0.2278481,0.10126582,,,0.11392405,,,,"Barry Enright",2412,446264
"Corey Kluber","CLE",63,0.11275416,,,,,0.32255083,0.26987061,0.1284658,,,0.1663586,,,,"Corey Kluber",2429,446372
"Andrew Carignan","OAK",9.2,0.8502994,,0.01197605,,,,0.13772455,,,,,,,,"Andrew Carignan",2431,446398
"Todd Coffey","LAD",19.1,0.109375,,,,,0.528125,0.321875,,,,0.040625,,,,"Todd Coffey",2467,434298
"Lance Lynn","STL",176,0.47638191,,,,,0.2241206,0.05259631,0.17855946,,,0.06834171,,,,"Lance Lynn",2520,458681
"Juan Pablo Perez","MIL",7,0.04794521,,,,,0.41780822,0.53424658,,,,,,,,"Juan Pablo Perez",2557,448722
"Joe Paterson","ARI",2.2,0.07692308,,,,,0.48351648,0.35164835,,,,0.08791209,,,,"Joe Paterson",2565,519110
"Robert Carson","NYM",13.1,0.71929825,,,,,,0.25,,,,0.03070175,,,,"Robert Carson",2570,518533
"Wandy Rodriguez","- - -",205.2,0.28266332,,0.00565327,,,0.29616834,,0.30841709,,,0.10709799,,,,"Wandy Rodriguez",2586,434643
"Jhoulys Chacín","COL",69,0.3848145,,0.0405522,,,0.15789474,0.21570319,0.04486626,,,0.15616911,,,,"Jhoulys Chacin",2608,468504
"Scott Atchison","BOS",51.1,0.29839884,,,,,0.01746725,0.52547307,0.15138282,,,0.00727802,,,,"Scott Atchison",2642,425786
"Brian Matusz","BAL",98,0.40747331,,0.15243179,,,0.01779359,0.22064057,0.08659549,,,0.11506524,,,,"Brian Matusz",2646,451085
"Brett Cecil","TOR",61.1,0.31635651,,0.02840353,,,0.10969638,0.14397649,0.24191969,,,0.1596474,,,,"Brett Cecil",2660,446399
"Joba Chamberlain","NYY",20.2,0.48011364,,,,,,0.36931818,0.11931818,,,0.03125,,,,"Joba Chamberlain",2692,501955
"Rick Porcello","DET",176.1,0.19083156,,,,,0.48081023,0.15493959,0.0355366,,,0.13788202,,,,"Rick Porcello",2717,519144
"Brian Sanches","PHI",6.1,0.19847328,,,,0.22900763,0.28244275,0.24427481,0.04580153,,,,,,,"Brian Sanches",2739,430083
"Joel Carreno","TOR",22,0.42077922,,,,,0.10909091,0.40779221,,,,0.06233766,,,,"Joel Carreno",2746,468528
"Carlos Marmol","CHC",55.1,0.49909256,,,,,0.01179673,0.48911071,,,,,,,,"Carlos Marmol",2790,461791
"Manny Corpas","CHC",46.2,0.0704023,,,,,0.33764368,0.59195402,,,,,,,,"Manny Corpas",2807,466918
"Joe Savery","PHI",25,0.61,,0.0175,,,,0.35,,,,0.0225,,,,"Joe Savery",2835,456045
"Ross Detwiler","WSN",164.1,0.36560409,,,,,0.43722944,0.12554113,,,,0.07162534,,,,"Ross Detwiler",2859,446321
"Santiago Casilla","SFG",63.1,0.26821862,,,,,0.43117409,0.15182186,,0.14878543,,,,,,"Santiago Casilla",2873,433586
"Luis Avilán","ATL",36,0.16483516,,,,,0.50915751,,0.18864469,,,0.13736264,,,,"Luis Avilan",2882,501593
"Zach McAllister","CLE",125.1,0.57797732,,0.00094518,,,0.12145558,0.07230624,0.14603025,,,0.08128544,,,,"Zach McAllister",2895,502083
"Jeff Locke","PIT",34.1,,,,,,0.64298401,,,0.20248668,,0.15452931,,,,"Jeff Locke",2929,502046
"Eduardo Sanchez","STL",15,0.58687259,,,,,0.11583012,0.29343629,,,,0.003861,,,,"Eduardo Sanchez",2966,500674
"Kenley Jansen","LAD",65,0.03059273,,0.91395793,,,,0.05544933,,,,,,,,"Kenley Jansen",3096,445276
"Doug Slaten","PIT",13,0.29591837,,,,,0.39795918,0.16836735,,,,0.1377551,,,,"Doug Slaten",3107,460657
"Duane Below","DET",46.1,0.52881844,,,,,0.01585014,0.22478386,0.09510086,,,0.13544669,,,,"Duane Below",3124,502102
"Luis Mendoza","KCR",166,0.28786677,,,,,0.38699445,0.19508327,0.03251388,,,0.09754163,,,,"Luis Mendoza",3126,434669
"Graham Godfrey","OAK",21,0.5785124,,0.0523416,,,0.05785124,0.09366391,0.12947658,,,0.08815427,,,,"Graham Godfrey",3128,453232
"Tony Watson","PIT",53.1,,,,,,0.66309524,0.26904762,,,,0.06785714,,,,"Tony Watson",3132,453265
"Max Scherzer","DET",187.2,0.55364807,,0.00214592,,,0.05272839,0.20018394,0.00521153,,,0.18608216,,,,"Max Scherzer",3137,453286
"Tim Collins","KCR",69.2,0.5448505,,0.00083056,,,,,0.27574751,,,0.17857143,,,,"Tim Collins",3164,525768
"Clayton Mortensen","BOS",42,0.24566474,,,,,0.12283237,0.36560694,0.00867052,,,0.25722543,,,,"Clayton Mortensen",3166,489150
"David Price","TBR",211,0.22902836,,0.16113458,,,0.37809294,,0.0006035,0.11194931,,0.11919131,,,,"David Price",3184,456034
"Will Harris","COL",17.2,0.23619632,,0.57055215,,,,,0.18711656,,,0.00613497,,,,"Will Harris",3192,501789
"Chris Young","NYM",115,0.74561404,,,,,,0.21107456,0.01315789,,,0.03015351,,,,"Chris Young",3196,432934
"Ervin Santana","LAA",178,0.56786217,,,,,0.01054852,0.35337553,,,,0.06821378,,,,"Ervin Santana",3200,429722
"Francisco Liriano","- - -",156.2,0.09410893,,,,,0.40237125,0.32530567,0.00333457,,,0.17487959,,,,"Francisco Liriano",3201,434538
"Jose G. Valdez","HOU",12,0.34222222,,,,,0.10222222,0.49777778,,,,0.05777778,,,,"Jose G. Valdez",3217,451990
"Josh Stinson","MIL",9.1,0.46052632,,,,,0.25657895,0.20394737,0.04605263,,,0.03289474,,,,"Josh Stinson",3219,502139
"Jean Machi","SFG",6.2,0.39805825,,,,,0.09708738,,0.08737864,,,0.41747573,,,,"Jean Machi",3220,466948
"Tyler Robertson","MIN",25,0.09534884,,,,,0.35116279,0.53255814,,,,0.02093023,,,,"Tyler Robertson",3223,502356
"Travis Blackley","- - -",107.2,,,0.17179024,,,0.51838457,0.00904159,0.16455696,,,0.13622664,,,,"Travis Blackley",3234,429715
"Zack Britton","BAL",60.1,0.24526515,,,,,0.43560606,0.2282197,,,,0.09090909,,,,"Zack Britton",3240,502154
"Josh Roenicke","COL",88.2,0.46480836,,0.02020906,,,0.1533101,0.2543554,0.08083624,,,0.02648084,,,,"Josh Roenicke",3241,502158
