Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"CC Sabathia","NYY",200,92.42214115731463,,,,,91.93103448275862,81.09406795058139,77.34295039848993,,,85.98106770833333,,,"CC Sabathia",404,282332
"Jake Westbrook","STL",174.2,,,86.21335018382354,85.12273121843434,,90.57189011487303,,79.28401469748859,,,80.29937744140625,,,"Jake Westbrook",412,150414
"Brian Fuentes","- - -",30,,,,,,90.28358874198717,75.02333374023438,,,,73.95434835682745,,,"Brian Fuentes",429,150118
"Fernando Rodney","TBR",74.2,96.91346153846153,,,,,95.87135145399306,89.1500015258789,,,,82.52814429012345,,,"Fernando Rodney",494,407845
"Josh Beckett","- - -",170.1,90.8652534920473,,88.83277652138158,,,91.47303985478177,,75.6280574235232,,,86.55181995738636,,,"Josh Beckett",510,277417
"A.J. Burnett","PIT",202.1,92.35094494981179,,,,,92.22598882850241,,,81.5749984859496,,87.52678571428571,,,"A.J. Burnett",512,150359
"Ryan Dempster","- - -",173,89.48131921789148,,87.56179061025944,81.41639450990438,,89.58820255784937,84.57826576576576,,,,,,,"Ryan Dempster",517,133225
"Jason Grilli","PIT",58.2,93.59985528219971,,,,,93.1812515258789,82.48545454545454,,,,,,,"Jason Grilli",521,276351
"Brad Penny","SFG",28,92.51481119791667,,,86.5,,91.90588235294118,,77.6822772448576,,,,,,"Brad Penny",535,207267
"Octavio Dotel","DET",58,92.39332247557003,,91.76168224299066,,,,82.02477243405963,77.89275503849638,,,84.69999694824219,,,"Octavio Dotel",555,136734
"Hector Ambriz","HOU",19.1,93.62137661637931,,,,,94.08333333333333,87.02269071691177,79.63846529447116,,,,,,"Hector Ambriz",559,459932
"Brad Lidge","WSN",9.1,90.12932942708333,,,,,,81.67256637168141,,,,,,,"Brad Lidge",563,400058
"Roy Oswalt","TEX",59,91.51372183866279,,83.6727304169626,,,91.18243160763302,76.97826418669328,69.47054761076626,,59.94000244140625,81.96538434709821,,,"Roy Oswalt",571,400061
"Jeremy Affeldt","SFG",63.1,91.29146222370427,,,,,91.42694298902195,,75.56572300132508,,,87.19850454757463,,,"Jeremy Affeldt",583,346793
"Jeremy Horst","PHI",31.1,90.44357976653697,,,,,91.04814995659723,81.27520499741736,,,,83.02470703125,,,"Jeremy Horst",596,456662
"Mike MacDougal","LAD",5.2,,,,,,93.06221788194445,82.69285365513393,78,,,,,,"Mike MacDougal",612,213680
"Jeff Suppan","SDP",30.2,85.82711533368644,,82.29404232201986,,,86.02417797046704,,70.32830004422169,,,79.70481927710843,,,"Jeff Suppan",633,122987
"Ben Sheets","ATL",49.1,90.26965247844828,,,,,89.45076622596154,,76.73750361689815,,,82.97674418604652,,,"Ben Sheets",710,282656
"Rhiner Cruz","HOU",55,95.08471074380165,,,,,94.32856889204545,82.12050359712231,,,,85.44444444444444,,,"Rhiner Cruz",711,462480
"Jamey Wright","LAD",67.2,90.80407963966837,,89.04266493055556,,,91.2402421563745,83.722001953125,78.57052384561567,,,,,,"Jamey Wright",715,124604
"Grant Balfour","OAK",74.2,92.70496894409938,,92.02941176470588,,,91.56071254185268,86.16468691914498,81.99320198725728,,,85.7750015258789,,,"Grant Balfour",718,346797
"LaTroy Hawkins","LAA",42,92.23312299679488,,,,,92.175,86.26271186440678,77.06666976686508,,,85.43448612607759,,,"LaTroy Hawkins",729,115629
"Kyle Lohse","STL",211,89.58520009566327,,,,,89.43711340206185,83.66333575581395,73.90218692974453,,,80.20500965150251,,,"Kyle Lohse",739,346798
"J.C. Romero","- - -",12,88.7090897993608,,,,,89.5365873507368,79.83658357945885,,,,79.52187538146973,,,"J.C. Romero",754,240694
"Johan Santana","NYM",117,88.42331354064642,,,,,88.03009329490291,80.13147406408629,,,,77.26258992805755,,,"Johan Santana",755,276371
"Bruce Chen","KCR",191.2,87.35576006355932,,,,,85.46883656509695,81.99055195630082,73.27027027027027,,68.5814826871142,76.95233050847457,,,"Bruce Chen",769,136600
"Scott Downs","LAA",45.2,,,,,,88.60539402173913,,74.84375,,,84.5999984741211,,,"Scott Downs",773,275933
"Carl Pavano","MIN",63,86.37179487179488,,,82.8516345414959,,86.92322748655914,81.91791044776119,,,,78.51483066686603,,,"Carl Pavano",790,134321
"Randy Choate","- - -",38.2,86.32856968470982,,,,,86.55672983022836,75.97853944359755,,,,,,,"Randy Choate",813,329092
"Ted Lilly","LAD",48.2,87.61031214966367,,,,,87.32113821138212,81.982998046875,70.69394136679293,,,79.67215313488924,,,"Ted Lilly",833,150404
