Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"R.A. Dickey","NYM",233.2,-8.203747229142623,,,,,,,,,0.12520000457763672,,,-0.016944446308871028,"R.A. Dickey",1245,285079
"Mitch Maier","KCR",1,,,,,,,,,,,-9.767499923706055,,-8.180000305175781,"Mitch Maier",5588,430574
"Neftalí Feliz","TEX",42.2,-5.546993390302723,,,,,-8.959545482288707,3.6205958688495965,,,,-9.025630765748256,,,"Neftali Feliz",18,491703
"Xavier Cedeño","HOU",31,2.5534723069932728,,,,,10.66111622041869,-0.7770588257733513,-4.7377309077928045,,,5.467142740885417,,,"Xavier Cedeno",36,458584
"Miguel Batista","- - -",52.2,-1.9234615014149592,,0.3399999737739563,,,-7.728005463222288,4.303419248519405,4.826363823630593,,,-4.249374896287918,,,"Miguel Batista",46,110683
"Zach Phillips","BAL",6,5.106785910470145,,,,,8.667000325520833,-1.631818251176314,,,,8.623571123395648,,,"Zach Phillips",99,452061
"Jason Marquis","- - -",127.2,-5.860000133514404,,,,,-9.105480479175935,0.8238535109598926,,,,-6.384007202589125,,,"Jason Marquis",105,150302
"Kevin Millwood","SEA",161,-4.479699689416487,,-0.1910936190113085,,,-7.798684078337746,2.32210009765625,4.909183839551446,,,-7.2845254048813874,,,"Kevin Millwood",106,119154
"Dan Wheeler","CLE",12.1,-2.6786956787109375,,,-3.878499984741211,,-6.345603679788524,2.887375068664551,8.029285430908203,,,,,,"Dan Wheeler",120,235095
"Erik Bedard","PIT",125.2,4.454329106803444,,0.5695238264780196,6.217692448542668,,8.900538424871236,,-5.727858133299958,,,4.76082043770032,,,"Erik Bedard",126,407853
"Rodrigo Lopez","CHC",6.1,-3.4615787706877055,,,,,-8.905652253524117,3.6148001098632814,,,,-9.281765208524817,,,"Rodrigo Lopez",150,150438
"Rafael Betancourt","COL",57.2,-1.8210157563414755,,0.8234612902225051,,,,2.9962902438256047,,,,-3.7194999926017993,,,"Rafael Betancourt",177,429783
"Derek Lowe","- - -",142.2,,,-2.6046031164744545,,,-8.989955844007772,1.919971596110951,,,,-7.26530080809629,,,"Derek Lowe",199,117955
"Darren Oliver","TOR",56.2,1.9351791021392102,,,,,7.843084161931818,-6.8328473772321425,,,,9.117499669392904,,,"Darren Oliver",206,119984
"Mark Buehrle","MIA",202.1,2.0583750802060212,,-2.319728524344308,,,7.808116231329756,,-4.4755799463190185,,,7.062102315512048,,,"Mark Buehrle",225,279824
"Juan Cruz","PIT",35.2,-6.733829012784091,,-1.1052744996313955,,,,9.82408080062246,,,,-9.304852653952207,,,"Juan Cruz",273,407297
"Kyle Farnsworth","TBR",27,-4.768252474590413,,3.052500009536743,,,-7.662201767667718,3.534419781595304,,,,-7.392333475748698,,,"Kyle Farnsworth",278,150035
"Will Ohman","CHW",26.2,5.222109317779541,,,,,9.537333170572916,-0.4798620815934806,-7.047692518967849,,,10.4375,,,"Will Ohman",296,349193
"Kerry Wood","CHC",8.2,-4.44375,,,,,,1.53125,6.931578786749589,,,,,,"Kerry Wood",304,134268
"Carlos Zambrano","MIA",132.1,-2.4260051518133974,,0.6757954545530744,-5.705699653782472,,-8.78814751385468,6.784903507895451,9.22714274270194,,,,,,"Carlos Zambrano",305,407296
"Blake Beavan","SEA",152.1,-5.261242933199223,,,,,-9.100768171037947,4.345039100498541,7.371965978899572,,,-5.3031396200490555,,,"Blake Beavan",338,518444
"Leyson Septimo","CHW",14.1,9.405333455403646,,,,,,-1.5797333780924478,,,,11.380000114440918,,,"Leyson Septimo",341,465015
"Bartolo Colon","OAK",152.1,-5.673363845286098,,,,,-9.42118536991956,1.6687142508370536,,,,-7.777500353361431,,,"Bartolo Colon",375,112526
"CC Sabathia","NYY",200,3.932094168806363,,,,,8.933463643710816,-2.4131977879723836,-2.442885840499161,,,8.088479817708333,,,"CC Sabathia",404,282332
"Jake Westbrook","STL",174.2,,,-0.19340271755580987,-8.600182119041982,,-9.547207409121826,,3.5470137922731166,,,-7.815412139892578,,,"Jake Westbrook",412,150414
"Brian Fuentes","- - -",30,,,,,,10.370564152644231,-1.0913333892822266,,,,8.938260617463484,,,"Brian Fuentes",429,150118
"Fernando Rodney","TBR",74.2,-3.9817308279184194,,,,,-7.303020901150173,3.127500057220459,,,,-8.161975549768519,,,"Fernando Rodney",494,407845
"Josh Beckett","- - -",170.1,-4.194763482297614,,0.7335406946793698,,,-8.233812442333921,,7.584978707229035,,,-6.8580908573035035,,,"Josh Beckett",510,277417
"A.J. Burnett","PIT",202.1,-3.792324855904956,,,,,-7.3218514115338165,,,5.827507551326308,,-5.723041716076079,,,"A.J. Burnett",512,150359
"Ryan Dempster","- - -",173,-4.109436705872253,,-0.8888679180505141,-5.8524043182206285,,-7.5036660971529034,1.7662950120530687,,,,,,,"Ryan Dempster",517,133225
"Jason Grilli","PIT",58.2,-6.591688760627713,,,,,-10.02750015258789,6.5199818004261365,,,,,,,"Jason Grilli",521,276351
"Brad Penny","SFG",28,-2.558055453830295,,,-0.6829114020625248,,-6.625176642922794,,5.605949305280855,,,,,,"Brad Penny",535,207267
"Octavio Dotel","DET",58,-4.162571810744096,,-3.384672931421583,,,,5.994036473265481,6.7459420466768565,,,-5.519999980926514,,,"Octavio Dotel",555,136734
"Hector Ambriz","HOU",19.1,-4.325862068965518,,,,,-9.220416386922201,3.332268979369091,7.775000352125901,,,,,,"Hector Ambriz",559,459932
"Brad Lidge","WSN",9.1,-3.500533447265625,,,,,,1.5037167979552684,,,,,,,"Brad Lidge",563,400058
"Roy Oswalt","TEX",59,-4.669697748228561,,2.5751514434814453,,,-7.817027375504777,3.814347806184188,6.194178228508936,,6.186000061035156,-6.68510990352421,,,"Roy Oswalt",571,400061
"Jeremy Affeldt","SFG",63.1,6.501341284775153,,,,,10.437684201908683,,-5.624169663068684,,,8.546119803812966,,,"Jeremy Affeldt",583,346793
"Jeremy Horst","PHI",31.1,4.435408655307636,,,,,8.688148215964988,-2.490082543743543,,,,10.403529268152573,,,"Jeremy Horst",596,456662
"Mike MacDougal","LAD",5.2,,,,,,-8.318555365668402,6.056428636823382,10.25,,,,,,"Mike MacDougal",612,213680
"Jeff Suppan","SDP",30.2,-5.440423480534958,,-0.13834437945031172,,,-8.825274456988325,,1.1235848912652933,,,-8.07240975621235,,,"Jeff Suppan",633,122987
"Ben Sheets","ATL",49.1,-3.015379386112608,,,,,-7.8837693434495195,,4.674629776566117,,,-3.419147343598595,,,"Ben Sheets",710,282656
"Rhiner Cruz","HOU",55,-6.5208679703641526,,,,,-10.335389768922484,4.604496578518435,,,,-8.768413240947421,,,"Rhiner Cruz",711,462480
"Jamey Wright","LAD",67.2,-3.9208162268813775,,0.6171555582682292,,,-8.599179454058765,5.2902001953125,7.952560197061567,,,,,,"Jamey Wright",715,124604
"Grant Balfour","OAK",74.2,-1.12957763671875,,3.144117691937615,,,-5.045357295445034,1.9665799619539963,2.9151457258798543,,,-6.425000190734863,,,"Grant Balfour",718,346797
"LaTroy Hawkins","LAA",42,-6.555470002003205,,,,,-8.661499786376954,2.0642373036530057,4.49952382890005,,,-5.184137804754849,,,"LaTroy Hawkins",729,115629
"Kyle Lohse","STL",211,-3.3838775011957907,,,,,-7.109539438359106,2.569794828360123,6.064963681854471,,,-7.152671444595159,,,"Kyle Lohse",739,346798
"J.C. Romero","- - -",12,7.080909035422585,,,,,10.659024370395072,4.592926769721799,,,,9.122499942779541,,,"J.C. Romero",754,240694
"Johan Santana","NYM",117,5.02154750244858,,,,,9.581359270706917,0.5517512674864173,,,,7.062278107201738,,,"Johan Santana",755,276371
"Bruce Chen","KCR",191.2,6.882508358712924,,,,,10.455595486712257,-0.5367377676614901,-4.700720618079017,,-9.25,7.739491608183263,,,"Bruce Chen",769,136600
"Scott Downs","LAA",45.2,,,,,,10.988400135869565,,-5.701171875,,,11.735000610351562,,,"Scott Downs",773,275933
"Carl Pavano","MIN",63,-3.6648716070713143,,,-4.250819472015881,,-7.320924689180107,-0.10940299816985628,,,,-6.551626981160287,,,"Carl Pavano",790,134321
"Randy Choate","- - -",38.2,9.067142759050641,,,,,9.506291022667519,-5.649951171875,,,,,,,"Randy Choate",813,329092
"Ted Lilly","LAD",48.2,5.82358759721833,,,,,9.7081298828125,-1.6555999755859374,-4.030505247790404,,,7.5154426671281644,,,"Ted Lilly",833,150404
"Andy Pettitte","NYY",75.1,3.170019591383159,,0.09097211009477714,,,8.131727591068787,-3.1873186831072573,-7.485546523718525,,,8.18811684466423,,,"Andy Pettitte",840,120485
"Mariano Rivera","NYY",8.1,-4.69636362249201,,2.9801834526411985,,,,,,,,0.6800000071525574,,,"Mariano Rivera",844,121250
"Sam Demel","ARI",1,,,,,,-9.067500114440918,4.243333498636882,,,,-2.9200000762939453,,,"Sam Demel",868,451585
"Scott Maine","- - -",26.2,3.567692389855018,,3.632500092188517,,,9.583544881048809,0.1512499898672104,-4.519916788736979,,,10.464871528821114,,,"Scott Maine",885,453186
"Tim Hudson","ATL",179,-5.963297086148649,,0.41485965126439145,-5.921829808011968,,-8.74115907816006,,7.904285816365418,,,,,,"Tim Hudson",921,218596
"Barry Zito","SFG",184.1,1.9695825292386306,,-1.5449367474906053,,,6.537708380283454,-2.077485380116959,-6.550598855423253,,,7.335599065540793,,,"Barry Zito",944,217096
"Brett Myers","- - -",65.1,-3.1148468017578126,,1.4551852190936054,,,-7.484285845075335,4.234920943410773,9.287849598361138,,,-5.600810695338893,,,"Brett Myers",962,408206
"Vicente Padilla","BOS",50,-4.837307921841613,,,-2.9268964570144127,,-9.166922845784024,0.8197368320665861,6.367777930365668,,7.9792724609375,-7.053529627182904,,,"Vicente Padilla",964,218894
"Randy Wolf","- - -",157.2,4.916611018887273,,-0.045116283450015754,,,9.331960535104438,-0.8219999772531015,-4.418607913746554,,-4.5336362015117295,9.65452287222387,,,"Randy Wolf",976,150116
"Bronson Arroyo","CIN",202,-1.3316813781198147,,1.6434042098674368,,,-6.700465367493017,8.294718903186274,8.737687031077918,,,-5.377244043225065,,,"Bronson Arroyo",978,276520
"Ryan Vogelsong","SFG",189.2,-4.860137939453125,,,,,-7.993540202601674,-0.54430941586995,2.4874359242645374,,,-8.000024594018734,,,"Ryan Vogelsong",1011,285064
"Kip Wells","SDP",37.1,-3.1832353180530024,,0.7047618684314546,,,-6.963318152361751,3.55666662145544,6.177692119891827,,,-5.820357186453683,,,"Kip Wells",1012,150337
"Jake Peavy","CHW",219,-5.101884398904729,,1.2615759557161086,,,-7.917325751726017,2.2383975246893546,3.9575558013428513,,,-6.762621882029242,,,"Jake Peavy",1051,408241
"Freddy Garcia","NYY",107.1,-3.07291596677123,,,-2.1168777599084847,,-7.630997361509708,2.6439984760587176,5.289583724358178,,,-7.896094364190252,,,"Freddy Garcia",1077,150119
"Jamie Moyer","COL",53.2,6.350462736906828,,0.6908501999580908,,,10.987577772632088,,-2.629302268804506,,,9.877608589504076,,,"Jamie Moyer",1091,119469
"Rafael Soriano","NYY",67.2,-1.6033057085415612,,2.0836250305175783,,,-6.772229298051581,3.271559004350142,,,,,,,"Rafael Soriano",1100,400089
