Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Craig Kimbrel","ATL",0.36440678,0.64502165,0.50321199,0.45930233,0.70134228,0.61276596,0.49464668,0.70562771,0.19444444,0.20299145,0.3974359,"Craig Kimbrel",6655,518886
"Donnie Veal","CHW",0.36,0.61904762,0.47826087,0.36111111,0.78846154,0.61363636,0.45652174,0.51020408,0.18478261,0.20108696,0.38586957,"Donnie Veal",4741,453264
"Sergio Romo","SFG",0.3982684,0.53846154,0.4575,0.54891304,0.76373626,0.6557377,0.4225,0.6744186,0.15632754,0.22456576,0.3808933,"Sergio Romo",9817,489265
"Aneury Rodriguez","HOU",0.16666667,0.58333333,0.35897436,0.28571429,0.76190476,0.64285714,0.46153846,0.63636364,0.12820513,0.23076923,0.35897436,"Aneury Rodriguez",8948,444553
"Christian Garcia","WSN",0.31632653,0.64,0.4566474,0.38709677,0.72916667,0.59493671,0.43352601,0.5,0.1849711,0.1734104,0.3583815,"Christian Garcia",4067,451600
"Al Alburquerque","DET",0.30147059,0.58695652,0.41666667,0.46341463,0.66666667,0.57894737,0.40350877,0.54716981,0.1754386,0.17982456,0.35526316,"Al Alburquerque",6324,456379
"Kenley Jansen","LAD",0.28456914,0.61131387,0.45558739,0.52816901,0.75522388,0.68763103,0.52340019,0.60714286,0.14163498,0.21197719,0.35361217,"Kenley Jansen",3096,445276
"AJ Ramos","MIA",0.31111111,0.66129032,0.45394737,0.39285714,0.7804878,0.62318841,0.40789474,0.65,0.17105263,0.17763158,0.34868421,"AJ Ramos",8350,573109
"Chris Davis","BAL",0.11111111,0.57142857,0.39130435,0,0.875,0.77777778,0.60869565,0.625,0.08695652,0.26086957,0.34782609,"Chris Davis",9272,448801
"Fernando Rodney","TBR",0.34577922,0.56701031,0.44323342,0.60093897,0.77454545,0.69877049,0.44050863,0.60638298,0.13303167,0.21085973,0.3438914,"Fernando Rodney",494,407845
"Aroldis Chapman","CIN",0.32526475,0.65129151,0.47215295,0.52093023,0.68271955,0.62147887,0.45054032,0.52898551,0.17871987,0.16375727,0.34247714,"Aroldis Chapman",10233,547973
"Matt Palmer","SDP",0.16666667,0.52941176,0.31707317,0.5,0.88888889,0.76923077,0.41463415,0.8,0.07317073,0.26829268,0.34146341,"Matt Palmer",4457,461212
"Robert Coello","TOR",0.33333333,0.61666667,0.46212121,0.58333333,0.78378378,0.70491803,0.45454545,0.72727273,0.13636364,0.20454545,0.34090909,"Robert Coello",1149,445193
"Luke Gregerson","SDP",0.37898089,0.61487965,0.47834101,0.45798319,0.85765125,0.6743738,0.42119816,0.59863946,0.15349682,0.18710263,0.34059946,"Luke Gregerson",4090,502381
"Koji Uehara","TEX",0.46067416,0.70325203,0.57699805,0.65853659,0.68208092,0.6722973,0.47953216,0.66923077,0.18908382,0.14814815,0.33723197,"Koji Uehara",9227,493157
"Tony Cingrani","CIN",0.40350877,0.56818182,0.47524752,0.69565217,0.76,0.72916667,0.43564356,0.54545455,0.12871287,0.20792079,0.33663366,"Tony Cingrani",12555,571561
"Sean Marshall","CIN",0.34923664,0.5961945,0.4663992,0.54644809,0.84042553,0.72473118,0.47442327,0.578125,0.12711023,0.20854022,0.33565045,"Sean Marshall",5905,445156
"David Aardsma","NYY",0.3125,0.625,0.41666667,0.6,0.6,0.6,0.33333333,0.8,0.16666667,0.16666667,0.33333333,"David Aardsma",1902,430911
"Juan Pablo Perez","MIL",0.29032258,0.43396226,0.34246575,0.59259259,0.86956522,0.72,0.3630137,0.42857143,0.09333333,0.24,0.33333333,"Juan Pablo Perez",2557,448722
"Tommy Layne","SDP",0.30246914,0.53389831,0.4,0.51020408,0.9047619,0.73214286,0.42142857,0.55882353,0.10714286,0.225,0.33214286,"Tommy Layne",7501,518927
"David Robertson","NYY",0.29108911,0.57051282,0.42548818,0.58503401,0.86891386,0.76811594,0.48098664,0.64516129,0.09856263,0.23305955,0.33162218,"David Robertson",8241,502085
"Boone Logan","NYY",0.31669866,0.64390244,0.46079484,0.46666667,0.77272727,0.65501166,0.44038668,0.62343096,0.15529906,0.17628541,0.33158447,"Boone Logan",5525,457429
"Rich Hill","BOS",0.25153374,0.50819672,0.38728324,0.56097561,0.92473118,0.81343284,0.52890173,0.61445783,0.07204611,0.25648415,0.32853026,"Rich Hill",4806,448179
"Huston Street","SDP",0.37234043,0.63681592,0.4644714,0.59285714,0.8046875,0.69402985,0.34835355,0.625,0.14113597,0.1858864,0.32702238,"Huston Street",8258,434718
"Clay Rapada","NYY",0.24776119,0.60294118,0.40691928,0.60240964,0.83536585,0.75708502,0.44810544,0.66451613,0.09803922,0.22385621,0.32189542,"Clay Rapada",4831,449060
"George Kontos","SFG",0.32768362,0.63013699,0.46439628,0.52586207,0.85326087,0.72666667,0.45201238,0.59887006,0.12673879,0.19474498,0.32148377,"George Kontos",9486,502004
"Maikel Cleto","STL",0.26086957,0.625,0.43023256,0.41666667,0.9,0.74324324,0.46511628,0.56097561,0.11046512,0.20930233,0.31976744,"Maikel Cleto",5529,521055
"Kris Medlen","ATL",0.33367983,0.61930586,0.47346072,0.62616822,0.87215412,0.78363229,0.48938429,0.65576923,0.10238727,0.21591512,0.31830239,"Kris Medlen",9417,450665
"Brian Bruney","CHW",0.33333333,0.28571429,0.31818182,0.4,1,0.57142857,0.31818182,0.6,0.13636364,0.18181818,0.31818182,"Brian Bruney",1929,430663
"Charlie Furbush","SEA",0.30458221,0.56944444,0.43502052,0.44247788,0.85853659,0.71069182,0.49247606,0.59340659,0.12348993,0.19463087,0.31812081,"Charlie Furbush",1370,518703
"David Hernandez","ARI",0.339254,0.66602317,0.49583719,0.56020942,0.8,0.71455224,0.47918594,0.64388489,0.14127424,0.17636196,0.3176362,"David Hernandez",4259,456696
"J.P. Howell","TBR",0.26970954,0.50898204,0.36764706,0.66923077,0.88823529,0.79333333,0.40931373,0.58128079,0.07542579,0.24209246,0.31751825,"J.P. Howell",8245,434442
"Cory Burns","SDP",0.33816425,0.65322581,0.45619335,0.54285714,0.7654321,0.66225166,0.37462236,0.59782609,0.15223881,0.1641791,0.31641791,"Cory Burns",6620,451132
"Shelby Miller","STL",0.32,0.64583333,0.47959184,0.5625,0.83870968,0.74468085,0.48979592,0.57407407,0.12244898,0.19387755,0.31632653,"Shelby Miller",10197,571946
"Nick Maronde","LAA",0.26530612,0.65306122,0.45918367,0.76923077,0.75,0.75555556,0.5,0.7037037,0.1122449,0.20408163,0.31632653,"Nick Maronde",12530,543488
"Steve Johnson","BAL",0.26610644,0.62580645,0.43328336,0.70526316,0.75257732,0.73702422,0.46476762,0.58278146,0.11326379,0.20268256,0.31594635,"Steve Johnson",4053,489002
"Cory Gearrin","ATL",0.24657534,0.68421053,0.45519713,0.5,0.82417582,0.73228346,0.47670251,0.625,0.1218638,0.19354839,0.31541219,"Cory Gearrin",7947,518715
"Carlos Marmol","CHC",0.21428571,0.53781513,0.35352622,0.5037037,0.8671875,0.74168798,0.43037975,0.47773279,0.09099099,0.22432432,0.31531532,"Carlos Marmol",2790,461791
"Joaquín Benoit","DET",0.37811634,0.69037657,0.5025,0.52380952,0.76060606,0.65339967,0.39833333,0.58333333,0.17287014,0.14143921,0.31430935,"Joaquin Benoit",1437,276542
"Raul Valdes","PHI",0.26041667,0.7,0.42948718,0.6,0.84920635,0.75621891,0.38461538,0.66371681,0.10381356,0.20974576,0.31355932,"Raul Valdes",1953,447744
"Glen Perkins","MIN",0.36174242,0.68208092,0.52053486,0.54450262,0.83333333,0.73211009,0.49570201,0.62989324,0.13786591,0.17469311,0.31255902,"Glen Perkins",8041,450282
"Joe Martinez","ARI",0.22222222,0.71428571,0.4375,0.5,1,0.85714286,0.4375,0.8,0.0625,0.25,0.3125,"Joe Martinez",3935,458155
"Ernesto Frieri","- - -",0.34503817,0.65619224,0.48578595,0.65044248,0.72957746,0.69879518,0.45234114,0.56133829,0.14595496,0.16597164,0.31192661,"Ernesto Frieri",5178,457117
"Craig Stammen","WSN",0.34962406,0.6013986,0.45474453,0.52688172,0.8372093,0.69823435,0.41751825,0.59189189,0.13564214,0.17532468,0.31096681,"Craig Stammen",7274,489334
"Wesley Wright","HOU",0.29438202,0.59278351,0.43337335,0.58015267,0.89130435,0.77839335,0.46578631,0.64573991,0.09603842,0.21488595,0.31092437,"Wesley Wright",5960,449079
"Josh Spence","SDP",0.29896907,0.61842105,0.43930636,0.48275862,0.82978723,0.69736842,0.43930636,0.625,0.1299435,0.18079096,0.31073446,"Josh Spence",11260,543805
