Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
"Mitch Maier","KCR",1,,,,,,,,,,,9.932499885559082,,8.649999618530273,"Mitch Maier",5588,430574
"R.A. Dickey","NYM",233.2,5.3600666485974635,,,,,,,,,-0.13940001487731934,,,0.9433263183143068,"R.A. Dickey",1245,285079
"Neftalí Feliz","TEX",42.2,9.151161732597611,,,,,5.568408966064453,1.0892715580416041,,,,3.4748544183749597,,,"Neftali Feliz",18,491703
"Xavier Cedeño","HOU",31,7.635555691189236,,,,,4.056116493002882,4.605294171501608,-5.089411887801996,,,5.2023809523809526,,,"Xavier Cedeno",36,458584
"Miguel Batista","- - -",52.2,7.3790866411649265,,9.109999656677246,,,5.885660341165137,1.1940645525532385,-2.89090912992304,,,4.6339061409235,,,"Miguel Batista",46,110683
"Zach Phillips","BAL",6,8.50857162475586,,,,,7.7923329671223955,-4.518484866980351,,,,5.573571341378348,,,"Zach Phillips",99,452061
"Jason Marquis","- - -",127.2,3.640000104904175,,,,,3.0417261089718637,1.1439013147050408,,,,2.68967506601492,,,"Jason Marquis",105,150302
"Kevin Millwood","SEA",161,6.851509655708875,,7.270812709581906,,,6.040227061861763,0.09055998992919922,-9.250748199670493,,,5.323357575131158,,,"Kevin Millwood",106,119154
"Dan Wheeler","CLE",12.1,7.914347773012907,,,2.672999954223633,,8.446551618904904,3.0545000076293944,-5.573571341378348,,,,,,"Dan Wheeler",120,235095
"Erik Bedard","PIT",125.2,8.932379598054561,,7.591746012369792,7.673205253405449,,6.621869892779318,,-7.538026652086846,,,5.198871945112179,,,"Erik Bedard",126,407853
"Rodrigo Lopez","CHC",6.1,9.954736809981497,,,,,8.266956495202106,-1.9355999755859374,,,,5.067647148581112,,,"Rodrigo Lopez",150,150438
"Rafael Betancourt","COL",57.2,10.384968045391615,,9.351756733425415,,,,-0.6882451703471523,,,,5.192015214399858,,,"Rafael Betancourt",177,429783
