Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Jon Lieber","PHI",17,13,4.204580250621073,35,35,20,1,0,0,0,0,218.1,912,223,107,102,33,41,6,5,3,0,149,"Jon Lieber",287,117758
"Livan Hernandez","WSN",15,10,3.9824087425801555,35,35,22,2,0,0,0,0,246.1,1065,268,116,109,25,84,14,13,3,2,147,"Livan Hernandez",1116,115817
"Kevin Millwood","CLE",9,11,2.859375,30,30,20,1,0,0,0,0,192,799,182,72,61,20,52,0,4,2,0,146,"Kevin Millwood",106,119154
"Derek Lowe","LAD",12,15,3.6081078601110055,35,35,23,2,2,0,0,0,222,934,223,113,89,28,55,1,5,3,2,146,"Derek Lowe",199,117955
"Matt Clement","BOS",13,6,4.570680263125413,32,32,18,1,0,0,0,0,191,830,192,102,97,18,68,1,16,13,0,146,"Matt Clement",271,136725
"Freddy Garcia","CHW",14,8,3.868421311523793,33,33,20,2,0,0,0,0,228,943,225,102,98,26,60,2,3,20,1,146,"Freddy Garcia",1077,150119
"Jeremy Bonderman","DET",14,13,4.571428940499841,29,29,17,4,0,0,0,0,189,801,199,101,96,21,57,0,4,5,1,145,"Jeremy Bonderman",1667,425827
"Cliff Lee","CLE",18,5,3.7871284267970604,32,32,16,1,0,0,0,0,202,838,194,91,85,22,52,1,0,4,0,143,"Cliff Lee",1636,424324
"Mike Mussina","NYY",13,8,4.4081635148914184,30,30,16,2,2,0,0,0,179.2,766,199,93,88,23,47,0,7,2,0,142,"Mike Mussina",837,119608
"Ben Sheets","MIL",10,9,3.331914785444713,22,22,16,3,0,0,0,0,156.2,633,142,66,58,19,25,1,2,7,0,141,"Ben Sheets",710,282656
"Chris Young","TEX",12,7,4.263158158099721,31,31,10,0,0,0,0,0,164.2,700,162,84,78,19,45,2,7,3,0,137,"Chris Young",3196,432934
"Greg Maddux","CHC",13,15,4.239999712456616,35,35,18,3,0,0,0,0,225,936,239,112,106,29,36,4,7,8,0,136,"Greg Maddux",104,118120
"Bruce Chen","BAL",13,10,3.8310811798271276,34,32,21,1,0,0,0,0,197.1,832,187,94,84,33,63,0,9,2,1,133,"Bruce Chen",769,136600
"Kip Wells","PIT",8,18,5.0934061663779655,33,33,15,1,1,0,0,0,182,828,186,116,103,23,99,8,12,8,0,132,"Kip Wells",1012,150337
"Casey Fossum","TBD",8,12,4.92418109771558,36,25,10,0,0,0,0,1,162.2,725,170,100,89,21,60,3,18,8,1,128,"Casey Fossum",188,407154
"Jeff Francis","COL",14,12,5.684210368903508,33,33,14,0,0,0,0,0,183.2,828,228,119,116,26,70,5,8,2,0,128,"Jeff Francis",4684,433585
"Erik Bedard","BAL",6,8,4.002353228569711,24,24,14,0,0,0,0,0,141.2,606,139,66,63,10,57,1,5,4,1,125,"Erik Bedard",126,407853
"Eric Milton","CIN",8,15,6.472272090803282,34,34,13,0,0,0,0,0,186.1,855,237,141,134,40,52,2,7,8,0,123,"Eric Milton",743,132980
"Brad Penny","LAD",7,9,3.9011407975792483,29,29,16,1,0,0,0,0,175.1,738,185,78,76,17,41,2,3,3,0,122,"Brad Penny",535,207267
"Nate Robertson","DET",7,16,4.484745994684045,32,32,16,2,0,0,0,0,196.2,846,202,113,98,28,65,2,7,6,1,122,"Nate Robertson",1620,425146
"Brandon Claussen","CIN",10,11,4.211999485839907,29,29,14,0,0,0,0,0,166.2,731,178,89,78,24,57,5,7,2,1,121,"Brandon Claussen",814,407799
"Cory Lidle","PHI",13,11,4.532490849891116,31,31,13,1,0,0,0,0,184.2,792,210,105,93,18,40,5,6,6,0,121,"Cory Lidle",926,117756
"Rich Harden","OAK",10,5,2.531250150874266,22,19,10,2,1,0,1,0,128,514,93,42,36,7,43,0,2,6,0,121,"Rich Harden",1772,425848
"Gustavo Chacin","TOR",13,9,3.7241379310344827,34,34,18,0,0,0,0,0,203,872,213,93,84,20,70,3,8,3,0,121,"Gustavo Chacin",2060,407860
"Jake Westbrook","CLE",15,15,4.485759710276143,34,34,20,2,0,0,0,0,210.2,895,218,121,105,19,56,3,7,3,0,119,"Jake Westbrook",412,150414
"Rodrigo Lopez","BAL",15,12,4.901274361703896,35,35,17,0,0,0,0,0,209.1,918,232,126,114,28,63,1,7,5,1,118,"Rodrigo Lopez",150,150438
"Brad Radke","MIN",9,12,4.036545055125547,31,31,18,3,1,0,0,0,200.2,831,214,98,90,33,23,1,7,2,0,117,"Brad Radke",748,120878
"Matt Morris","STL",14,10,4.110726860639149,31,31,16,2,0,0,0,0,192.2,818,209,101,88,22,37,3,8,1,1,117,"Matt Morris",1172,119403
"Joe Blanton","OAK",12,12,3.5314567752127353,33,33,22,2,0,0,0,0,201.1,835,178,86,79,23,67,3,5,4,2,116,"Joe Blanton",4849,430599
"Byung-Hyun Kim","COL",5,12,4.864864363297708,40,22,10,0,0,0,1,2,148,667,156,82,80,17,71,8,14,11,1,115,"Byung-Hyun Kim",61,218294
"Jon Garland","CHW",18,10,3.502262443438914,32,32,22,3,3,0,0,0,221,901,212,93,86,26,47,3,7,2,0,115,"Jon Garland",232,279782
"Tim Hudson","ATL",14,9,3.515625,29,29,18,2,0,0,0,0,192,817,194,79,75,20,65,5,9,4,0,115,"Tim Hudson",921,218596
"Mike Maroth","DET",14,14,4.736841759433162,34,34,17,0,0,0,0,0,209,889,235,123,110,30,51,1,9,5,0,115,"Mike Maroth",1508,400077
"Jeff Suppan","STL",16,10,3.566037829182537,32,32,17,0,0,0,0,0,194.1,834,206,93,77,24,63,1,7,6,1,114,"Jeff Suppan",633,122987
"Brett Tomko","SFG",8,15,4.484265255773024,33,30,15,3,0,1,1,0,190.2,823,205,99,95,20,57,11,7,5,0,114,"Brett Tomko",1056,123387
"Zack Greinke","KCR",5,17,5.803279172409906,33,33,12,2,0,0,0,0,183,829,233,125,118,23,53,0,13,4,2,114,"Zack Greinke",1943,425844
"Chan Ho Park","- - -",12,8,5.736051328997229,30,29,10,0,0,0,0,0,155.1,715,180,103,99,11,80,1,10,6,0,113,"Chan Ho Park",1267,120221
"Victor Zambrano","NYM",7,12,4.166332410528307,31,27,14,0,0,0,0,0,166.1,748,170,85,77,12,77,2,15,8,2,112,"Victor Zambrano",1237,406913
"Josh Towers","TOR",13,12,3.7092650853052818,33,33,21,2,1,0,0,0,208.2,876,237,101,86,24,29,2,6,1,1,112,"Josh Towers",1489,346869
"Glendon Rusch","CHC",9,8,4.520641885415041,46,19,9,1,1,0,3,1,145.1,655,175,79,73,14,53,8,1,1,1,111,"Glendon Rusch",707,121556
"Mark Mulder","STL",16,8,3.6439021677973926,32,32,18,3,2,0,0,0,205,868,212,90,83,19,70,1,9,9,0,111,"Mark Mulder",932,150426
"Brian Lawrence","SDP",7,15,4.82964249981089,33,33,17,1,0,0,0,0,195.2,852,211,106,105,18,57,7,11,3,1,109,"Brian Lawrence",1045,400147
"Roy Halladay","TOR",12,4,2.414117560384681,19,19,14,5,2,0,0,0,141.2,553,118,39,38,11,18,2,7,2,1,108,"Roy Halladay",1303,136880
"David Wells","BOS",15,7,4.451086956521739,30,30,17,2,0,0,0,0,184,780,220,95,91,21,21,0,9,4,1,107,"David Wells",855,124071
"Joel Pineiro","SEA",7,11,5.61904716539759,30,30,11,2,0,0,0,0,189,822,224,118,118,23,56,4,6,7,1,107,"Joel Pineiro",1094,334492
"Woody Williams","SDP",9,12,4.847599010504195,28,28,10,0,0,0,0,0,159.2,697,174,92,86,24,51,1,3,1,0,106,"Woody Williams",1190,124315
"Aaron Heilman","NYM",5,3,3.1666664429652998,53,7,3,1,1,5,5,1,108,439,87,40,38,6,37,4,6,1,1,106,"Aaron Heilman",1751,408310
"Tom Glavine","NYM",13,13,3.534700145314688,33,33,23,2,1,0,0,0,211.1,901,227,88,83,12,61,5,3,1,0,105,"Tom Glavine",90,114849
"Scott Elarton","CLE",11,9,4.6073393205460205,31,31,16,1,0,0,0,0,181.2,774,189,100,93,32,48,1,6,4,1,103,"Scott Elarton",426,134003
"Brad Lidge","HOU",4,4,2.29245291268881,70,0,0,0,0,42,0,4,70.2,291,58,21,18,5,23,1,3,8,0,103,"Brad Lidge",563,400058
"Vicente Padilla","PHI",9,12,4.714285714285714,27,27,12,0,0,0,0,0,147,654,146,79,77,22,74,9,8,1,0,103,"Vicente Padilla",964,218894
"Paul Byrd","LAA",12,11,3.7438823584759833,31,31,22,2,1,0,0,0,204.1,842,216,95,85,22,28,1,7,1,0,102,"Paul Byrd",594,111838
"Jamie Moyer","SEA",13,7,4.275,32,32,19,1,0,0,0,0,200,868,225,99,95,23,52,2,8,3,0,102,"Jamie Moyer",1091,119469
"Mark Redman","PIT",5,15,4.895327661284278,30,30,15,2,1,0,0,0,178.1,751,188,100,97,18,56,3,2,7,3,101,"Mark Redman",491,150230
"Jamey Wright","COL",8,16,5.463036093882227,34,27,13,0,0,0,1,0,171.1,782,201,119,104,22,81,4,15,2,2,101,"Jamey Wright",715,124604
"Jason Marquis","STL",13,14,4.130434782608695,33,32,18,3,1,0,0,0,207,868,206,110,95,29,69,2,5,10,3,100,"Jason Marquis",105,150302
"B.J. Ryan","BAL",1,4,2.4312803241401633,69,0,0,0,0,36,0,5,70.1,290,54,20,19,4,26,2,2,5,0,100,"B.J. Ryan",168,124805
"Bronson Arroyo","BOS",14,10,4.514610165949726,35,32,20,0,0,0,0,0,205.1,878,213,116,103,22,54,3,14,5,1,100,"Bronson Arroyo",978,276520
"Adam Eaton","SDP",11,5,4.266839715579311,24,22,11,0,0,0,0,0,128.2,568,140,70,61,14,44,6,5,5,0,100,"Adam Eaton",1029,284566
"Ervin Santana","LAA",12,8,4.645885109998551,23,23,13,1,1,0,0,0,133.2,583,139,73,69,17,47,2,8,4,0,99,"Ervin Santana",3200,429722
"Scot Shields","LAA",10,11,2.7490916717783622,78,0,0,0,0,7,33,6,91.2,375,66,33,28,5,37,2,2,12,0,98,"Scot Shields",35,276912
"Tomo Ohka","- - -",11,9,4.042514019991349,32,29,16,1,1,0,1,0,180.1,774,189,88,81,22,55,5,3,8,0,98,"Tomo Ohka",788,219594
"Ugueth Urbina","- - -",5,6,3.615062963457313,81,0,0,0,0,10,21,8,79.2,330,56,34,32,12,39,4,1,1,0,97,"Ugueth Urbina",216,123584
"Al Leiter","- - -",7,12,6.133489844922362,33,26,6,0,0,0,0,0,142.1,669,154,103,97,13,98,2,12,2,0,97,"Al Leiter",883,117652
"Joe Kennedy","- - -",8,13,6.013100912472743,35,24,7,0,0,0,0,2,152.2,704,192,114,102,20,64,6,7,8,1,97,"Joe Kennedy",1217,406773
"Oliver Pérez","PIT",7,5,5.854368932038835,20,20,4,0,0,0,0,0,103,471,102,68,67,23,70,1,6,3,0,97,"Oliver Perez",1514,424144
"Brandon Backe","HOU",10,8,4.761160389957402,26,25,11,1,1,0,0,0,149.1,653,151,82,79,19,67,1,4,5,2,97,"Brandon Backe",1529,407840
"Ramon Ortiz","CIN",9,11,5.3579763355788685,30,30,13,1,0,0,0,0,171.1,755,206,110,102,34,51,1,7,4,1,96,"Ramon Ortiz",27,150009
"Ted Lilly","TOR",10,11,5.55672812033121,25,25,9,0,0,0,0,0,126.1,566,135,79,78,23,58,1,3,2,2,96,"Ted Lilly",833,150404
"Brian Moehler","FLA",6,12,4.547368457572282,37,25,9,0,0,0,1,0,158.1,696,198,82,80,16,42,9,5,1,0,95,"Brian Moehler",480,119215
"Kris Benson","NYM",10,8,4.1300192409542875,28,28,18,0,0,0,0,0,174.1,737,171,86,80,24,49,5,4,4,0,95,"Kris Benson",982,150249
"Claudio Vargas","- - -",9,9,5.236775718001441,25,23,12,0,0,0,0,0,132.1,586,146,81,77,25,47,5,7,6,0,95,"Claudio Vargas",1695,282567
"Jarrod Washburn","LAA",8,8,3.197368512759345,29,29,20,1,1,0,0,0,177.1,740,184,66,63,19,51,0,8,2,0,94,"Jarrod Washburn",40,132220
"Joe Nathan","MIN",7,4,2.7000002942766783,69,0,0,0,0,43,0,5,70,276,46,22,21,5,22,1,0,2,0,94,"Joe Nathan",1122,150274
"Jason Johnson","DET",8,13,4.5428568127690765,33,33,19,1,0,0,0,0,210,888,233,117,106,23,49,4,6,17,0,93,"Jason Johnson",147,116595
"Ryan Franklin","SEA",8,15,5.097902369887472,32,30,15,2,1,0,0,0,190.2,832,212,110,108,28,62,4,7,3,1,93,"Ryan Franklin",1076,211041
"Seth McClung","TBD",7,11,6.585366389781263,34,17,7,0,0,0,2,1,109.1,500,106,85,80,20,62,1,7,6,0,92,"Seth McClung",1657,425528
"Brian Fuentes","COL",2,5,2.9058300934915744,78,0,0,0,0,31,6,3,74.1,321,59,25,24,6,34,4,10,8,0,91,"Brian Fuentes",429,150118
"Orlando Hernandez","CHW",9,9,5.119480113677573,24,22,10,0,0,1,1,0,128.1,568,137,77,73,18,50,1,12,3,2,91,"Orlando Hernandez",823,133340
"Francisco Rodríguez","LAA",2,5,2.6732672257652954,66,0,0,0,0,45,0,5,67.1,279,45,20,20,7,32,3,0,8,0,91,"Francisco Rodriguez",1642,408061
"D.J. Houlton","LAD",6,9,5.16279008699283,35,19,8,0,0,0,0,0,129,578,145,79,74,21,52,3,8,2,0,90,"D.J. Houlton",3566,434885
"Victor Santos","MIL",4,13,4.574117606002649,29,24,12,1,0,0,0,0,141.2,640,153,87,72,20,60,8,5,7,0,89,"Victor Santos",446,276343
"Ryan Dempster","CHC",5,3,3.130434652808038,63,6,4,0,0,33,0,2,92,401,83,35,32,4,49,7,4,4,0,89,"Ryan Dempster",517,133225
"Mark Hendrickson","TBD",11,8,5.904672560380736,31,31,9,1,0,0,0,0,178.1,796,227,126,117,24,49,1,2,4,1,89,"Mark Hendrickson",1574,424805
"Michael Wuertz","CHC",6,2,3.806169063894056,75,0,0,0,0,0,18,3,75.2,319,60,36,32,6,40,7,0,7,0,89,"Michael Wuertz",1856,430900
"Dave Williams","PIT",10,11,4.413461862231171,25,25,12,1,1,0,0,0,138.2,600,137,74,68,20,58,5,8,3,0,88,"Dave Williams",1013,400063
"Runelvys Hernandez","KCR",8,14,5.524008702670913,29,29,10,0,0,0,0,0,159.2,706,172,101,98,18,70,0,7,4,0,88,"Runelvys Hernandez",1528,424465
"Curt Schilling","BOS",8,8,5.689285791796082,32,11,3,0,0,9,0,2,93.1,418,121,59,59,12,22,0,3,1,1,87,"Curt Schilling",73,121811
"Kyle Farnsworth","- - -",1,1,2.185714940830349,72,0,0,0,0,16,19,2,70,277,44,18,17,5,27,0,3,3,1,87,"Kyle Farnsworth",278,150035
"Billy Wagner","PHI",4,3,1.5064381135299354,75,0,0,0,0,38,0,3,77.2,297,45,17,13,6,20,2,3,3,1,87,"Billy Wagner",578,123790
"Kenny Rogers","TEX",14,8,3.4556314892982116,30,30,22,1,1,0,0,0,195.1,828,205,86,75,15,53,1,8,0,0,87,"Kenny Rogers",1277,121386
"Doug Waechter","TBD",5,12,5.61783483852613,29,25,4,0,0,0,0,0,157,692,191,109,98,29,38,5,3,4,2,87,"Doug Waechter",1814,425531
"Kyle Lohse","MIN",9,13,4.180970387300542,31,30,15,0,0,0,0,0,178.2,769,211,85,83,22,44,5,9,4,1,86,"Kyle Lohse",739,346798
"Justin Duchscherer","OAK",7,4,2.206225942913123,65,0,0,0,0,5,10,2,85.2,338,67,25,21,7,19,3,2,2,0,85,"Justin Duchscherer",910,407113
"Josh Fogg","PIT",6,11,5.04921297758305,34,28,10,0,0,0,0,0,169.1,742,196,106,95,27,53,11,6,2,1,85,"Josh Fogg",989,150319
"Jorge Sosa","ATL",13,3,2.5522388059701493,44,20,7,0,0,0,4,0,134,577,122,42,38,12,64,8,0,3,0,85,"Jorge Sosa",1228,407901
"Juan Rincon","MIN",6,6,2.454546184157191,75,0,0,0,0,0,25,5,77,319,63,26,21,2,30,3,3,5,1,84,"Juan Rincon",752,346799
"Rudy Seanez","SDP",7,1,2.6850834388276494,57,0,0,0,0,0,11,2,60.1,248,49,19,18,4,22,4,2,4,0,84,"Rudy Seanez",1279,121955
"Gil Meche","SEA",10,8,5.086045812263399,29,26,9,0,0,0,0,0,143.1,638,153,92,81,18,72,1,2,4,0,83,"Gil Meche",1089,219194
"Brad Halsey","ARI",8,12,4.6125,28,26,13,0,0,0,0,0,160,700,191,101,82,20,39,3,9,2,1,82,"Brad Halsey",4760,433517
"Horacio Ramirez","ATL",11,9,4.626029110747191,33,32,15,1,1,0,0,0,202.1,847,214,108,104,31,67,4,2,4,1,80,"Horacio Ramirez",110,400141
"Jose Lima","KCR",5,16,6.990117733907256,32,32,9,1,0,0,0,0,168.2,780,219,140,131,31,61,1,9,5,0,80,"Jose Lima",475,117769
"Mariano Rivera","NYY",7,4,1.3787236280601385,71,0,0,0,0,43,0,4,78.1,306,50,18,12,2,18,0,4,0,0,80,"Mariano Rivera",844,121250
"Wandy Rodriguez","HOU",10,10,5.525906967846022,25,22,10,0,0,0,0,0,128.2,560,135,82,79,19,53,2,8,3,3,80,"Wandy Rodriguez",2586,434643
"Shawn Chacon","- - -",8,10,3.441757909919689,27,24,15,0,0,0,1,0,151.2,652,135,59,58,14,66,4,14,6,1,79,"Shawn Chacon",424,276336
"Francisco Cordero","TEX",3,1,3.391304347826087,69,0,0,0,0,37,0,8,69,302,61,28,26,5,30,2,4,0,0,79,"Francisco Cordero",1243,150188
"Ryan Madson","PHI",6,5,4.137930308737865,78,0,0,0,0,0,32,7,87,365,84,44,40,11,25,6,6,6,1,79,"Ryan Madson",1852,425492
"Pedro Astacio","- - -",6,10,4.689473818083223,24,22,14,0,0,0,0,0,126.2,540,133,66,66,17,37,4,2,6,1,78,"Pedro Astacio",862,110359
"Joaquín Benoit","TEX",4,4,3.724138257619771,32,9,1,0,0,0,5,0,87,369,69,39,36,9,38,0,2,1,0,78,"Joaquin Benoit",1437,276542
"Kerry Wood","CHC",3,4,4.227272238613216,21,10,3,0,0,0,4,0,66,273,52,32,31,14,26,0,2,0,0,77,"Kerry Wood",304,134268
"Félix Hernández","SEA",4,4,2.667984350633243,12,12,9,0,0,0,0,0,84.1,328,61,26,25,5,23,0,2,3,0,77,"Felix Hernandez",4772,433587
"Andrew Sisco","KCR",2,5,3.106195843727121,67,0,0,0,0,0,14,5,75.1,329,68,27,26,6,42,4,2,2,0,76,"Andrew Sisco",3706,434878
"Jason Jennings","COL",6,9,5.016393442622951,20,20,8,1,0,0,0,0,122,551,130,73,68,11,62,4,5,8,0,75,"Jason Jennings",434,407298
"Scott Downs","TOR",4,3,4.308510725721617,26,13,5,0,0,0,0,0,94,407,93,49,45,12,34,0,5,3,0,75,"Scott Downs",773,275933
"Hector Carrasco","WSN",5,4,2.0377356583896598,64,5,2,0,0,2,8,2,88.1,358,59,23,20,6,38,7,6,6,1,75,"Hector Carrasco",1240,112031
"Jose Valverde","ARI",3,4,2.442211242538624,61,0,0,0,0,15,7,2,66.1,268,51,19,18,5,20,1,2,3,0,75,"Jose Valverde",1726,407878
"Dave Bush","TOR",5,11,4.488997165112987,25,24,12,2,0,0,0,0,136.1,575,142,73,68,20,29,3,13,2,0,75,"Dave Bush",4635,433657
"Odalis Perez","LAD",7,8,4.555215150350105,19,19,7,0,0,0,0,0,108.2,453,109,59,55,13,28,2,0,3,0,74,"Odalis Perez",668,136602
"Rafael Betancourt","CLE",4,3,2.793105127858206,54,0,0,0,0,1,10,2,67.2,272,57,23,21,5,17,2,0,0,0,73,"Rafael Betancourt",177,429783
"Jay Witasick","- - -",1,5,2.842106432928424,60,0,0,0,0,1,17,3,63.1,277,53,26,20,4,29,5,6,5,0,73,"Jay Witasick",1138,124482
"Mike MacDougal","KCR",5,6,3.327014819504945,68,0,0,0,0,21,0,4,70.1,298,69,32,26,6,24,2,3,6,1,72,"Mike MacDougal",612,213680
"Robinson Tejeda","PHI",4,3,3.5719843032486502,26,13,6,0,0,0,1,0,85.2,371,67,36,34,5,51,4,8,3,1,72,"Robinson Tejeda",2575,434565
"Huston Street","OAK",5,1,1.723404702928831,67,0,0,0,0,23,0,4,78.1,306,53,17,15,3,26,4,2,1,0,72,"Huston Street",8258,434718
"Carlos Silva","MIN",9,8,3.440708057523962,27,27,17,2,0,0,0,0,188.1,749,212,83,72,25,9,2,3,0,0,71,"Carlos Silva",973,400067
"Duaner Sanchez","LAD",4,7,3.7317083586832442,79,0,0,0,0,8,13,4,82,353,75,36,34,8,36,6,3,7,1,71,"Duaner Sanchez",1518,400093
"Scott Linebrink","SDP",8,1,1.8325790589912339,73,0,0,0,0,1,26,5,73.2,288,55,17,15,4,23,4,0,3,0,70,"Scott Linebrink",564,276530
"Ron Villone","- - -",5,5,4.078127187677901,79,0,0,0,0,1,21,8,64,287,57,34,29,4,35,2,7,3,1,70,"Ron Villone",1010,123725
"Jerome Williams","- - -",6,10,4.255434806732415,22,20,11,0,0,0,1,0,122.2,532,119,62,58,14,49,1,10,2,0,70,"Jerome Williams",1137,425532
"Dan Wheeler","HOU",2,3,2.2090915219647553,71,0,0,0,0,3,17,2,73.1,288,53,18,18,7,19,3,3,0,0,69,"Dan Wheeler",120,235095
"Tom Gordon","NYY",5,4,2.5661165114841022,79,0,0,0,0,2,33,7,80.2,324,59,25,23,8,29,4,0,1,1,69,"Tom Gordon",282,114971
"Sidney Ponson","BAL",7,11,6.2148347297273885,23,23,7,1,0,0,0,0,130.1,595,177,97,90,16,48,1,3,10,0,68,"Sidney Ponson",161,132260
"Al Reyes","STL",4,2,2.1542555377083166,65,0,0,0,0,3,16,0,62.2,244,38,15,15,5,20,2,5,1,0,67,"Al Reyes",1005,121099
"Ezequiel Astacio","HOU",3,6,5.666666666666667,22,14,4,0,0,0,0,0,81,366,100,56,51,23,25,2,1,4,1,66,"Ezequiel Astacio",2169,430586
