Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,NameASCII,PlayerId,MLBAMID
"Oliver Pérez","PIT",0.69428388,91.26061321,0.23763648,78.44736842,0.00128452,84.5,0.00963391,74.63636364,0.05716121,81.68831169,,,,,0.16782469,"Oliver Perez",1514,424144
"Andrew Sisco","KCR",0.83390411,92.67484663,0.09674658,83.48192771,,,,,0.05736301,85.57407407,0.0119863,86.375,,,0.16678546,"Andrew Sisco",3706,434878
"Aaron Cook","COL",0.84242424,89.49013158,0.07676768,80.42,,,0.02323232,76.73333333,0.05757576,83.38095238,,,,,0.16455696,"Aaron Cook",1571,346871
"Ramon Ortiz","CIN",0.59791478,90.77970012,0.26971895,83.10722611,,,0.00090662,80,0.12511333,83.74468085,0.00634633,85.85714286,,,0.16154721,"Ramon Ortiz",27,150009
"Mark Woodyard","DET",0.68493151,93,0.08219178,,,,0.09589041,82.28571429,0.01369863,,0.12328767,88.5,,,0.16091954,"Mark Woodyard",3094,434589
"Wes Obermueller","MIL",0.67735043,90.1278826,0.20512821,84.48863636,0.00213675,87.5,0.02029915,77.05882353,0.08547009,82.46478873,0.00961538,81.5,,,0.16039427,"Wes Obermueller",1637,425286
"Sidney Ponson","BAL",0.65843858,91.2421875,0.19747417,84.87307692,0.00114811,,0.02468427,78.62857143,0.11825488,84.5971223,,,,,0.15555556,"Sidney Ponson",161,132260
"Kyle Snyder","KCR",0.55490196,89.23744292,0.05490196,82.61538462,0.00392157,87,0.1372549,70.28846154,0.24313725,80.68518519,0.00588235,78.66666667,,,0.15116279,"Kyle Snyder",1689,216897
"Chris Oxspring","SDP",0.68047337,88.04950495,0.04733728,79.57142857,0.01183432,86.5,0.18934911,72.93548387,0.07100592,80.33333333,,,,,0.15075377,"Chris Oxspring",7232,430684
"Salomon Torres","PIT",0.68547718,92.07705479,0.07966805,85.29230769,,,0.14439834,79.45522388,0.0780083,85.88607595,0.01244813,87,,,0.15070423,"Salomon Torres",1628,123415
"Troy Percival","DET",0.82183908,92.18483412,,,,,0.12068966,77.32258065,0.05747126,82.76470588,,,,,0.14914425,"Troy Percival",29,120401
"Hayden Penn","BAL",0.57469244,92.33881579,,,,,0.17574692,77.07216495,0.24956063,83.7173913,,,,,0.1490313,"Hayden Penn",4893,435140
"Jeff Harris","SEA",0.50679348,86.34563758,0.29483696,80.85106383,,,0.07880435,75.80769231,0.11820652,80.57692308,0.0013587,,,,0.14617169,"Jeff Harris",7189,441266
"Brandon McCarthy","CHW",0.61134904,90.28427419,,,,,0.16916488,76.17910448,0.21948608,77.56830601,,,,,0.14520548,"Brandon McCarthy",4662,435221
"Jimmy Gobble","KCR",0.72222222,90.53460621,0.19148936,84.60629921,0.0035461,86.66666667,0.06382979,78.10526316,0.0177305,83.8,0.00118203,86,,,0.14343434,"Jimmy Gobble",1791,425471
"Kirk Saarloos","OAK",0.60829268,85.71206226,0.11170732,81.734375,0.12146341,83.87437186,0.02146341,75.74358974,0.13707317,80.73029046,,,,,0.1422629,"Kirk Saarloos",1516,424164
"J.P. Howell","KCR",0.61287398,85.44234405,0.16047144,80.67361111,0.01269266,84.75,0.01269266,76.45454545,0.19854941,78.8040201,0.00271985,79,,,0.14219114,"J.P. Howell",8245,434442
"Brad Radke","MIN",0.64878824,89.41426404,0.10290028,84.00877193,0.00278109,86.83333333,0.07548669,76.18902439,0.1700437,77.73988439,,,,,0.14202997,"Brad Radke",748,120878
"Joe Mays","MIN",0.6996587,88.25647452,0.08239883,82.97931034,0.00243784,83.8,0.07703559,76.54074074,0.13846904,79.75294118,,,,,0.14202172,"Joe Mays",740,150222
"George Sherrill","SEA",0.57491289,89.70344828,0.25783972,77.890625,,,0.1184669,74.8125,0.04878049,79.64285714,,,,,0.14071856,"George Sherrill",6291,430941
"Edwin Jackson","LAD",0.75467775,92.14076246,0.12058212,84.25,,,0.02702703,81.76923077,0.0977131,82.84782609,,,,,0.13953488,"Edwin Jackson",1841,429719
"Juan Rincon","MIN",0.69522968,94.05496183,0.30212014,87.59574468,0.00176678,89,,,0.00088339,84,,,,,0.13928842,"Juan Rincon",752,346799
"Josh Towers","TOR",0.57576953,87.87063267,0.28768745,82.31098696,0.01381215,84,0.04222573,75.74193548,0.08050513,81.04093567,,,,,0.13879485,"Josh Towers",1489,346869
"Paul Wilson","CIN",0.70534351,86.9020979,0.00916031,78.25,,,0.1129771,70.80821918,0.17251908,78.25471698,,,,,0.13797635,"Paul Wilson",1234,124417
"Kip Wells","PIT",0.64646465,91.05785124,0.09427609,83.94565217,,,0.13318369,78.56653992,0.12607557,84.35802469,,,,,0.13779781,"Kip Wells",1012,150337
"Mike Wood","KCR",0.57230392,87.08974359,0.12316176,79.7755102,,,0.05453431,74.81944444,0.21446078,82.02797203,0.03553922,83.43478261,,,0.1362916,"Mike Wood",1806,430061
"Jamie Walker","DET",0.4678179,85.32051282,0.23233909,76.22807018,,,0.11302983,72.86792453,0.18681319,77.46601942,,,,,0.13568521,"Jamie Walker",502,123828
"Jason Davis","CLE",0.74745763,93.13213213,0.08305085,83.3,,,0.00508475,80,0.02033898,83.11111111,0.1440678,85.66233766,,,0.13489736,"Jason Davis",1598,425186
"Chad Gaudin","TOR",0.644,90.31654676,0.196,79.78571429,,,0.116,77.11538462,0.044,81.9,,,,,0.13448276,"Chad Gaudin",1783,429985
"Huston Street","OAK",0.51710655,91.22137405,0.38905181,84.68882175,0.00293255,88,,,0.08993157,83.44594595,0.00097752,85,,,0.13406408,"Huston Street",8258,434718
"Ismael Valdez","FLA",0.62288136,86.58267717,0.11299435,79.75510204,,,0.17514124,76.29545455,0.08898305,80.16666667,,,,,0.13301088,"Ismael Valdez",1283,123595
"Craig Dingman","DET",0.5862069,91.04347826,0.34482759,81.17117117,,,0.04679803,78.94117647,0.02216749,81,,,,,0.13006397,"Craig Dingman",318,276374
"Franklyn German","DET",0.53097345,92.51798561,0.01327434,84.45454545,,,,,0.04646018,83.42857143,0.40929204,84.3089172,,,0.12993263,"Franklyn German",1603,407883
"Brian Shouse","TEX",0.58719346,82.89570552,0.32833787,73.95081967,,,0.00681199,72.5,0.07765668,78.66666667,,,,,0.12971698,"Brian Shouse",630,122195
"Dustin McGowan","TOR",0.63308271,92.95049505,0.1443609,84.34722222,0.00150376,91,0.10977444,76.57627119,0.08571429,81.11111111,0.02556391,,,,0.12924282,"Dustin McGowan",8600,430661
"Alex Graman","NYY",0.55555556,88.53846154,0.2962963,80.85714286,,,0.11111111,79,0.03703704,76,,,,,0.12903226,"Alex Graman",1910,407800
"Mike MacDougal","KCR",0.61143984,95.18244804,0.31065089,85.12980769,0.00493097,90.2,0.0443787,80.69230769,0.02859961,86.22727273,,,,,0.12811694,"Mike MacDougal",612,213680
"Justin Speier","TOR",0.58333333,90.14206128,0.32565789,85.20720721,0.00109649,89,0.03508772,78.4,0.03070175,81.375,0.02412281,80.4,,,0.12727273,"Justin Speier",451,133221
"Mike Maroth","DET",0.45512144,85.24501992,0.16578669,79.17468354,0.0654699,81.89308176,0.07602957,73.22404372,0.2375924,76.3111546,,,,,0.12638376,"Mike Maroth",1508,400077
"Chris Ray","BAL",0.6779661,94.17472119,0.25254237,83.08196721,,,0.01525424,80.625,0.05423729,84.56521739,,,,,0.12462908,"Chris Ray",6315,444884
"Erasmo Ramirez","TEX",0.54710145,81.64423077,0.07246377,75.41666667,,,0.18115942,66.13513514,0.19927536,65.85714286,,,,,0.12380952,"Erasmo Ramirez",1699,285063
"Tomo Ohka","- - -",0.52398374,87.37690632,0.24634146,81.85287356,0.08414634,85.1875,0.02439024,75.54347826,0.08780488,80.74829932,0.03333333,83.16393443,,,0.12252125,"Tomo Ohka",788,219594
"Kevin Walker","CHW",0.51851852,87.75609756,0.33333333,79.4375,,,0.02777778,76,0.12037037,80.41666667,,,,,0.12195122,"Kevin Walker",1060,276526
"Randy Keisler","CIN",0.59117998,87.41161616,0.01668653,79.78571429,,,0.15733015,71.47747748,0.23480334,78.6875,,,,,0.12054507,"Randy Keisler",830,342892
"Vic Darensbourg","DET",0.51027397,88.52941176,0.03082192,75.66666667,,,0.30479452,71.56521739,0.15410959,76.57142857,,,,,0.12048193,"Vic Darensbourg",516,133240
"Tim Byrdak","BAL",0.61725664,90.42783505,0.32964602,84.21100917,0.01327434,86.33333333,0.01106195,77,0.02433628,83,0.00442478,83,,,0.1171875,"Tim Byrdak",1995,136263
"Julio Mateo","SEA",0.50581916,90.24454148,0.33840645,82.49079755,,,0.04207699,75.47727273,0.1136974,81.63888889,,,,,0.11713836,"Julio Mateo",1087,421024
"Shawn Camp","KCR",0.63751763,89.87845304,0.22990127,80.93571429,,,0.02961918,74.04761905,0.10296192,81.42424242,,,,,0.11581569,"Shawn Camp",1855,425861
"Jon Rauch","WSN",0.58486239,89.67320261,0.2293578,80.55357143,,,0.0940367,72.75757576,0.09174312,81.53125,,,,,0.11561866,"Jon Rauch",1475,400010
"Marcos Carvajal","COL",0.73636364,90.75802469,0.02077922,81.83333333,0.01038961,88.85714286,0.11818182,73.58571429,0.11298701,78.92753623,0.0012987,,,,0.11556064,"Marcos Carvajal",3216,434881
"Eric Milton","CIN",0.62687634,89.58024691,0.08649035,79.74879227,0.00250179,,0.1343817,72.92708333,0.14974982,79.98717949,,,,,0.1153603,"Eric Milton",743,132980
"Scott Baker","MIN",0.72290809,91.82464455,0.04115226,80.88461538,,,0.14403292,78.35632184,0.09190672,81.79032258,,,,,0.11515152,"Scott Baker",6176,435044
"John Grabow","PIT",0.53669065,91.3099631,0.26330935,84.11612903,,,,,0.2,83.26956522,,,,,0.11464968,"John Grabow",1848,346848
"Armando Almanza","ARI",0.63492063,90.91176471,0.04761905,80.33333333,,,0.17460317,74.83333333,0.14285714,83.25,,,,,0.11267606,"Armando Almanza",507,150355
"B.J. Ryan","BAL",0.79401089,90.93692308,0.19872958,85.39772727,,,,,0.00725953,85.75,,,,,0.11263073,"B.J. Ryan",168,124805
"Bartolo Colon","LAA",0.81685744,92.67633105,0.10544572,85.88990826,0.00659036,88.9375,0.00554977,80.33333333,0.06555671,83.58787879,,,,,0.11206897,"Bartolo Colon",375,112526
"Ricky Stone","CIN",0.58194774,87.12269939,0.10213777,80.10810811,,,,,0.31591449,79.17821782,,,,,0.11181435,"Ricky Stone",576,150392
"Matt Guerrier","MIN",0.60950413,89.8487395,0.15082645,84.464,,,0.18285124,75.58333333,0.05681818,81.5106383,,,,,0.11060329,"Matt Guerrier",2061,407825
"Steve Karsay","- - -",0.61756374,91.83225806,0.00283286,78,,,0.23229462,75.39285714,0.12464589,84.47222222,0.02266289,84,,,0.11055276,"Steve Karsay",829,116853
"Ryan Bukvich","TEX",0.78082192,93.03636364,0.12328767,84.11111111,,,0.01369863,82,0.04109589,85.33333333,0.04109589,86,,,0.1097561,"Ryan Bukvich",1531,424426
"Jack Taschner","SFG",0.66193182,91.41666667,0.20738636,82.3880597,,,0.00284091,75,0.12784091,81.1627907,,,,,0.10886076,"Jack Taschner",2766,435620
"Kirk Rueter","SFG",0.72920461,84.38313253,0.09228901,73.96153846,,,0.01214329,72.11111111,0.16636308,76.37864078,,,,,0.1080497,"Kirk Rueter",1128,121541
"Ambiorix Burgos","KCR",0.73096976,96.27950311,0.08029197,85.296875,,,0.00104275,,0.01251303,87.81818182,0.17518248,86.93700787,,,0.10790698,"Ambiorix Burgos",3246,434586
"Chan Ho Park","- - -",0.59048362,89.31860226,0.22269891,81.63370787,0.00078003,88,0.08814353,75.7721519,0.09789392,81.86842105,,,,,0.10627178,"Chan Ho Park",1267,120221
"J.C. Romero","MIN",0.67211329,90.936,0.20152505,81.71069182,,,0.03376906,78.2173913,0.09259259,80.23376623,,,,,0.10613437,"J.C. Romero",754,240694
"Jose Mesa","PIT",0.75401731,93.31685393,0.07911001,87.5106383,0.05438813,89.51219512,0.08776267,78.25423729,0.01854141,84.45454545,0.00618047,90.25,,,0.10526316,"Jose Mesa",961,118986
"Justin Lehr","MIL",0.54279749,89.21195652,0.17327766,84.73134328,0.03549061,87.05882353,0.08350731,78.19354839,0.13569937,83.36734694,0.02922756,84.44444444,,,0.1046729,"Justin Lehr",2163,430680
"Kiko Calero","OAK",0.31334149,88.66477273,0.61566707,80.13802083,,,0.0379437,78.18518519,0.03059976,82.05,0.00244798,82,,,0.10307018,"Kiko Calero",1676,425606
"Todd Williams","BAL",0.85566038,90.54180064,0.10377358,78.52380952,0.00754717,87.5,0.00566038,74,0.0254717,83.45833333,0.00188679,79,,,0.10202361,"Todd Williams",805,124343
"Ezequiel Astacio","HOU",0.59709911,92.0608229,0.15390814,81.46511628,,,0.0459307,78.77272727,0.09347301,84.74336283,0.10958904,86.24,,,0.10165826,"Ezequiel Astacio",2169,430586
"Kyle Lohse","MIN",0.5978303,91.62620932,0.25106548,85.23756906,0.01627276,88.19444444,0.01549787,78,0.11933359,82.22983871,,,,,0.10156522,"Kyle Lohse",739,346798
"Jesse Crain","MIN",0.72193615,93.07381371,0.1946447,86.76433121,,,0.08341916,73.68115942,,,,,,,0.10128913,"Jesse Crain",4817,430884
"Kent Mercker","CIN",0.68133175,90.86308068,0.1117717,84.10526316,0.00118906,91,0.00237812,78,0.20332937,81.73387097,,,,,0.10106383,"Kent Mercker",439,118967
"Jon Garland","CHW",0.68915744,91.08263198,0.14367237,84.34868421,0.00067137,88.5,0.02081235,75.19444444,0.14568647,80.96979866,,,,,0.10078455,"Jon Garland",232,279782
"Tim Hamulack","NYM",0.55555556,91.09090909,0.11111111,85,0.02222222,91,0.22222222,80.2,0.08888889,76.66666667,,,,,0.1,"Tim Hamulack",1900,425787
"Johan Santana","MIN",0.5859427,92.43942652,0.16922052,83.79716981,0.00166556,87.6,,,0.24317122,80.5815832,,,,,0.09985007,"Johan Santana",755,276371
"Shigetoshi Hasegawa","SEA",0.5755237,87.27437642,0.18963616,79.50993377,,,0.00882029,75.71428571,0.17309813,79.62992126,0.05292172,81.86046512,,,0.09930487,"Shigetoshi Hasegawa",1082,115586
"Juan Dominguez","TEX",0.64353612,93,0.03041825,83,,,0.04277567,79.81081081,0.28326996,83.92916667,,,,,0.09923011,"Juan Dominguez",1796,430021
"Tanyon Sturtze","NYY",0.73794359,92.11568938,0.05186533,84.95652174,,,0.00272975,80,0.03457689,82.5,0.17288444,84.18674699,,,0.099018,"Tanyon Sturtze",1230,122915
"Oscar Villarreal","ARI",0.6993865,90.89156627,0.19018405,84.03571429,,,0.03067485,80,0.07361963,82,0.00613497,87,,,0.0989011,"Oscar Villarreal",1654,425629
"Chris Capuano","MIL",0.61885871,86.44493116,0.17180348,77.99787686,,,0.00183094,74,0.20750687,76.52680222,,,,,0.09832464,"Chris Capuano",1701,425626
"Doug Davis","MIL",0.51922504,87.2583398,0.05245902,83.17073171,0.25037258,84.60982265,0.09418778,72.46692607,0.08375559,80.32780083,,,,,0.09822866,"Doug Davis",1244,150277
"Jeremy Accardo","SFG",0.72098765,92.72680412,0.18765432,85.57692308,0.01728395,90.33333333,0.00493827,,0.0691358,82.04347826,,,,,0.09799555,"Jeremy Accardo",6428,435618
"Ricardo Rincon","OAK",0.51711712,88.74688797,0.39099099,83.86096257,0.03963964,86.54545455,,,0.05225225,83.04761905,,,,,0.09775641,"Ricardo Rincon",401,121215
"Joe Nathan","MIN",0.6585839,94.84219554,0.27352085,88.94605809,0.00969932,90.2,0.04946654,83.14285714,0.00872939,83.77777778,,,,,0.09764603,"Joe Nathan",1122,150274
"Mark Hendrickson","TBD",0.51624266,87.48029046,0.03679061,82.12987013,0.11780822,84.23954373,0.17181996,74.14857143,0.15733855,81.20718232,,,,,0.09589526,"Mark Hendrickson",1574,424805
"Erik Bedard","BAL",0.65231045,91.23996656,0.01345895,80.18181818,0.03499327,88.44444444,0.16644235,78.0984127,0.13279498,78.28846154,,,,,0.09456169,"Erik Bedard",126,407853
"Rick White","PIT",0.60648148,92.58102767,0.13796296,83,,,0.16666667,79.97183099,0.08888889,82.875,,,,,0.09348915,"Rick White",456,124184
"Ryan Wagner","CIN",0.5,90.21276596,0.43083573,85.5060241,,,0.00144092,78,0.06772334,85.31818182,,,,,0.0926893,"Ryan Wagner",1770,429842
"Travis Harper","TBD",0.71303502,88.54358974,0.14396887,82.33333333,0.00097276,86,0.06225681,75.36538462,0.07976654,82.18032787,,,,,0.09242958,"Travis Harper",1211,150135
"Anthony Lerew","ATL",0.72463768,92.86111111,0.07246377,83.8,,,0.07246377,78,0.12318841,86.07142857,0.00724638,,,,0.09210526,"Anthony Lerew",3440,434679
"Gary Glover","MIL",0.61143411,91.24885845,0.27325581,85.61792453,0.03875969,86.78947368,0.04651163,75,0.03003876,83.5,,,,,0.09194396,"Gary Glover",234,150474
"Ted Lilly","TOR",0.57848688,89.07631579,0.12660834,82.79274611,0.02933608,85.8,0.13638703,71.84771574,0.12918168,80.75480769,,,,,0.0916316,"Ted Lilly",833,150404
"Randy Williams","- - -",0.54853273,90.09289617,0.25959368,84.54545455,0.06997743,85.33333333,0.06320542,73.16666667,0.05869074,80.77777778,,,,,0.09034908,"Randy Williams",2362,430942
"Carlos Silva","MIN",0.83892617,92.06558485,0.05033557,82.43617021,,,0.06615532,77.52066116,0.04458293,81.51851852,,,,,0.0902354,"Carlos Silva",973,400067
"Jeremy Affeldt","KCR",0.73776224,93.65285996,0.01631702,87.07692308,,,0.19114219,76.35606061,0.05477855,86.5,,,,,0.09013786,"Jeremy Affeldt",583,346793
"Matt Anderson","COL",0.81860465,94.45652174,0.11627907,84.13636364,,,,,0.06511628,86.92857143,,,,,0.08898305,"Matt Anderson",459,150183
"Brandon Claussen","CIN",0.65724245,87.33854167,0.0580945,78.97435897,0.00077459,,0.14523625,75.87076923,0.13865221,79.69607843,,,,,0.08895921,"Brandon Claussen",814,407799
"Juan Carlos Oviedo","KCR",0.60403531,93.17445483,0.17150063,84.52336449,,,0.00126103,77,0.22320303,84.125,,,,,0.088,"Juan Carlos Oviedo",2886,434663
"Dave Gassner","MIN",0.55652174,85.5,0.2,82.30434783,,,0.05217391,67,0.19130435,74.31578947,,,,,0.08730159,"Dave Gassner",3546,434559
"Matt Thornton","SEA",0.73861386,93.30769231,0.21386139,81.03030303,,,0.0029703,74.66666667,0.04455446,84.59375,,,,,0.0866426,"Matt Thornton",1918,407819
"Tim Stauffer","SDP",0.58570268,89.42546064,0.02518278,79.92592593,0.05848903,86.27777778,0.26157595,75.75862069,0.06904955,80.21794872,,,,,0.08524833,"Tim Stauffer",6432,431162
"Félix Hernández","SEA",0.6005386,95.81758958,0.03321364,83.64705882,,,0.21903052,82.51401869,0.14721724,84.96774194,,,,,0.08456486,"Felix Hernandez",4772,433587
"Adam Eaton","SDP",0.56491916,91.42690058,0.11464968,85.34636872,0.03674669,87.33928571,0.18520333,77.15277778,0.09848114,83.92352941,,,,,0.08370636,"Adam Eaton",1029,284566
"Jason Standridge","- - -",0.66532258,92.38602941,0.19758065,85.35714286,,,0.11693548,78.93333333,0.02016129,85.33333333,,,,,0.08287293,"Jason Standridge",1229,285075
"Dan Haren","OAK",0.59247242,91.90692935,0.16547696,83.34367542,0.00389358,87.9,0.03309539,80.31460674,0.02920182,83.09722222,0.17585983,86.46220302,,,0.08212274,"Dan Haren",1757,429717
"Scott Schoeneweis","TOR",0.80832282,91.0798005,0.17276166,83.18811881,0.0037831,86.66666667,,,0.01513241,82.375,,,,,0.08179724,"Scott Schoeneweis",33,150011
"Ryan Franklin","SEA",0.57488823,89.71346939,0.2071535,83.44325482,0.00707899,84.89473684,0.08643815,76.10880829,0.11773472,80.03053435,0.00670641,82.64705882,,,0.08159781,"Ryan Franklin",1076,211041
"Runelvys Hernandez","KCR",0.59110351,88.88185654,0.14371257,80.85462555,,,0.0213858,76.39534884,0.24379812,79.71596244,,,,,0.08156863,"Runelvys Hernandez",1528,424465
"Jason Frasor","TOR",0.69352014,93.41709402,0.05341506,82.47222222,0.00087566,87,0.22329247,78.08571429,0.02889667,85.72413793,,,,,0.08146965,"Jason Frasor",1906,430630
"Zach Day","- - -",0.74747475,89.0060241,0.13257576,82.39506173,,,0.01515152,80,0.10479798,82.63235294,,,,,0.08101852,"Zach Day",1496,400180
"Jarrod Washburn","LAA",0.56260032,88.66293279,0.17656501,80.58199357,0.03651685,85.95454545,0.08025682,75.94409938,0.144061,79.9352518,,,,,0.080782,"Jarrod Washburn",40,132220
"Danys Baez","TBD",0.81457565,93.02564103,0.00553506,87.16666667,,,0.10424354,78.21176471,0.00276753,85.66666667,0.07287823,88.24615385,,,0.08057676,"Danys Baez",367,276056
"Jermaine Van Buren","CHC",0.51754386,89.96428571,0.30701754,84.40625,0.07017544,85.8,0.10526316,74.5,,,,,,,0.08,"Jermaine Van Buren",2492,435278
"Chris Spurling","DET",0.68568353,90.05725971,0.26049516,82.6443299,,,0.00430571,77.25,0.04951561,82.71052632,,,,,0.07988166,"Chris Spurling",1668,400050
"Esteban Yan","LAA",0.66055046,91.57142857,0.1019368,85.14814815,,,,,0.08868502,83.28947368,0.14882773,84.67479675,,,0.07906977,"Esteban Yan",1236,124643
"Arthur Rhodes","CLE",0.8299532,92.03163017,0.1326053,83.92753623,0.00936037,87,0.00780031,78.4,0.02028081,84.58333333,,,,,0.07902299,"Arthur Rhodes",1097,121125
"Jorge Julio","BAL",0.69034091,94.48537005,0.26231061,85.02727273,,,0.00473485,81,0.03314394,87,0.0094697,87.33333333,,,0.07878788,"Jorge Julio",148,406402
"Cal Eldred","STL",0.63931624,88.81007752,,,0.04615385,87.78947368,0.28205128,76.29230769,0.03247863,83.1875,,,,,0.07874016,"Cal Eldred",1653,113793
"Miguel Batista","TOR",0.53351206,92.69739953,0.09025916,88.44444444,0.28596962,90.75097276,0.02055407,78,0.04289544,84.19512195,0.02680965,86.39130435,,,0.07786885,"Miguel Batista",46,110683
"David Weathers","CIN",0.67169476,89.02956522,0.29015084,84.05576208,,,0.00088731,75,0.03726708,82.45714286,,,,,0.07736156,"David Weathers",902,124000
"Kane Davis","MIL",0.7509434,94.23880597,0.16603774,83.08571429,,,0.04150943,79.71428571,0.04150943,84.4,,,,,0.07665505,"Kane Davis",872,282327
