Name,Team,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Scot Shields","LAA",17.190292358398438,2.037778615951538,0.045809149742126465,-1.7958508729934692,-0.33170533180236816,,,1.5872846129638445,0.9797012576690087,4.5809149742126465,-1.9734624977950213,-0.5719057444868417,,,"Scot Shields",35,276912
"Jarrod Washburn","LAA",-2.680210590362549,-1.0432535409927368,1.919800877571106,0.11082179099321365,-0.8110501170158386,,,-0.19117051286466114,-0.23710307749834927,2.1096712940341824,0.05541089549660683,-0.22591925265065144,,,"Jarrod Washburn",40,132220
"Ben Weber","CIN",-4.709957599639893,0.8699696660041809,,,-0.10213570296764374,,,-4.528805384269127,1.9772037863731384,,,-0.46425319530747156,,,"Ben Weber",41,276533
"Matt Wise","MIL",4.372246742248535,-1.3247495889663696,,-0.44072309136390686,11.371651649475098,,,0.9362412724300933,-9.462497064045497,,-8.814461827278137,2.2038084592006,,,"Matt Wise",42,277184
"Brian Anderson","KCR",-4.252351760864258,-0.29916614294052124,,0.22700315713882446,-2.9260761737823486,,,-1.3372175348629742,-1.7598008408265955,,0.4283078436581594,-3.612439720718949,,,"Brian Anderson",44,110230
"Miguel Batista","TOR",1.0653733015060425,-0.9719496965408325,-1.7630492448806763,-0.7604182362556458,1.9631773233413696,0.7721457481384277,,0.1784544893644962,-0.9623264322186461,-0.5509528890252113,-3.3061662445897646,4.089952756961187,2.573819160461426,,"Miguel Batista",46,110683
"Rick Helling","MIL",13.256896376609802,1.2947295308113098,-0.9250999391078949,-2.1262617707252502,0.3271252065896988,,,2.761853411793709,4.17654687358487,-0.6379999580054448,-2.561761169548494,0.9912885048172692,,,"Rick Helling",58,115727
"Randy Johnson","NYY",-10.061466217041016,22.99911880493164,,,4.7155842781066895,-3.2323808670043945,,-0.5432757136631219,1.8311400322397802,,,3.684050217270851,-4.368082252708641,,"Randy Johnson",60,116615
"Byung-Hyun Kim","COL",-10.394100189208984,-4.404151022434235,,,2.265734761953354,,,-0.6124985379616372,-0.77674621206953,,,1.510489841302236,,,"Byung-Hyun Kim",61,218294
"Mike Koplove","ARI",1.7297948598861694,-3.1485202312469482,,0.026470955461263657,0.327323317527771,,,0.33393723163825667,-2.2981899498152907,,1.3235477730631828,0.37195831537246704,,,"Mike Koplove",63,407377
"Matt Mantei","BOS",-0.21979810297489166,-0.7404512166976929,,-0.5173206329345703,-0.025907065719366074,,,-0.05309132922098833,-2.0012195045883594,,-0.6548362442209751,-2.5907065719366074,,,"Matt Mantei",64,118256
"Mike Myers","BOS",0.7587371468544006,2.6586787700653076,,,2.963498115539551,,,0.17727503431177585,2.461739601912322,,,6.442387207694676,,,"Mike Myers",68,119624
"John Patterson","WSN",21.237417221069336,-1.9625929594039917,-0.004721846431493759,8.92866039276123,-1.5407423973083496,,,1.068280544319383,-0.3810860115347557,-0.11804616078734398,1.9242802570606101,-1.305713896024025,,,"John Patterson",71,279568
"Curt Schilling","BOS",0.7396304607391357,2.0223363041877747,0.9485967755317688,-6.137273281812668,-1.6629944443702698,-10.473250389099121,,0.07810247737477674,3.2618327486899594,0.9034255005064464,-12.785986003776392,-8.314972221851349,-3.009554709511242,,"Curt Schilling",73,121811
"John Foster","ATL",0.02364778146147728,-0.41818365454673767,,2.0796797275543213,-0.12189038097858429,,,0.005767751575970068,-0.9292970101038615,,2.1006865934892134,-0.25934123612464743,,,"John Foster",86,407796
"Tom Glavine","NYM",5.217648506164551,-1.4569226503372192,-1.0178093910217285,-0.49250954389572144,7.552976608276367,,,0.2918147934096505,-1.2780023248572099,-6.361308693885803,-0.37030792774114396,0.6309921978509914,,,"Tom Glavine",90,114849
"Kevin Gryboski","- - -",-5.210564374923706,-1.6546231508255005,,,0.9604939706623554,,,-1.0117600728007194,-5.909368395805359,,,7.3884151589411955,,,"Kevin Gryboski",91,407839
"Chris Hammond","SDP",-4.998758792877197,5.796795845031738,-0.852780818939209,1.7216111421585083,0.7996587157249451,,,-1.8445604401760876,3.2384334329786246,-6.091291563851493,4.9188889775957385,0.23588752676252067,,,"Chris Hammond",92,115391
"Kerry Ligtenberg","ARI",-4.667074203491211,-2.096961259841919,-0.9355185627937317,,0.632291853427887,0.20118632912635803,,-4.714216367162839,-5.824892388449775,-31.18395209312439,,6.32291853427887,10.059316456317902,,"Kerry Ligtenberg",100,117763
"Greg Maddux","CHC",-6.135521411895752,-0.1348210722208023,-0.4963110387325287,-0.594910740852356,11.093185424804688,,,-0.3128771755173764,-0.09298004980744987,-1.8381890323426988,-0.5720295585118806,1.4500895980136845,,,"Greg Maddux",104,118120
"Jason Marquis","STL",7.246071230620146,-11.98091983795166,1.7930600680410862,5.867006756365299,0.8683332204818726,,,0.3360886470603036,-2.825688641026335,4.597589918054068,1.8925828246339678,0.4961904117039272,,,"Jason Marquis",105,150302
"Kevin Millwood","CLE",-1.299552321434021,14.272740364074707,-0.39441734552383423,2.904139995574951,-2.107869863510132,,,-0.06803938855675502,2.5903340043692755,-2.1912074751324124,0.9844542357881191,-4.30177523165333,,,"Kevin Millwood",106,119154
"Horacio Ramirez","ATL",-0.9881262183189392,0.4908844977617264,0.16425716876983643,2.7606759071350098,-5.015000402927399,,,-0.05122479099631619,0.14875287810961405,0.05421028672271829,4.000979575557985,-1.3891967875145148,,,"Horacio Ramirez",110,400141
"Mike Remlinger","- - -",-6.913938283920288,-0.13138455152511597,,-0.4551875554025173,0.23993909358978271,,,-1.5967524905127686,-0.18504866411988163,,-1.6858798348241382,0.14367610394597768,,,"Mike Remlinger",111,121060
"John Smoltz","ATL",15.161102294921875,11.887871742248535,,-1.7918095588684082,0.39141643047332764,3.834031581878662,,0.8380929958497443,1.6307094296637223,,-2.108011245727539,0.1665601831801394,0.9958523589295226,,"John Smoltz",115,122477
"Rick Bauer","BAL",-4.108272552490234,-0.4700239896774292,,,0.1057204082608223,,,-3.1847074050311894,-1.5162064183142876,,,3.5240136086940765,,,"Rick Bauer",125,407400
"Erik Bedard","BAL",4.288372993469238,0.472316175699234,1.6550101041793823,5.214831352233887,-2.0017900466918945,,,0.2949362443926574,1.5743872523307798,2.121807825871003,1.4056149197395922,-0.6762804211796941,,,"Erik Bedard",126,407853
"Sean Douglass","DET",-7.73262482881546,-0.8995348215103149,-0.06818190217018127,0.6998346447944641,-3.484128475189209,,,-1.0968262168532568,-0.3123384796910816,-3.4090951085090637,1.7495866119861603,-2.6196454700670744,,,"Sean Douglass",133,346868
"Travis Driskill","HOU",-0.2084331512451172,,,,0.05733560398221016,0.529236912727356,,-1.7369429270426433,,,,5.733560398221016,8.8206152121226,,"Travis Driskill",134,150344
"Scott Erickson","LAD",-4.711616277694702,0.3547976016998291,,-3.1982381939888,-0.40727686882019043,,,-0.845891611794381,0.4380217304936162,,-3.4389657999879573,-0.3954144357477577,,,"Scott Erickson",137,113884
"Buddy Groom","- - -",-5.399450778961182,2.2820751667022705,,,-2.631766974925995,,,-1.5605349072142145,0.8238538507950435,,,-3.7596671070371355,,,"Buddy Groom",143,115183
"Jason Johnson","DET",1.614274263381958,2.367955207824707,0,7.2383198738098145,-9.533045768737793,,,0.1150587500628623,1.5476831423690895,0,1.4418963892051424,-4.863798861600914,,,"Jason Johnson",147,116595
"Jorge Julio","BAL",-6.466188430786133,4.26419734954834,,0.14387504756450653,1.0429364442825317,-0.8388906717300415,,-0.8869942977758757,1.5394214258297254,,2.8775009512901306,2.979818412235805,-8.388906717300415,,"Jorge Julio",148,406402
"Rodrigo Lopez","BAL",-4.338387966156006,-2.3924217224121094,0.9379978179931641,-2.99137020111084,-7.14403772354126,,,-0.24510666475457663,-0.4823430891959897,1.2675646189096812,-1.3177842295642466,-1.1711537251706983,,,"Rodrigo Lopez",150,150438
"John Parrish","BAL",-3.864933490753174,0.8059754371643066,,0.292868435382843,0.010433543473482132,,,-2.2601950238322654,0.4527951894181498,,14.64342176914215,0.049683540349914915,,,"John Parrish",160,332292
"Sidney Ponson","BAL",-13.186501502990723,1.657422661781311,-0.4754483997821808,-2.0170862674713135,-6.149545669555664,,,-1.1496513952040734,0.4818089133085206,-23.77241998910904,-4.690898296444915,-2.9852163444444972,,,"Sidney Ponson",161,132260
"Matt Riley","TEX",-4.561617374420166,,,0.6148045659065247,-0.13096660375595093,,,-2.715248437154861,,,1.308094821077712,-0.7275922430886163,,,"Matt Riley",164,235494
"B.J. Ryan","BAL",11.764684677124023,3.736241579055786,,,0.6764232516288757,,,1.344535391671317,1.706046383130496,,,8.455290645360947,,,"B.J. Ryan",168,124805
"Rafael Betancourt","CLE",13.073912620544434,-1.5856120586395264,,-0.14612719416618347,1.119804859161377,,,1.5149377312334222,-8.34532662441856,,-0.1378558435530033,3.6122737392302486,,,"Rafael Betancourt",177,429783
"Frank Castillo","FLA",-0.21751776337623596,-0.6021389365196228,,-0.6705179214477539,0.9976599216461182,,,-0.3452662910733904,-20.071297883987427,,-8.381474018096924,5.250841692874307,,,"Frank Castillo",180,112113
"Casey Fossum","TBD",-4.976038306951523,-5.751484513282776,-0.8151929378509521,4.35454648733139,0.14315083622932434,,,-0.37301636483894474,-0.7730489937208032,-3.8818711326235813,0.8063974976539611,0.1376450348358888,,,"Casey Fossum",188,407154
"Dustin Hermanson","CHW",8.983332633972168,6.806981563568115,0.03748217225074768,,-3.2676804065704346,0.48317259550094604,,2.574020812026409,2.466297667959462,3.748217225074768,,-4.6681148665291925,0.42383561008854914,,"Dustin Hermanson",195,115812
"Sun-Woo Kim","- - -",-5.235087633132935,-0.7924064695835114,,-0.8295511864125729,1.7520370781421661,,,-0.6924719091445681,-0.28814780712127686,,-1.3599199777255293,1.3374328840779894,,,"Sun-Woo Kim",197,279615
"Derek Lowe","LAD",8.60667896270752,1.9072922468185425,-1.1084158420562744,2.8072991371154785,-10.3678560256958,,,0.4143803063412383,0.42384272151523167,-2.771039605140686,3.7936474825884843,-2.053040797167485,,,"Derek Lowe",199,117955
"Pedro Martínez","NYM",15.158315658569336,9.613125801086426,-0.17919306457042694,10.631755828857422,15.213846206665039,,,0.9403421624422665,2.605183143925861,-1.378408189003284,2.1876040800118153,2.8651311123662975,,,"Pedro Martinez",200,118377
"Ugueth Urbina","- - -",1.4419566057622433,-0.006277322769165039,0.23553282022476196,0.05733560398221016,7.011235356330872,,,0.15242670251186505,-0.0030179436390216537,11.776641011238098,5.733560398221016,3.291659791704635,,,"Ugueth Urbina",216,123584
"Mark Buehrle","CHW",13.782302856445312,-3.4315032958984375,10.87448787689209,1.130646824836731,3.65226411819458,,,0.829260099665783,-1.243298295615376,1.7567831788194006,0.5139303749257867,0.6232532624905427,,,"Mark Buehrle",225,279824
"Keith Foulke","BOS",-1.2019355297088623,-3.1498396396636963,,-0.2159278243780136,-3.3031954765319824,,,-0.22013471240089053,-5.833036369747586,,-2.3991980486445956,-1.7385239350168329,,,"Keith Foulke",231,114342
"Jon Garland","CHW",23.208602905273438,2.9738123416900635,0.12057924270629883,-2.1792373657226562,2.3413913249969482,,,1.1304726208121498,0.6948159676845943,6.028962135314941,-3.5148989769720265,0.5394910887089742,,,"Jon Garland",232,279782
"Matt Ginter","DET",-0.9984878599643707,-5.708092451095581,,,-1.9348164796829224,,,-0.3767878716846682,-3.85681922371323,,,-19.348164796829224,,,"Matt Ginter",233,215197
"Gary Glover","MIL",-1.4805451929569244,-8.115408182144165,0.1948757767677307,-3.1982935965061188,-0.010619968175888062,,,-0.23463473739412433,-2.8778043199092784,0.4871894419193268,-6.663111659387748,-0.034257961857703426,,,"Gary Glover",234,150474
"Bob Howry","CLE",21.43995475769043,2.2280211448669434,-0.4638732969760895,,-0.41247138381004333,,,2.3928520934922353,1.3183557070218601,-15.462443232536316,,-2.4263022577061375,,,"Bob Howry",237,133982
"Damaso Marte","CHW",-2.8893027305603027,1.6854783296585083,,-0.48007869720458984,,,,-0.5472164262424816,0.5367765381078052,,-2.823992336497587,,,,"Damaso Marte",247,150122
"Antonio Osuna","WSN",-1.5494394302368164,-2.481358528137207,,,-1.773582935333252,-0.7703599333763123,,-3.1621212861975847,-27.570650312635635,,,-25.33689907618931,-5.502570952687945,,"Antonio Osuna",249,120107
"Kelly Wunsch","LAD",-1.2371944189071655,1.3130027055740356,,1.5021708011627197,-1.3000710010528564,,,-1.3023099146391217,0.6565013527870178,,4.694283753633499,-2.4529641529299178,,,"Kelly Wunsch",259,279823
"Antonio Alfonseca","FLA",-2.0037167072296143,-0.867075502872467,,,0.8649520874023438,1.8748397827148438,,-0.607186880978671,-2.9899155271464384,,,3.931600397283381,4.933788901881168,,"Antonio Alfonseca",260,110134
"Joe Borowski","- - -",-3.406772196292877,2.1941215991973877,,0.1492408812046051,4.6684755980968475,,,-1.2167043558188846,0.7362824158380495,,1.492408812046051,4.322662590830414,,,"Joe Borowski",267,111244
"Matt Clement","BOS",-7.3150105476379395,10.69061279296875,1.3495715856552124,0.07296526432037354,-0.04698837548494339,,,-0.5051802864390842,1.1520056888974946,0.20417119298868572,1.8241316080093384,-0.058735469356179244,,,"Matt Clement",271,136725
"Juan Cruz","OAK",-4.272016525268555,-3.5635814666748047,0.031428538262844086,-0.7170937061309814,-0.32475537061691284,0.8614130020141602,,-1.267660689990669,-2.8972207046136624,1.5714269131422043,-3.5854685306549077,-0.4920535918438073,86.14130020141602,,"Juan Cruz",273,407297
"Kyle Farnsworth","- - -",5.466799542307854,10.972609996795654,,,0.2308109849691391,,,0.8098962284900525,2.9496263432246383,,,23.08109849691391,,,"Kyle Farnsworth",278,150035
"Jeff Fassero","SFG",5.044378578662872,-3.113174919039011,2.142736554145813,-2.68689227104187,-1.2497987151145935,0.4604818671941757,,0.6542644070898668,-0.9433863391027306,3.4560267002351828,-4.404741427937492,-1.0079021896085432,1.9186744466423988,,"Jeff Fassero",279,114032
"Tom Gordon","NYY",4.312204837799072,11.253986358642578,2.4231245517730713,-1.7297863960266113,-1.9862041473388672,0.3466528058052063,,0.5688924588125425,4.246787305148143,3.786132112145424,-1.783284944357331,-33.10340245564778,1.3332800223277164,,"Tom Gordon",282,114971
"Jon Lieber","PHI",-0.4549863338470459,5.574163913726807,1.0169587135314941,,-0.4418945610523224,,,-0.025012992514955795,0.5190096753935575,4.622539606961337,,-0.26147607162859315,,,"Jon Lieber",287,117758
"Ron Mahay","TEX",-5.228961944580078,0.38440650701522827,,-2.401724100112915,1.8527944087982178,0.21986538171768188,,-1.4646952225714505,0.32576822628409174,,-26.685823334587944,1.5439953406651814,10.993269085884094,,"Ron Mahay",290,118158
"Will Ohman","CHC",-1.4148110151290894,7.449879169464111,,-0.12181636691093445,0.15151016414165497,,,-0.5318838402740937,1.6592158506601582,,-3.045409172773361,1.3773651285604998,,,"Will Ohman",296,349193
"Mark Prior","CHC",0.33027055859565735,6.782694339752197,,3.1591761112213135,-0.2660861313343048,,,0.017346142783385365,2.88625291053285,,0.6293179504424927,-0.20006476040173296,,,"Mark Prior",301,407578
"Kerry Wood","CHC",-3.3304895162582397,6.311310768127441,,-2.783588260412216,-1.8908777125179768,,,-0.5046196236754908,2.3726732211005417,,-5.3530543469465695,-3.2048774788440286,,,"Kerry Wood",304,134268
"Carlos Zambrano","CHC",28.797260284423828,2.4368419647216797,0.8970737457275391,-3.857536554336548,4.364148139953613,-0.6538953185081482,,1.1257724896178198,0.42379860256029206,2.563067844935826,-5.4331500765303495,3.6067339999616634,-0.4359302123387655,,"Carlos Zambrano",305,407296
"Jose Acevedo","COL",-8.040935754776001,-3.69911789894104,,-3.5447387397289276,-2.420128747820854,,,-1.2128108227414784,-2.1759517052594353,,-3.375941656884693,-7.333723478245013,,,"Jose Acevedo",307,406895
"Carlos Almánzar","TEX",-4.728114604949951,0.6375700235366821,,-0.010962564498186111,-1.5538307428359985,,,-6.852340007173842,1.5550488378943466,,-0.3654188166062037,-9.140180840211757,,,"Carlos Almanzar",308,110179
"Jim Brower","- - -",-13.459405660629272,2.1723491549491882,0.05733560398221016,0.6864967122673988,-0.6648037433624268,,,-2.156956035357255,0.7265381789127721,2.866780199110508,1.961419177906854,-0.4553450297002923,,,"Jim Brower",313,150342
"Elmer Dessens","LAD",3.479478359222412,4.25330924987793,-0.45906582474708557,-1.1223084330558777,-1.81830894947052,-0.36322325095534325,,0.5304082864668311,1.9875276868588456,-7.651097079118093,-1.4206435861466806,-2.635230361551478,-5.188903585076332,,"Elmer Dessens",317,113296
"Craig Dingman","DET",2.973062038421631,-1.087584137916565,,1.4335635900497437,1.66917085647583,,,1.2491857304292566,-0.7768458127975464,,7.5450715265775985,18.546342849731445,,,"Craig Dingman",318,276374
"Seth Etherton","OAK",-1.5999023914337158,0.6602681279182434,,0.9326637983322144,-0.6139934062957764,,,-0.8204627648378029,4.401787519454956,,1.9033955068004376,-1.4618890626089913,,,"Seth Etherton",322,150003
"Danny Graves","- - -",-14.219186782836914,0.5421811789274216,,-3.134568214416504,-0.7174810171127319,,,-3.2612813722103016,1.106492201892697,,-2.411206318781926,-5.124864407948086,,,"Danny Graves",326,115056
"Chris Reitsma","ATL",10.837054252624512,0.5336934328079224,,-1.4285401105880737,1.832035779953003,,,1.6223135108719329,8.894890546798706,,-0.9920417434639401,0.7539241892810712,,,"Chris Reitsma",348,277410
"Gabe White","STL",1.0785820484161377,-1.9866164922714233,,0.3140536844730377,-1.7902437448501587,,,1.4191869058107076,-5.842989683151245,,15.702684223651886,-11.934958299001059,,,"Gabe White",360,124171
"Scott Williamson","CHC",-0.35328543186187744,-1.3854485750198364,,0.7072088718414307,,0.3499860167503357,,-0.3271161406128495,-1.237007656267711,,11.78681453069051,,1.9443667597240872,,"Scott Williamson",361,150182
"Danys Baez","TBD",7.359586238861084,-0.1641697883605957,,-1.9335657358169556,0.3468552529811859,1.0079213380813599,,0.8334752252390809,-2.7361631393432617,,-1.7111201201919959,11.561841766039532,1.2758497950396959,,"Danys Baez",367,276056
"Bartolo Colon","LAA",24.442415237426758,-0.4149196147918701,-0.45508986711502075,0.10626418143510818,-1.3057308197021484,,,1.0378944899119642,-0.13648671539206256,-2.395209826921162,0.6641511339694262,-0.6908628675672743,,,"Bartolo Colon",375,112526
"Ryan Drese","- - -",-7.15162205696106,-2.0323959589004517,0.09074614942073822,-2.832528717815876,-0.893859326839447,0.2416144758462906,,-0.4806197618925443,-0.88365041691324,0.6481867815767016,-2.484674313873575,-0.5729867479740045,4.026907930771509,,"Ryan Drese",379,400181
"Ricardo Rincon","OAK",1.1354022026062012,-1.3730665445327759,0.6660951972007751,,0.8018826842308044,,,0.39561052355616766,-0.6327495596925234,3.027705441821705,,2.7651127042441535,,,"Ricardo Rincon",401,121215
"David Riske","CLE",7.071135520935059,0.3594805896282196,,0.6061381101608276,2.95424485206604,1.0866096019744873,,0.9088863137448661,1.1596148052523214,,10.102301836013794,2.0659054909552728,2.0896338499509373,,"David Riske",402,228594
"CC Sabathia","CLE",6.186784744262695,12.607513427734375,-0.025907065719366074,1.5715528726577759,1.5368536710739136,,,0.3084139952274524,2.7171365145979256,-2.5907065719366074,2.277612858924313,0.3168770455822502,,,"CC Sabathia",404,282332
"Jake Westbrook","CLE",7.469271183013916,-1.1391605138778687,3.8339176177978516,2.1746597290039062,-3.8553435802459717,,,0.3470850921474868,-0.46496347505219127,1.8611250571834232,1.221718948878599,-1.2937394564583797,,,"Jake Westbrook",412,150414
"Bob Wickman","CLE",-4.588493347167969,9.843489646911621,0.045809149742126465,-0.7054734826087952,0.6783931851387024,,,-0.7102930877968993,3.9373958587646487,4.5809149742126465,-6.413395296443593,5.653276542822519,,,"Bob Wickman",413,124233
"Jaret Wright","NYY",-7.088534832000732,-3.1205263137817383,,-2.4536709785461426,0.8212356567382812,,,-0.8665690503668376,-2.7373037840190686,,-16.35780652364095,0.7821291968936013,,,"Jaret Wright",415,124605
"Shawn Chacon","- - -",-1.4293902963399887,6.362591713666916,-0.006984621286392212,2.7067982628941536,-2.1174569725990295,,,-0.09215927120180456,2.186457633562514,-0.027938485145568848,0.6294879681149194,-1.283307256120624,,,"Shawn Chacon",424,276336
"Scott Elarton","CLE",-13.207934379577637,-1.1335755586624146,0.36220407485961914,8.433982849121094,3.017892837524414,,,-0.7755686658589335,-0.8787407431491586,2.2637754678726196,1.5913175187020931,0.8383035659790039,,,"Scott Elarton",426,134003
"Brian Fuentes","COL",3.7971527576446533,4.104742527008057,,-1.1388884782791138,-0.3108421564102173,,,0.43297066791843253,1.6961745979372136,,-1.2796499755945099,-0.3342388778604487,,,"Brian Fuentes",429,150118
"Mike Hampton","ATL",4.486283779144287,-0.635860025882721,-3.253474473953247,0.683453381061554,3.6325137615203857,,,0.7912317070801212,-1.0255806869076143,-1.6349117959564057,1.627269954908462,2.6133192528923637,,,"Mike Hampton",430,115399
"Jason Jennings","COL",-2.288455009460449,-3.8699469566345215,,0.05733560398221016,-0.20527087152004242,,,-0.20109446480320292,-0.7914001956307815,,5.733560398221016,-0.08809908648928859,,,"Jason Jennings",434,407298
"Todd Jones","FLA",12.897331237792969,4.469491958618164,1.6403189897537231,0.5904474258422852,-0.3934823274612427,,,1.9107157389322917,4.138418480202004,2.1583144602022672,0.6150494019190471,-0.8942780169573697,,,"Todd Jones",436,116734
"Kent Mercker","CIN",-8.96015453338623,3.613504648208618,-0.10566407442092896,0.19204196333885193,3.9777145385742188,,,-1.5637267946572826,3.844153881072998,-10.566407442092896,9.602098166942596,2.3261488529673793,,,"Kent Mercker",439,118967
"Dennys Reyes","SDP",-7.622886836528778,-3.961321234703064,,0.39019399881362915,0.8687175214290619,,,-1.728545767920358,-1.7148576773606337,,2.438712492585182,1.1582900285720825,,,"Dennys Reyes",444,121096
"Victor Santos","MIL",-0.005748748779296875,-0.5133342072367668,0.6702591180801392,-8.713527917861938,-4.603236824274063,0.2161741852760315,,-0.00043094068810321405,-3.422228048245112,13.405182361602783,-2.329820298893566,-1.3227692023776043,0.08787568507155752,,"Victor Santos",446,276343
"Justin Speier","TOR",10.045439720153809,2.161224365234375,-0.04764508455991745,1.1461738348007202,0.07002517580986023,0.26911941170692444,,1.888240548901092,0.7276849714593856,-4.764508455991745,3.5817932337522507,0.2500899136066437,1.223270053213293,,"Justin Speier",451,133221
"John Thomson","ATL",-1.6215550899505615,0.4036085903644562,0.9788151383399963,1.2337653636932373,-2.9914464950561523,,,-0.1459545535509056,0.27456366691459605,3.1574681881935365,1.036777616548939,-2.412456850851736,,,"John Thomson",453,123307
"Rick White","PIT",-1.9774906635284424,-0.12757346034049988,,0.8451682329177856,1.335968017578125,,,-0.3019069715310599,-0.08561977204060395,,0.4695379071765476,1.3916333516438804,,,"Rick White",456,124184
"Matt Anderson","COL",-10.025514602661133,-0.16908639669418335,,,0.6755270957946777,,,-5.696315115148371,-0.6763455867767334,,,4.825193541390555,,,"Matt Anderson",459,150183
"Adam Bernero","ATL",-4.903481483459473,-0.9022527933120728,-0.03423404321074486,,1.5429296493530273,1.4085203409194946,,-1.1702819769593014,-1.55560826433116,-3.423404321074486,,0.6171718597412109,11.737669507662456,,"Adam Bernero",460,333293
"Seth Greisinger","ATL",0.8598210215568542,0.27012908458709717,,0.15662634372711182,-2.9818413257598877,,,2.1495525538921356,13.506454229354858,,0.9789146482944489,-27.10764841599898,,,"Seth Greisinger",467,133960
"Brian Moehler","FLA",-0.8667190968990326,3.7214238196611404,-1.5882416367530823,-4.925722807645798,-3.365818113088608,-0.01016291230916977,,-0.05180628194256023,3.025547820862716,-0.9743813722411547,-4.925722807645798,-1.2374331298119883,-0.5081456154584885,,"Brian Moehler",480,119215
"Mark Redman","PIT",-7.13265323638916,0,,1.7908573150634766,13.629278182983398,,,-0.41086712191181796,0,,1.705578395298549,1.9695488703733235,,,"Mark Redman",491,150230
"Fernando Rodney","DET",-3.270923614501953,-0.5952701568603516,,,7.546379089355469,0.9080562591552734,,-0.8986053885994376,-3.9684677124023438,,,3.0801547303491708,22.701406478881836,,"Fernando Rodney",494,407845
"Julio Santana","MIL",1.1817150115966797,0.605140209197998,,0.19807115197181702,0.3655691146850586,1.1723968982696533,,0.27739789004616894,0.2909327928836529,,3.9614230394363403,3.0464092890421552,11.723968982696533,,"Julio Santana",496,121690
"Jamie Walker","DET",2.6028783321380615,-0.14824017882347107,,-0.5820966958999634,1.2340526580810547,,,0.8734491047443159,-0.1001622829888318,,-0.8084676331943936,1.0370190404042476,,,"Jamie Walker",502,123828
"Jeff Weaver","LAD",-12.13074779510498,10.199341773986816,-2.1555933952331543,6.0223212242126465,-1.270224928855896,0.15687137842178345,,-0.7781108271395112,1.6858416155350109,-0.8944370934577404,0.9954249957376275,-0.5498809215826389,1.960892230272293,,"Jeff Weaver",503,213711
"Armando Almanza","ARI",0.19452247023582458,0.25274696946144104,,0.04509090632200241,0.3385954797267914,,,0.48630617558956146,8.424898982048035,,0.4099173302000219,3.762171996964349,,,"Armando Almanza",507,150355
"Josh Beckett","FLA",5.21004581451416,0.7134109735488892,0.34002959728240967,11.347419738769531,3.7878880500793457,0.0825670063495636,,0.2717812109814377,7.9267885949876575,34.00295972824097,2.445564598872744,0.9968126447577226,1.3761167724927268,,"Josh Beckett",510,277417
