Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Justin Miller","TOR",2.1,125.2147572139535,0,,1080.6226155971465,104.70899461212242,0,159.28734371869265,157.36714725837498,98.24608374174734,140.9725459564415,345.5463189511329,406.1093871788194,139.10274549099628,0,45.44393264134955,223.922617760107,"Justin Miller",1313,277405
"Tom Martin","ATL",2.1,0,234.14082792409192,0,377.6594919760974,0,168.44412471789792,193.53952904872455,249.17738327518165,155.44381036173414,62.90133806324163,461.94261467440634,266.33371911660333,243.34800936399452,127.50917739812392,0,212.69865752208864,"Tom Martin",1219,118353
"Jason Anderson","NYY",5.2,51.55891324070634,368.32475940017906,13.998220844657776,0,46.537331078333075,332.45174312840345,76.45792498497248,142.5558328787885,76.41362068802572,76.89411591216239,184.31304538818492,139.31782400488353,205.73915727244332,82.25133036096499,37.86994371631151,186.6021812801536,"Jason Anderson",1661,425427
"Adam Wainwright","STL",2,0,136.58213101454578,0,440.6026806114206,0,131.01209765787,96.76976452436227,109.01509033076258,48.85376897083072,0,326.16297298327584,264.3658243757818,187.7336081817696,175.32511938995407,0,182.7879088765904,"Adam Wainwright",2233,425794
"Frank Castillo","FLA",4.1,126.43548450434554,315.18976433232336,40.114081093742,0,107.49743675784373,267.9792906102291,91.07742543469392,150.9440819591283,105.22350239871234,61.503530563025855,253.41682370557606,110.81695128491663,169.13946993457017,0,86.58894602288137,179.97578708908105,"Frank Castillo",180,112113
"Matt Perisho","- - -",14,97.83694360721614,214.62913612510576,45.58418305651203,62.94326152569292,90.95936997364649,199.54150278614344,94.85355324706136,119.39752055262642,97.75241675833529,117.27368124744002,57.19767073772564,118.44220796690966,148.02195556420529,47.95216899820595,63.49856047219661,179.65380279269226,"Matt Perisho",1423,120419
"David Sanders","CHW",2,73.04183473301009,149.08391481956372,48.99377307878665,420.24151281323094,62.825397018575046,128.23138676347273,127.42987497495413,146.87578899744054,98.24608374174734,54.220209896494396,301.9569641467457,219.26167283016608,160.50848915217674,123.37699603495547,28.402457900843466,174.93954512508355,"David Sanders",1693,425553
"Jonah Bayliss","KCR",11.2,125.21458065167042,102.2289757330236,122.48443269696662,144.0828122449979,130.88624357928003,106.85948854212263,63.714937487477066,69.2414471578671,57.31021551601929,96.74586475873681,103.41079890872425,117.13702089560381,120.26568395554558,77.11062252184716,49.70430132647606,174.93954512508355,"Jonah Bayliss",4560,435058
"Jermaine Van Buren","CHC",6,68.48584808443862,409.7464581710829,16.71420043901163,0,65.69287824860736,393.03629297360993,43.0087842330499,133.2406871378578,45.59685103944201,113.22240862454129,68.9375615086828,150.8062122788966,191.54098433147456,38.961137486367456,75.04375326485678,170.60204818733084,"Jermaine Van Buren",2492,435278
"Jeff Bajenaru","CHW",4.1,101.1348555110689,0,,387.91527105412325,104.70899461212242,0,84.95324998330275,67.78883066408538,52.90173739940243,117.47712158337707,139.36476290685147,167.24761467023924,103.91672776171208,98.70159682796438,45.44393264134955,167.9419633200802,"Jeff Bajenaru",2920,434117
"Sean Burroughs","SDP",1,0,0,,881.2053612228412,0,0,221.18803319854234,290.7069075487002,170.98819139790754,53.22420910914555,695.121514629672,394.95595801454766,201.18344069199603,66.79052127162032,64.32321698767812,167.12037370468525,"Sean Burroughs",1021,284568
