Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Johan Santana","MIN",16,7,0,33,33,231.2,9.246043571463103,1.7482015156127717,0.8546762965217996,0.26158940397350994,0.76331967,0.393739703,0.083969465,,2.87482027011878,,2.7955707245658847,3.1208575096596136,7.058385372161865,"Johan Santana",755,276371
"Dontrelle Willis","FLA",22,10,0,34,34,236.1,6.473907050471061,2.0944993398582845,0.41889986797165685,0.28212290502793297,0.75594781,0.446175637,0.049327354,,2.627644626367666,,2.9861806716951125,3.682519849323344,6.462015151977539,"Dontrelle Willis",1703,425883
"Chris Carpenter","STL",21,5,0,33,33,241.2,7.9324136261530676,1.8993103048535513,0.670344813477724,0.27844311377245506,0.75601375,0.545454545,0.102857142,,2.830344768017057,,2.8958932376548594,2.926369696607042,6.33848762512207,"Chris Carpenter",1292,112020
"Pedro Martínez","NYM",15,8,0,31,31,217,8.626728110599078,1.9493087557603688,0.7880184331797235,0.24778761061946902,0.76881134,0.378091872,0.075098814,,2.8202764976958523,,2.9462984471826514,3.416091245962179,6.106656074523926,"Pedro Martinez",200,118377
"Roy Oswalt","HOU",20,12,0,35,35,241.2,6.852413648883401,1.7875861692739305,0.670344813477724,0.3024193548387097,0.7815924,0.490591397,0.082949308,,2.9420689035966774,,3.1607208182880346,3.4308978293943517,6.050894260406494,"Roy Oswalt",571,400061
"Roger Clemens","HOU",13,8,0,32,32,211.1,7.87854908551596,2.6403786124431865,0.4684542699495976,0.24263431542461006,0.8225324,0.490367775,0.064327485,,1.8738170797983904,,2.86861160407275,3.3079565364864063,5.9800543785095215,"Roger Clemens",815,112388
"Mark Buehrle","CHW",16,8,0,33,33,236.2,5.666197426645947,1.5211268259452209,0.7605634129726104,0.29023746701846964,0.72265625,0.457894736,0.080321285,,3.1183099931877027,,3.4172142817401348,3.769727478929348,5.876025199890137,"Mark Buehrle",225,279824
"Andy Pettitte","HOU",17,9,0,33,33,222.1,6.922038663802315,1.6596700889818417,0.6881558905534465,0.26594090202177295,0.79731028,0.502332814,0.098265895,,2.388305737803138,,3.06950642618181,3.1486969125523863,5.8082427978515625,"Andy Pettitte",840,120485
"Jake Peavy","SDP",13,7,0,30,30,203,9.576353959982438,2.2167486018477867,0.7980294966652032,0.2763915547024952,0.76883385,0.440227703,0.096256684,,2.8817731824021227,,2.887026249965793,3.0048385423948356,5.449214935302734,"Jake Peavy",1051,408241
"John Lackey","LAA",14,5,0,33,33,209,8.56937736479272,3.0574160447250405,0.5598085715693737,0.32608695652173914,0.75423105,0.44592346,0.06632653,,3.4449758250422993,,3.1013708730568257,3.5861984057464062,5.287600994110107,"John Lackey",1507,407793
"John Smoltz","ATL",14,7,0,33,33,229.2,6.622641362767071,2.0769230309269515,0.705370085975191,0.2782608695652174,0.75795645,0.478955007,0.086538461,,3.0566037058924946,,3.2725710734011115,3.502816559545788,5.20387077331543,"John Smoltz",115,122477
"A.J. Burnett","FLA",12,12,0,32,32,209,8.526316411967768,3.4019141239669377,0.5167464492101678,0.29809358752166376,0.68325434,0.584347826,0.09375,,3.4449763280677854,,3.106155574278355,3.2044396138101567,4.951781749725342,"A.J. Burnett",512,150359
"Brandon Webb","ARI",14,12,0,33,33,229,6.759825327510917,2.3187772925764194,0.8253275109170306,0.3018867924528302,0.73676132,0.650217706,0.1875,,3.537117903930131,,3.5091141355089746,2.9915320063262008,4.759274005889893,"Brandon Webb",1692,425630
"Esteban Loaiza","WSN",12,10,0,34,34,217,7.175115207373272,2.28110599078341,0.7465437788018433,0.3161875945537065,0.74102368,0.436641221,0.079646017,,3.774193548387097,,3.3333952213762,3.691486666664001,4.651914119720459,"Esteban Loaiza",1310,117842
"Aaron Harang","CIN",11,13,0,32,32,211.2,6.930708994501501,2.168504041224396,0.9354331158222885,0.30326594090202175,0.74632953,0.392801251,0.088353413,,3.8267718374548165,,3.66727529167087,3.9385892562792755,4.584498405456543,"Aaron Harang",1451,421685
"John Patterson","WSN",9,7,0,31,31,198.1,8.394957552615507,2.949579680648692,0.8621848297280792,0.281767955801105,0.79387187,0.302367941,0.074803149,,3.1310922763809192,,3.458686605762876,3.9796492684464027,4.291139125823975,"John Patterson",71,279568
"Josh Beckett","FLA",15,8,0,29,29,178.2,8.361940774601084,2.92164195739074,0.705223920749489,0.2871900826446281,0.72076613,0.426501035,0.081871345,,3.375000192158269,,3.271896852058621,3.5732861984094777,4.2179179191589355,"Josh Beckett",510,277417
"Carlos Zambrano","CHC",14,6,0,33,33,223.1,8.140298692852388,3.465671720719334,0.8462686759896048,0.2516891891891892,0.75021313,0.5,0.12,,3.264179178817047,,3.6961505844598896,3.55450197407777,4.186727523803711,"Carlos Zambrano",305,407296
"Randy Johnson","NYY",17,8,0,34,34,225.2,8.4150668490509,1.8744461701677362,1.2762186690503736,0.28317152103559873,0.74141049,0.44859813,0.130612244,,3.7887741737432967,,3.7777860008253197,3.4317499534506233,4.07828426361084,"Randy Johnson",60,116615
"Bartolo Colon","LAA",21,8,0,33,33,222.2,6.345808238279417,1.7380239123949996,1.0508981795876742,0.2791728212703102,0.74799644,0.412191582,0.095588235,,3.4760478247899993,,3.7475760596373577,3.914419151051733,4.054327011108398,"Bartolo Colon",375,112526
"Freddy Garcia","CHW",14,8,0,33,33,228,5.763158280433406,2.368421211137016,1.0263158581593737,0.2810734463276836,0.73926868,0.4875,0.117647058,,3.868421311523793,,4.050732989441843,3.9051614737545606,3.9860098361968994,"Freddy Garcia",1077,150119
"Cliff Lee","CLE",18,5,0,32,32,202,6.3712866474350545,2.3168315081582014,0.9801979457592391,0.27697262479871176,0.72026022,0.356466876,0.07913669,,3.7871284267970604,,3.7923083354627276,4.274614102246375,3.8380093574523926,"Cliff Lee",1636,424324
