Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Eric Gagne","LAD",0.375,0.66666667,0.51612903,0.23809524,0.68571429,0.51785714,0.48387097,0.62264151,0.24884793,0.15668203,0.40552995,"Eric Gagne",650,150378
"Andrew Good","DET",0.29411765,0.65909091,0.5,0.1,0.79310345,0.61538462,0.56410256,0.75,0.19230769,0.19230769,0.38461538,"Andrew Good",1690,425627
"Brad Lidge","HOU",0.30956848,0.68666667,0.50926743,0.26666667,0.72815534,0.59618718,0.52956752,0.62199313,0.20474517,0.16080844,0.3655536,"Brad Lidge",563,400058
"Rudy Seanez","SDP",0.31237721,0.63539446,0.46728016,0.30188679,0.74161074,0.58862144,0.4795501,0.62096774,0.18932528,0.16918429,0.35850957,"Rudy Seanez",1279,121955
"Greg Jones","LAA",0.31818182,0.71428571,0.51162791,0.28571429,0.73333333,0.59090909,0.48837209,0.54166667,0.20930233,0.13953488,0.34883721,"Greg Jones",1782,429983
"Aquilino Lopez","- - -",0.1637931,0.67261905,0.46478873,0.36842105,0.71681416,0.66666667,0.5915493,0.61111111,0.15277778,0.19097222,0.34375,"Aquilino Lopez",1671,425658
"Francisco Liriano","MIN",0.31,0.68902439,0.48076923,0.27419355,0.79646018,0.61142857,0.45054945,0.5483871,0.18681319,0.15659341,0.34340659,"Francisco Liriano",3201,434538
"Kyle Farnsworth","- - -",0.23234201,0.61805556,0.43177738,0.376,0.81179775,0.6985447,0.51705566,0.566787,0.13016158,0.20915619,0.33931777,"Kyle Farnsworth",278,150035
"Scott Williamson","CHC",0.3046875,0.68067227,0.48582996,0.15384615,0.81481481,0.6,0.48178138,0.63076923,0.19354839,0.14516129,0.33870968,"Scott Williamson",361,150182
"Michael Wuertz","CHC",0.27571429,0.62562396,0.43735588,0.25906736,0.77393617,0.59929701,0.46195234,0.53918495,0.17168675,0.1626506,0.33433735,"Michael Wuertz",1856,430900
"Scott Sauerbeck","CLE",0.15267176,0.55228758,0.36795775,0.3,0.85798817,0.75119617,0.53873239,0.55414013,0.09043478,0.24173913,0.33217391,"Scott Sauerbeck",1007,150261
"B.J. Ryan","BAL",0.24916388,0.65203762,0.45711974,0.53020134,0.77884615,0.71327434,0.51618123,0.62413793,0.13032985,0.19871279,0.32904264,"B.J. Ryan",168,124805
"Francisco Rodríguez","LAA",0.24014337,0.57777778,0.40619308,0.26865672,0.875,0.69282511,0.49180328,0.56272401,0.12364621,0.20487365,0.32851986,"Francisco Rodriguez",1642,408061
"Justin Duchscherer","OAK",0.2519685,0.55539359,0.40953823,0.56875,0.87664042,0.78558226,0.51930356,0.65680473,0.08689139,0.24044944,0.32734082,"Justin Duchscherer",910,407113
"Billy Wagner","PHI",0.24063116,0.70735294,0.50800337,0.29508197,0.78586279,0.68656716,0.57287279,0.63299663,0.158159,0.16401674,0.32217573,"Billy Wagner",578,123790
"Randy Flores","STL",0.21452145,0.66939891,0.46337818,0.23076923,0.81632653,0.69354839,0.5470852,0.62643678,0.14200299,0.1793722,0.32137519,"Randy Flores",1446,420864
"Aaron Rakers","BAL",0.24705882,0.63809524,0.46315789,0.23809524,0.88059701,0.72727273,0.55263158,0.6,0.12631579,0.19473684,0.32105263,"Aaron Rakers",2638,433258
"Yorman Bazardo","FLA",0.13043478,0.625,0.38297872,0,0.8,0.66666667,0.5106383,0.33333333,0.12765957,0.19148936,0.31914894,"Yorman Bazardo",3143,434590
"Joe Nathan","MIN",0.30677966,0.67088608,0.48293963,0.4198895,0.79784367,0.67391304,0.48381452,0.63768116,0.15693112,0.16216216,0.31909329,"Joe Nathan",1122,150274
"Fernando Cabrera","CLE",0.29716981,0.65581395,0.47775176,0.38095238,0.86524823,0.71568627,0.50351288,0.66129032,0.13457077,0.18329466,0.31786543,"Fernando Cabrera",2105,425507
"Pedro Martínez","NYM",0.23125997,0.64679415,0.47493404,0.46896552,0.83130435,0.75833333,0.58641161,0.63226572,0.11432326,0.20335085,0.31767411,"Pedro Martinez",200,118377
"Brian Fuentes","COL",0.21217105,0.65406162,0.45083207,0.34108527,0.80085653,0.70134228,0.54009077,0.60124611,0.13303438,0.1838565,0.31689088,"Brian Fuentes",429,150118
