Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Randy Johnson","ARI",16,14,2.6010855893878326,35,35,26,4,2,0,0,0,245.2,964,177,88,71,18,44,1,10,3,1,290,"Randy Johnson",60,116615
"Johan Santana","MIN",20,6,2.605263332250718,34,34,25,1,1,0,0,0,228,881,156,70,66,24,54,0,9,7,0,265,"Johan Santana",755,276371
"Ben Sheets","MIL",12,14,2.6962025316455698,34,34,24,5,0,0,0,0,237,937,201,85,71,25,32,1,4,8,1,264,"Ben Sheets",710,282656
"Jason Schmidt","SFG",18,7,3.2,32,32,22,4,3,0,0,0,225,907,165,84,80,18,77,3,3,7,1,251,"Jason Schmidt",1131,121834
"Oliver Pérez","PIT",12,10,2.9846938775510203,30,30,21,2,1,0,0,0,196,805,145,71,65,22,81,2,9,2,1,239,"Oliver Perez",1514,424144
"Pedro Martínez","BOS",16,9,3.8986175115207375,33,33,22,1,1,0,0,0,217,903,193,99,94,26,61,0,16,2,0,227,"Pedro Martinez",200,118377
"Roger Clemens","HOU",18,4,2.9813373390619047,33,33,23,0,0,0,0,0,214.1,878,169,76,71,15,79,5,6,5,0,218,"Roger Clemens",815,112388
"Roy Oswalt","HOU",20,10,3.493670661142685,36,35,22,2,2,0,0,0,237,983,233,100,92,17,62,5,11,5,1,206,"Roy Oswalt",571,400061
"Curt Schilling","BOS",21,6,3.255882499061248,32,32,22,3,0,0,0,0,226.2,910,206,84,82,23,35,0,5,3,0,203,"Curt Schilling",73,121811
"Kelvim Escobar","ANA",11,12,3.9311998080468844,33,33,19,0,0,0,0,0,208.1,878,192,91,91,21,76,2,7,9,0,191,"Kelvim Escobar",1298,113898
"Matt Clement","CHC",9,13,3.679558011049724,30,30,18,0,0,0,0,0,181,775,155,79,74,23,77,4,12,14,1,190,"Matt Clement",271,136725
"Carlos Zambrano","CHC",16,8,2.747217739397113,31,31,22,1,1,0,0,0,209.2,887,174,73,64,14,81,4,20,6,2,188,"Carlos Zambrano",305,407296
"Livan Hernandez","MON",11,15,3.6000002154182114,35,35,20,9,2,0,0,0,255,1053,234,105,102,26,83,9,10,1,0,186,"Livan Hernandez",1116,115817
"Freddy Garcia","- - -",13,11,3.8142857142857145,31,31,18,1,0,0,0,0,210,878,192,92,89,22,64,3,7,8,0,184,"Freddy Garcia",1077,150119
"Jake Peavy","SDP",15,6,2.2725451596719184,27,27,16,0,0,0,0,0,166.1,694,146,49,42,13,53,4,11,1,1,173,"Jake Peavy",1051,408241
"Ted Lilly","TOR",12,10,4.059121412374063,32,32,15,2,1,0,0,0,197.1,845,171,92,89,26,89,2,6,6,4,168,"Ted Lilly",833,150404
"Jeremy Bonderman","DET",11,13,4.891304300291665,33,32,13,2,2,0,0,0,184,793,168,101,100,24,73,5,10,7,0,168,"Jeremy Bonderman",1667,425827
"Rich Harden","OAK",11,7,3.9859404598264487,31,31,18,0,0,0,0,0,189.2,803,171,90,84,16,81,6,3,4,1,167,"Rich Harden",1772,425848
"Doug Davis","MIL",12,12,3.385852422276578,34,34,24,0,0,0,0,0,207.1,880,192,84,78,14,79,3,7,4,1,166,"Doug Davis",1244,150277
"Mark Buehrle","CHW",16,10,3.8885867952849846,35,35,23,4,1,0,0,0,245.1,1016,257,119,106,33,51,2,8,0,0,165,"Mark Buehrle",225,279824
"Brandon Webb","ARI",7,16,3.5913464173057568,35,35,20,1,0,0,0,0,208,933,194,111,83,17,119,11,11,17,1,164,"Brandon Webb",1692,425630
"Barry Zito","OAK",11,11,4.478872918581328,34,34,16,0,0,0,0,0,213,926,216,116,106,28,81,2,9,4,1,163,"Barry Zito",944,217096
"Eric Milton","PHI",14,6,4.746268656716418,34,34,18,0,0,0,0,0,201,862,196,110,106,43,75,6,1,3,0,161,"Eric Milton",743,132980
"Cliff Lee","CLE",14,8,5.430167597765363,33,33,16,0,0,0,0,0,179,802,188,113,108,30,81,1,11,6,0,161,"Cliff Lee",1636,424324
"Jaret Wright","ATL",15,8,3.28443658339271,32,32,22,0,0,0,0,0,186.1,781,168,79,68,11,70,5,3,3,0,159,"Jaret Wright",415,124605
"Bartolo Colon","ANA",18,12,5.011199755312512,34,34,18,0,0,0,0,0,208.1,897,215,122,116,38,71,1,3,1,0,158,"Bartolo Colon",375,112526
"Brad Lidge","HOU",6,5,1.9014089614999694,80,0,0,0,0,29,17,4,94.2,369,57,21,20,8,30,5,6,3,1,157,"Brad Lidge",563,400058
"Nate Robertson","DET",12,10,4.896609662940109,34,32,17,1,0,1,0,0,196.2,852,210,116,107,30,66,1,4,5,1,155,"Nate Robertson",1620,425146
"Jeff Weaver","LAD",13,13,4.009090909090909,34,34,25,0,0,0,0,0,220,935,219,103,98,19,67,9,14,9,0,153,"Jeff Weaver",503,213711
"Adam Eaton","SDP",11,14,4.605350935544888,33,33,18,0,0,0,0,0,199.1,848,204,113,102,28,52,3,10,5,0,153,"Adam Eaton",1029,284566
"Josh Beckett","FLA",9,9,3.791489238609501,26,26,13,1,1,0,0,0,156.2,654,137,72,66,16,54,3,6,5,0,152,"Josh Beckett",510,277417
"Chris Carpenter","STL",15,5,3.461538751752141,28,28,18,1,0,0,0,0,182,746,169,75,70,24,38,2,8,4,0,152,"Chris Carpenter",1292,112020
"Greg Maddux","CHC",16,11,4.0203760793948735,33,33,20,2,1,0,0,0,212.2,872,218,103,95,35,33,4,9,2,0,151,"Greg Maddux",104,118120
"Javier Vazquez","NYY",14,10,4.909090909090909,32,32,16,0,0,0,0,0,198,849,195,114,108,33,60,3,11,12,2,150,"Javier Vazquez",801,134320
"Jose Contreras","- - -",13,9,5.495107550050208,31,31,13,0,0,0,0,0,170.1,758,166,114,104,31,84,1,8,17,0,150,"Jose Contreras",1660,425747
"Kerry Wood","CHC",8,9,3.719715099188475,22,22,12,0,0,0,0,0,140.1,595,127,62,58,16,51,0,11,7,0,144,"Kerry Wood",304,134268
"John Lackey","ANA",14,13,4.67394934010485,33,32,15,1,1,0,0,0,198.1,855,215,108,103,22,60,4,8,11,1,144,"John Lackey",1507,407793
"Brad Radke","MIN",11,8,3.4825489946010286,34,34,24,1,1,0,0,0,219.2,901,229,92,85,23,26,1,6,2,0,143,"Brad Radke",748,120878
"Russ Ortiz","ATL",15,9,4.133550694048789,34,34,20,2,1,0,0,0,204.2,896,197,98,94,23,112,7,3,4,1,143,"Russ Ortiz",1124,133460
"Bronson Arroyo","BOS",10,9,4.029850868160093,32,29,16,0,0,0,0,0,178.2,764,171,99,80,17,47,3,20,5,0,142,"Bronson Arroyo",978,276520
"Mark Mulder","OAK",17,8,4.426883208938143,33,33,18,5,1,0,0,0,225.2,952,223,119,111,25,83,1,12,10,0,140,"Mark Mulder",932,150426
"Mark Prior","CHC",6,4,4.019662749058466,21,21,11,0,0,0,0,0,118.2,510,112,53,53,14,48,2,3,2,1,139,"Mark Prior",301,407578
"CC Sabathia","CLE",11,10,4.117020942442797,30,30,18,1,1,0,0,0,188,787,176,90,86,20,72,3,7,1,1,139,"CC Sabathia",404,282332
"Carl Pavano","FLA",18,8,2.995502111820885,31,31,23,2,2,0,0,0,222.1,909,212,80,74,16,49,13,11,2,3,139,"Carl Pavano",790,134321
"Dontrelle Willis","FLA",10,11,4.020304568527918,32,32,18,2,0,0,0,0,197,848,210,99,88,20,61,8,8,2,0,139,"Dontrelle Willis",1703,425883
"Jason Marquis","STL",15,7,3.7102649943942896,32,32,19,0,0,0,0,0,201.1,874,215,90,83,26,70,1,10,6,0,138,"Jason Marquis",105,150302
"Kris Benson","- - -",12,12,4.312812089531264,31,31,17,1,1,0,0,0,200.1,854,202,106,96,15,61,8,10,5,0,134,"Kris Benson",982,150249
"Jason Jennings","COL",11,12,5.507462268471617,33,33,17,0,0,0,0,0,201,925,241,125,123,27,101,14,7,6,1,133,"Jason Jennings",434,407298
"John Thomson","ATL",14,8,3.7210082125106574,33,33,20,0,0,0,0,0,198.1,834,210,93,82,20,52,5,6,3,0,133,"John Thomson",453,123307
"Mike Mussina","NYY",12,9,4.591093401030469,27,27,12,1,0,0,0,0,164.2,697,178,91,84,22,40,1,2,5,0,132,"Mike Mussina",837,119608
"Matt Morris","STL",15,10,4.7227722772277225,32,32,16,3,2,0,0,0,202,850,205,116,106,35,56,3,6,3,1,131,"Matt Morris",1172,119403
"Woody Williams","STL",11,8,4.175747148389613,31,31,18,0,0,0,0,0,189.2,817,193,93,88,20,58,3,9,12,1,131,"Woody Williams",1190,124315
"Odalis Perez","LAD",7,6,3.254668761757881,31,31,21,0,0,0,0,0,196.1,787,180,76,71,26,44,4,3,2,2,128,"Odalis Perez",668,136602
"Cory Lidle","- - -",12,12,4.897476458563975,34,34,17,5,3,0,0,0,211.1,911,224,123,115,27,61,5,10,8,0,126,"Cory Lidle",926,117756
"Kenny Rogers","TEX",18,9,4.762204266674202,35,35,14,2,1,0,0,0,211.2,935,248,117,112,24,66,0,9,2,1,126,"Kenny Rogers",1277,121386
"Kevin Millwood","PHI",9,6,4.851063829787234,25,25,13,0,0,0,0,0,141,628,155,81,76,14,51,5,7,4,0,125,"Kevin Millwood",106,119154
"Jason Johnson","DET",8,15,5.125423596258038,33,33,15,2,1,0,0,0,196.2,859,222,121,112,22,60,3,5,7,1,125,"Jason Johnson",147,116595
"Jamie Moyer","SEA",7,13,5.212871680901531,34,33,11,1,0,0,0,0,202,888,217,127,117,44,63,3,11,1,0,125,"Jamie Moyer",1091,119469
"Aaron Harang","CIN",10,9,4.863354498191928,28,28,12,1,1,0,0,0,161,711,177,90,87,26,53,5,5,7,0,125,"Aaron Harang",1451,421685
"Victor Zambrano","- - -",11,7,4.373239436619718,26,25,12,0,0,0,1,0,142,650,119,77,69,13,102,2,16,6,0,123,"Victor Zambrano",1237,406913
"Francisco Rodríguez","ANA",4,1,1.821428902295231,69,0,0,0,0,12,27,7,84,335,51,21,17,2,33,1,1,5,0,123,"Francisco Rodriguez",1642,408061
"B.J. Ryan","BAL",4,6,2.2758624681253488,76,0,0,0,0,3,21,4,87,361,64,24,22,4,35,9,1,0,0,122,"B.J. Ryan",168,124805
"Octavio Dotel","- - -",6,6,3.691406965081253,77,0,0,0,0,36,0,9,85.1,356,68,38,35,13,33,7,4,4,1,122,"Octavio Dotel",555,136734
"Erik Bedard","BAL",6,10,4.58737830098137,27,26,7,0,0,0,0,0,137.1,633,149,83,70,13,71,1,7,7,2,121,"Erik Bedard",126,407853
"Rodrigo Lopez","BAL",14,9,3.5859379942704206,37,23,13,1,1,0,4,1,170.2,714,164,71,68,21,54,2,2,4,1,121,"Rodrigo Lopez",150,150438
"Brian Lawrence","SDP",15,14,4.123153019282375,34,34,16,2,1,0,0,0,203,870,226,101,93,26,55,7,7,2,0,121,"Brian Lawrence",1045,400147
"Darrell May","KCR",9,19,5.612903686269426,31,31,11,3,1,0,0,0,186,832,234,130,116,38,55,4,2,2,0,120,"Darrell May",613,118469
"Casey Fossum","ARI",4,15,6.654929577464789,27,27,10,0,0,0,0,0,142,652,171,111,105,31,63,5,10,4,2,117,"Casey Fossum",188,407154
"Jose Acevedo","CIN",5,12,5.9365754358771765,39,27,9,0,0,0,2,0,157.2,704,188,108,104,30,45,8,5,3,1,117,"Jose Acevedo",307,406895
"Shawn Estes","COL",15,8,5.8366341042572705,34,34,14,1,0,0,0,0,202,904,223,133,131,30,105,5,11,4,2,117,"Shawn Estes",873,113915
"Al Leiter","NYM",10,8,3.2130517293142447,30,30,16,0,0,0,0,0,173.2,750,138,65,62,16,97,8,11,1,1,117,"Al Leiter",883,117652
"Steve Trachsel","NYM",12,13,3.9967101250989687,33,33,21,0,0,0,0,0,202.2,881,203,104,90,25,83,9,5,4,2,117,"Steve Trachsel",898,123431
"Joe Kennedy","COL",9,7,3.659137691650945,27,27,13,1,0,0,0,0,162.1,705,163,68,66,17,67,12,8,5,0,117,"Joe Kennedy",1217,406773
"Paul Wilson","CIN",11,6,4.361161403727691,29,29,16,1,0,0,0,0,183.2,798,192,93,89,26,63,5,8,7,0,117,"Paul Wilson",1234,124417
"Esteban Loaiza","- - -",10,7,5.7049184490102665,31,27,8,2,1,0,0,0,183,818,217,124,116,32,71,5,3,4,0,117,"Esteban Loaiza",1310,117842
"Tim Wakefield","BOS",12,10,4.8743364148256125,32,30,14,0,0,0,1,0,188.1,831,197,121,102,29,63,3,16,9,0,116,"Tim Wakefield",219,123801
"Jake Westbrook","CLE",14,9,3.3802163633778948,33,30,17,5,1,0,0,0,215.2,895,208,95,81,19,61,3,5,4,1,116,"Jake Westbrook",412,150414
"Brett Myers","PHI",11,11,5.522726793919754,32,31,11,1,1,0,0,0,176,778,196,113,108,31,62,4,6,5,0,116,"Brett Myers",962,408206
"Kip Wells","PIT",5,7,4.5542170349200894,24,24,11,0,0,0,0,0,138.1,621,145,71,70,14,66,4,6,3,0,116,"Kip Wells",1012,150337
"Sidney Ponson","BAL",11,15,5.299844940530349,33,33,14,5,2,0,0,0,215.2,954,265,136,127,23,69,3,8,8,2,115,"Sidney Ponson",161,132260
"Victor Santos","MIL",11,12,4.967531975334269,31,28,12,0,0,0,0,0,154,684,169,95,85,18,57,5,7,2,1,115,"Victor Santos",446,276343
"Eric Gagne","LAD",7,3,2.1862353580454115,70,0,0,0,0,45,0,2,82.1,326,53,24,20,5,22,3,5,2,0,114,"Eric Gagne",650,150378
"Jon Garland","CHW",12,11,4.894009453852789,34,33,16,1,0,0,0,0,217,923,223,125,118,34,76,2,4,3,0,113,"Jon Garland",232,279782
"A.J. Burnett","FLA",7,6,3.675,20,19,13,1,0,0,0,0,120,490,102,50,49,9,38,0,4,7,0,113,"A.J. Burnett",512,150359
"Brad Penny","- - -",9,10,3.1468529369879144,24,24,14,0,0,0,0,0,143,590,130,55,50,12,45,6,3,5,0,111,"Brad Penny",535,207267
"Kyle Lohse","MIN",9,13,5.335051546391752,35,34,10,1,1,0,0,0,194,883,240,128,115,28,76,5,7,6,0,111,"Kyle Lohse",739,346798
