Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Andy Pratt","CHC",5.400002059937309,37.800014419561165,0.14285714,0,0.07692308,0.53846154,-0.46153846,0,4.2000016021734625,0,0.5,495.2908205966047,368.4412373710047,394.7230672669496,21.600008239749236,16.249274425508514,5.350733814240723,17.124000638918876,16.407938273897905,"Andy Pratt",1640,407892
"Jason Anderson","CLE",9,36,0.25,9,0.125,0.5,-0.375,0.25,5,0,0,998.3434614717806,580.8626049369283,378.08905762287606,45,26.0492693901062,18.9507306098938,17.42289878875017,14.770282302975653,"Jason Anderson",1661,425427
"Jared Fernandez","HOU",0,45.000046938706724,0,0,0,0.35714286,-0.35714286,0.6666666666666666,11.000011473906088,0.6666666666666666,0.45454545,1235.54038632955,413.15642310198166,483.7568835742912,54.00005632644807,18.049285036341775,35.95077129010629,20.965041010141572,11.993232019655773,"Jared Fernandez",324,220594
"Bobby Jones","BOS",8.10000772476933,21.60002059938488,0.375,2.70000257492311,0.15,0.4,-0.25,0.25,3.3000031471282454,0.25,0.9375,114.09576916942599,276.3539799797212,212.85947914935414,5.40000514984622,12.349278259285803,-6.949273109439583,9.761364610852214,10.856411677975656,"Bobby Jones",1454,116718
"Dave Maurer","TOR",6.750001609325793,33.75000804662896,0.2,6.750001609325793,0.06666667,0.33333333,-0.26666667,0.6,8.250001966953747,0.625,0.3125,1134.1517457891218,477.2548418047081,325.53647663825365,54.00001287460634,22.5492740392696,31.45073883533674,14.986086935387263,10.324860013329255,"Dave Maurer",394,276531
"Robin Ventura","LAD",0,0,0,0,0,0,0,0.25,1,0.25,1,0,68.49432020289188,169.85531357765765,0,3.0492693901062013,-3.0492693901062013,7.422898788750172,10.208766677975655,"Robin Ventura",854,123697
"Frank Castillo","BOS",0,9.000009655962813,0,0,0,0.25,-0.25,0.3333333333333333,2.000002145769514,0.3333333333333333,1,0,136.60187987231654,164.24482630151994,0,6.0492726087604725,-6.0492726087604725,7.507150639108567,9.459266677975654,"Frank Castillo",180,112113
"Marc Kroon","COL",4.500002861024768,15.000009536749227,0.3,1.5000009536749228,0.09375,0.3125,-0.21875,0.3181818181818182,2.8333351347192983,0.3333333333333333,0.83333333,123.68328611960058,199.64521111876286,194.98781776033172,6.000003814699691,9.215939977436438,-3.215936162736747,8.50714932634747,9.351715896725654,"Marc Kroon",1964,117327
"Phil Seibel","BOS",2.4545431669114683,12.27271583455734,0.2,0,0.05555556,0.27777778,-0.22222222,0,1.3636350927285934,0,1,0,166.8510634445449,205.0859400926925,0,7.4129016868377,-7.4129016868377,9.400913197031159,9.117035188065914,"Phil Seibel",1905,420672
"Sam Narron","TEX",3.374995674943506,13.499982699774025,0.25,10.124987024830519,0.05882353,0.23529412,-0.17647059,0.38461538461538464,3.374995674943506,0.2222222222222222,1,272.4832920820196,450.43025659673157,219.72004674862302,13.499982699774025,21.4242458425764,-7.924263142802376,10.079482429872133,9.007530908204801,"Sam Narron",4516,433897
"Todd Zeile","NYM",0,18,0,0,0,0.22222222,-0.22222222,0.5714285714285714,6,0.5714285714285714,0.16666667,1070.0550366137495,211.00781988316592,275.13996389846807,45,9.0492693901062,35.950730609893796,11.965022322535514,8.887544451335653,"Todd Zeile",457,124755
"Tim Laker","CLE",0,9,0,0,0,0.25,-0.25,0.3333333333333333,2,0.3333333333333333,1,0,136.7439366212959,164.24472315533814,0,6.049269390106201,-6.049269390106201,7.507145856320858,8.861391677975654,"Tim Laker",1681,117420
