Name,Team,IP,K/9+,BB/9+,K/BB+,HR/9+,K%+,BB%+,AVG+,WHIP+,BABIP+,LOB%+,ERA-,FIP-,xFIP-,LD%+,GB%+,FB%+,NameASCII,PlayerId,MLBAMID
"Jason Anderson","CLE",1,139.5932364645866,1077.0211763719035,12.961047982685244,781.4742783360934,76.07721767653184,586.9680735917011,94.38796854412497,353.10939367917695,0,0,998.3434614717806,580.8626049369283,378.08905762287606,0,0,272.23070041913934,"Jason Anderson",1661,425427
"Robin Ventura","LAD",1,0,0,,0,0,0,96.9267503872225,72.16661192335202,85.84174377503152,138.4369426895599,0,68.49432020289188,169.85531357765765,123.33460364060656,0,213.12338029628978,"Robin Ventura",854,123697
"Aaron Myette","CIN",4.1,185.00437614528752,491.0489013844889,37.67534518109413,0,133.56053758499908,354.5038147159545,72.69506279041687,183.19218216740737,103.01009253003784,95.84096028094551,189.73078689401677,159.87489879272246,219.34953901089366,98.66768291248525,22.45220503388899,198.9151549432038,"Aaron Myette",1263,150329
"Ryan Snare","TEX",3.1,0,161.55334208025408,0,703.3275715538332,0,138.11013399598224,125.85062472549997,148.30609738864908,56.357760112051636,101.50610684924595,217.9871364958452,348.454963499186,201.24699619624445,33.95426434857537,61.11694620308786,181.48713343127244,"Ryan Snare",1912,424425
"James Baldwin","NYM",6,22.269043643100147,221.65400172561215,10.046758714958434,404.6503221767593,16.076730979412737,160.01908236742804,168.00636733785234,216.49983577005605,132.0642211923562,84.18462729625271,356.6850122045832,285.6313890528934,226.03543798379465,109.6307586820195,33.2625259428693,178.9183931562385,"James Baldwin",1064,110503
"Andy Ashby","SDP",2,133.61426185860086,0,,0,165.360665719228,0,55.38671450698428,36.08330596167601,68.67339502002523,138.4369426895599,0,23.102178832356586,72.80658333126091,98.66768291248525,44.90441006777798,170.49870423703183,"Andy Ashby",637,110351
"Adam Bernero","COL",32.1,86.78041052841066,139.8477014382891,62.05350968935289,175.20944541142123,82.68033295607438,133.24037906032362,107.36501581353876,118.29374330754897,97.62394390101625,105.7504423092299,114.75763324342444,132.36113144830188,141.8176110114939,72.41664785980416,59.73522429085886,166.84888482292152,"Adam Bernero",460,333293
"Armando Almanza","ATL",11.2,148.88452000880667,159.59094212155378,93.29133091743779,208.10595936274248,139.33167196081772,149.35114377336032,75.85571769434804,98.97139124947233,68.67339502002523,97.33847532859681,143.8129231015264,144.0402068648227,119.53698990114457,74.7482443765266,61.23328629277211,163.60986748692613,"Armando Almanza",507,150355
"Merkin Valdez","SFG",1.2,160.33746209993308,478.77368247904616,33.48919568303892,485.5814401340079,96.46038819152572,288.0343501047903,172.31422291061776,303.10042768751543,171.68348755006303,49.44176522649469,634.2142709888734,331.51506064160554,219.11866483824267,211.43074881627498,0,162.37971819919792,"Merkin Valdez",7019,429723
"Frank Brooks","PIT",17.1,138.75331264561495,138.1075339089147,100.46758714958438,233.45217745192906,142.70851980957517,142.04433695906528,78.75298468961827,91.5961112420572,66.99843416587828,110.7495540907357,108.01860689758801,144.6493757773241,107.13024736791178,85.79798509839252,58.5709696438616,160.61472138271114,"Frank Brooks",1877,425905
