Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Brad Lidge","HOU",0.35110533,0.69710145,0.51473612,0.36666667,0.58627859,0.50732357,0.47292666,0.62330623,0.25084746,0.15525424,0.40610169,"Brad Lidge",563,400058
"Travis Hughes","TEX",0.15789474,0.57894737,0.36842105,0.33333333,0.63636364,0.57142857,0.5,0.7,0.15789474,0.21052632,0.36842105,"Travis Hughes",2045,407889
"Eric Gagne","LAD",0.27272727,0.73799726,0.54256165,0.23611111,0.69888476,0.60117302,0.57995227,0.64723926,0.214342,0.1465721,0.36091411,"Eric Gagne",650,150378
"Francisco Rodríguez","ANA",0.20155039,0.57730496,0.39777778,0.30769231,0.77149877,0.65921788,0.52222222,0.56716418,0.13505535,0.22435424,0.35940959,"Francisco Rodriguez",1642,408061
"Chad Fox","FLA",0.32638889,0.50666667,0.38812785,0.46808511,0.76315789,0.6,0.34246575,0.55102041,0.15525114,0.19634703,0.35159817,"Chad Fox",684,114354
"Kiko Calero","STL",0.16438356,0.6325,0.4349711,0.25,0.77470356,0.6910299,0.57803468,0.58928571,0.13362069,0.20545977,0.33908046,"Kiko Calero",1676,425606
"Jorge Vasquez","KCR",0.18518519,0.68571429,0.46774194,0,0.79166667,0.65517241,0.56451613,0.35294118,0.16129032,0.17741935,0.33870968,"Jorge Vasquez",2221,430655
"Todd Ritchie","TBD",0.14473684,0.5505618,0.36363636,0.27272727,0.85714286,0.75,0.53939394,0.57142857,0.09090909,0.24242424,0.33333333,"Todd Ritchie",253,121234
"Jesse Foppert","SFG",0.27272727,0.71428571,0.44444444,0,0.8,0.5,0.38888889,0.5,0.22222222,0.11111111,0.33333333,"Jesse Foppert",1688,425817
"B.J. Ryan","BAL",0.17908309,0.6571754,0.44543147,0.56,0.73483536,0.7037037,0.5571066,0.54847645,0.12935323,0.20211443,0.33146766,"B.J. Ryan",168,124805
"Octavio Dotel","- - -",0.24079755,0.73809524,0.51448276,0.49044586,0.71986418,0.67158177,0.55034483,0.61235955,0.16598916,0.16056911,0.32655827,"Octavio Dotel",555,136734
"Randy Johnson","ARI",0.3118027,0.68347193,0.50896057,0.50094162,0.79239544,0.70855905,0.53046595,0.63900415,0.14836224,0.17781448,0.32617671,"Randy Johnson",60,116615
"Johan Santana","MIN",0.35125448,0.68392371,0.4940076,0.58892128,0.74302789,0.68047337,0.42911429,0.64131669,0.15775635,0.16710488,0.32486123,"Johan Santana",755,276371
"Heath Bell","NYM",0.2037037,0.64678899,0.45789474,0.57575758,0.78723404,0.74712644,0.57368421,0.62765957,0.11578947,0.20789474,0.32368421,"Heath Bell",2080,425514
"Lou Pote","CLE",0.125,0.57142857,0.38983051,0.33333333,0.8,0.73913043,0.59322034,0.61538462,0.10169492,0.22033898,0.3220339,"Lou Pote",30,150010
"Al Reyes","STL",0.35555556,0.65432099,0.49707602,0.6875,0.77358491,0.74117647,0.47368421,0.63414634,0.12865497,0.19298246,0.32163743,"Al Reyes",1005,121099
"Franklin Nunez","TBD",0.23333333,0.62376238,0.41176471,0.39285714,0.77777778,0.65934066,0.45701357,0.48148148,0.13963964,0.18018018,0.31981982,"Franklin Nunez",2033,400066
"Joe Nathan","MIN",0.25318471,0.67350427,0.45589448,0.43396226,0.79187817,0.68896926,0.48227535,0.5915493,0.14040816,0.17795918,0.31836735,"Joe Nathan",1122,150274
"Eddie Guardado","SEA",0.2392638,0.71388889,0.48833819,0.66666667,0.76653696,0.74328358,0.52478134,0.67613636,0.12536443,0.18950437,0.3148688,"Eddie Guardado",727,115216
"John Smoltz","ATL",0.27463312,0.73628049,0.5419241,0.44274809,0.7826087,0.71009772,0.57899382,0.70278638,0.1558669,0.15849387,0.31436077,"John Smoltz",115,122477
"Rafael Betancourt","CLE",0.2045977,0.6976378,0.49719626,0.51685393,0.77878104,0.73496241,0.59345794,0.67832168,0.12900274,0.18298262,0.31198536,"Rafael Betancourt",177,429783
"Ben Sheets","MIL",0.2408442,0.69207317,0.4889634,0.55927835,0.79809104,0.74514286,0.54987427,0.6638207,0.12486034,0.18659218,0.31145251,"Ben Sheets",710,282656
"Steve Karsay","NYY",0.25490196,0.61538462,0.4368932,0.61538462,0.875,0.8,0.50485437,0.74074074,0.08737864,0.22330097,0.31067961,"Steve Karsay",829,116853
"Michael Gonzalez","PIT",0.29281768,0.6875,0.47297297,0.59433962,0.76555024,0.70793651,0.45645646,0.53254438,0.13793103,0.17241379,0.31034483,"Michael Gonzalez",1794,283166
"Akinori Otsuka","SDP",0.23304348,0.70526316,0.48629032,0.50746269,0.72707889,0.67827529,0.53629032,0.50641026,0.15396825,0.15634921,0.31031746,"Akinori Otsuka",1895,430788
