Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Blake Cederlind","PIT",4,,124.06341463414633,127.072,,96.28,,,,,124.77134328358207,119.64567164179107,138.02328358208953,"Blake Cederlind",20344,664977
"Emmanuel Clase","- - -",360,102.5968181818182,98.444,127.4187104569063,,145.1624877281285,,,,,132.2962014613414,100.05115057128384,130.24574432914986,"Emmanuel Clase",21032,661403
"Roberto Osuna","- - -",315,105.42,92.06,86.28666666666668,,110.21999999999998,,117.44800000000001,,,104.22145454545455,122.13636363636363,130.17345454545455,"Roberto Osuna",13764,532077
"Jacob Misiorowski","MIL",66,120.76234374999999,,,,117.58733850526153,127.35717647058824,80.01246376811594,,,118.5782322728121,104.17162908191828,128.82710813584626,"Jacob Misiorowski",31623,694819
"Jacob deGrom","- - -",1539.2,112.05516525023607,,,,126.90436213734876,110.4404366812227,109.21017980636236,,,117.1482487286794,107.84069611032317,127.65223125817462,"Jacob deGrom",10954,594798
"Brusdar Graterol","- - -",190.2,89.78203786312697,135.36679611650482,107.45103046168488,,134.7829659073536,,93.88,,,126.56239482193358,103.9257128994497,125.61873503341779,"Brusdar Graterol",20367,660813
"Jonathan Loáisiga","NYY",249.1,114.88134387351778,131.86393462469732,94.54470588235296,,127.58846153846154,119.19936283185841,100.64735353535353,,,122.68677240943838,101.41154241475391,123.02001068436127,"Jonathan Loaisiga",19753,642528
"Orion Kerkering","PHI",126,104.2637391304348,113.20311977715879,,,132.65839242196895,,,,,120.66069713370561,105.85954833753136,121.79220718966319,"Orion Kerkering",31776,689147
"Blair Calvo","COL",1,,111.46,,,84.74,,,,,96.88545454545452,112.08000000000001,121.31454545454545,"Blair Calvo",25416,663971
"Félix Bautista","BAL",161.1,129.52242626904945,86.79257731958764,80.44,135.56565597667637,106.79638766519825,,,,,120.40888247930431,96.94449288608129,121.25879260743982,"Felix Bautista",20666,642585
"Tyler Rogers","- - -",424,97.85216783216782,123.56460580912866,,,127.57096980399953,,,,,124.53547717568625,103.9068896782224,120.79899322605473,"Tyler Rogers",15541,643511
"Chase Burns","CIN",43.1,109.15990950226247,109.66,,,127.38090566037737,103.99333333333334,95.09776515151516,,,114.5617385837696,105.99225276666775,120.59933682350776,"Chase Burns",35333,695505
"Jhoan Duran","- - -",254.1,111.71172251616697,,,124.51009590235395,126.85548387096776,140.14699791892872,,155.46213592233008,,127.24194777512425,95.36957282928505,120.43418517910096,"Jhoan Duran",21029,661395
"Jeremiah Estrada","- - -",150.1,113.31973007712084,,,109.98164609053498,90.43899441340781,127.85000000000002,93.49,,,107.89059003767028,112.49597598243373,120.24554589017185,"Jeremiah Estrada",22210,669093
"Scott Effross","- - -",85.1,100.10171052631581,114.39197396963122,,,116.81630050345395,,110.42814371257485,,,114.27475560015274,114.281924652011,120.24306739660996,"Scott Effross",18384,664123
"Liam Hendriks","- - -",663.2,114.097519729425,,,,114.73442507122506,126.53877862595421,102.08666666666666,,,115.50627010951256,104.87556236396435,119.40339522089403,"Liam Hendriks",3548,521230
"José Alvarado","- - -",368.1,87.1521568627451,110.56596340150699,121.55901320361363,,,127.3140425531915,,,,114.20956682566859,100.75348729846965,119.08948438576058,"Jose Alvarado",17780,621237
"Adrian Morejon","SDP",212.1,106.46292119381835,117.40499999999997,99.57028571428572,143.58567901234565,132.23940034977923,108.15797838968282,122.84546511627906,,,117.89779162069074,104.05392170682825,118.61807580622505,"Adrian Morejon",20039,670970
"Zack Wheeler","- - -",1728.1,115.64465383421299,123.92327102803738,103.74839357429718,95.39580993520518,112.522885041803,118.94775678508847,76.58965811965814,,,114.02415244255764,105.2850529084903,118.45696227466692,"Zack Wheeler",10310,554430
"Edgardo Henriquez","LAD",22.1,125.95275862068968,131.85804878048782,126.57295454545459,,128.75384615384618,,,,,127.98619215275791,91.76216385954893,118.22494200737991,"Edgardo Henriquez",26944,683618
"Blake Treinen","- - -",576.1,90.58208178438662,110.09296726504753,106.51431127012519,,134.626395816039,,97.96,,,116.53205698657092,105.58708269587171,118.15212664090106,"Blake Treinen",12572,595014
"Ryan Thompson","- - -",241.1,120.02174647887324,121.72557026476578,109.10062500000001,100.38,128.21074999038402,,98.46899999999998,,,123.53878715458062,100.07859406651818,117.90319990775232,"Ryan Thompson",16647,657044
"Corbin Burnes","- - -",968,103.89725000000001,87.6905518763797,116.69693153000846,,129.55657357723234,126.23342357033115,95.94426275331935,,,115.57509060908181,100.1737972075282,117.74799947205871,"Corbin Burnes",19361,669203
"Evan Phillips","- - -",252,105.54810478680048,108.96949494949494,100.54725451048184,,130.91980985479586,,109.06418604651164,,,116.52174941161009,103.35268098720312,117.4925971392948,"Evan Phillips",17734,623465
"Grant Taylor","CHW",36.2,106.90836795252228,,78.96352941176472,,111.16894736842106,71.97060606060604,,,,94.7648455686027,120.78113088915046,117.47432396428468,"Grant Taylor",33927,691799
"Chaz Roe","- - -",217.1,83.63777777777779,96.97720930232559,95.86959999999999,,126.84304761904764,,,,,113.39571428571429,97.28615384615385,117.06560439560438,"Chaz Roe",9866,475054
"Pete Fairbanks","- - -",265.1,114.86779926335174,,141.08761904761906,,132.61674011142304,,94.31977272727272,,,122.32450873237323,96.8694477427086,116.85927259276635,"Pete Fairbanks",17998,664126
"Aroldis Chapman","- - -",821.1,96.39247745813654,139.63137931034484,,128.56716190476192,114.60139718964905,,,,,111.9920003715123,104.90114486387475,116.60437623915867,"Aroldis Chapman",10233,547973
"Kenley Jansen","- - -",927.1,,116.39241212121213,123.69564226716037,,124.6711584849306,,,,,122.57339152567616,97.27251403296816,116.4373184571834,"Kenley Jansen",3096,445276
"Gerrit Cole","- - -",1954,116.70611848494657,126.60200000000002,102.53127906976742,,123.26880423632137,,82.99007561436673,113.86271821909781,,113.99842884587821,103.55942295304742,116.4178494572502,"Gerrit Cole",13125,543037
"Devin Williams","- - -",297.2,104.21911894273128,,88.19911111111112,,102.26486153846155,,126.13440860215054,,,116.40983191783704,98.04094405640284,116.18209998953881,"Devin Williams",15816,642207
"Edwin Díaz","- - -",519.1,111.16486069438493,115.41777777777776,,,128.47609992857997,,87.88999999999999,,,119.21460585386166,95.14462958503397,115.92197533244806,"Edwin Diaz",14710,621242
"Josh Hader","- - -",512.1,75.12,117.54953734671125,,,120.52196810670107,,92.90435294117646,,,117.59256773305354,100.15412164643062,115.82845227727034,"Josh Hader",14212,623352
"Paul Sewald","- - -",396,125.13773664282711,,,,110.57822558507546,,85.25428571428571,,,119.04088168463859,98.62278281899819,115.71408868029079,"Paul Sewald",13892,623149
"Paul Skenes","PIT",320.2,98.224039408867,109.29816326530612,,89.5641075794621,139.40039550252746,118.68675675675678,105.71272727272729,,,107.53209879046783,110.86066138823192,115.56204837185199,"Paul Skenes",33677,694973
"Bubba Chandler","PIT",31.1,113.29301204819276,,,,117.8925925925926,101.18967592592593,91.76961538461538,,,108.53614888451537,104.25139388889687,115.304384651851,"Bubba Chandler",29868,696149
"Yimi García","- - -",419.1,113.23018267530936,109.6041121495327,,,113.87551213199953,108.12296379144858,94.34650000000002,,,110.52140190904262,103.9873197468883,115.29610284274568,"Yimi Garcia",12095,554340
"Shane McClanahan","TBR",404.2,102.62085280852808,,,,121.64603119412564,122.65208547651275,114.60330670926517,,,112.98467811317438,102.3831715745261,115.01333016433526,"Shane McClanahan",21483,663556
"Spencer Schwellenbach","ATL",234.1,110.01656108597287,106.85251748251751,99.5910931174089,119.37343478260871,110.59602878661485,100.22514285714286,,,,108.34589027648856,107.80410205696215,115.00321565414043,"Spencer Schwellenbach",31846,680885
"Ryan Helsley","- - -",319.2,106.2168101933216,97.71,106.54153846153847,,139.30229206324415,129.1283573487032,89.7488888888889,,,121.14508877140874,94.83106759226176,114.99906481453577,"Ryan Helsley",18138,664854
"Gregory Santos","- - -",86.1,85.3612296881862,103.08484962406011,,,117.46966503352836,,89.89800000000002,,,109.18020167188138,105.33867995847557,114.98399377315945,"Gregory Santos",21894,666619
"Trevor Megill","- - -",196.2,106.32202000952834,,,,123.07628310789558,,,133.12426501035196,,115.32187139890537,101.55399297808083,114.97274154061317,"Trevor Megill",17722,656730
"Hunter Greene","CIN",495.2,109.63926985482492,,,109.3771144278607,131.58392468294576,109.8143085106383,73.51455357142858,,,116.89200211829301,99.24860692053358,114.78971594399285,"Hunter Greene",22182,668881
"A.J. Puk","- - -",227,110.69833133253304,97.86989053382842,,94.8905882352941,116.08720446182338,132.50333333333333,101.41591836734695,,,111.10245182775061,105.96762135352633,114.44167862744652,"A.J. Puk",19343,640462
"John Means","BAL",401,104.53716164383562,,,,107.22129064202014,87.3617142857143,111.00671052631583,118.3003816793893,,108.64971353325507,108.03044847532354,114.25762065874302,"John Means",16269,607644
"Drew Pomeranz","- - -",908,106.28642677824269,,,,,,,118.53162011173183,,109.11762677657413,104.71626191257766,114.16578011209589,"Drew Pomeranz",11426,519141
"Keone Kela","- - -",227.1,85.45503759398497,,,,,114.86516154452326,111,,,99.40261724570878,119.25800902051593,114.1449099613779,"Keone Kela",14696,605309
"Mason Miller","- - -",160,120.1487726358149,,109.23395833333332,96.29333333333334,130.43321933424534,,92.95391304347825,,,122.85004591735907,91.17492771903294,114.0129926608116,"Mason Miller",31757,695243
"Julio Urías","LAD",717,103.70230808080808,111.60333333333334,132.37473684210522,,133.2279166666667,129.0599891053495,99.86975501113585,,,111.94969748180978,105.17515447650442,113.92650320530917,"Julio Urias",14765,628711
"Andrew Kittredge","- - -",338.1,89.69597855227882,105.96974664679583,110.86,96.70571428571428,106.06466896476168,,105.74000000000001,,,103.94601138128643,110.36185883148329,113.91889977149727,"Andrew Kittredge",12828,552640
"Robert Suarez","SDP",210,117.44002125398512,114.58723549488052,101.1576623376623,,116.05615384615385,100.36969696969697,104.27979971387697,,,113.58953185388002,101.18684634542316,113.67058311700595,"Robert Suarez",30115,663158
"Brandon Woodruff","MIL",745,116.64297913950456,100.81461433135554,88.43125827814569,,110.63914081961948,107.37005569336239,102.24160228898425,,,108.14433496367671,107.79622753637078,113.63148883226586,"Brandon Woodruff",16162,605540
"Abner Uribe","MIL",120.1,102.94219178082193,111.05752558139534,,,125.03500547531391,,,,,116.52971577219132,98.33540089696297,113.54145376234032,"Abner Uribe",25327,682842
"Kevin Kelly","TBR",177.1,126.72595238095238,117.10546463320992,94.1472794117647,,129.13606674612632,,,,,118.79269233736395,104.28979298910379,113.44794615266446,"Kevin Kelly",25679,687330
"Griffin Jax","- - -",356.2,84.00860239589275,111.21619222920253,97.83263157894737,,118.31568650589347,103.85475177304966,103.97380281690141,,,104.32808742399797,109.68222318697607,113.42849995147391,"Griffin Jax",20253,643377
"Ben Casparius","LAD",86,92.56547826086955,74.08133333333333,106.0026334519573,,134.56645936965862,117.28470000000003,,,,114.50634809507856,102.79427164369214,113.24860820136078,"Ben Casparius",30085,676508
"A.J. Minter","- - -",359.2,114.26339285714288,,125.32418341708545,,,,108.1621071261604,,,117.5154932436307,98.50353118984695,113.23591729015159,"A.J. Minter",18655,621345
"Trevor Rosenthal","- - -",364,108.9272373540856,110.73285714285716,,,144.80102564102563,,118.80937499999999,,,117.24807041361211,97.78916146257579,112.93355371526837,"Trevor Rosenthal",10745,572096
"Tanner Scott","- - -",425.2,112.59896444597861,100.80324324324324,,,125.16900452099453,,199.12,,,118.88274432068131,93.72803217376465,112.92703139983507,"Tanner Scott",17586,656945
"Sandy Alcantara","- - -",1075.1,98.73954897815362,115.57167065868263,,,112.75453073447072,114.57691832555486,109.83072463768117,,,109.7241106696753,103.61146987069954,112.83510902841955,"Sandy Alcantara",18684,645261
"Ben Rowen","- - -",23,71.304,83.93098901098901,,,120.5521568627451,,,,,102.47757575757576,118.65353535353537,112.70353535353534,"Ben Rowen",10983,594985
"Garrett Crochet","- - -",424.1,108.16263157894738,103.02580291970803,120.13805912596402,,137.79297199261057,,92.54945670628184,,,114.34225128021261,100.49312783100831,112.65998239706417,"Garrett Crochet",27463,676979
"Caleb Thielbar","- - -",378,104.3440808988764,,,,119.7457126408306,126.5232002258119,106.21846153846153,,,113.93542907305724,102.584851513082,112.63387729978687,"Caleb Thielbar",10078,573204
"Nolan McLean","NYM",48,112.83535353535352,116.28941747572817,99.75746031746033,,107.97747368421054,151.42205128205129,106.86781249999999,,,117.02292286874157,95.39242219215156,112.62936400541273,"Nolan McLean",33703,690997
"Chris Martin","- - -",389,104.60380000000002,107.83535157988429,103.90576104746317,113.28982832618027,115.85468058273536,120.31409370199695,,,,107.77081704477757,110.65665862750342,112.57061975247842,"Chris Martin",11847,455119
"Brandon Dickson","STL",16.2,84.8,73.79454545454546,,,102.57857142857142,,93.06,,,88.68857142857142,122.99942857142855,112.4777142857143,"Brandon Dickson",6979,505447
"Cody Laweryson","MIN",7.2,92.16620689655173,,114.03,,,,94.1,,,95.3345054945055,125.51802197802198,112.43999999999998,"Cody Laweryson",26429,689520
"Mason Montgomery","TBR",55.2,119.63929824561403,,,,134.05734177083653,,,,,124.38275880066374,89.01439993845113,112.38363744974768,"Mason Montgomery",29770,682254
"Tim Hill","- - -",389.1,111.79065906210393,123.47391037916508,100.6578313253012,,102.46548691264208,,103.63,,,117.36630582280988,98.81023457258966,112.36911564154128,"Tim Hill",16814,657612
"Grayson Rodriguez","BAL",238.2,106.5917788210746,107.95090909090911,91.21688073394496,,118.04804500203832,99.32617862218565,121.86272517321015,,,110.45405547873759,103.1327298906104,112.31790673600426,"Grayson Rodriguez",24492,680570
"Andrés Muñoz","- - -",259.1,109.90360606060605,119.06836820083683,,,133.2311214924292,,120.00181818181817,,,123.97805559728172,91.45707172138701,112.27986699797835,"Andres Munoz",20373,662253
"Carlos Vargas","- - -",81.2,106.71661971830987,116.2824753867792,109.1290476190476,,118.4729756097561,,119.98909090909092,,,115.11264433556718,98.1831825273368,112.24710456875269,"Carlos Vargas",22915,672841
"Nick Raquet","STL",2,71.64,95.94,,,109.58941176470589,,87.79333333333334,,,100.28516129032258,110.04258064516128,112.14967741935483,"Nick Raquet",20333,675919
"Jhony Brito","- - -",134,80.42275184275184,110.5674285714286,,,120.31717960638464,,107.64430817610062,99.83660606060607,,104.10074753297366,107.16165702563768,112.13743987212376,"Jhony Brito",25386,666745
"Luis García","- - -",583.1,83.97781678035838,108.34981114693691,131.00000000000003,108.46446776611694,123.20535233313066,,,,,111.59292286560381,101.28865534609518,111.76281274565851,"Luis Garcia",6984,472610
"Caleb Baragar","SFG",45.1,115.98945454545454,105.65,,,106.30033099141295,94.33959183673468,86.62,,,112.97972471166686,99.7874096569321,111.69304978427013,"Caleb Baragar",19231,670056
"Yennier Cano","- - -",208.2,73.35263157894738,120.5949793266391,83.62571428571428,103.00732394366197,111.11433262272483,,91.05795071335929,,,107.5584099259583,104.69719839641292,111.61729698949706,"Yennier Cano",25911,666974
"Shohei Ohtani","- - -",528.2,104.72420251237152,112.59407942238268,104.98097902097903,129.09967289719626,131.68337484254954,113.0933932519267,,,,117.25098570677179,93.40391261261057,111.58632193135249,"Shohei Ohtani",19755,660271
"Clay Holmes","- - -",503,73.47503355704696,108.47818879508824,93.06995633187775,,128.49914195319633,110.87457996548905,105.2733333333333,,,113.13637092500927,99.4032575390038,111.47858616918715,"Clay Holmes",13649,605280
"Cade Smith","CLE",149,102.03081445192895,,,115.37252032520325,114.83901785714285,,,,,106.06016401566492,106.41280242061582,111.3644206304818,"Cade Smith",27867,671922
"Tarik Skubal","DET",766.2,104.50492565947242,108.11546304957906,104.58714285714287,102.21774193548387,108.82001158715877,116.70810126582282,120.95412075471695,96.97930530164535,,109.34448744370953,103.17964283489377,111.35326385370811,"Tarik Skubal",22267,669373
"Aaron Ashby","MIL",234,84.5008474576271,103.72954457985885,,,132.52403400237228,118.50742013386945,114.61683772538142,,,114.13865003760894,101.13069551214144,111.3096309219475,"Aaron Ashby",23550,676879
"Aaron Nola","PHI",1715.2,110.0942722804018,108.68962264150943,96.61347678369194,,,,87.77537587412587,126.19631938125569,,110.3600082069845,103.00360466273543,111.30549322330005,"Aaron Nola",16149,605400
"Camilo Doval","- - -",286.2,98.05333333333334,105.66805776512375,98.85862799776909,,129.38400390359837,,,,,114.05426008907443,95.74061313052536,111.30535954103745,"Camilo Doval",21992,666808
"Raisel Iglesias","- - -",736,99.45991954022989,104.97378752886836,,,127.67374289849741,,94.31826936496861,,,106.25310009085518,106.97360568606663,111.26762169397662,"Raisel Iglesias",17130,628452
"Craig Kimbrel","- - -",821.2,115.63794417077179,,,,102.2213888888889,,74.12823529411766,113.07276908121042,,114.45325164546428,98.27436644330946,111.1788269709481,"Craig Kimbrel",6655,518886
"Tyler Glasnow","- - -",754,109.7717062273108,106.02250513347022,,,98.97197357396564,120.0605125076266,85.75278688524591,,,108.66145476952781,97.86128573997163,110.95329835116709,"Tyler Glasnow",14374,607192
"Justin Martinez","ARI",98,104.8520245398773,125.64388106416274,,131.94622107969153,97.80914461538464,,,,,117.60203885151031,90.11721523108481,110.756305093987,"Justin Martinez",24453,679885
"Jason Foley","DET",199.2,94.82919786096255,112.22367516918273,,,109.94873315363883,,76.85553209789663,,,107.63365383505543,104.66000231764234,110.74729120336566,"Jason Foley",19531,671345
"Joel Kuhnel","- - -",93.2,88.43363881401619,104.59688022284122,,,109.09869647932344,117.32666666666667,86.93051020408164,,,100.2352515137167,110.30574777887593,110.64120531525164,"Joel Kuhnel",19995,669270
"Garrett Whitlock","BOS",313.2,115.36695652173911,105.05204978607546,83.13657142857141,,102.59361772432769,,107.47904849039342,,,105.39268161026226,107.46051374552117,110.62122327905644,"Garrett Whitlock",20191,676477
"Sean Doolittle","- - -",450.2,112.93141176470591,,,109.54375,114.88748,115.73242105263158,,,,113.17587643832863,100.36469218025982,110.59445999062542,"Sean Doolittle",1581,448281
"Will Harris","- - -",420,78.59428571428573,,93.45887399463808,,,93.8498076923077,,,,93.32789256198349,112.49719008264461,110.56330578512397,"Will Harris",3192,501789
"George Kirby","SEA",637.2,96.78156275524094,104.13733144743044,107.95977443609021,118.48302457466917,97.18057561210138,,94.61219696969698,108.26092896174862,,101.09537619256128,111.70990815233833,110.45311294663581,"George Kirby",25436,669923
"Randy Rodríguez","SFG",103,116.3354861111111,101.98218750000001,,,115.8784508843499,,92.40571428571428,,,114.83575438474145,94.24918797076833,110.33066936895631,"Randy Rodriguez",23974,678495
"Cy Sneed","HOU",38.2,,,109.4642735042735,,122.07744680851063,109.3944,98.412,,,111.03059880239523,107.13784431137726,110.2488622754491,"Cy Sneed",16106,605482
"Jordan Romano","- - -",272.1,114.79916540975364,119.95733333333332,,,109.11147551266586,,,,,111.92363871937552,97.38749092665374,110.22195581016528,"Jordan Romano",16122,605447
"Víctor Arano","- - -",116.2,94.21909090909091,97.26836734693877,,,101.57923809523811,,,,,98.88127786032692,109.3983060921248,110.18407132243686,"Victor Arano",15915,644364
"Cristopher Sánchez","PHI",535.2,,105.81624095139608,88.44,,104.93560274018579,,115.69277046783625,,,109.05071572953005,99.87343954758835,110.16666918805888,"Cristopher Sanchez",20778,650911
"Alex Vesia","- - -",274.1,116.57900723208418,,,,113.38517876654845,,96.20494382022473,,,114.4739166931633,97.33770429419906,110.1318384396393,"Alex Vesia",25007,681911
"Jared Jones","PIT",121.2,103.56225053078555,,,,108.33049475262365,90.7178651685393,99.82,,,103.78157949790793,104.89171548117157,110.13030334728036,"Jared Jones",27863,683003
"Jose A. Ferrer","WSN",142.1,102.4025619834711,110.89611650485439,,,129.8186771653543,,109.7609542743539,,,111.474265128135,101.27640891408913,110.1243711289724,"Jose A. Ferrer",24017,678606
"Justin Slaten","BOS",89.1,119.95390887290168,,92.25715481171548,,111.28731517509725,107.4282932726497,,,,106.62262808240624,100.8872522021867,110.07536953203099,"Justin Slaten",25648,686580
"Blake Snell","- - -",1158,97.87850328378842,,,,108.50652677069269,116.69516535307214,94.35208207604101,,,102.64501668340125,103.75289297872588,110.06506363263804,"Blake Snell",13543,605483
"Logan Webb","SFG",1062.1,91.35300000000001,111.56922369389258,85.56498812351543,,106.52037815942178,,111.67931006160164,,,108.15238575862048,102.53561612073237,109.98701494102693,"Logan Webb",17995,657277
"Sam Coonrod","- - -",104,121.5105487804878,114.12607508532422,94.48089552238808,,118.56916684294025,110.2475,109.83316455696205,,,115.32723205123703,96.05458820948877,109.95072031285706,"Sam Coonrod",17264,656322
"Eury Pérez","MIA",186.2,115.51973059653625,90.4342857142857,,,121.63679513184584,116.03858960246856,83.4891814946619,,,114.53032634577009,95.7762714427992,109.73026289820153,"Eury Perez",27768,691587
"Josh Fleming","- - -",254.2,87.69333333333333,114.80406761753832,91.58245398773008,,,101.84528429634335,94.69810234541579,,,104.00943114064091,105.07265243255588,109.70941489880234,"Josh Fleming",20418,676596
"Brock Stewart","- - -",186.2,114.36397394136807,111.54166666666664,101.47598026856674,,144.38733870967744,,95.43792452830192,,,116.2596141041988,95.01730297570427,109.69163944325732,"Brock Stewart",16727,592779
"Hunter Harvey","- - -",185,103.09659137577002,,,111.76584558823531,123.15541477272728,99.24606060606061,,,,105.83957943443733,105.32826094823977,109.68565996159097,"Hunter Harvey",15507,640451
"Bryan Woo","SEA",395.2,107.2200285612281,110.9456142759094,,,107.79629226846153,,83.60338235294115,,,106.63408667869763,106.09042304393678,109.58955143533542,"Bryan Woo",30279,693433
"Ben Joyce","LAA",49,124.52499999999996,115.20502242152467,,,132.45507692307692,,128.35090909090908,,,123.29726678834676,89.03211189891188,109.47041660231659,"Ben Joyce",31461,690829
"Chad Green","- - -",492.2,107.713499344692,102.96206896551725,80.68666666666668,,107.03863518182902,109.46040037192984,82.335,,,107.54245113211299,104.1481587041904,109.42875993054164,"Chad Green",15552,643338
"Gabe Speier","- - -",180.1,108.3733648170012,108.63551063829787,,,112.81515150472273,92.76148148148148,92.24624999999999,,,109.46156844819915,104.61369475639195,109.42194384619494,"Gabe Speier",17170,642100
"Cam Schlittler","NYY",73,101.71615720524015,98.89101123595508,121.01684615384616,,140.18133333333336,121.58962566844922,,,,114.08174442190669,97.22762677484788,109.38361054766742,"Cam Schlittler",32095,693645
"Bobby Miller","LAD",185.1,102.40415245737212,110.84616513761469,,,107.73594713656388,108.68476674148894,113.27470370370368,,,108.034408847226,101.79431053955226,109.32397946924526,"Bobby Miller",27483,676272
"Justin Hagenman","NYM",23.2,,110.10791666666667,99.39824,,97.21675675675675,,80.71113636363637,,,97.37381361589226,110.15479902321142,109.23739511774697,"Justin Hagenman",21546,663795
"Jimmy Cordero","- - -",115.2,89.33190476190478,108.39474548440067,86.47272727272725,,108.90068943018704,,94.00377358490566,94.41833333333334,,106.43745371805335,102.0630321335032,109.16950013374523,"Jimmy Cordero",15690,622772
"Ryan Pressly","- - -",691.1,91.58806744487677,101.95959595959597,103.21166666666669,,116.40433989392011,121.43891796676236,101.08298850574714,,,108.23219727381483,99.65743289642259,109.16869731158891,"Ryan Pressly",7005,519151
"James McArthur","KCR",80,80.4703448275862,104.08353741496597,114.42,,89.24924187725632,112.03073394495412,,,,101.86676264304172,106.54763605473947,109.08794088424577,"James McArthur",21527,663704
"Drew Rasmussen","- - -",460.2,109.42094949494948,117.72354761904762,106.17227467811159,,112.60022957041913,91.37819935691319,95.52676470588234,,,109.1377623123893,102.11749142001058,108.98441385772733,"Drew Rasmussen",25385,656876
"Anthony Bender","MIA",183.2,90.15855072463769,105.41271056661562,,,126.638307804039,,102.26418604651164,,,115.7860329472587,97.2302574536879,108.96378972202616,"Anthony Bender",19742,669622
"Max Fried","- - -",1079.2,98.98727135298563,106.80484656084658,108.57559479553906,,108.59986604447985,111.67396008044958,101.0614376321353,,,105.36151075502502,102.73861427674856,108.8757518417459,"Max Fried",13743,608331
"Graham Ashcraft","CIN",393.1,,83.29932203389829,107.77914791479147,,123.39780237680858,,96.00754716981132,,,109.99943668492206,99.05717774974731,108.85866414036423,"Graham Ashcraft",27552,668933
"Michael Petersen","- - -",37.2,108.68047505938243,93.345,119.4041129032258,,153.36,,79.12181818181817,,,112.06328391951237,100.8403026101457,108.78047105757588,"Michael Petersen",20827,656848
"Edinson Volquez","- - -",1546.1,107.15599999999999,114.25511111111112,,,,,102.33272727272727,102.46600000000001,,107.77166666666669,100.96555555555557,108.74499999999998,"Edinson Volquez",3990,450172
"Julian Merryweather","- - -",158.1,98.37084394904456,120.18,,,124.19901500135742,94.79870967741937,134.4252100840336,,,112.43679496771495,99.55842710885351,108.7323990738907,"Julian Merryweather",16703,657240
"Adam Cimber","- - -",323.2,114.89029213255162,121.06184426229508,,,112.48652350076775,,,,,116.087813020296,97.65907695884195,108.65382831350772,"Adam Cimber",15288,643256
"Yoshinobu Yamamoto","LAD",263.2,91.38406801007557,103.84231075697211,90.23217171717172,110.94191909689559,109.05875968992248,92.19265944645008,,,,97.58151606937402,109.23716846683678,108.62398990506352,"Yoshinobu Yamamoto",33825,808967
"Christian Montes De Oca","ARI",2.2,87.54,85.86,,,112.02,,75.22,,,93.48086956521739,113.35043478260869,108.6191304347826,"Christian Montes De Oca",30206,801216
"Daniel Hudson","- - -",855.1,108.20599999999999,99.25415384615386,,,109.59404097175909,120.8742857142857,88.04742268041238,,,108.54150995032826,100.73993670011302,108.6166255424916,"Daniel Hudson",7146,543339
"Rafael Montero","- - -",522.2,101.40626026805016,122.7556779661017,,93.71882352941178,105.96540408167309,,85.29803876852908,,,102.25143666324583,105.98439456687308,108.59336020323808,"Rafael Montero",12760,606160
"Payton Tolle","BOS",16.1,119.67897435897437,98.08,112.286,,122.85799999999999,133.25444444444446,120.854,,,119.13447368421055,92.45013157894736,108.54519736842104,"Payton Tolle",35466,801139
"Nathan Wiles","ATL",1,92.04,,102.62,,,,93.54,,,95.2475,114.66250000000001,108.51499999999999,"Nathan Wiles",25474,686249
"Trevor Bauer","- - -",1297.2,114.0633596214511,115.08034615384614,96.83686591276253,,111.35925157400764,,84.38274509803922,104.25268929503916,,108.16476354324026,99.98138941644252,108.48779394344919,"Trevor Bauer",12703,545333
"Max Scherzer","- - -",2963,106.33570507655115,,107.16208242950108,,114.96181383826372,103.90184776228858,96.37578947368422,,,106.58610086709778,103.34447985395201,108.4730181377444,"Max Scherzer",3137,453286
"Dedniel Núñez","NYM",44.2,100.39597667638482,107.42714285714284,,,114.96356932153392,140.72,111.03714285714285,,,107.63468503408424,100.26217668351909,108.47237255153134,"Dedniel Nunez",23055,673380
"Justin Topa","- - -",149.2,,108.83143042423401,87.26724489795919,,117.94002871582911,,83.62960698689956,,,105.51367915162334,107.97965310707608,108.34698390981893,"Justin Topa",15145,623437
"Joe Smith","- - -",762.1,98.31931740614334,124.64040449438204,,,115.4043350462487,,123.93999999999998,,,114.74887982651673,101.33617998158559,108.33803796036052,"Joe Smith",3281,501925
"Aneurys Zabala","MIA",2.2,94.35909090909091,,,,,125.33999999999999,104.08,,,101.92571428571428,101.25952380952381,108.13571428571427,"Aneurys Zabala",20802,656008
"Hunter Bigge","- - -",32.1,100.63378571428571,102.5375,,75,100.79877520022093,103.33836134453783,,,,100.89757537423571,105.81591819523508,108.01332437275984,"Hunter Bigge",26259,685801
"Tanner Banks","- - -",253.2,95.52908024761011,95.97632183908046,,,109.41178321770474,127.97781333333336,97.51281542353348,,,104.68930265968643,104.93076582171123,107.92364051363175,"Tanner Banks",16990,621383
"Dylan Lee","ATL",204.1,106.28029562659204,,,,107.93640439113287,,82.39871148459385,,,104.40197837539634,104.52689156786452,107.92228753941416,"Dylan Lee",19996,669276
"Tim Mayza","- - -",318.1,94.5657142857143,106.10050117462804,,,101.6801720129008,,,,,104.8346287389575,102.30884879658814,107.92019662825297,"Tim Mayza",15042,641835
