Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Andy Pettitte","NYY",21,8,4.017599803828134,33,33,20,1,0,0,0,0,208.1,896,227,109,93,21,50,3,1,5,0,180,"Andy Pettitte",840,120485
"Livan Hernandez","MON",15,10,3.2014286412141777,33,33,22,8,0,0,0,0,233.1,967,225,92,83,27,57,3,10,6,1,178,"Livan Hernandez",1116,115817
"Hideo Nomo","LAD",16,13,3.091603125456672,33,33,20,2,2,0,0,0,218.1,897,175,82,75,24,98,6,1,11,0,177,"Hideo Nomo",666,119827
"Randy Wolf","PHI",16,10,4.229999677276636,33,33,18,2,2,0,0,0,200,850,176,101,94,27,78,4,6,6,0,177,"Randy Wolf",976,150116
"Bartolo Colon","CHW",15,13,3.8677685950413223,34,34,22,9,0,0,0,0,242,984,223,107,104,30,67,3,5,8,3,173,"Bartolo Colon",375,112526
"Brandon Webb","ARI",10,9,2.8394835547124746,29,28,21,1,1,0,0,0,180.2,750,140,65,57,12,68,4,13,9,1,172,"Brandon Webb",1692,425630
"Matt Clement","CHC",14,12,4.105785020414368,32,32,20,2,1,0,0,0,201.2,851,169,100,92,22,79,2,14,13,0,171,"Matt Clement",271,136725
"Kevin Millwood","PHI",14,12,4.013513513513513,35,35,23,5,3,0,0,0,222,930,210,103,99,19,68,6,4,2,0,169,"Kevin Millwood",106,119154
"Tim Wakefield","BOS",11,7,4.092257104518761,35,33,18,0,0,1,0,0,202.1,872,193,106,92,23,71,0,12,8,0,169,"Tim Wakefield",219,123801
"Johan Santana","MIN",12,3,3.0694737828135854,45,18,11,0,0,0,5,0,158.1,644,127,56,54,17,47,1,3,6,2,169,"Johan Santana",755,276371
"Carlos Zambrano","CHC",13,11,3.1121495327102804,32,32,21,3,1,0,0,0,214,907,188,88,74,9,94,12,10,6,1,168,"Carlos Zambrano",305,407296
"Tim Hudson","OAK",16,7,2.699999828338634,34,34,27,3,2,0,0,0,240,967,197,84,72,15,61,9,10,6,0,162,"Tim Hudson",921,218596
"Wade Miller","HOU",14,13,4.131672710043278,33,33,20,1,0,0,0,0,187.1,797,168,96,86,17,77,1,10,4,0,161,"Wade Miller",568,150063
"Kelvim Escobar","TOR",13,9,4.29205214944073,41,26,16,1,1,4,0,1,180.1,797,189,94,86,15,78,3,9,9,0,159,"Kelvim Escobar",1298,113898
"Ben Sheets","MIL",11,13,4.445618925469719,34,34,18,1,0,0,0,0,220.2,931,232,122,109,29,43,2,6,7,0,157,"Ben Sheets",710,282656
"Jake Peavy","SDP",12,11,4.114726242416917,32,32,18,0,0,0,0,0,194.2,827,173,94,89,33,82,3,6,2,0,156,"Jake Peavy",1051,408241
"Woody Williams","STL",18,9,3.874622100780918,34,33,21,0,0,0,0,1,220.2,944,220,101,95,20,55,2,11,3,0,153,"Woody Williams",1190,124315
"Josh Beckett","FLA",9,8,3.0422531942176074,24,23,15,0,0,0,0,0,142,601,132,54,48,9,56,4,2,6,1,152,"Josh Beckett",510,277417
"Matt Kinney","MIL",10,13,5.192307138263501,33,31,10,1,0,0,0,0,190.2,847,201,121,110,27,80,4,6,10,2,152,"Matt Kinney",737,150219
"Mark Redman","FLA",14,9,3.5874124917140375,29,29,19,3,0,0,0,0,190.2,802,172,82,76,16,61,3,5,8,2,151,"Mark Redman",491,150230
"Joel Pineiro","SEA",16,11,3.784251604767893,32,32,18,3,2,0,0,0,211.2,890,192,94,89,19,76,3,6,5,0,151,"Joel Pineiro",1094,334492
"John Lackey","ANA",10,16,4.632352941176471,33,33,16,2,2,0,0,0,204,885,223,117,105,31,66,4,10,11,1,151,"John Lackey",1507,407793
"Russ Ortiz","ATL",21,7,3.814756763278758,34,34,19,1,1,0,0,0,212.1,912,177,101,90,17,102,7,4,5,0,149,"Russ Ortiz",1124,133460
"Ted Lilly","OAK",12,10,4.340187039674763,32,31,13,0,0,0,0,0,178.1,773,179,92,86,24,58,3,5,5,4,147,"Ted Lilly",833,150404
"Kip Wells","PIT",10,9,3.2837838684232525,31,31,21,1,0,0,0,0,197.1,835,171,77,72,24,76,7,7,7,0,147,"Kip Wells",1012,150337
"Barry Zito","OAK",14,12,3.3021584183796797,35,35,23,4,1,0,0,0,231.2,957,186,98,85,19,88,3,6,4,0,146,"Barry Zito",944,217096
"Adam Eaton","SDP",9,12,4.081967213114754,31,31,17,1,0,0,0,0,183,789,173,91,83,20,68,6,7,7,1,146,"Adam Eaton",1029,284566
"Freddy Garcia","SEA",12,14,4.514900434132737,33,33,19,1,0,0,0,0,201.1,862,196,109,101,31,71,2,11,11,0,144,"Freddy Garcia",1077,150119
"Brett Myers","PHI",14,9,4.430051463226835,32,32,17,1,1,0,0,0,193,848,205,99,95,20,76,8,9,9,0,143,"Brett Myers",962,408206
"Miguel Batista","ARI",10,9,3.537931145011461,36,29,17,2,1,0,0,0,193.1,822,197,85,76,13,60,3,8,7,0,142,"Miguel Batista",46,110683
"Dontrelle Willis","FLA",14,6,3.3049788346060174,27,27,16,2,2,0,0,0,160.2,668,148,61,59,13,58,0,3,7,1,142,"Dontrelle Willis",1703,425883
"CC Sabathia","CLE",13,9,3.596964494291193,30,30,20,2,1,0,0,0,197.2,832,190,85,79,19,66,3,6,4,2,141,"CC Sabathia",404,282332
"Odalis Perez","LAD",12,12,4.516187174301344,30,30,20,0,0,0,0,0,185.1,772,191,98,93,28,46,4,3,2,1,141,"Odalis Perez",668,136602
"Oliver Pérez","- - -",4,10,5.471052411890435,24,24,8,0,0,0,0,0,126.2,579,129,80,77,22,77,3,4,7,1,141,"Oliver Perez",1514,424144
"Kaz Ishii","LAD",9,7,3.857142857142857,27,27,13,0,0,0,0,0,147,656,129,72,63,16,101,4,6,10,2,140,"Kaz Ishii",655,408193
"Al Leiter","NYM",15,9,3.985239403616772,30,30,20,1,1,0,0,0,180.2,798,176,83,80,15,94,11,9,5,1,139,"Al Leiter",883,117652
"Brad Penny","FLA",14,10,4.125636779205808,32,32,18,0,0,0,0,0,196.1,811,195,96,90,21,56,6,3,3,4,138,"Brad Penny",535,207267
"Eric Gagne","LAD",2,3,1.2024294469249763,77,0,0,0,0,55,0,0,82.1,306,37,12,11,2,20,2,3,2,0,137,"Eric Gagne",650,150378
"John Thomson","TEX",13,14,4.852534220996331,35,35,19,3,1,0,0,0,217,910,234,125,117,27,49,2,4,5,0,136,"John Thomson",453,123307
"Sidney Ponson","- - -",17,12,3.75,31,31,18,4,0,0,0,0,216,898,211,94,90,16,61,5,5,9,0,134,"Sidney Ponson",161,132260
"Carl Pavano","FLA",12,13,4.298507789005093,33,32,21,2,0,0,0,0,201,846,204,99,96,19,49,10,7,3,2,133,"Carl Pavano",790,134321
"Vicente Padilla","PHI",14,12,3.6230033715100456,32,32,19,1,1,0,0,0,208.2,876,196,94,84,22,62,4,16,3,2,133,"Vicente Padilla",964,218894
"Victor Zambrano","TBD",12,10,4.205309209244852,34,28,14,1,0,0,2,0,188.1,836,165,97,88,21,106,2,20,15,3,132,"Victor Zambrano",1237,406913
"Kyle Lohse","MIN",14,11,4.611940648620047,33,33,20,2,1,0,0,0,201,850,211,107,103,28,45,1,5,10,1,130,"Kyle Lohse",739,346798
"Gil Meche","SEA",15,13,4.58855110915158,32,32,15,1,0,0,0,0,186.1,785,187,97,95,30,63,2,3,7,0,130,"Gil Meche",1089,219194
"Jamie Moyer","SEA",21,7,3.2651162790697676,33,33,22,1,0,0,0,0,215,897,199,83,78,19,66,3,8,0,0,129,"Jamie Moyer",1091,119469
"Mark Mulder","OAK",15,9,3.133928486035797,26,26,17,9,2,0,0,0,186.2,747,180,66,65,15,40,2,2,7,0,128,"Mark Mulder",932,150426
"Randy Johnson","ARI",6,8,4.263157609427093,18,18,13,1,1,0,0,0,114,489,125,61,54,16,27,3,8,1,1,125,"Randy Johnson",60,116615
"Greg Maddux","ATL",16,11,3.957251724021773,36,36,21,1,0,0,0,0,218.1,901,225,112,96,24,33,7,8,3,0,124,"Greg Maddux",104,118120
"Brad Radke","MIN",14,10,4.49293606629051,33,33,18,3,1,0,0,0,212.1,888,242,111,106,32,28,2,5,0,0,120,"Brad Radke",748,120878
"Matt Morris","STL",11,8,3.760154849855725,27,27,15,5,3,0,0,0,172.1,703,164,76,72,20,39,1,4,3,0,120,"Matt Morris",1172,119403
"Mark Buehrle","CHW",14,14,4.1418238101257066,35,35,24,2,0,0,0,0,230.1,978,250,124,106,22,61,2,5,1,0,119,"Mark Buehrle",225,279824
"Jason Jennings","COL",12,13,5.112132066158291,32,32,15,1,0,0,0,0,181.1,820,212,115,103,20,88,7,5,7,0,119,"Jason Jennings",434,407298
"Jarrod Washburn","ANA",10,15,4.427652515882264,32,32,16,2,0,0,0,0,207.1,876,205,106,102,34,54,4,11,4,1,118,"Jarrod Washburn",40,132220
"Jason Johnson","BAL",10,10,4.175747148389613,32,32,14,0,0,0,0,0,189.2,858,216,100,88,22,80,8,10,7,0,118,"Jason Johnson",147,116595
"Tomo Ohka","MON",10,12,4.160804339139878,34,34,22,2,0,0,0,0,199,864,233,106,92,24,45,11,9,8,0,118,"Tomo Ohka",788,219594
"Wayne Franklin","MIL",10,13,5.501712238923944,36,34,13,1,1,0,0,0,194.2,870,201,129,119,36,94,2,10,3,4,116,"Wayne Franklin",557,276356
"Tim Redding","HOU",10,14,3.68181786261317,33,32,14,0,0,0,0,0,176,769,179,85,72,16,65,4,7,3,0,116,"Tim Redding",573,400062
"Brian Lawrence","SDP",10,15,4.186708759677048,33,33,21,1,0,0,0,0,210.2,884,206,106,98,27,57,8,11,4,0,116,"Brian Lawrence",1045,400147
"Kenny Rogers","MIN",13,8,4.569230545766266,33,31,14,0,0,0,0,0,195,851,227,108,99,22,50,5,11,6,4,116,"Kenny Rogers",1277,121386
"Darrell May","KCR",10,8,3.771428605682996,35,32,16,2,1,0,0,1,210,868,197,98,88,31,53,1,2,5,0,115,"Darrell May",613,118469
"Brett Tomko","STL",13,9,5.28454008707242,33,32,15,2,0,0,0,0,202.2,903,252,126,119,35,57,2,5,6,0,114,"Brett Tomko",1056,123387
"Elmer Dessens","ARI",8,8,5.072105674427396,34,30,10,0,0,0,0,0,175.2,781,212,107,99,22,57,6,4,3,2,113,"Elmer Dessens",317,113296
"Cory Lidle","TOR",12,15,5.745675043847902,31,31,11,2,0,0,0,0,192.2,840,216,133,123,24,60,3,5,9,0,112,"Cory Lidle",926,117756
"Scot Shields","ANA",5,6,2.8516854910410503,44,13,6,0,0,1,3,0,148.1,609,138,56,47,12,38,6,5,4,0,111,"Scot Shields",35,276912
"Steve Trachsel","NYM",16,10,3.781758863672539,33,33,20,2,2,0,0,0,204.2,857,204,90,86,26,65,9,3,5,2,111,"Steve Trachsel",898,123431
"Derek Lowe","BOS",17,7,4.470491915105399,33,33,17,1,0,0,0,0,203.1,886,216,113,101,17,72,4,11,3,0,110,"Derek Lowe",199,117955
"Mike Hampton","ATL",14,8,3.8368417971286335,31,31,15,1,0,0,0,0,190,823,186,91,81,14,78,4,1,10,1,110,"Mike Hampton",430,115399
"Jeff Suppan","- - -",13,11,4.191176504876375,32,31,18,3,2,0,0,0,204,873,217,98,95,23,51,5,8,7,0,110,"Jeff Suppan",633,122987
"Jae Weong Seo","NYM",9,12,3.8230089528044022,32,31,17,0,0,0,0,0,188.1,806,193,94,80,18,46,11,6,2,0,110,"Jae Weong Seo",895,150242
"Jon Garland","CHW",12,13,4.507825608459408,32,32,18,0,0,0,0,0,191.2,813,188,103,96,28,74,1,4,8,0,108,"Jon Garland",232,279782
"Roy Oswalt","HOU",10,5,2.9685861502773303,21,21,15,0,0,0,0,0,127.1,514,116,48,42,15,29,0,5,1,0,108,"Roy Oswalt",571,400061
"Jeremy Bonderman","DET",6,19,5.555555620965317,33,28,14,0,0,0,0,0,162,727,193,118,100,23,58,2,4,12,2,108,"Jeremy Bonderman",1667,425827
"John Burkett","BOS",12,9,5.152293433728883,32,30,15,1,0,0,0,0,181.2,785,202,108,104,20,47,1,9,3,0,107,"John Burkett",179,111734
"Billy Wagner","HOU",1,4,1.7790702409265848,78,0,0,0,0,44,0,3,86,335,52,18,17,8,23,5,3,4,0,105,"Billy Wagner",578,123790
"Rodrigo Lopez","BAL",7,10,5.8163259268701335,26,26,13,3,1,0,0,0,147,663,188,101,95,24,43,6,10,2,1,103,"Rodrigo Lopez",150,150438
"Shawn Estes","CHC",8,11,5.730853800541075,29,28,11,1,1,0,0,0,152.1,699,182,113,97,20,83,1,1,6,0,103,"Shawn Estes",873,113915
"Byung-Hyun Kim","- - -",9,10,3.3106269438781384,56,12,7,0,0,16,1,3,122.1,517,104,55,45,12,33,3,12,1,0,102,"Byung-Hyun Kim",61,218294
"David Wells","NYY",15,7,4.14084481086271,31,30,16,4,1,0,0,0,213,887,242,101,98,24,20,0,8,3,0,101,"David Wells",855,124071
"Jesse Foppert","SFG",8,9,5.027027027027027,23,21,6,0,0,0,1,0,111,500,103,69,62,16,69,4,3,12,0,101,"Jesse Foppert",1688,425817
"Horacio Ramirez","ATL",12,4,3.99817162337383,29,29,18,1,0,0,0,0,182.1,781,181,91,81,21,72,10,6,5,1,100,"Horacio Ramirez",110,400141
"Pat Hentgen","BAL",7,8,4.089211246079493,28,22,11,1,0,1,0,0,160.2,676,150,74,73,25,58,1,5,4,1,100,"Pat Hentgen",145,115797
"Jeff D'Amico","PIT",9,16,4.773764397037764,29,29,12,2,1,0,0,0,175.1,765,204,104,93,23,42,6,7,6,0,100,"Jeff D'Amico",871,113026
"Ryan Franklin","SEA",11,13,3.5660377358490565,32,32,20,2,1,0,0,0,212,877,199,93,84,34,61,3,9,1,2,99,"Ryan Franklin",1076,211041
"Guillermo Mota","LAD",6,3,1.9714288579201629,76,0,0,0,0,1,13,2,105,410,78,23,23,7,26,4,1,0,0,99,"Guillermo Mota",1467,150407
"Jeriome Robertson","HOU",15,9,5.097510268803614,32,31,13,0,0,0,0,0,160.2,711,180,98,91,23,64,8,6,1,2,99,"Jeriome Robertson",1619,276359
"Rick Helling","- - -",8,8,5.167741490343273,35,24,7,0,0,0,1,0,155,665,167,91,89,31,45,0,12,5,1,98,"Rick Helling",58,115727
"Jeremy Affeldt","KCR",7,6,3.9285713691019426,36,18,5,0,0,4,3,0,126,533,126,58,55,12,38,1,5,2,2,98,"Jeremy Affeldt",583,346793
"Octavio Dotel","HOU",6,4,2.4827588384131807,76,0,0,0,0,4,33,2,87,346,53,25,24,9,31,2,3,2,0,97,"Octavio Dotel",555,136734
"Brad Lidge","HOU",6,3,3.6,78,0,0,0,0,1,28,5,85,349,60,36,34,6,42,7,5,4,1,97,"Brad Lidge",563,400058
"Geremi Gonzalez","TBD",6,11,3.9147122808822363,25,25,16,2,0,0,0,0,156.1,668,131,71,68,18,69,1,12,3,2,97,"Geremi Gonzalez",1711,114928
"Francisco Rodríguez","ANA",8,3,3.0348834516939163,59,0,0,0,0,2,7,4,86,334,50,30,29,12,35,5,2,7,0,95,"Francisco Rodriguez",1642,408061
"Ramon Ortiz","ANA",16,13,5.200000440809499,32,32,12,1,0,0,0,0,180,814,209,121,104,28,63,0,12,4,0,94,"Ramon Ortiz",27,150009
"Shane Reynolds","ATL",11,9,5.432271576811842,30,29,11,0,0,0,0,0,167.1,731,191,104,101,20,59,6,8,0,1,94,"Shane Reynolds",574,121110
"R.A. Dickey","TEX",9,8,5.09142834945991,38,13,6,1,1,1,3,0,116.2,513,135,68,66,16,38,5,5,5,2,94,"R.A. Dickey",1245,285079
"Shawn Chacon","COL",11,8,4.598540145985401,23,23,14,0,0,0,0,0,137,596,124,73,70,12,58,4,12,8,0,93,"Shawn Chacon",424,276336
"Jeff Weaver","NYY",7,9,5.987447531504081,32,24,9,0,0,0,1,0,159.1,735,211,113,106,16,47,2,11,2,0,93,"Jeff Weaver",503,213711
"Glendon Rusch","MIL",1,12,6.4216223830007335,32,19,6,1,0,1,7,0,123.1,573,171,93,88,11,45,3,4,3,0,93,"Glendon Rusch",707,121556
"Paul Wilson","CIN",8,10,4.643999433105538,28,28,17,0,0,0,0,0,166.2,730,190,97,86,24,50,5,7,1,0,93,"Paul Wilson",1234,124417
"Kyle Farnsworth","CHC",3,2,3.3013109235634412,77,0,0,0,0,0,19,3,76.1,312,53,31,28,6,36,1,0,6,0,92,"Kyle Farnsworth",278,150035
"Tom Gordon","CHW",7,6,3.162162814199667,66,0,0,0,0,12,7,5,74,310,57,29,26,4,31,3,4,5,0,91,"Tom Gordon",282,114971
"Ron Villone","HOU",6,6,4.1343753942847625,19,19,12,0,0,0,0,0,106.2,449,91,51,49,16,48,1,5,1,0,91,"Ron Villone",1010,123725
"Garrett Stephenson","STL",7,13,4.594646405561645,32,27,13,1,0,0,0,0,174.1,747,167,94,89,30,60,3,13,5,0,91,"Garrett Stephenson",1185,122751
"Francisco Cordero","TEX",5,8,2.9395156768805477,73,0,0,0,0,15,18,10,82.2,352,70,33,27,4,38,6,2,1,0,90,"Francisco Cordero",1243,150188
"Darren Oliver","COL",13,11,5.040665196688834,33,32,15,1,0,0,0,0,180.1,786,201,108,101,21,61,3,8,0,0,88,"Darren Oliver",206,119984
"Keith Foulke","OAK",9,1,2.0769235035372375,72,0,0,0,0,43,0,5,86.2,338,57,21,20,10,20,2,7,0,1,88,"Keith Foulke",231,114342
"Billy Traber","CLE",6,9,5.238805552563581,33,18,5,1,1,0,1,0,111.2,503,132,67,65,15,40,4,5,6,0,88,"Billy Traber",410,407896
"Jerome Williams","SFG",7,5,3.2977099236641223,21,21,13,2,1,0,0,0,131,545,116,54,48,10,49,3,7,2,1,88,"Jerome Williams",1137,425532
"Colby Lewis","TEX",10,9,7.299211282947339,26,26,8,0,0,0,0,0,127,594,163,104,103,23,70,1,5,5,0,88,"Colby Lewis",1259,407890
"Brian Anderson","- - -",14,11,3.779089497606091,32,31,18,2,1,0,0,0,197.2,821,212,110,83,27,43,3,4,3,1,87,"Brian Anderson",44,110230
"Damaso Marte","CHW",4,2,1.5815903115733696,71,0,0,0,0,11,14,7,79.2,314,50,16,14,3,34,6,3,1,0,87,"Damaso Marte",247,150122
"Joaquín Benoit","TEX",8,5,5.485713488520524,25,17,3,0,0,0,0,0,105,462,99,67,64,23,51,0,3,3,1,87,"Joaquin Benoit",1437,276542
"Mike Maroth","DET",9,21,5.7258622196029725,33,33,14,1,0,0,0,0,193.1,847,231,131,123,34,50,2,8,7,0,87,"Mike Maroth",1508,400077
"Jason Davis","CLE",8,11,4.681451324865813,27,27,12,1,0,0,0,0,165.1,696,172,101,86,25,47,4,8,9,2,85,"Jason Davis",1598,425186
"Ryan Dempster","CIN",3,7,6.536022996374579,22,20,7,0,0,0,0,0,115.2,545,134,89,84,14,70,4,5,3,0,84,"Ryan Dempster",517,133225
"Salomon Torres","PIT",7,5,4.760331328893509,41,16,4,0,0,2,6,1,121,518,128,65,64,19,42,5,7,3,0,84,"Salomon Torres",1628,123415
"Mike Remlinger","CHC",6,5,3.6521751245167358,73,0,0,0,0,0,17,1,69,301,54,30,28,11,39,4,2,2,0,83,"Mike Remlinger",111,121060
"Joe Nathan","SFG",12,4,2.9620256025121763,78,0,0,0,0,0,20,3,79,316,51,26,26,7,33,3,3,4,1,83,"Joe Nathan",1122,150274
"Tom Glavine","NYM",9,14,4.516364137558165,32,32,16,0,0,0,0,0,183.1,791,205,94,92,21,66,7,2,2,0,82,"Tom Glavine",90,114849
"David Riske","CLE",2,2,2.2901793514590096,68,0,0,0,0,8,17,5,74.2,293,52,21,19,9,20,3,3,1,0,82,"David Riske",402,228594
"Brian Fuentes","COL",3,3,2.7477880744238785,75,0,0,0,0,4,19,2,75.1,320,64,24,23,7,34,2,6,2,1,82,"Brian Fuentes",429,150118
"Wilson Alvarez","LAD",6,2,2.3684207673218456,21,12,7,1,1,1,1,0,95,377,80,27,25,5,23,1,5,1,0,82,"Wilson Alvarez",1193,110209
"Adam Bernero","- - -",1,14,5.872500056004525,49,17,7,0,0,0,5,2,133.1,589,137,90,87,19,54,1,8,3,0,80,"Adam Bernero",460,333293
"Oscar Villarreal","ARI",10,7,2.5714293721815995,86,1,0,0,0,0,10,4,98,422,80,40,28,6,46,10,3,3,2,80,"Oscar Villarreal",1654,425629
"Damian Moss","- - -",10,12,5.1609649789942775,31,29,14,0,0,0,0,0,165.2,762,184,102,95,24,92,5,11,12,3,79,"Damian Moss",107,150305
"Brendan Donnelly","ANA",2,2,1.5810810810810811,63,0,0,0,0,3,29,2,74,307,55,14,13,2,24,1,4,1,0,79,"Brendan Donnelly",1441,407791
"Ugueth Urbina","- - -",3,4,2.8051949441684347,72,0,0,0,0,32,11,6,77,316,56,25,24,8,31,2,0,4,1,78,"Ugueth Urbina",216,123584
"Joe Kennedy","TBD",3,12,6.127181593158586,32,22,6,1,1,1,1,1,133.2,619,167,101,91,19,47,1,11,3,1,77,"Joe Kennedy",1217,406773
"Mark Hendrickson","TOR",9,9,5.5136843876466255,30,30,12,1,1,0,0,0,158.1,703,207,111,97,24,40,3,0,4,0,76,"Mark Hendrickson",1574,424805
"LaTroy Hawkins","MIN",9,3,1.8620690879867217,74,0,0,0,0,2,28,6,77.1,310,69,20,16,4,15,1,1,5,0,75,"LaTroy Hawkins",729,115629
"Armando Benitez","- - -",4,4,2.958905578488023,69,0,0,0,0,21,5,8,73,313,59,27,24,6,41,3,0,3,1,75,"Armando Benitez",865,110859
"David Weathers","NYM",1,6,3.079848534150787,77,0,0,0,0,7,26,2,87.2,384,87,33,30,6,40,6,6,1,0,75,"David Weathers",902,124000
"Scott Williamson","- - -",5,4,4.164894039569412,66,0,0,0,0,21,5,7,62.2,276,54,30,29,7,34,6,1,12,0,74,"Scott Williamson",361,150182
"Jason Simontacchi","STL",9,5,5.556729462636663,46,16,6,1,0,1,7,2,126.1,563,153,82,78,21,41,0,5,4,0,74,"Jason Simontacchi",1181,421004
"John Smoltz","ATL",0,2,1.1191714711119571,62,0,0,0,0,45,0,4,64.1,244,48,9,8,2,8,1,0,2,0,73,"John Smoltz",115,122477
"Jorge Sosa","TBD",5,12,4.6165807443086795,29,19,5,1,1,0,0,0,128.2,566,137,71,66,14,60,4,4,8,1,72,"Jorge Sosa",1228,407901
"Jose Contreras","NYY",7,2,3.2957742937357413,18,9,7,0,0,0,1,1,71,293,52,27,26,4,30,1,5,2,0,72,"Jose Contreras",1660,425747
"Mike DeJean","- - -",5,8,4.681452621034448,76,0,0,0,0,19,10,8,82.2,365,86,46,43,13,39,7,2,3,0,71,"Mike DeJean",682,113211
"Rick Reed","MIN",6,12,5.066666845627779,27,21,9,2,1,0,0,1,135,583,155,80,76,21,29,2,5,3,0,71,"Rick Reed",750,120999
"Josh Fogg","PIT",10,9,5.26056338028169,26,26,12,1,0,0,0,0,142,625,166,90,83,22,40,0,9,2,0,71,"Josh Fogg",989,150319
"Julio Mateo","SEA",4,0,3.151751627710881,50,0,0,0,0,1,2,0,85.2,338,69,32,30,14,13,1,5,1,1,71,"Julio Mateo",1087,421024
"Jose Valverde","ARI",2,1,2.1456957436838264,54,0,0,0,0,10,8,1,50.1,204,24,16,12,4,26,2,2,2,0,71,"Jose Valverde",1726,407878
"Jesus Colome","TBD",3,7,4.500000927899526,54,0,0,0,0,2,11,6,74,334,69,37,37,9,46,5,3,7,0,69,"Jesus Colome",1198,400125
"Matt Mantei","ARI",5,4,2.6181821813662696,50,0,0,0,0,29,0,3,55,220,37,17,16,6,18,1,2,1,0,68,"Matt Mantei",64,118256
"Scott Linebrink","- - -",3,2,3.314079784648197,52,6,0,0,0,0,6,0,92.1,397,93,37,34,9,36,4,6,11,0,68,"Scott Linebrink",564,276530
"Matt Herges","- - -",3,2,2.620252784982109,67,0,0,0,0,3,9,3,79,332,68,27,23,3,29,2,3,1,1,68,"Matt Herges",780,150382
"Sterling Hitchcock","- - -",6,4,4.722434727266877,35,7,3,0,0,0,2,0,87.2,383,91,50,46,14,32,4,1,3,0,68,"Sterling Hitchcock",824,115982
"Brandon Duckworth","PHI",4,7,4.935483870967742,24,18,5,0,0,0,0,0,93,424,98,58,51,12,44,3,10,5,0,68,"Brandon Duckworth",954,346855
"Kris Benson","PIT",5,9,4.971428932657074,18,18,9,0,0,0,0,0,105,475,127,67,58,14,36,4,1,7,0,68,"Kris Benson",982,150249
"Jeff Nelson","- - -",4,2,3.740964973002621,70,0,0,0,0,8,14,6,55.1,240,51,25,23,4,24,3,4,3,1,68,"Jeff Nelson",1092,119704
"Rafael Soriano","SEA",3,0,1.528301996792631,40,0,0,0,0,1,5,1,53,201,30,9,9,2,12,1,3,0,0,68,"Rafael Soriano",1100,400089
"Darren Dreifort","LAD",4,4,4.027624648931906,10,10,7,0,0,0,0,0,60.1,261,58,29,27,6,25,0,0,3,1,67,"Darren Dreifort",647,113554
"Rheal Cormier","PHI",8,0,1.7007876059209395,65,0,0,0,0,1,14,3,84.2,327,54,18,16,4,25,2,1,0,1,67,"Rheal Cormier",952,112690
"Cal Eldred","STL",7,4,3.7425758123240684,62,0,0,0,0,8,11,6,67.1,293,62,32,28,9,31,4,4,4,0,67,"Cal Eldred",1653,113793
"Rich Harden","OAK",5,4,4.459821124770224,15,13,7,0,0,0,0,0,74.2,324,72,38,37,5,40,1,1,6,0,67,"Rich Harden",1772,425848
"Joe Borowski","CHC",2,2,2.6341468316328154,68,0,0,0,0,33,1,4,68.1,280,53,23,20,5,19,1,1,0,0,66,"Joe Borowski",267,111244
"Danys Baez","CLE",2,9,3.8061675288050827,73,0,0,0,0,25,5,10,75.2,318,65,36,32,9,23,0,4,5,0,66,"Danys Baez",367,276056
"Justin Speier","COL",3,1,4.050000280900455,72,0,0,0,0,9,12,3,73.1,319,73,37,33,11,23,6,7,0,0,66,"Justin Speier",451,133221
