Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"Vladimir Nunez","FLA",0.358974358974359,0.95,0.133333333,0.422222222,0.444444444,0.15,0.35,11,9.281257191678494,89,139,228,0.54347826,0.30434783,0.15217391,0.13043478,0.34782609,0.52173913,"Vladimir Nunez",532,136727
"Brian Powell","SFG",0.3333333333333333,3.333333333,0.277777777,0.555555555,0.166666666,0,1,1,1.9285701148372958,24,53,77,0.44444444,0.27777778,0.27777778,0.05555556,0.44444444,0.5,"Brian Powell",490,150064
"Scott Downs","MON",0.375,1.5,0.5,0.3,0.2,0,1,0,0,32,34,66,0.5,0.2,0.3,0,0.5,0.5,"Scott Downs",773,275933
"Felix Sanchez","CHC",0.3333333333333333,0.5,0.25,0.25,0.5,0,0.5,5,27.00002768042541,21,19,40,0.25,0.75,0,0,0.5,0.5,"Felix Sanchez",1822,425485
"Joey Hamilton","CIN",0.42857142857142855,1.545454545,0.377777777,0.377777777,0.244444444,0.09090909,0.272727272,3,2.5312492456289393,70,123,193,0.51111111,0.24444444,0.24444444,0.13333333,0.37777778,0.48888889,"Joey Hamilton",328,115383
"Roger Deago","SDP",0.3548387096774194,1.09090909,0.206896551,0.413793103,0.379310344,0,0,5,4.354840049386809,83,115,198,0.38709677,0.35483871,0.25806452,0.22580645,0.29032258,0.48387097,"Roger Deago",1705,429300
"Joe Dawley","ATL",0.46153846153846156,0.5,0.275862068,0.24137931,0.48275862,0.214285714,0.214285714,0,0,67,95,162,0.17241379,0.34482759,0.48275862,0.24137931,0.27586207,0.48275862,"Joe Dawley",1632,425307
"Rich Rodriguez","ANA",0.36363636363636365,0.6,0.272727272,0.272727272,0.454545454,0,0,2,4.909091760304496,24,38,62,0.27272727,0.27272727,0.45454545,0.27272727,0.27272727,0.45454545,"Rich Rodriguez",1276,121363
"Tim Drew","MON",0.28125,0.533333333,0.303030303,0.242424242,0.454545454,0,0.2,4,4.153845087311246,71,95,166,0.36111111,0.38888889,0.25,0.08333333,0.47222222,0.44444444,"Tim Drew",380,282328
"Dave Elder","CLE",0.42857142857142855,0.5,0.333333333,0.222222222,0.444444444,0,0.5,7,26.999970572367452,35,49,84,0.33333333,0.44444444,0.22222222,0.22222222,0.33333333,0.44444444,"Dave Elder",1535,276541
"Aaron Myette","CLE",0.46153846153846156,0.571428571,0.214285714,0.285714285,0.5,0,0.142857142,1,3.374995976691274,27,45,72,0.5,0.35714286,0.14285714,0.14285714,0.42857143,0.42857143,"Aaron Myette",1263,150329
"Les Walrond","KCR",0.34615384615384615,1.571428571,0.333333333,0.407407407,0.259259259,0.142857142,0.285714285,3,3.3750004023314,64,79,143,0.5,0.32142857,0.17857143,0.14285714,0.42857143,0.42857143,"Les Walrond",1735,400113
"Adam Johnson","MIN",0.6363636363636364,2,0.5,0.333333333,0.166666666,0,0.5,0,0,15,28,43,0.41666667,0.33333333,0.25,0.08333333,0.5,0.41666667,"Adam Johnson",733,407053
"Sergio Mitre","CHC",0.4,2.875,0.114285714,0.657142857,0.228571428,0.125,0.125,4,4.153844630225024,61,90,151,0.52777778,0.30555556,0.16666667,0.25,0.33333333,0.41666667,"Sergio Mitre",1773,429901
"Jason Roach","NYM",0.3055555555555556,0.9375,0.184210526,0.394736842,0.421052631,0.0625,0.1875,5,5,51,89,140,0.35897436,0.23076923,0.41025641,0.17948718,0.41025641,0.41025641,"Jason Roach",1740,429480
"Geoff Geary","PHI",0.36363636363636365,1.25,0.142857142,0.476190476,0.38095238,0.125,0,10,15,40,69,109,0.27272727,0.31818182,0.40909091,0.09090909,0.5,0.40909091,"Geoff Geary",1813,407783
"Mike Porzio","CHW",0.3333333333333333,1.333333333,0.255319148,0.425531914,0.319148936,0.133333333,0.133333333,5,3.2142857142857144,75,137,212,0.42,0.22,0.36,0.28,0.32,0.4,"Mike Porzio",252,150053
"Chris Bootcheck","ANA",0.3142857142857143,1.142857142,0.25,0.4,0.35,0.071428571,0.357142857,3,2.6129040899190277,80,116,196,0.375,0.35,0.275,0.075,0.525,0.4,"Chris Bootcheck",1842,408052
"Bobby Seay","TBD",0.25,1.4,0.142857142,0.5,0.357142857,0.1,0,2,1.9999997880723965,70,88,158,0.46428571,0.35714286,0.17857143,0.10714286,0.5,0.39285714,"Bobby Seay",1225,150144
"Tony Mounce","TEX",0.33136094674556216,0.969230769,0.264367816,0.362068965,0.373563218,0.138461538,0.138461538,21,3.7302636259811335,370,554,924,0.48876404,0.24719101,0.26404494,0.14044944,0.47191011,0.38764045,"Tony Mounce",1739,429481
"Jamey Wright","KCR",0.2972972972972973,1.75,0.256756756,0.472972972,0.27027027,0.05,0.05,13,4.618421632167117,155,218,373,0.49333333,0.28,0.22666667,0.16,0.45333333,0.38666667,"Jamey Wright",715,124604
"Bret Prinz","- - -",0.5,2,0.538461538,0.307692307,0.153846153,0,0.5,2,5.9999942779595585,39,44,83,0.30769231,0.30769231,0.38461538,0.23076923,0.38461538,0.38461538,"Bret Prinz",1474,400092
"John Wasdin","TOR",0.5833333333333334,1,0.36,0.32,0.32,0.25,0.25,1,1.7999999570846568,55,79,134,0.57692308,0.19230769,0.23076923,0.07692308,0.53846154,0.38461538,"John Wasdin",1768,123955
"Ryan Jensen","SFG",0.30612244897959184,0.772727272,0.22,0.34,0.44,0.136363636,0.272727272,17,11.475002735853847,97,132,229,0.36363636,0.30909091,0.32727273,0.21818182,0.4,0.38181818,"Ryan Jensen",1117,276528
"Jerrod Riggan","CLE",0.4375,0.625,0.1875,0.3125,0.5,0,0,0,0,28,49,77,0.1875,0.3125,0.5,0.375,0.25,0.375,"Jerrod Riggan",1422,339492
"Jesus Sanchez","COL",0.3225806451612903,1.181818181,0.25,0.40625,0.34375,0,0.09090909,1,1.1249997317791625,62,85,147,0.5,0.1875,0.3125,0.03125,0.59375,0.375,"Jesus Sanchez",1476,133260
"Russ Springer","STL",0.21568627450980393,0.533333333,0.206896551,0.275862068,0.517241379,0.1,0.266666666,9,4.673076751669489,117,189,306,0.47457627,0.3220339,0.20338983,0.16949153,0.45762712,0.37288136,"Russ Springer",1652,122620
"Trevor Hoffman","SDP",0.2857142857142857,1.142857142,0.318181818,0.363636363,0.318181818,0.142857142,0.142857142,5,5,48,92,140,0.45454545,0.22727273,0.31818182,0.13636364,0.5,0.36363636,"Trevor Hoffman",1035,116034
"Manny Aybar","SFG",0.3,0.571428571,0,0.363636363,0.636363636,0,0.142857142,6,18.000024318727924,24,34,58,0.54545455,0.27272727,0.18181818,0.27272727,0.36363636,0.36363636,"Manny Aybar",1107,110403
"Pedro Borbon","STL",0.5217391304347826,1.8,0.416666666,0.375,0.208333333,0,0.4,0,0,41,57,98,0.68,0.24,0.08,0.24,0.4,0.36,"Pedro Borbon",1289,111228
"Robert Ellis","TEX",0.30158730158730157,0.612903225,0.285714285,0.271428571,0.442857142,0.064516129,0.225806451,20,9.818183520608992,125,196,321,0.45714286,0.35714286,0.18571429,0.07142857,0.57142857,0.35714286,"Robert Ellis",649,113819
"Kevin Ohme","STL",0.21428571428571427,0.571428571,0.214285714,0.285714285,0.5,0,0,1,2.076921858026441,15,30,45,0.35714286,0.28571429,0.35714286,0.28571429,0.35714286,0.35714286,"Kevin Ohme",1687,150227
"Scott Mullen","- - -",0.3793103448275862,0.785714285,0.193548387,0.354838709,0.451612903,0.071428571,0.142857142,7,8.590906111663086,86,96,182,0.25806452,0.16129032,0.58064516,0.09677419,0.5483871,0.35483871,"Scott Mullen",618,150206
"Jeremy Fikac","OAK",0.22727272727272727,1.05,0.145833333,0.4375,0.416666666,0,0.2,9,5.062498189509562,130,148,278,0.52083333,0.1875,0.29166667,0.08333333,0.5625,0.35416667,"Jeremy Fikac",1031,407235
"Bob Howry","BOS",0.5263157894736842,0.5,0.368421052,0.210526315,0.421052631,0,0.125,4,8.307692917141027,42,57,99,0.3,0.35,0.35,0.05,0.6,0.35,"Bob Howry",237,133982
"Chad Paronto","CLE",0.3157894736842105,0.5,0.368421052,0.210526315,0.421052631,0.125,0.125,0,0,34,68,102,0.4,0.3,0.3,0,0.65,0.35,"Chad Paronto",399,406301
"Randy Keisler","SDP",0.23529411764705882,1.285714285,0.2,0.45,0.35,0.142857142,0.428571428,4,6,63,81,144,0.55,0.15,0.3,0.1,0.55,0.35,"Randy Keisler",830,342892
"Ben Howard","SDP",0.21212121212121213,0.930232558,0.216981132,0.37735849,0.405660377,0.069767441,0.232558139,12,3.1153851867428535,196,327,523,0.49541284,0.26605505,0.23853211,0.19266055,0.4587156,0.34862385,"Ben Howard",1452,407806
"Jayson Durocher","MIL",0.2631578947368421,0.583333333,0.136363636,0.318181818,0.545454545,0.25,0.333333333,10,12.272711046492537,41,77,118,0.56521739,0.26086957,0.17391304,0.13043478,0.52173913,0.34782609,"Jayson Durocher",1497,284565
"Victor Santos","TEX",0.3,1.478260869,0.313253012,0.409638554,0.277108433,0.04347826,0.217391304,14,4.909087838644352,206,261,467,0.51190476,0.25,0.23809524,0.0952381,0.55952381,0.3452381,"Victor Santos",446,276343
"Rosman Garcia","TEX",0.34705882352941175,1.863636363,0.2716763,0.473988439,0.25433526,0.113636363,0.09090909,27,5.244605324072454,320,475,795,0.38505747,0.27586207,0.33908046,0.11494253,0.54022989,0.34482759,"Rosman Garcia",1691,425450
"Luis Vizcaino","MIL",0.28402366863905326,0.684782608,0.148351648,0.346153846,0.505494505,0.173913043,0.173913043,30,4.354840317328786,400,653,1053,0.56216216,0.2,0.23783784,0.15135135,0.50810811,0.34054054,"Luis Vizcaino",714,150430
"Colby Lewis","TEX",0.3431372549019608,1.294573643,0.301886792,0.393867924,0.304245283,0.108527131,0.178294573,100,7.086612896065378,915,1390,2305,0.42691415,0.28770302,0.28538283,0.13921114,0.52668213,0.33410673,"Colby Lewis",1259,407890
"C.J. Nitkowski","TEX",0.4358974358974359,2.25,0.315789473,0.47368421,0.210526315,0,0,5,4.655172719966804,81,107,188,0.41025641,0.25641026,0.33333333,0.17948718,0.48717949,0.33333333,"C.J. Nitkowski",570,119809
"Justin Wayne","FLA",0.34782608695652173,1,0.25,0.375,0.375,0.111111111,0.111111111,1,1.68750100582898,67,59,126,0.375,0.41666667,0.20833333,0.125,0.54166667,0.33333333,"Justin Wayne",803,400306
"Brandon Backe","TBD",0.2764227642276423,0.88,0.259842519,0.346456692,0.393700787,0.18,0.12,22,4.432836451863026,291,428,719,0.47286822,0.31007752,0.21705426,0.14728682,0.51937984,0.33333333,"Brandon Backe",1529,407840
"Micheal Nakamura","MIN",0.3902439024390244,0.55,0.311111111,0.244444444,0.444444444,0.15,0.2,8,5.684214235345191,82,141,223,0.44444444,0.33333333,0.22222222,0.11111111,0.55555556,0.33333333,"Micheal Nakamura",1734,425781
"Bryan Hebson","MON",0.375,1.666666666,0,0.625,0.375,0,0.333333333,2,9,19,27,46,0.66666667,0.22222222,0.11111111,0.22222222,0.44444444,0.33333333,"Bryan Hebson",1761,282880
"Edwin Jackson","LAD",0.25862068965517243,1.421052631,0.220338983,0.457627118,0.322033898,0.105263157,0.105263157,7,2.8636363636363638,139,201,340,0.36666667,0.35,0.28333333,0.23333333,0.43333333,0.33333333,"Edwin Jackson",1841,429719
"Jay Powell","TEX",0.3469387755102041,1.543859649,0.271356783,0.442211055,0.28643216,0.087719298,0.122807017,39,5.982955971902407,429,630,1059,0.5,0.28712871,0.21287129,0.08910891,0.57920792,0.33168317,"Jay Powell",1271,120717
"Matt Anderson","DET",0.2597402597402597,1.214285714,0.205128205,0.435897435,0.358974358,0.071428571,0.178571428,4,1.5428579836480187,165,247,412,0.52439024,0.20731707,0.26829268,0.19512195,0.47560976,0.32926829,"Matt Anderson",459,150183
"Esteban Yan","- - -",0.3333333333333333,1.414285714,0.242152466,0.443946188,0.313901345,0.1,0.185714285,34,4.590001225662559,384,708,1092,0.44690265,0.22566372,0.32743363,0.13333333,0.53777778,0.32888889,"Esteban Yan",1236,124643
"Amaury Telemaco","PHI",0.2535211267605634,1.434782608,0.211267605,0.464788732,0.323943661,0.108695652,0.108695652,13,2.5808826425084104,238,431,669,0.47619048,0.21088435,0.31292517,0.19727891,0.47619048,0.32653061,"Amaury Telemaco",1802,123176
"Chan Ho Park","TEX",0.30851063829787234,1.058823529,0.285714285,0.367346938,0.346938775,0.176470588,0.147058823,17,5.157302818158737,249,312,561,0.56565657,0.24242424,0.19191919,0.18181818,0.49494949,0.32323232,"Chan Ho Park",1267,120221
"A.J. Burnett","FLA",0.25396825396825395,1.523809523,0.158730158,0.507936507,0.333333333,0.142857142,0.095238095,8,3.130434782608696,186,227,413,0.43076923,0.26153846,0.30769231,0.23076923,0.44615385,0.32307692,"A.J. Burnett",512,150359
"Albie Lopez","KCR",0.3953488372093023,1.096774193,0.285714285,0.373626373,0.34065934,0.096774193,0.225806451,16,6.352940820080207,191,265,456,0.49462366,0.17204301,0.33333333,0.11827957,0.55913978,0.32258065,"Albie Lopez",102,117913
"Rick White","- - -",0.3034825870646766,1.256756756,0.204761904,0.442857142,0.352380952,0.054054054,0.175675675,35,4.701493072679784,388,692,1080,0.46728972,0.29439252,0.23831776,0.14953271,0.52803738,0.32242991,"Rick White",456,124184
"Matt Riley","BAL",0.2222222222222222,1,0.142857142,0.428571428,0.428571428,0.166666666,0.083333333,6,5.4,73,109,182,0.42857143,0.14285714,0.42857143,0.32142857,0.35714286,0.32142857,"Matt Riley",164,235494
"Duaner Sanchez","PIT",0.5,0.916666666,0.178571428,0.392857142,0.428571428,0,0.166666666,11,16.5,43,67,110,0.57142857,0.28571429,0.14285714,0.10714286,0.57142857,0.32142857,"Duaner Sanchez",1518,400093
"Carl Sadler","CLE",0.39285714285714285,2.166666666,0.269230769,0.5,0.23076923,0.5,0,2,1.8620712924401221,65,105,170,0.35714286,0.32142857,0.32142857,0.17857143,0.5,0.32142857,"Carl Sadler",1568,424725
"John Parrish","BAL",0.22388059701492538,1.291666666,0.19117647,0.455882352,0.352941176,0.041666666,0.083333333,16,6.08450622498066,134,217,351,0.42028986,0.28985507,0.28985507,0.11594203,0.56521739,0.31884058,"John Parrish",160,332292
"Alex Herrera","CLE",0.21052631578947367,0.25,0.09090909,0.181818181,0.727272727,0.125,0.1875,3,3.857144696372773,65,77,142,0.54545455,0.31818182,0.13636364,0.36363636,0.31818182,0.31818182,"Alex Herrera",1505,407789
"Vic Darensbourg","- - -",0.38461538461538464,1.416666666,0.256410256,0.435897435,0.307692307,0.166666666,0.166666666,3,3.0000003178914727,63,103,166,0.34146341,0.24390244,0.41463415,0.29268293,0.3902439,0.31707317,"Vic Darensbourg",516,133240
"Scott Elarton","COL",0.30612244897959184,0.974683544,0.235294117,0.37745098,0.387254901,0.101265822,0.164556962,42,7.316128312030589,356,574,930,0.46889952,0.24880383,0.28229665,0.215311,0.46889952,0.31578947,"Scott Elarton",426,134003
"Ryan Drese","TEX",0.33125,1.403846153,0.25595238,0.434523809,0.309523809,0.134615384,0.153846153,35,6.847827222712512,343,503,846,0.42857143,0.30952381,0.26190476,0.10714286,0.57738095,0.31547619,"Ryan Drese",379,400181
