Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,NameASCII,PlayerId,MLBAMID
"Pete Walker","TOR",0.62869822,86.275,0.15088757,83.10526316,,,0.00295858,78,0.12426036,80.98148148,0.09319527,81.85365854,,,0.23959505,"Pete Walker",1325,123839
"Julio Manon","MON",0.68319559,90.17708333,0.11019284,78.5,,,0.04958678,78.26666667,0.15702479,76.60416667,,,,,0.23899371,"Julio Manon",1732,408249
"Duaner Sanchez","PIT",0.78571429,91.859375,0.13095238,79,,,0.01190476,76,0.07142857,82.16666667,,,,,0.23636364,"Duaner Sanchez",1518,400093
"Ryan Vogelsong","PIT",0.61993769,91.12258065,0.10903427,80.82857143,,,0.1588785,78.17391304,0.11214953,80.08571429,,,,,0.23571429,"Ryan Vogelsong",1011,285064
"Edwin Jackson","LAD",0.651341,91.34437086,0.04980843,85.46153846,,,0.24521073,81.92727273,0.05363985,83.58333333,,,,,0.23235294,"Edwin Jackson",1841,429719
"John Halama","OAK",0.48996914,79.92727273,0.12191358,77.91603053,,,0.08256173,66.12345679,0.30555556,75.03401361,,,,,0.22208884,"John Halama",1080,134280
"Brady Raggio","ARI",0.61983471,85.65384615,0.33057851,78.67857143,,,0.02479339,75,0.02479339,76.5,,,,,0.21935484,"Brady Raggio",1750,120886
"Scott Stewart","MON",0.54826958,86.73195876,0.26411658,81.94565217,,,0.06193078,78.42857143,0.12568306,79.13043478,,,,,0.21459227,"Scott Stewart",797,400305
"Rocky Biddle","MON",0.62539683,91.01055409,0.10582011,82.8,,,0.21481481,77.32608696,0.04656085,83.54285714,0.00740741,82.75,,,0.20588235,"Rocky Biddle",223,335092
"Dustin Hermanson","- - -",0.67080045,89.3776824,0.19729425,83.33098592,,,0.00225479,76,0.09808343,82.45588235,0.03156708,83.88461538,,,0.20233813,"Dustin Hermanson",195,115812
"Josias Manzanillo","CIN",0.67251462,90.51666667,0.26900585,82.4375,,,0.01169591,1,0.04678363,81.75,,,,,0.20093458,"Josias Manzanillo",996,118268
"Jerome Williams","SFG",0.64141723,87.60880503,0.12522908,78.91025641,,,0.11362248,73.0397351,0.11973122,78.01818182,,,,,0.19794219,"Jerome Williams",1137,425532
"Carlos Pulido","MIN",0.67171717,88.38666667,0.05050505,82.14285714,,,0.01515152,77.5,0.26262626,79.425,,,,,0.19512195,"Carlos Pulido",1815,120800
"Juan Cerros","CIN",0.65714286,88.41666667,0.24571429,80.92105263,,,0.01714286,53.33333333,0.06857143,80.5,0.01142857,78,,,0.18981481,"Juan Cerros",1839,430304
"Jim Parque","TBD",0.73037543,83.67171717,,,,,0.18430034,70.8490566,0.08532423,76.43478261,,,,,0.18836565,"Jim Parque",250,133220
"Josh Fogg","PIT",0.52466628,86.18392371,0.15264074,81.34146341,,,0.12768427,74.05780347,0.19500871,80.08580858,,,,,0.18803016,"Josh Fogg",989,150319
"Claudio Vargas","MON",0.73398693,91.80253165,0.10784314,81.17037037,,,0.06862745,79.08108108,0.08954248,82.33333333,,,,,0.18703507,"Claudio Vargas",1695,282567
"Matt Ford","MIL",0.70992366,88.71105528,0.0351145,79.47619048,,,0.11145038,77.67164179,0.14351145,78.97727273,,,,,0.1863354,"Matt Ford",1674,425651
"Brian Reith","CIN",0.66130884,91.34497817,0.22732491,84.10179641,,,0.01607348,70,0.09299656,83.52054795,0.00229621,85,,,0.18445693,"Brian Reith",347,367944
"Tony Armas","MON",0.55612245,90.30379747,0.29591837,80.53846154,,,0.08418367,74.66666667,0.06377551,76.90909091,,,,,0.18333333,"Tony Armas",761,150393
"Jeff Suppan","- - -",0.6345351,88.63954506,0.07134725,82.38571429,,,0.15028463,72.4109589,0.14041746,80.6969697,0.00341556,83.28571429,,,0.17707683,"Jeff Suppan",633,122987
"Doug Waechter","TBD",0.67114094,91.49011858,0.19463087,81.64864865,,,0.02013423,80.875,0.11409396,81.58823529,,,,,0.17679558,"Doug Waechter",1814,425531
"Dan Smith","MON",0.59252336,88.25102881,0.31214953,79.32786885,,,0.0635514,79.14285714,0.02990654,75.15384615,0.00186916,81,,,0.17438272,"Dan Smith",1521,122368
"Micah Bowie","OAK",0.69565217,85.19047619,0.23188406,82.46666667,,,0.00724638,74,0.04347826,80.66666667,0.02173913,81.66666667,,,0.17365269,"Micah Bowie",1561,150295
"Brian Meadows","PIT",0.52178533,90.83248731,0.1455898,80.63461538,,,0.18703507,81.36641221,0.1455898,69.34117647,,,,,0.17092511,"Brian Meadows",998,132785
"John Bale","CIN",0.61198738,88.87215909,0.00788644,76.6,,,0.24132492,72.38888889,0.13880126,80.95348837,,,,,0.17015707,"John Bale",864,150469
"Orber Moreno","NYM",0.77777778,92.2739726,0.0462963,82.75,,,,,0.17592593,85.22222222,,,,,0.16923077,"Orber Moreno",617,150205
"Nelson Cruz","COL",0.56440903,85.10163934,0.14475432,75.96774194,,,0.01460823,49,0.27622842,71.38011696,,,,,0.16887417,"Nelson Cruz",554,112906
"Tomo Ohka","MON",0.60911271,88.98344371,0.16506795,83.36437247,,,0.03916867,73.19047619,0.09552358,81.77514793,0.0911271,82.61111111,,,0.1589916,"Tomo Ohka",788,219594
"Kris Wilson","KCR",0.51832994,86.08011869,0.14052953,79.45283019,,,0.25356415,75.11538462,0.08757637,81.06153846,,,,,0.15852614,"Kris Wilson",636,330892
"Denny Stark","COL",0.66968326,87.85907336,0.24072398,81.42439024,,,0.00180995,81.5,0.08778281,80.30864198,,,,,0.15841584,"Denny Stark",452,150128
"Mike Lincoln","PIT",0.49103139,90.6407767,0.02690583,80.75,,,0.41255605,76.86390533,0.06950673,82.25,,,,,0.15689981,"Mike Lincoln",1457,150221
"Todd Ritchie","MIL",0.61038961,90.41743119,0.19480519,80.43055556,,,0.06233766,77.73913043,0.11948052,81.47727273,0.01298701,81.6,,,0.15570175,"Todd Ritchie",253,121234
"Chris George","KCR",0.62904385,86.49032258,0.0992092,80.45794393,,,0.10208483,72.90909091,0.16966211,78.99453552,,,,,0.15492102,"Chris George",601,150203
"Seth Etherton","CIN",0.67672414,87.03187251,0.04094828,81.16666667,,,0.13362069,72.36,0.1487069,79.53968254,,,,,0.15482696,"Seth Etherton",322,150003
"Javier Vazquez","MON",0.57586316,88.07787904,0.05479886,74.75257732,,,0.20937599,71.88493724,0.15964523,77.36939314,0.00031676,84,,,0.15452598,"Javier Vazquez",801,134320
"Livan Hernandez","MON",0.6070129,87.44356261,0.22924247,68.52202643,,,0.11015547,70.88297872,0.05358915,80.43564356,,,,,0.15345842,"Livan Hernandez",1116,115817
"Vinnie Chulk","TOR",0.5875,91.74285714,0.05,79.5,,,0.2375,78.88235294,0.125,81.125,,,,,0.14893617,"Vinnie Chulk",1838,425562
"Steve Kline","STL",0.58049354,87.52173913,0.36897767,80.64016736,,,0.00352526,75,0.04700353,80.84615385,,,,,0.14643932,"Steve Kline",1164,117157
"T.J. Tucker","MON",0.62635379,88.65719361,0.23826715,82.48557692,,,0.10198556,78.05376344,0.03249097,79.48387097,0.00090253,84,,,0.14440154,"T.J. Tucker",800,324892
"Francisco Rodríguez","ANA",0.6426618,93.88649706,0.32999088,81.20143885,,,0.01640839,69.85714286,0.01093892,85.45454545,,,,,0.14430577,"Francisco Rodriguez",1642,408061
"Ryan Wagner","CIN",0.43564356,90.55284553,0.35313531,84.47959184,,,0.17491749,86,0.02970297,84.22222222,,,0.00660066,86,0.1440678,"Ryan Wagner",1770,429842
"Toby Borland","FLA",0.872,89.96341463,0.096,77.77777778,,,,,0.032,79.5,,,,,0.14383562,"Toby Borland",511,111241
"Chin-hui Tsao","COL",0.6304,90.66030534,0.2752,84.44827586,,,0.0048,72.33333333,0.0864,82.64102564,0.0032,88,,,0.14383562,"Chin-hui Tsao",1776,425835
"Jesus Sanchez","COL",0.63492063,86.96363636,0.14285714,80.38888889,,,0.02380952,77,0.1984127,81.25,,,,,0.14285714,"Jesus Sanchez",1476,133260
"Mark Mulder","OAK",0.64797508,88.94123711,0.03204272,83.36956522,,,0.11036938,69.52380952,0.12060525,79.06018519,0.08900757,84.44198895,,,0.14203895,"Mark Mulder",932,150426
"Clay Condrey","SDP",0.57741348,81.42307692,0.08925319,78.33333333,,,0.14754098,71.92307692,0.1712204,71.76363636,0.01457195,68.14285714,,,0.13949843,"Clay Condrey",1579,424925
"Doug Davis","- - -",0.5781155,84.97757848,0.06930091,79.640625,,,0.13920973,68.99056604,0.21337386,58.49333333,,,,,0.13693599,"Doug Davis",1244,150277
"Kiko Calero","STL",0.48704663,87.93913043,0.37478411,81.02247191,,,0.03626943,76.9,0.09499136,80.68627451,0.00690846,79.25,,,0.1358209,"Kiko Calero",1676,425606
"Jeff D'Amico","PIT",0.59782135,86.67922794,0.01220044,83.25925926,,,0.28845316,72.71296296,0.10152505,80.25837321,,,,,0.13526752,"Jeff D'Amico",871,113026
"Paul Abbott","KCR",0.53015428,88.80405405,0.22580645,82.37681159,,,,,0.24403927,83.23684211,,,,,0.13470874,"Paul Abbott",1061,110015
"Michael Gonzalez","PIT",0.7751938,92.53731343,0.14728682,83.47058824,,,,,0.07751938,82.125,,,,,0.13422819,"Michael Gonzalez",1794,283166
"Brendan Donnelly","ANA",0.75803403,90.03125,0.1294896,84.53271028,,,,,0.10964083,82.13114754,0.00283554,84.33333333,,,0.13420622,"Brendan Donnelly",1441,407791
"Jason Isringhausen","STL",0.66609881,92.73972603,0.11073254,88.70731707,,,0.17887564,79.6,0.03918228,83.875,0.00511073,87,,,0.13293944,"Jason Isringhausen",1158,116414
"Gary Knotts","DET",0.6753705,87.86642157,0.04587156,69.56410256,,,0.18207481,70.66363636,0.09668313,81.32692308,,,,,0.13280294,"Gary Knotts",1428,276352
"Todd Van Poppel","- - -",0.60781476,90.35422343,0.20260492,83.38345865,,,0.03473227,80.04166667,0.15484805,82.25,,,,,0.13190955,"Todd Van Poppel",1284,123650
"Joe Mays","MIN",0.61774942,85.16647532,0.07830626,79.39830508,,,0.10556845,72.92741935,0.19837587,74.68544601,,,,,0.13148615,"Joe Mays",740,150222
"Allen Levrault","FLA",0.72647702,88.57990868,0.15317287,83.08571429,,,0.05032823,74.26666667,0.07002188,82.66666667,,,,,0.13117871,"Allen Levrault",925,276368
"Scott Williamson","- - -",0.62847608,92.93972603,0.25583982,85.72789116,,,0.00333704,59,0.02558398,84.46666667,0.08676307,86.43137255,,,0.13056093,"Scott Williamson",361,150182
"Bryan Hebson","MON",0.85,92.68421053,0.15,78,,,,,,,,,,,0.13043478,"Bryan Hebson",1761,282880
"Nate Robertson","DET",0.44461305,87.89189189,0.19575114,80.3875,,,0.01213961,76.875,0.34749621,79.73103448,,,,,0.12945839,"Nate Robertson",1620,425146
"Ricardo Rincon","OAK",0.54968553,87.5389049,0.30314465,82.19895288,,,,,0.14591195,81.65,0.00125786,85,,,0.12828947,"Ricardo Rincon",401,121215
"Woody Williams","STL",0.589477,88.68028534,0.08128544,84.51643192,,,0.20888469,77.16732283,0.12035287,80.51086957,,,,,0.12826147,"Woody Williams",1190,124315
"Matt Herges","- - -",0.67870036,90.31237323,0.01353791,83.55555556,,,0.15433213,74.98214286,0.1534296,77.22580645,,,,,0.12824548,"Matt Herges",780,150382
"Jared Fernandez","HOU",0.06746032,78.17857143,,,,,0.02579365,71.5,,,,,0.90674603,65.63270777,0.12802768,"Jared Fernandez",324,220594
"Cliff Lee","CLE",0.78977273,88.41743119,0.04403409,84.1,,,0.08238636,72.35135135,0.08380682,82.57692308,,,,,0.12763321,"Cliff Lee",1636,424324
"Grant Balfour","MIN",0.76399027,93.36752137,0.13868613,84,,,0.02919708,82.3,0.06812652,82.86363636,,,,,0.12553191,"Grant Balfour",718,346797
"Mike Wood","OAK",0.51882845,86.65909091,0.19246862,81.15384615,,,0.0251046,75.5,0.22594142,80.73170732,0.0376569,82.22222222,,,0.12454212,"Mike Wood",1806,430061
"Eddie Guardado","MIN",0.72388831,88.83928571,0.16235781,81.29850746,,,0.02068252,64.83333333,0.09307135,78.88607595,,,,,0.1240942,"Eddie Guardado",727,115216
"Jorge Sosa","TBD",0.66648765,92.71953782,0.22126745,83.6945245,,,0.00053706,79,0.11170784,84.03825137,,,,,0.12335217,"Jorge Sosa",1228,407901
"Kelvim Escobar","TOR",0.59885496,92.53937433,0.05152672,86.70175439,,,0.11564885,80.60106383,0.08396947,82.84313725,0.15,84.57088123,,,0.12198391,"Kelvim Escobar",1298,113898
"Mike Crudale","- - -",0.63548387,88.65030675,0.11612903,81.19230769,,,0.13548387,76.69444444,0.11290323,79.32142857,,,,,0.12181303,"Mike Crudale",1148,407866
"Joe Beimel","PIT",0.4797219,89.36778116,0.15179606,79.33673469,,,0.18076477,77.35,0.18771727,78.38016529,,,,,0.12118126,"Joe Beimel",979,346847
"Gabe Molina","STL",0.63461538,94.61538462,0.09615385,84,,,0.26923077,,,,,,,,0.11864407,"Gabe Molina",1575,150023
"Danny Patterson","DET",0.61764706,90.72932331,0.02941176,81,,,0.04201681,77.33333333,0.23529412,79.96363636,0.07563025,79.33333333,,,0.11851852,"Danny Patterson",485,120285
"Dan Kolb","MIL",0.89335394,95.15913978,0.07882535,86.46511628,,,0.00618238,82.5,0.02009274,85,0.0015456,,,,0.11732606,"Dan Kolb",1257,150285
"Chris Reitsma","CIN",0.67863555,92.45098039,0.005386,79.5,,,0.1032316,76.7816092,0.21274686,75.76963351,,,,,0.11727417,"Chris Reitsma",348,277410
"Rodney Myers","LAD",0.62773723,90.06666667,0.2919708,82.45454545,,,0.06569343,,0.00729927,,0.00729927,,,,0.11612903,"Rodney Myers",1511,119629
"Tim Worrell","SFG",0.65,88.43321918,0.14642857,82.375,,,0.01964286,70.66666667,0.13214286,80.26315789,0.05178571,83.62745098,,,0.1160221,"Tim Worrell",1139,124580
"Jeff Tam","TOR",0.77319588,88.53636364,0.13254786,84.46153846,,,,,0.04712813,81.52173913,0.04712813,84.10526316,,,0.11473272,"Jeff Tam",940,134641
"Phil Norton","- - -",0.53218884,88.88349515,0.06008584,78.71428571,,,0.30042918,76.91071429,0.10729614,80.44,,,,,0.11406844,"Phil Norton",1714,150041
"Justin Speier","COL",0.56974638,89.8526971,0.29347826,83.23188406,,,0.01086957,71,0.05072464,79.55102041,0.07518116,83.62025316,,,0.11396469,"Justin Speier",451,133221
"Valerio De Los Santos","- - -",0.82028241,91.19444444,0.04878049,85.20689655,,,0.00385109,84,0.12066752,83.84415584,0.00641849,86.66666667,,,0.11376564,"Valerio De Los Santos",681,136304
"Aaron Sele","ANA",0.59978367,86.56601607,0.0773391,82.36111111,,,0.26068145,71.17456359,0.06165495,77.41346154,0.00054083,85,,,0.11361457,"Aaron Sele",34,121986
"Matt Kinney","MIL",0.65253029,90.37439904,0.15858874,79.71395349,,,0.12615823,78.09608541,0.06272274,81.25316456,,,,,0.11286753,"Matt Kinney",737,150219
"Matt Morris","STL",0.58775878,88.24301676,,,,,0.34968497,70.25454545,0.06255626,75.02020202,,,,,0.11191047,"Matt Morris",1172,119403
"Paul Wilson","CIN",0.57335069,88.054126,0.02734375,78.60377358,,,0.12717014,72.66504854,0.27213542,78.28063241,,,,,0.11076804,"Paul Wilson",1234,124417
"Jason Stanford","CLE",0.53120464,87.31,0.13497823,80.0862069,,,0.1030479,73.19607843,0.23076923,76.12,,,,,0.10866753,"Jason Stanford",1763,408037
"Wes Obermueller","MIL",0.66217617,89.7311828,0.25388601,84.46327684,,,0.00207254,77,0.08186528,81.65079365,,,,,0.10813309,"Wes Obermueller",1637,425286
"LaTroy Hawkins","MIN",0.78813559,93.60219479,0.02259887,86.8,,,0.09322034,77.55681818,0.0960452,76.96666667,,,,,0.10756303,"LaTroy Hawkins",729,115629
"Lance Carter","TBD",0.54640152,87.04150198,0.02083333,80.15384615,,,0.16003788,76.77931034,0.27272727,80.47302905,,,,,0.10735418,"Lance Carter",1592,238796
"Andrew Good","ARI",0.54198473,85.24277457,0.07960742,80.33846154,,,0.15594329,70.52272727,0.22246456,76.24390244,,,,,0.10710808,"Andrew Good",1690,425627
"Chan Ho Park","TEX",0.62075848,87.73720137,0.13972056,81.41428571,,,0.14570858,77.75362319,0.09181637,79.93023256,0.00199601,83,,,0.10695187,"Chan Ho Park",1267,120221
"Javier López","COL",0.63328999,85.30140845,0.23016905,76.04511278,,,0.0390117,70.14814815,0.09752926,75.64788732,,,,,0.1068525,"Javier Lopez",1663,425657
"Travis Harper","TBD",0.74858985,90.22628726,0.02417405,79.38095238,,,0.17324738,75.88135593,0.05398872,82.03389831,,,,,0.10590778,"Travis Harper",1211,150135
"Adam Bernero","- - -",0.55348837,88.70669746,0.09509044,80.83125,,,0.04289406,74.92405063,0.20206718,79.8575419,0.10645995,80.39247312,,,0.10582255,"Adam Bernero",460,333293
"Kip Wells","PIT",0.61522346,91.87920299,0.09043296,84.452,,,0.17108939,78.84654731,0.12325419,83.77102804,,,,,0.1052796,"Kip Wells",1012,150337
"Cal Eldred","STL",0.80645161,90.14107884,0.02656546,80.42857143,,,0.14231499,76.32575758,0.02466793,81.66666667,,,,,0.10526316,"Cal Eldred",1653,113793
"Ruben Quevedo","MIL",0.5830721,84.57865169,0.00940439,75,,,0.21473354,73.11290323,0.19278997,76.23943662,,,,,0.10518934,"Ruben Quevedo",705,275935
"Mark Hendrickson","TOR",0.55834434,87.72324012,0.11096433,78.74390244,,,0.06516953,74.640625,0.2655218,78.92248062,,,,,0.10449527,"Mark Hendrickson",1574,424805
"Tim Hudson","OAK",0.58831044,90.0930752,0.12519962,81.26101695,,,0.03481316,73.1884058,0.10443948,79.07335907,0.1472373,83.18256131,,,0.10389239,"Tim Hudson",921,218596
"Miguel Asencio","KCR",0.64295875,90.03636364,0.14935989,83.5483871,,,,,0.20768137,80.21428571,,,,,0.10331633,"Miguel Asencio",586,407900
"Keith Foulke","OAK",0.54761905,89.13894325,0.11494253,81.39805825,,,0.00821018,77.77777778,0.32922824,76.03257329,,,,,0.10309278,"Keith Foulke",231,114342
"J.C. Romero","MIN",0.73891129,92.09090909,0.12399194,81.76923077,,,0.01915323,78.47058824,0.11693548,79.50505051,0.00100806,84,,,0.10307414,"J.C. Romero",754,240694
"Jesse Foppert","SFG",0.68510405,88.59447983,0.12322015,81.57386364,,,0.06681271,77.48387097,0.09967141,80.61538462,0.02519168,80.79411765,,,0.1027027,"Jesse Foppert",1688,425817
"Jesse Orosco","- - -",0.46907216,86.13559322,0.47594502,77.26415094,,,0.02920962,75.125,0.0257732,74.46153846,,,,,0.10046368,"Jesse Orosco",667,120051
"Julian Tavarez","PIT",0.80092593,91.99334221,0.13055556,81.4488189,,,0.01481481,81.6875,0.0537037,82.10204082,,,,,0.09924937,"Julian Tavarez",541,123118
"Randy Johnson","ARI",0.55276074,92.66927083,0.3791411,83.04684685,,,0.0006135,80,0.05460123,83.65882353,0.01288344,84.42105263,,,0.0989497,"Randy Johnson",60,116615
"Jason Grimsley","KCR",0.88259784,92.32208158,0.08159867,81.1641791,,,0.00666112,81.875,0.01332223,82.66666667,0.01582015,86.8,,,0.09767092,"Jason Grimsley",602,115169
"Chad Harville","OAK",0.59640103,92.02515723,0.19537275,81.46296296,,,0.15424165,78.92307692,0.05141388,84.35294118,,,0.00257069,1,0.0974478,"Chad Harville",915,150420
"Bruce Chen","- - -",0.56842105,86.77777778,0.03421053,74.92307692,,,0.24736842,75.33783784,0.15,77.36956522,,,,,0.09738717,"Bruce Chen",769,136600
"Steve Parris","TBD",0.72727273,86.71633238,0.00879765,80.5,,,0.18621701,74.59139785,0.07771261,75.81578947,,,,,0.09668874,"Steve Parris",1316,120247
"Matt Mantei","ARI",0.77261307,95.47003745,0.14572864,84.78095238,,,0.07663317,78.03636364,0.00502513,82.33333333,,,,,0.09648127,"Matt Mantei",64,118256
"Shane Nance","MIL",0.55831266,90.82758621,0.20595533,81.95522388,,,0.00248139,72,0.23325062,80.67647059,,,,,0.09641256,"Shane Nance",1584,424585
"Bret Prinz","- - -",0.84,92.81818182,0.10666667,86.5,,,,,0.05333333,82.66666667,,,,,0.09638554,"Bret Prinz",1474,400092
"Jarrod Washburn","ANA",0.70598291,87.60447761,0.08615385,79.81761006,,,0.04444444,75.84070796,0.1634188,80.08841463,,,,,0.09498762,"Jarrod Washburn",40,132220
"Bobby Seay","TBD",0.6013986,89.52542373,0.20979021,74.05882353,,,0.17482517,71.9047619,0.01398601,81,,,,,0.09493671,"Bobby Seay",1225,150144
"Kent Mercker","- - -",0.82831661,90.55172414,0.05128205,82.10526316,,,0.02118172,75.7,0.09921962,77.34567901,,,,,0.09485368,"Kent Mercker",439,118967
"Kaz Ishii","LAD",0.52049689,86.76869392,0.02774327,77.93442623,,,0.36563147,73.93830703,0.08447205,80.02150538,0.00165631,82.25,,,0.09482759,"Kaz Ishii",655,408193
"Jason Gilfillan","KCR",0.59395973,83.48113208,0.27181208,82.6,,,,,0.13422819,76.26470588,,,,,0.09422492,"Jason Gilfillan",1710,429360
"Mike DeJean","- - -",0.61888702,92.19402985,0.20404722,83.9804878,,,0.00168634,81,0.01939292,83.2173913,0.15598651,84.58928571,,,0.09327217,"Mike DeJean",682,113211
"John Lackey","ANA",0.66800805,90.4028691,0.04258887,81.38211382,,,0.2260228,79.51308901,0.06338028,80.18823529,,,,,0.09306569,"John Lackey",1507,407793
"Ben Weber","ANA",0.69699647,90.16220736,0.18109541,82.67455621,,,0.00088339,73,0.12102473,59.73076923,,,,,0.09222133,"Ben Weber",41,276533
"Pedro Borbon","STL",0.59550562,87.04545455,0.11235955,75.77777778,,,0.19101124,75.8125,0.1011236,78.44444444,,,,,0.09183673,"Pedro Borbon",1289,111228
"Aaron Harang","- - -",0.68712187,88.99277457,0.17286085,81.85863874,,,0.01815039,78.4375,0.1011236,82.01923077,0.0207433,83.54166667,,,0.09183673,"Aaron Harang",1451,421685
"Geoff Geary","PHI",0.71717172,90.69444444,0.07070707,83.28571429,,,0.15151515,78,0.06060606,85,,,,,0.09174312,"Geoff Geary",1813,407783
"Russ Springer","STL",0.64388489,90.47741935,0.15107914,84.22222222,,,0.1942446,76.2244898,0.01079137,84,,,,,0.09150327,"Russ Springer",1652,122620
"Ricky Bottalico","ARI",0.5,86.77777778,0.4,79.86666667,,,0.075,72.5,0.025,80,,,,,0.09090909,"Ricky Bottalico",948,111262
"Steve Colyer","LAD",0.6975089,93.11235955,0.22775801,83.8,,,0.01779359,80.5,0.0569395,81,,,,,0.09061489,"Steve Colyer",1678,407873
"Terry Mulholland","CLE",0.60491228,85.78963415,0.15649123,78.40331492,,,0.18245614,73.90196078,0.05614035,80.01470588,,,,,0.09003831,"Terry Mulholland",665,119488
"Brian Shouse","TEX",0.74393204,85.20758483,0.14199029,77.20652174,,,0.04975728,75.82926829,0.06432039,78.1875,,,,,0.08950276,"Brian Shouse",630,122195
"Sean Lowe","KCR",0.57738896,89.78709677,0.09286676,85.94642857,,,0.21399731,75.33333333,0.11574697,52.32394366,,,,,0.08946078,"Sean Lowe",994,117957
"Mike Matthews","SDP",0.67395833,90.55194805,0.25729167,80,,,0.01458333,59.23076923,0.05416667,80.90697674,,,,,0.08918406,"Mike Matthews",1170,150347
"Dennys Reyes","- - -",0.61777778,86.88235294,0.28888889,82.95,,,0.04,76,0.05333333,75.41666667,,,,,0.08906883,"Dennys Reyes",444,121096
"Brandon Backe","TBD",0.6259542,88.9968254,0.1648855,81.51960784,,,0.16183206,74.41111111,0.04732824,77.125,,,,,0.08901252,"Brandon Backe",1529,407840
"Ted Lilly","OAK",0.49438202,87.71548507,0.07265918,81.275,,,0.15842697,74.17275748,0.27453184,80.03984064,,,,,0.08842608,"Ted Lilly",833,150404
"Roy Halladay","TOR",0.66374622,90.11904762,0.01178248,75.21428571,,,0.31178248,73.86569149,0.01057402,65,0.0021148,86.16666667,,,0.08740006,"Roy Halladay",1303,136880
"Brian Fuentes","COL",0.81878089,89.16933333,0.04530478,75.14285714,,,0.10214168,72.17777778,0.03377265,69.32352941,,,,,0.08721805,"Brian Fuentes",429,150118
"Jim Mecir","OAK",0.5982906,86.82206406,0.07863248,81.35714286,,,0.02222222,77.69230769,0.15726496,50.13888889,0.14358974,76.16901408,,,0.0859375,"Jim Mecir",930,118898
"Aquilino Lopez","TOR",0.47021082,88.41337386,0.39871677,80.04334365,,,0.0091659,78.88888889,0.11090742,82.02912621,0.01099908,83.90909091,,,0.08549874,"Aquilino Lopez",1671,425658
