Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"John Rocker","TBD",0,27,0,0,0,0.375,-0.375,0.5,5,0.5,0.83333333,200.6518756669447,337.3861836153992,333.195807452223,9,15.031521987915038,-6.031521987915038,15.031521987915038,11.966687676370142,"John Rocker",1273,132340
"Jeremy Hill","KCR",0,0,0,0,0,0,0,0.25,1,0.25,1,0,66.90141610670113,164.8624449861389,0,3.0315219879150392,-3.0315219879150392,7.405832488834858,10.116625176370144,"Jeremy Hill",1607,150204
"Wiki Gonzalez","SDP",0,9,0,0,0,0.25,-0.25,0,1,0,1,0,144.624530993484,207.4812863846689,0,6.031521987915039,-6.031521987915039,8.947728988528251,9.965000176370143,"Wiki Gonzalez",1033,150435
"Jason Pearson","STL",9.000009655962813,27.00002896788844,0.33333333,9.000009655962813,0.1,0.3,-0.2,0.5714285714285714,7.000007510193299,0.6,0,1501.9395876396084,545.2956294294692,266.7865985227223,63.00006759173969,23.03154344561018,39.96852414612951,11.489634562791963,8.632545176370146,"Jason Pearson",1512,421983
"Felix Sanchez","CHC",10.800011072170165,16.200016608255247,0.66666667,5.400005536085082,0.22222222,0.33333333,-0.11111111,0.3333333333333333,3.0000030756028235,0.3333333333333333,0.83333333,252.47100926898733,318.20656504363575,180.2661378401836,10.800011072170165,13.831533060085203,-3.0315219879150384,7.781251057704687,8.040958504562365,"Felix Sanchez",1822,425485
"Anthony Ferrari","MON",2.25,11.25,0.2,2.25,0.04761905,0.23809524,-0.19047619,0.26666666666666666,2.25,0.23076923076923078,0.81395349,152.881683771863,234.22316753571795,188.28848379790583,6.75,10.281521987915038,-3.5315219879150384,8.125099613144993,7.990060558894579,"Anthony Ferrari",1733,408246
"David Manning","MIL",2.6999987125402867,10.799994850161147,0.25,1.3499993562701433,0.05263158,0.21052632,-0.15789474,0.36666666666666664,2.8499986410147473,0.37037037037037035,0.34090909,377.192493254286,182.7721743203172,175.16311216982606,16.19999227524172,7.981519627572232,8.218472647669486,7.562528502684706,7.845612287729633,"David Manning",1785,425857
"Matt White","- - -",0,7.941186382708662,0,4.764711829625197,0,0.15151515,-0.15151515,0.4642857142857143,3.176474553083465,0.4,0.28985507,488.5760887573565,284.397108322727,183.53480235263567,22.235321871584254,12.560945647165433,9.674376224418822,8.251711151310072,7.703046653510049,"Matt White",1720,425665
"Scott Mullen","- - -",4.90908920666462,12.272723016661551,0.4,2.45454460333231,0.08695652,0.2173913,-0.13043478,0.37142857142857144,3.1363625487023965,0.3793103448275862,0.61320755,296.76268390086375,222.6388281634498,209.21405679848763,13.499995318327707,9.986065030689918,3.5139302876377894,9.224262886370218,7.5706707548295595,"Scott Mullen",618,150206
"Justin Wayne","FLA",1.68750100582898,8.437505029144901,0.2,1.68750100582898,0.03225806,0.16129032,-0.12903226,0.36,2.625001564622858,0.34782608695652173,0.58823529,287.3140431731878,202.24202667196974,196.85040054264059,11.812507040802862,8.46902522891953,3.343481811883331,8.492074899425603,7.516785568554977,"Justin Wayne",803,400306
"Neal Cotts","CHW",6.750000160932545,11.475000273585326,0.58823529,0.6750000160932544,0.14492754,0.24637681,-0.10144928,0.28846153846153844,2.4000000572204603,0.34146341463414637,0.65359477,174.73884300898436,134.3558959809065,148.5931496985649,8.100000193119053,6.331522066593172,1.7684781265258804,6.668815224910814,7.4499229133336335,"Neal Cotts",1797,425840
"Jonathan Johnson","HOU",4.108693948540917,8.80434417544482,0.46666667,1.173912556725976,0.08974359,0.19230769,-0.1025641,0.31746031746031744,2.2826077491893977,0.3333333333333333,0.74534161,134.39199472217965,155.3866279824922,174.30376265969795,5.86956278362988,6.74891175088063,-0.87934896725075,7.525695624966254,7.376254072376337,"Jonathan Johnson",59,150282
"Tim Drew","MON",3.115383815483434,8.307690174622492,0.375,3.115383815483434,0.06521739,0.17391304,-0.10869565,0.3157894736842105,2.307691715172914,0.28125,0.50632911,282.2430360336109,218.80760932411897,176.78592757517222,12.461535261933737,9.608443376157844,2.8530918857758927,7.632084557212298,7.345087188656862,"Tim Drew",380,282328
