Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Eric Gagne","LAD",0.33756806,0.66297468,0.51141167,0.27956989,0.68735084,0.56198347,0.534235,0.6503268,0.22268908,0.18823529,0.41092437,"Eric Gagne",650,150378
"J.B. Miadich","ANA",0.25925926,0.38095238,0.3125,0.28571429,0.875,0.6,0.4375,0.58333333,0.125,0.27083333,0.39583333,"J.B. Miadich",23,400082
"John Grabow","PIT",0.29545455,0.52941176,0.42105263,0.38461538,0.88888889,0.725,0.53684211,0.59090909,0.11578947,0.25263158,0.36842105,"John Grabow",1848,346848
"Ryan Wagner","CIN",0.31531532,0.63565891,0.43304843,0.15714286,0.85365854,0.53289474,0.36752137,0.56818182,0.20056497,0.16384181,0.36440678,"Ryan Wagner",1770,429842
"Kevin Ohme","STL",0.25,0.79310345,0.6,0,0.7826087,0.66666667,0.64444444,0.41176471,0.2,0.15555556,0.35555556,"Kevin Ohme",1687,150227
"Jose Valverde","ARI",0.29195402,0.66990291,0.47579693,0.4015748,0.72463768,0.62282878,0.48642267,0.60294118,0.17736289,0.17152859,0.34889148,"Jose Valverde",1726,407878
"Scott Service","- - -",0.27240143,0.59793814,0.43859649,0.31578947,0.86781609,0.7,0.51052632,0.60273973,0.13111888,0.21503497,0.34615385,"Scott Service",1684,122012
"Brandon Claussen","NYY",0.18604651,0.64516129,0.45714286,0.125,0.825,0.70833333,0.59047619,0.57142857,0.13333333,0.20952381,0.34285714,"Brandon Claussen",814,407799
"Chad Cordero","MON",0.109375,0.65882353,0.42281879,0.71428571,0.71428571,0.71428571,0.5704698,0.55,0.12418301,0.21568627,0.33986928,"Chad Cordero",1816,430101
"Tom Gordon","CHW",0.28401361,0.64790997,0.47107438,0.41916168,0.77667494,0.67192982,0.51404959,0.57419355,0.15315315,0.18591319,0.33906634,"Tom Gordon",282,114971
"Fernando Rodney","DET",0.23828125,0.71034483,0.48901099,0.29508197,0.74271845,0.64044944,0.53113553,0.58741259,0.17486339,0.16211293,0.33697632,"Fernando Rodney",494,407845
"Trevor Hoffman","SDP",0.25,0.66176471,0.45,0.16666667,0.91111111,0.6984127,0.48571429,0.63888889,0.13571429,0.2,0.33571429,"Trevor Hoffman",1035,116034
"Kiko Calero","STL",0.26536313,0.61967213,0.42835596,0.35789474,0.7989418,0.65140845,0.46003017,0.51234568,0.14776119,0.18507463,0.33283582,"Kiko Calero",1676,425606
"Rod Beck","SDP",0.25769231,0.61818182,0.44299065,0.43283582,0.82941176,0.71729958,0.51401869,0.68571429,0.12592593,0.20185185,0.32777778,"Rod Beck",1730,110763
"Darren Dreifort","LAD",0.2,0.64097744,0.43649194,0.22826087,0.83577713,0.70669746,0.53629032,0.62452107,0.12802419,0.19858871,0.3266129,"Darren Dreifort",647,113554
"Bronson Arroyo","BOS",0.21212121,0.65546218,0.45412844,0.38095238,0.88461538,0.77777778,0.54587156,0.66666667,0.09821429,0.22767857,0.32589286,"Bronson Arroyo",978,276520
"John Smoltz","ATL",0.33595801,0.79476861,0.59567198,0.390625,0.76962025,0.67686424,0.56605923,0.70491803,0.19182747,0.13393871,0.32576617,"John Smoltz",115,122477
"Matt Miller","COL",0.20930233,0.62790698,0.41860465,0.44444444,0.81481481,0.72222222,0.5,0.5,0.11627907,0.20930233,0.3255814,"Matt Miller",1754,285080
"Francisco Rodríguez","ANA",0.25851393,0.65544872,0.45354331,0.35329341,0.80929095,0.67708333,0.49133858,0.55988024,0.1450858,0.18018721,0.32527301,"Francisco Rodriguez",1642,408061
"Billy Wagner","HOU",0.25432526,0.72853186,0.51769231,0.29931973,0.79087452,0.68350669,0.55538462,0.63880597,0.16222391,0.16222391,0.32444783,"Billy Wagner",578,123790
