Name,Team,IP,wFA,wFT,wFC,wFS,wFO,wSI,wSL,wCU,wKC,wEP,wCH,wSC,wKN,NameASCII,PlayerId,MLBAMID
"Tim Wakefield","BOS",181,2.920020580291748,,,,,,,2.4514694213867188,,,,,5.638980865478516,"Tim Wakefield",219,123801
"Aaron Miles","STL",1,,,,,,,,,,,0.19625835120677948,,0.5770788192749023,"Aaron Miles",1844,425446
"Ryan Franklin","STL",78.2,7.842546463012695,,-0.8240084648132324,1.203124761581421,,-10.162139892578125,-1.280763030052185,1.6485364437103271,,,-1.6854286193847656,,-0.1914663314819336,"Ryan Franklin",1076,211041
"Charlie Haeger","SDP",4.1,-1.5998859405517578,,,,,,,-0.1681581437587738,,,,,-2.5283985137939453,"Charlie Haeger",3545,446624
"Charlie Zink","BOS",4.1,0.24662229418754578,,,,,,-0.03786475956439972,0.1284712255001068,,,0.1751277595758438,,-2.6097826957702637,"Charlie Zink",4180,468402
"R.A. Dickey","SEA",112.1,6.664446860551834,,,,,,,-0.10054419189691544,,-1.9226534366607666,,,-16.33521282672882,"R.A. Dickey",1245,285079
"Scott Patterson","- - -",4.2,2.0557658970355988,,,,,,-0.37560073658823967,-1.3419015556573868,,,-0.1517385058104992,,,"Scott Patterson",5,456499
"Jamie Burke","SEA",1,,,,,,,,-0.08132050931453705,,,-0.056872233748435974,,,"Jamie Burke",6,406550
"Troy Percival","TBR",45.2,-1.05961275100708,,,,,3.0740251541137695,0.978194534778595,0.006771840155124664,,,-1.7305243015289307,,,"Troy Percival",29,120401
"Scott Schoeneweis","NYM",56.2,-0.712718665599823,,-1.3618993759155273,,,1.2567347288131714,1.6623344421386719,,,,,,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",63.1,0.20251280069351196,,,,,3.423715591430664,,5.634794235229492,,,,,,"Scot Shields",35,276912
"Jarrod Washburn","SEA",153.2,1.5558563470840454,,-5.200325287878513,,,-3.0032072328031063,4.3821417689323425,1.613585937768221,,,-9.674146085977554,,,"Jarrod Washburn",40,132220
"Matt Wise","NYM",7,-0.1384957879781723,,0.00269896537065506,,,,0.30717939138412476,,,,-2.3775532245635986,,,"Matt Wise",42,277184
"Miguel Batista","SEA",115,-0.497602641582489,,-1.3521950989961624,,,-16.63941764831543,-9.076256155967712,-0.3247886039316654,,,-3.731240302324295,,,"Miguel Batista",46,110683
"Randy Johnson","ARI",184,-15.430161476135254,,,0.18122434616088867,,14.101893424987793,6.821625232696533,,,,,,,"Randy Johnson",60,116615
"Tom Glavine","ATL",63.1,-6.57383394241333,,-0.9695461988449097,,,-6.413722038269043,-0.5822300910949707,-1.786677598953247,,,6.054116725921631,,,"Tom Glavine",90,114849
"Greg Maddux","- - -",194,1.7225950956344604,,-3.0235148444771767,,,16.732908248901367,,0.8397108912467957,,,-5.919864803552628,,,"Greg Maddux",104,118120
"Jason Marquis","CHC",167,,,,,,-1.6495645642280579,2.1361119747161865,,,,2.1521398425102234,,,"Jason Marquis",105,150302
"Kevin Millwood","TEX",168.2,1.960138201713562,,-5.193050384521484,0.280431866645813,,-5.016500949859619,-0.2914316654205322,-11.555992126464844,,,-0.8364925980567932,,,"Kevin Millwood",106,119154
"Joe Nelson","FLA",54,9.609939575195312,,-0.30364811420440674,,,0.11148548126220703,-0.5535409450531006,,,,0.027804356068372726,,,"Joe Nelson",108,406874
"Horacio Ramirez","- - -",37.1,-3.94693124294281,,,,,2.5150424242019653,-0.15635685622692108,0.06673300266265869,,,0.07658002525568008,,,"Horacio Ramirez",110,400141
