Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
"Trevor Hoffman","SDP",0.31818182,0.59726027,0.48012719,0.61904762,0.79357798,0.74503311,0.58028617,0.68333333,0.12087912,0.2244898,0.34536892,"Trevor Hoffman",1035,116034
"Peter Moylan","ATL",0.18181818,0.54166667,0.42857143,0.5,0.92307692,0.86666667,0.68571429,0.68,0.05714286,0.28571429,0.34285714,"Peter Moylan",4891,493247
"Brad Lidge","PHI",0.29007634,0.59050967,0.42973856,0.37894737,0.7797619,0.63498099,0.46486928,0.55136986,0.15508885,0.18659128,0.34168013,"Brad Lidge",563,400058
"Mark DiFelice","MIL",0.40782123,0.59354839,0.49401198,0.5890411,0.7826087,0.6969697,0.46407186,0.67948718,0.1497006,0.18862275,0.33832335,"Mark DiFelice",2468,442707
"Carlos Marmol","CHC",0.22598106,0.53350854,0.382,0.49101796,0.82758621,0.72949389,0.50733333,0.49137931,0.10271703,0.23459245,0.33730948,"Carlos Marmol",2790,461791
"Phil Coke","NYY",0.35779817,0.66304348,0.49751244,0.43589744,0.7704918,0.64,0.45771144,0.53846154,0.17910448,0.15422886,0.33333333,"Phil Coke",5535,457435
"Carlos Rosa","KCR",0.25,0.5483871,0.43137255,0.6,0.94117647,0.86363636,0.60784314,0.75,0.05882353,0.2745098,0.33333333,"Carlos Rosa",8529,460349
"John Smoltz","ATL",0.34468085,0.56190476,0.44719101,0.49382716,0.8559322,0.70854271,0.47191011,0.64957265,0.12917595,0.20267261,0.33184855,"John Smoltz",115,122477
"Francisco Rodríguez","LAA",0.25,0.56021898,0.39705882,0.44736842,0.81433225,0.69281046,0.47404844,0.54513889,0.12051282,0.2,0.32051282,"Francisco Rodriguez",1642,408061
"J.P. Howell","TBR",0.2232747,0.55088195,0.38685637,0.48484848,0.83990148,0.73730298,0.49932249,0.58378378,0.10135135,0.21891892,0.32027027,"J.P. Howell",8245,434442
"Phil Stockman","ATL",0.25,0.52830189,0.36434109,0.47368421,0.78571429,0.65957447,0.41085271,0.28571429,0.12403101,0.19379845,0.31782946,"Phil Stockman",2206,430666
"Joakim Soria","KCR",0.27044025,0.61702128,0.45821326,0.5503876,0.82471264,0.75052411,0.54178674,0.59230769,0.1138756,0.20382775,0.31770335,"Joakim Soria",6941,465657
"Mike Adams","SDP",0.28870293,0.60188679,0.45337302,0.5942029,0.82131661,0.75273523,0.52579365,0.57528958,0.11143984,0.2061144,0.31755424,"Mike Adams",1937,430606
"Armando Benitez","TOR",0.27272727,0.75925926,0.54081633,0.5,0.70731707,0.66037736,0.55102041,0.53846154,0.18367347,0.13265306,0.31632653,"Armando Benitez",865,110859
"Rafael Soriano","ATL",0.21495327,0.62184874,0.42920354,0.60869565,0.74324324,0.71134021,0.52654867,0.59649123,0.11965812,0.1965812,0.31623932,"Rafael Soriano",1100,400089
"Rafael Perez","CLE",0.33038869,0.63606557,0.48894558,0.40106952,0.87371134,0.72,0.51870748,0.59105431,0.13563606,0.18028644,0.31592249,"Rafael Perez",4078,460370
"Devon Lowery","KCR",0.14285714,0.59649123,0.4040404,0.83333333,0.79411765,0.8,0.57575758,0.47619048,0.08080808,0.23232323,0.31313131,"Devon Lowery",3500,434587
"R.J. Swindle","PHI",0.175,0.58928571,0.41666667,0.71428571,0.84848485,0.825,0.58333333,0.75,0.07291667,0.23958333,0.3125,"R.J. Swindle",539,449881
"Devern Hansack","BOS",0.31914894,0.57142857,0.44791667,0.46666667,0.96428571,0.79069767,0.51041667,0.69230769,0.09375,0.21875,0.3125,"Devern Hansack",4939,468962
"Ricardo Rincon","NYM",0.29411765,0.66666667,0.45901639,0.5,0.72222222,0.64285714,0.44262295,0.5625,0.16393443,0.14754098,0.31147541,"Ricardo Rincon",401,121215
"Scott Eyre","- - -",0.2826087,0.61009174,0.44196429,0.43076923,0.84962406,0.71212121,0.48660714,0.61320755,0.125,0.18640351,0.31140351,"Scott Eyre",1300,113961
"Takashi Saito","LAD",0.29691211,0.62768496,0.46190476,0.44,0.84790875,0.71649485,0.49880952,0.6142132,0.12910798,0.18192488,0.31103286,"Takashi Saito",6021,493416
"Kerry Wood","CHC",0.30265849,0.62412587,0.47596607,0.49324324,0.87114846,0.76039604,0.53911404,0.61231884,0.11245353,0.19795539,0.31040892,"Kerry Wood",304,134268
"Joba Chamberlain","NYY",0.26004728,0.6049238,0.433196,0.46818182,0.84883721,0.73505435,0.50206004,0.60191847,0.11396844,0.19579193,0.30976037,"Joba Chamberlain",2692,501955
"Tyler Walker","SFG",0.25365854,0.62180974,0.44233056,0.45192308,0.82462687,0.72043011,0.51248514,0.53982301,0.12192263,0.18640094,0.30832356,"Tyler Walker",901,400104
"David Robertson","NYY",0.16733068,0.59344262,0.40107914,0.52380952,0.82872928,0.77130045,0.54856115,0.48854962,0.09026549,0.21769912,0.3079646,"David Robertson",8241,502085
"Mariano Rivera","NYY",0.36477987,0.63346614,0.50255363,0.64942529,0.82075472,0.7601626,0.51276813,0.62548263,0.12053115,0.18692543,0.30745659,"Mariano Rivera",844,121250
"Bill Bray","CIN",0.35411471,0.66052632,0.50320102,0.43661972,0.84860558,0.69974555,0.4865557,0.63255814,0.14731586,0.15980025,0.3071161,"Bill Bray",8538,435538
"Juan Cruz","ARI",0.28703704,0.67111111,0.46161616,0.49677419,0.74172185,0.65864333,0.45454545,0.50697674,0.15757576,0.14848485,0.30606061,"Juan Cruz",273,407297
"Pat Neshek","MIN",0.2247191,0.68292683,0.49056604,0.5,0.78571429,0.73076923,0.58018868,0.66071429,0.12962963,0.17592593,0.30555556,"Pat Neshek",4682,450212
"Jesse Carlson","TOR",0.29015544,0.61904762,0.47295742,0.58035714,0.86622074,0.78832117,0.55581128,0.61181435,0.09709821,0.20647321,0.30357143,"Jesse Carlson",4391,434482
"Joe Nathan","MIN",0.29571984,0.67105263,0.48661568,0.44736842,0.80672269,0.69941061,0.50860421,0.63601533,0.14420358,0.15928369,0.30348728,"Joe Nathan",1122,150274
"Billy Wagner","NYM",0.22923588,0.64141414,0.46341463,0.53623188,0.8503937,0.78328173,0.56814921,0.61413043,0.10043042,0.20229555,0.30272597,"Billy Wagner",578,123790
"Justin Miller","FLA",0.27,0.59593023,0.42069892,0.5,0.81463415,0.70607029,0.46236559,0.56435644,0.1218543,0.18013245,0.30198675,"Justin Miller",1313,277405
"Octavio Dotel","CHW",0.23272727,0.69318182,0.47598628,0.5,0.75409836,0.6954955,0.52830189,0.58680556,0.14334182,0.15860899,0.30195081,"Octavio Dotel",555,136734
"CC Sabathia","- - -",0.31702128,0.67046042,0.49619722,0.53355705,0.80324074,0.71828753,0.50694991,0.63929619,0.1397483,0.16177242,0.30152071,"CC Sabathia",404,282332
"Jeremy Affeldt","CIN",0.25406204,0.5952,0.41781874,0.44767442,0.86827957,0.73529412,0.48003072,0.57910448,0.1105142,0.19033001,0.30084421,"Jeremy Affeldt",583,346793
"Damaso Marte","- - -",0.25878004,0.60707965,0.43670886,0.52142857,0.84548105,0.7515528,0.51084991,0.5625,0.10771993,0.1929982,0.30071813,"Damaso Marte",247,150122
"Aaron Miles","STL",0.4,0.6,0.5,1,0.66666667,0.8,0.5,1,0.1,0.2,0.3,"Aaron Miles",1844,425446
"Alex Serrano","LAA",0.5,0.83333333,0.7,0,1,0.71428571,0.6,0.75,0.2,0.1,0.3,"Alex Serrano",2436,443563
"Joey Devine","OAK",0.22570533,0.66923077,0.4696756,0.54166667,0.78927203,0.73573574,0.55007052,0.61176471,0.12273361,0.17712692,0.29986053,"Joey Devine",9862,457733
