Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Tim Wakefield","BOS",181,-4.615334343445334,,,,,,,7.464385775862069,,,,,1.769811407635971,"Tim Wakefield",219,123801
"Charlie Haeger","SDP",4.1,-6.877414045662715,,,,,,,4.178999900817871,,,,,-0.8167307927058294,"Charlie Haeger",3545,446624
"Charlie Zink","BOS",4.1,-5,,,,,,0.4860000014305115,4.544000148773193,,,-4.9293531530043655,,-1.7798474845239671,"Charlie Zink",4180,468402
"R.A. Dickey","SEA",112.1,-9.358121501865671,,,,,,,0.0020000000949949026,,-1.371279051137525,,,-2.1707265993224665,"R.A. Dickey",1245,285079
"Ryan Franklin","STL",78.2,-3.093043490748881,,1.4801071711948939,-1.3933528825348498,,-7.9061100657393295,2.0910183045922257,5.826549784342448,,,-6.30521666328862,,-4.370999908447265,"Ryan Franklin",1076,211041
"Aaron Miles","STL",1,,,,,,,,,,,-7.736999988555908,,-7.141666836208767,"Aaron Miles",1844,425446
"Scott Patterson","- - -",4.2,-4.319026344700863,,,,,,2.8186000123620034,0.8181765219744515,,,-1.8152500502765179,,,"Scott Patterson",5,456499
"Jamie Burke","SEA",1,,,,,,,,3.9539999961853027,,,-5.41768741607666,,,"Jamie Burke",6,406550
"Troy Percival","TBR",45.2,-5.672304801053779,,,,,-9.67668438674812,1.4606774853121849,4.701481830642884,,,-7.486859741210938,,,"Troy Percival",29,120401
"Scott Schoeneweis","NYM",56.2,4.059590073882556,,6.964333852132161,,,9.25660048796521,-3.788167788114162,,,,,,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",63.1,-4.257500171661377,,,,,-9.010980342741936,,4.315696561867409,,,,,,"Scot Shields",35,276912
"Jarrod Washburn","SEA",153.2,2.776233942696566,,-1.2538163937678954,,,7.493950723950329,-2.881626619837591,-6.41861085376224,,,6.665331115251706,,,"Jarrod Washburn",40,132220
