Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Scott Patterson","- - -",4.2,0.13461538,0.64,0.38235294,0.71428571,0.84375,0.82051282,0.49019608,,"Scott Patterson",5,456499
"Jamie Burke","SEA",1,0,0.75,0.5,,0.88888889,0.88888889,0.66666667,,"Jamie Burke",6,406550
"Troy Percival","TBR",45.2,0.22802198,0.57142857,0.41055341,0.6746988,0.85169492,0.80564263,0.53153153,,"Troy Percival",29,120401
"Scott Schoeneweis","NYM",56.2,0.29238329,0.62946429,0.46900585,0.68907563,0.89361702,0.83291771,0.52397661,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",63.1,0.23504274,0.52669039,0.39417476,0.64545455,0.88175676,0.81773399,0.54563107,,"Scot Shields",35,276912
"Jarrod Washburn","SEA",153.2,0.24203822,0.61334344,0.43223301,0.71381579,0.92583436,0.86792453,0.51223301,,"Jarrod Washburn",40,132220
"Matt Wise","NYM",7,0.25423729,0.56521739,0.421875,0.66666667,0.8974359,0.83333333,0.5390625,,"Matt Wise",42,277184
"Miguel Batista","SEA",115,0.20729367,0.62688064,0.41245709,0.68981481,0.888,0.83709869,0.48896518,,"Miguel Batista",46,110683
"Randy Johnson","ARI",184,0.30769231,0.64575646,0.48817967,0.60714286,0.87428571,0.79580307,0.53388495,,"Randy Johnson",60,116615
"Tom Glavine","ATL",63.1,0.22955524,0.60574413,0.36296296,0.70625,0.91810345,0.83163265,0.35462963,,"Tom Glavine",90,114849
"Greg Maddux","- - -",194,0.28922495,0.62395543,0.4819567,0.77777778,0.91071429,0.87687188,0.57578188,,"Greg Maddux",104,118120
"Jason Marquis","CHC",167,0.26303681,0.61438409,0.43891229,0.6909621,0.91407223,0.84729494,0.50057449,,"Jason Marquis",105,150302
"Kevin Millwood","TEX",168.2,0.31025416,0.63072149,0.48024691,0.75706215,0.9102091,0.86375321,0.53045267,,"Kevin Millwood",106,119154
"Joe Nelson","FLA",54,0.29399142,0.60585586,0.44615385,0.62773723,0.79925651,0.74137931,0.48791209,,"Joe Nelson",108,406874
"Horacio Ramirez","- - -",37.1,0.28846154,0.67164179,0.50420168,0.82666667,0.89333333,0.87666667,0.56302521,,"Horacio Ramirez",110,400141
"John Smoltz","ATL",28,0.31132075,0.58851675,0.44893112,0.56060606,0.81300813,0.72486772,0.49643705,,"John Smoltz",115,122477
"Dan Wheeler","TBR",66.1,0.31828979,0.64053537,0.49682203,0.65671642,0.86567164,0.80597015,0.55402542,,"Dan Wheeler",120,235095
"Rick Bauer","CLE",6,0.2173913,0.58,0.40625,0.7,0.89655172,0.84615385,0.52083333,,"Rick Bauer",125,407400
"Erik Bedard","SEA",81,0.2576,0.58321678,0.43134328,0.64596273,0.8441247,0.78892734,0.53358209,,"Erik Bedard",126,407853
"Jason Johnson","LAD",29.1,0.26495726,0.5755102,0.42379958,0.67741935,0.94326241,0.86206897,0.51148225,,"Jason Johnson",147,116595
"Jorge Julio","- - -",30,0.27659574,0.57805907,0.41425819,0.47435897,0.81021898,0.68837209,0.4566474,,"Jorge Julio",148,406402
"John Parrish","TOR",42.1,0.20467836,0.63788301,0.42653352,0.58571429,0.91703057,0.83946488,0.51212553,,"John Parrish",160,332292
"Sidney Ponson","- - -",135.2,0.2260612,0.60578662,0.42425672,0.83406114,0.92686567,0.90322581,0.52194431,,"Sidney Ponson",161,132260
"B.J. Ryan","TOR",58,0.20750988,0.65289256,0.42525253,0.6952381,0.80063291,0.77434679,0.48888889,,"B.J. Ryan",168,124805
"Rafael Betancourt","CLE",71,0.33216783,0.69337979,0.51308901,0.67368421,0.77135678,0.73979592,0.5008726,,"Rafael Betancourt",177,429783
"Casey Fossum","DET",41.1,0.25964912,0.592,0.44848485,0.51351351,0.88288288,0.79054054,0.56818182,,"Casey Fossum",188,407154
"Derek Lowe","LAD",211,0.26612398,0.60834553,0.4238947,0.63294118,0.87364621,0.79219745,0.46101924,,"Derek Lowe",199,117955
"Pedro Martínez","NYM",109,0.27692308,0.60483871,0.43136191,0.69259259,0.85904762,0.80251572,0.47097124,,"Pedro Martinez",200,118377
"Darren Oliver","LAA",72,0.29357798,0.5391015,0.43587271,0.640625,0.91358025,0.83628319,0.57955641,,"Darren Oliver",206,119984
"Tim Wakefield","BOS",181,0.27022781,0.62855062,0.45616024,0.77325581,0.83893395,0.82021541,0.51889645,,"Tim Wakefield",219,123801
"Mark Buehrle","CHW",218.2,0.30576441,0.63067485,0.4699318,0.74180328,0.91245136,0.85751979,0.50526968,,"Mark Buehrle",225,279824
"Keith Foulke","OAK",31,0.27203065,0.60330579,0.43141153,0.71830986,0.9109589,0.84792627,0.48111332,,"Keith Foulke",231,114342
"Jon Garland","LAA",196.2,0.2750533,0.64875,0.47389425,0.75710594,0.90366089,0.86385965,0.53209179,,"Jon Garland",232,279782
"Matt Ginter","CLE",21,0.28467153,0.6374269,0.48051948,0.82051282,0.91743119,0.89189189,0.55519481,,"Matt Ginter",233,215197
"Gary Glover","- - -",54.1,0.25187032,0.65810277,0.47850055,0.68316832,0.87087087,0.82718894,0.55788313,,"Gary Glover",234,150474
"Bob Howry","CHC",70.2,0.29306931,0.69218241,0.51206434,0.66891892,0.88470588,0.82897033,0.5487042,,"Bob Howry",237,133982
"Damaso Marte","- - -",65,0.26597938,0.578125,0.43543827,0.58914729,0.82282282,0.75757576,0.54288407,,"Damaso Marte",247,150122
"Joe Borowski","CLE",16.2,0.25179856,0.67346939,0.46853147,0.85714286,0.85858586,0.85820896,0.51398601,,"Joe Borowski",267,111244
"Juan Cruz","ARI",51.2,0.28041237,0.66079295,0.46432375,0.54411765,0.71666667,0.66284404,0.48349308,,"Juan Cruz",273,407297
"Kyle Farnsworth","- - -",60.1,0.3034188,0.64612326,0.48094748,0.63380282,0.81538462,0.76017131,0.51802266,,"Kyle Farnsworth",278,150035
"Tom Gordon","PHI",29.2,0.24626866,0.60784314,0.42256214,0.56060606,0.89677419,0.79638009,0.4875717,,"Tom Gordon",282,114971
"Jon Lieber","CHC",46.2,0.32214765,0.69230769,0.52567976,0.65625,0.8531746,0.79885057,0.54984894,,"Jon Lieber",287,117758
"Ron Mahay","KCR",64.2,0.24169742,0.62425447,0.42583732,0.58015267,0.87579618,0.78876404,0.48133971,,"Ron Mahay",290,118158
"Will Ohman","ATL",58.2,0.25708061,0.60421053,0.43361884,0.56779661,0.8641115,0.77777778,0.50856531,,"Will Ohman",296,349193
"Kerry Wood","CHC",66.1,0.33905579,0.5992714,0.47980296,0.5443038,0.86322188,0.75975359,0.5408867,,"Kerry Wood",304,134268
"Carlos Zambrano","CHC",188.2,0.26170799,0.61077844,0.4392555,0.66578947,0.90413943,0.83436055,0.50862944,,"Carlos Zambrano",305,407296
"Elmer Dessens","ATL",4,0.23636364,0.71111111,0.45,0.69230769,0.96875,0.88888889,0.45,,"Elmer Dessens",317,113296
"Bartolo Colon","BOS",39,0.28735632,0.63508772,0.46886447,0.77333333,0.90607735,0.8671875,0.52197802,,"Bartolo Colon",375,112526
"Chad Paronto","HOU",10.1,0.25641026,0.61428571,0.42567568,0.7,0.90697674,0.84126984,0.47297297,,"Chad Paronto",399,406301
"Ricardo Rincon","NYM",4,0.33333333,0.73913043,0.52,0.44444444,0.76470588,0.65384615,0.46,,"Ricardo Rincon",401,121215
"David Riske","MIL",42.1,0.25748503,0.61518987,0.45130316,0.80232558,0.86419753,0.84802432,0.54183813,,"David Riske",402,228594
"CC Sabathia","- - -",253,0.33492537,0.64270501,0.49760766,0.57040998,0.8086164,0.73303167,0.52856741,,"CC Sabathia",404,282332
"Billy Traber","NYY",16.2,0.2238806,0.62237762,0.42960289,0.73333333,0.88764045,0.8487395,0.51624549,,"Billy Traber",410,407896
"Jake Westbrook","CLE",34.2,0.26446281,0.6484375,0.46184739,0.71875,0.89156627,0.84347826,0.51405622,,"Jake Westbrook",412,150414
"Shawn Chacon","HOU",85.2,0.26011561,0.58387097,0.41310976,0.63888889,0.90607735,0.81734317,0.47256098,,"Shawn Chacon",424,276336
"Scott Elarton","CLE",15.1,0.33333333,0.54615385,0.44140625,0.73809524,0.88732394,0.83185841,0.5078125,,"Scott Elarton",426,134003
"Brian Fuentes","COL",62.2,0.29598309,0.62602965,0.48148148,0.59285714,0.80263158,0.74615385,0.56203704,,"Brian Fuentes",429,150118
"Mike Hampton","ATL",78,0.25605536,0.62627986,0.44243986,0.68243243,0.9346049,0.86213592,0.50343643,,"Mike Hampton",430,115399
"Jason Jennings","TEX",27.1,0.18039216,0.57268722,0.36514523,0.80434783,0.91538462,0.88636364,0.47095436,,"Jason Jennings",434,407298
"Todd Jones","DET",41.2,0.28,0.58441558,0.45757576,0.8961039,0.90222222,0.90066225,0.58333333,,"Todd Jones",436,116734
"Kent Mercker","CIN",13.2,0.23148148,0.66037736,0.44392523,0.72,0.88571429,0.84210526,0.4953271,,"Kent Mercker",439,118967
"Dennys Reyes","MIN",46.1,0.29113924,0.62686567,0.46390169,0.44565217,0.86666667,0.7384106,0.51459293,,"Dennys Reyes",444,121096
"Justin Speier","LAA",68,0.2035225,0.64958678,0.4453405,0.59615385,0.85750636,0.8028169,0.5421147,,"Justin Speier",451,133221
