Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Derek Lowe","LAD",211,,,0.11306109,,,0.60546743,0.22544718,,,0.00067499,0.05534931,,,,"Derek Lowe",199,117955
"Pedro Martínez","NYM",109,0.31850244,,,,,0.25501899,0.09712425,0.15355399,,,0.17580033,,,,"Pedro Martinez",200,118377
"Darren Oliver","LAA",72,0.52459016,,,,,0.11668274,0.34522662,,,,0.01350048,,,,"Darren Oliver",206,119984
"Tim Wakefield","BOS",181,0.13567649,,,,,,,0.0547997,,,,,0.80952381,,"Tim Wakefield",219,123801
"Mark Buehrle","CHW",218.2,0.38282703,,0.15747055,,,0.19652821,,0.09857409,,,0.16460012,,,,"Mark Buehrle",225,279824
"Keith Foulke","OAK",31,0.57057654,,,,,0.06163022,0.25447316,,,,0.11332008,,,,"Keith Foulke",231,114342
"Jon Garland","LAA",196.2,0.19720652,,,,,0.44895244,0.13801131,0.04622547,,,0.16960426,,,,"Jon Garland",232,279782
"Matt Ginter","CLE",21,0.18506494,,,,,0.50649351,0.12662338,0.10064935,,,0.08116883,,,,"Matt Ginter",233,215197
"Gary Glover","- - -",54.1,0.57442117,,,,,0.07717751,0.2370452,0.05292172,,,0.0584344,,,,"Gary Glover",234,150474
"Bob Howry","CHC",70.2,0.22877569,,,,,0.52546917,0.21983914,,,,0.025916,,,,"Bob Howry",237,133982
"Damaso Marte","- - -",65,0.0537229,,,,,0.55230914,0.34213007,,,,0.05183789,,,,"Damaso Marte",247,150122
"Joe Borowski","CLE",16.2,0.45804196,,0.08391608,,,,0.42657343,,,,0.03146853,,,,"Joe Borowski",267,111244
"Juan Cruz","ARI",51.2,0.66240682,,0.04685836,,,,0.24920128,,,,0.04153355,,,,"Juan Cruz",273,407297
"Kyle Farnsworth","- - -",60.1,0.58187436,,0.02368692,,,0.0576725,0.33573635,,,,0.00102987,,,,"Kyle Farnsworth",278,150035
"Tom Gordon","PHI",29.2,0.49713193,,,,,0.00191205,0.44933078,0.05162524,,,,,,,"Tom Gordon",282,114971
"Jon Lieber","CHC",46.2,0.2326284,,0.04682779,,,0.27190332,0.39728097,,,,0.05135952,,,,"Jon Lieber",287,117758
"Ron Mahay","KCR",64.2,0.58564593,,,,,,0.22392344,,,,0.19043062,,,,"Ron Mahay",290,118158
"Will Ohman","ATL",58.2,0.47109208,,,,,0.16595289,0.33083512,,,,0.03211991,,,,"Will Ohman",296,349193
"Kerry Wood","CHC",66.1,0.64039409,,,,,,0.0729064,0.28669951,,,,,,,"Kerry Wood",304,134268
"Carlos Zambrano","CHC",188.2,0.2392555,,0.04196277,0.10998308,,0.48087986,0.12115059,0.00609137,,,0.00067682,,,,"Carlos Zambrano",305,407296
"Elmer Dessens","ATL",4,0.25,,,,,0.45,0.16,0.03,,,0.11,,,,"Elmer Dessens",317,113296
"Bartolo Colon","BOS",39,0.31868132,,,,,0.39377289,0.14285714,0.02380952,,,0.12087912,,,,"Bartolo Colon",375,112526
"Chad Paronto","HOU",10.1,0.43918919,,,,,0.25675676,0.25,,,,0.05405405,,,,"Chad Paronto",399,406301
"Ricardo Rincon","NYM",4,0.24,,,,,0.18,0.52,,,,0.06,,,,"Ricardo Rincon",401,121215
"David Riske","MIL",42.1,0.73525377,,,,,0.11522634,,,,,0.14951989,,,,"David Riske",402,228594
"CC Sabathia","- - -",253,0.41908247,,,,,0.13425274,0.22403603,0.00281452,,,0.21981424,,,,"CC Sabathia",404,282332
"Billy Traber","NYY",16.2,0.07220217,,,,,0.53068592,0.14440433,0.20938628,,,0.0433213,,,,"Billy Traber",410,407896
"Jake Westbrook","CLE",34.2,0.01004016,,0.02409639,0.00401606,,0.62650602,0.1124498,0.1064257,,,0.11646586,,,,"Jake Westbrook",412,150414
"Shawn Chacon","HOU",85.2,0.33384146,,,,,0.36432927,0.125,0.10670732,,,0.07012195,,,,"Shawn Chacon",424,276336
"Scott Elarton","CLE",15.1,0.41796875,,,,,0.19921875,0.13671875,0.12109375,,,0.125,,,,"Scott Elarton",426,134003
"Brian Fuentes","COL",62.2,,,,,,0.725,0.19537037,,,,0.07962963,,,,"Brian Fuentes",429,150118
"Mike Hampton","ATL",78,0.33762887,,0.18900344,,,0.33934708,,0.07044674,,,0.06357388,,,,"Mike Hampton",430,115399
"Jason Jennings","TEX",27.1,0.39211618,,0.05186722,,,0.26970954,0.2406639,,,,0.04564315,,,,"Jason Jennings",434,407298
"Todd Jones","DET",41.2,0.11060606,,0.21363636,,,0.49393939,,0.10151515,,,0.08030303,,,,"Todd Jones",436,116734
"Kent Mercker","CIN",13.2,0.22897196,,,,,0.43457944,0.06542056,,,,0.27102804,,,,"Kent Mercker",439,118967
"Dennys Reyes","MIN",46.1,0.02304147,,,,,0.52995392,0.28264209,,,,0.16436252,,,,"Dennys Reyes",444,121096
"Justin Speier","LAA",68,0.02150538,,0.42293907,,,0.35663082,0.16666667,,,,0.03225806,,,,"Justin Speier",451,133221
"Brian Moehler","HOU",150,0.45752809,,0.1411236,,,0.24134831,,0.08314607,,,0.07685393,,,,"Brian Moehler",480,119215
"Adam Pettyjohn","CIN",4,0.01149425,,,,,0.32183908,0.18390805,,,,0.48275862,,,,"Adam Pettyjohn",489,282562
"Mark Redman","COL",45.1,0.13179348,,,,,0.61277174,,0.07472826,,,0.18070652,,,,"Mark Redman",491,150230
"Fernando Rodney","DET",40.1,0.34931507,,,,,0.27808219,0.02739726,,,,0.34520548,,,,"Fernando Rodney",494,407845
"Jamie Walker","BAL",38,0.13570275,,,,,0.24878837,0.41518578,,,,0.2003231,,,,"Jamie Walker",502,123828
"Josh Beckett","BOS",174.1,0.46994329,,0.04877127,,,0.17429112,,0.2389414,,,0.06805293,,,,"Josh Beckett",510,277417
"A.J. Burnett","TOR",221.1,0.42804533,,,,,0.21813031,,,0.29263456,,0.0611898,,,,"A.J. Burnett",512,150359
"Ryan Dempster","CHC",206.2,0.15191832,,0.01732673,0.15810644,,0.39634901,0.2762995,,,,,,,,"Ryan Dempster",517,133225
"Jason Grilli","- - -",75,0.53678254,,,,,0.04527082,0.37429264,,,,0.043654,,,,"Jason Grilli",521,276351
"Braden Looper","STL",199,0.13603058,,,0.16438356,,0.48805352,0.1873208,,,,0.02421153,,,,"Braden Looper",526,131702
"Vladimir Nunez","ATL",32.2,0.19856887,,,,,0.25402504,0.33989267,,,,0.20751342,,,,"Vladimir Nunez",532,136727
"Brad Penny","LAD",94.2,0.55111918,,0.0538415,0.19600726,,0.03629764,,0.1615245,,,0.00120992,,,,"Brad Penny",535,207267
"R.J. Swindle","PHI",4.2,,,,,,0.47916667,0.38541667,0.08333333,,,0.05208333,,,,"R.J. Swindle",539,449881
"Julian Tavarez","- - -",54.2,0.03015075,,0.04321608,,,0.50452261,0.24120603,,,,0.18090452,,,,"Julian Tavarez",541,123118
"Doug Brocail","HOU",68.2,0.41996234,,0.24199623,,,0.20903955,,0.08568738,,,0.0433145,,,,"Doug Brocail",551,111492
"Octavio Dotel","CHW",67,0.81802426,,0.02253033,,,,0.08752166,0.07192374,,,,,,,"Octavio Dotel",555,136734
"Brad Lidge","PHI",69.1,0.63815789,,,,,0.00411184,0.35773026,,,,,,,,"Brad Lidge",563,400058
"Scott Linebrink","CHW",46.1,0.3826458,,0.00284495,,0.22475107,0.23470839,0.15504979,,,,,,,,"Scott Linebrink",564,276530
"Roy Oswalt","HOU",208.2,0.51257445,,0.12839179,,,0.14824619,0.02581072,0.15420251,,,0.03077432,,,,"Roy Oswalt",571,400061
"Tim Redding","WSN",182,0.49666444,,,,,0.14976651,0.18779186,0.11174116,,,0.05403602,,,,"Tim Redding",573,400062
"Billy Wagner","NYM",47,0.72213967,,,,,,0.27786033,,,,,,,,"Billy Wagner",578,123790
"Jeremy Affeldt","CIN",78.1,0.32583398,,,,,0.29480217,,0.30799069,,,0.07137316,,,,"Jeremy Affeldt",583,346793
"Paul Byrd","- - -",180,0.42086331,,,,,0.06594724,0.22621902,0.08113509,,,0.20583533,,,,"Paul Byrd",594,111838
"Mike MacDougal","CHW",17,0.03986711,,,,,0.38870432,0.53820598,0.03322259,,,,,,,"Mike MacDougal",612,213680
"Brian Shouse","MIL",51.1,0.0723589,,,,,0.69609262,0.22431259,0.00723589,,,,,,,"Brian Shouse",630,122195
"Jeff Suppan","MIL",177.2,0.23000762,,0.33701447,,,0.20715918,,0.10015232,,,0.12566641,,,,"Jeff Suppan",633,122987
"Eric Gagne","MIL",46.1,0.52617801,,0.02617801,,,0.03403141,,0.05497382,,,0.35863874,,,,"Eric Gagne",650,150378
"Hideo Nomo","KCR",4.1,0.56363636,,,0.1,,,0.33636364,,,,,,,,"Hideo Nomo",666,119827
"Odalis Perez","WSN",159.2,0.40508279,,,,,0.06430497,0.238737,0.08740855,,,0.20446669,,,,"Odalis Perez",668,136602
"Valerio De Los Santos","COL",8,0.30337079,,0.20224719,,,0.20786517,,,,,0.28651685,,,,"Valerio De Los Santos",681,136304
"Nelson Figueroa","NYM",45.1,0.57755359,,,0.07692308,,,0.15384615,0.19167718,,,,,,,"Nelson Figueroa",683,150153
"Chad Fox","CHC",3.1,0.34722222,,,,,,0.65277778,,,,,,,,"Chad Fox",684,114354
"Ray King","WSN",6.1,0.18823529,,,,,0.29411765,0.51764706,,,,,,,,"Ray King",693,150037
"Glendon Rusch","- - -",83.2,0.56669123,,0.00221076,,,0.10316875,0.14664702,0.0972734,,,0.08400884,,,,"Glendon Rusch",707,121556
"Ben Sheets","MIL",198.1,0.57853492,,,,,0.04599659,,0.3274276,,,0.04804089,,,,"Ben Sheets",710,282656
"Luis Vizcaino","COL",46,0.37719298,,,0.11278195,,0.04260652,0.46741855,,,,,,,,"Luis Vizcaino",714,150430
"Jamey Wright","TEX",84.1,0.01702128,,0.22056738,,,0.54539007,,0.18865248,,,0.02836879,,,,"Jamey Wright",715,124604
"Grant Balfour","TBR",58.1,0.69850746,,0.00099502,,,0.20995025,0.06368159,0.0119403,,,0.01492537,,,,"Grant Balfour",718,346797
"Eddie Guardado","- - -",56.1,0.01086957,,,,,0.79565217,0.09673913,0.00543478,,,0.09130435,,,,"Eddie Guardado",727,115216
"LaTroy Hawkins","- - -",62,0.58913043,,,,,0.02391304,0.2076087,0.11086957,,,0.06847826,,,,"LaTroy Hawkins",729,115629
"Kyle Lohse","STL",200,0.01856073,,,,,0.58384891,0.22565939,0.06707913,,,0.10485184,,,,"Kyle Lohse",739,346798
"Juan Rincon","- - -",55.1,0.45374449,,,,,0.18832599,0.33039648,,,,0.02753304,,,,"Juan Rincon",752,346799
"J.C. Romero","PHI",59,0.17853561,,,,,0.52858576,0.20661986,,,,0.08625878,,,,"J.C. Romero",754,240694
"Johan Santana","NYM",234.1,0.5183367,,,,,0.08922899,0.12619116,,,,0.26624314,,,,"Johan Santana",755,276371
"Tony Armas","NYM",8.1,0.02919708,,,,,0.54744526,0.35036496,0.02189781,,,0.05109489,,,,"Tony Armas",761,150393
"Scott Downs","TOR",70.2,0.00101112,,,,,0.66632963,0.01921132,0.31344793,,,,,,,"Scott Downs",773,275933
"Matt Herges","COL",64.1,0.35282458,,,,,0.21506442,,0.160555,,,0.271556,,,,"Matt Herges",780,150382
"Carl Pavano","NYY",34.1,0.06382979,,,0.0106383,,0.5212766,0.15957447,,,,0.24468085,,,,"Carl Pavano",790,134321
"Javier Vazquez","CHW",208.1,0.39490862,,,,,0.19157963,0.21866841,0.11553525,,,0.07930809,,,,"Javier Vazquez",801,134320
"Brandon Knight","NYM",12,0.58974359,,,,,0.03418803,0.24358974,0.12393162,,,0.00854701,,,,"Brandon Knight",831,150284
"Ted Lilly","CHC",204.2,0.4370444,,,,,0.03711067,0.24221339,0.10967528,,,0.17395626,,,,"Ted Lilly",833,150404
"Mike Mussina","NYY",200.1,0.11900066,,0.20512821,,,0.38395792,0.15779093,,0.08316897,,0.05095332,,,,"Mike Mussina",837,119608
"Andy Pettitte","NYY",204,0.12261495,,0.37253675,,,0.10228339,0.23334376,0.10697529,,,0.06224586,,,,"Andy Pettitte",840,120485
"Mariano Rivera","NYY",70.2,0.1001032,,0.8998968,,,,,,,,,,,,"Mariano Rivera",844,121250
"John Bale","KCR",26.2,0.1468144,,,,,0.4598338,,0.20221607,,,0.19113573,,,,"John Bale",864,150469
"Armando Benitez","TOR",6.1,0.35714286,,,0.08163265,,0.13265306,0.42857143,,,,,,,,"Armando Benitez",865,110859
"Shawn Estes","SDP",43.2,0.19775596,,,,,0.54978962,,0.10378682,,,0.1486676,,,,"Shawn Estes",873,113915
"Steve Trachsel","BAL",39.2,0.51470588,,,0.28529412,,0.00735294,,0.19264706,,,,,,,"Steve Trachsel",898,123431
"Tyler Walker","SFG",53.1,0.35611511,,0.05155875,,,0.058753,0.44604317,,,,0.08752998,,,,"Tyler Walker",901,400104
"David Weathers","CIN",69.1,0.23376623,,0.10995671,,,0.25281385,0.32034632,,,,0.08311688,,,,"David Weathers",902,124000
"Chad Bradford","- - -",59.1,0.02282454,,,,,0.79457917,,0.12553495,,,0.05706134,,,,"Chad Bradford",904,136268
"Justin Duchscherer","OAK",141.2,0.13996044,,,,,0.31750742,0.29723046,0.243818,,,0.00148368,,,,"Justin Duchscherer",910,407113
"Tim Hudson","ATL",142,0.11675127,,0.17715736,0.13451777,,0.51015228,0.03401015,0.02741117,,,,,,,"Tim Hudson",921,218596
"Mark Mulder","STL",1.2,0.04651163,,0.02325581,,,0.76744186,,0.11627907,,,0.04651163,,,,"Mark Mulder",932,150426
"Barry Zito","SFG",180,0.12569016,,0.07534914,,,0.39720689,0.0422215,0.12893797,,,0.23059435,,,,"Barry Zito",944,217096
"Brandon Duckworth","KCR",38,0.30246914,,,,,0.21759259,0.19290123,0.16358025,,,0.12345679,,,,"Brandon Duckworth",954,346855
"Brett Myers","PHI",190,0.2851296,,0.09208731,,,0.17633015,0.11527967,0.18315143,,,0.14802183,,,,"Brett Myers",962,408206
"Vicente Padilla","TEX",171,0.38458755,,,0.10781476,,0.31114327,0.09044863,0.02713459,,0.03509407,0.04377713,,,,"Vicente Padilla",964,218894
"Carlos Silva","SEA",153.1,0.03500824,,,,,0.65609555,0.09390445,,,,0.21499176,,,,"Carlos Silva",973,400067
"Randy Wolf","- - -",190.1,0.24860975,,0.0307491,,,0.32417403,0.12201505,0.18384037,,,0.09061171,,,,"Randy Wolf",976,150116
"Bronson Arroyo","CIN",200,0.10381862,,0.00566826,,,0.37559666,0.19630072,0.1697494,,,0.14886635,,,,"Bronson Arroyo",978,276520
"Joe Beimel","LAD",49,0.45375,,,,,0.40375,0.10875,,,,0.03375,,,,"Joe Beimel",979,346847
"Josh Fogg","CIN",78.1,0.2875,,0.25514706,,,0.17426471,0.07794118,,,,0.20514706,,,,"Josh Fogg",989,150319
"Al Reyes","TBR",22.2,0.56056338,,,,,0.04507042,0.0084507,0.12957746,,,0.25633803,,,,"Al Reyes",1005,121099
"Ron Villone","STL",50,0.31813362,,,,,0.40402969,0.22693531,,,,0.05090138,,,,"Ron Villone",1010,123725
"Kip Wells","- - -",37.2,0.26138032,,0.02496329,,,0.42731278,0.12628488,0.09251101,,,0.06754772,,,,"Kip Wells",1012,150337
"Adam Eaton","PHI",107,0.19380734,,0.11295872,,,0.30848624,0.15366972,0.06364679,,,0.16743119,,,,"Adam Eaton",1029,284566
"Alan Embree","OAK",61.2,0.77876984,,,,,,0.2202381,,,,0.00099206,,,,"Alan Embree",1030,113833
"Trevor Hoffman","SDP",45.1,0.49246231,,0.15242881,,,,0.0921273,0.00837521,,,0.25460637,,,,"Trevor Hoffman",1035,116034
"Jake Peavy","SDP",173.2,0.30807365,,0.1851983,,,0.26664306,0.15439093,0.02089235,,,0.0648017,,,,"Jake Peavy",1051,408241
"Brett Tomko","- - -",70,0.51183673,,,,,0.13469388,0.18693878,0.09142857,,,0.07510204,,,,"Brett Tomko",1056,123387
"Ryan Tucker","FLA",37,0.16714697,,,0.05331412,,0.57925072,0.08213256,,,,0.11815562,,,,"Ryan Tucker",1062,457761
"Ryan Franklin","STL",78.2,0.31430868,,0.02250804,0.08199357,,0.26366559,0.1318328,0.09646302,,,0.085209,,0.00401929,,"Ryan Franklin",1076,211041
"Freddy Garcia","DET",15,0.01456311,,,0.1407767,,0.45145631,0.16990291,0.04368932,,,0.17961165,,,,"Freddy Garcia",1077,150119
"Gil Meche","KCR",210.1,0.49216747,,,,,0.02050698,0.18968955,0.17430931,,,0.12332669,,,,"Gil Meche",1089,219194
"Jamie Moyer","PHI",196.1,0.16409266,,0.24292149,,,0.27638353,,0.06885457,,,0.24774775,,,,"Jamie Moyer",1091,119469
"Joel Pineiro","STL",148.2,0.35170843,,,,,0.29339408,0.20592255,0.09066059,,,0.05831435,,,,"Joel Pineiro",1094,334492
"Arthur Rhodes","- - -",35.1,0.78062157,,,,,,0.20658135,,,,0.01279707,,,,"Arthur Rhodes",1097,121125
"Rafael Soriano","ATL",14,0.55506608,,0.08370044,,,0.02202643,0.30837004,,,,0.030837,,,,"Rafael Soriano",1100,400089
"Livan Hernandez","- - -",180,0.25527273,,,,,0.45563636,0.192,0.06654545,,,0.03054545,,,,"Livan Hernandez",1116,115817
"Marco Estrada","WSN",12.2,0.47186147,,,,,0.09090909,,0.25974026,,,0.17748918,,,,"Marco Estrada",1118,462136
"Joe Nathan","MIN",67.2,0.46235521,,0.00289575,,,0.13706564,0.30598456,0.08011583,,,0.01158301,,,,"Joe Nathan",1122,150274
"Tommy Hunter","TEX",11,0.657277,,0.01408451,,,,0.01877934,0.2629108,,,0.04694836,,,,"Tommy Hunter",1157,488984
"Jason Isringhausen","STL",42.2,0.25301205,,0.32262383,,,0.19544846,,0.22891566,,,,,,,"Jason Isringhausen",1158,116414
"Matt Morris","PIT",22.1,0.07555556,,,,,0.38,0.26888889,0.22444444,,,0.05111111,,,,"Matt Morris",1172,119403
"Mike Timlin","BOS",49.1,0.32111252,,0.22123894,0.10366625,,0.24905183,0.10493047,,,,,,,,"Mike Timlin",1187,123348
"Jesus Colome","WSN",71,0.64470169,,,,,0.04363313,0.27693678,,,,0.03472841,,,,"Jesus Colome",1198,400125
"Bobby Seay","DET",56.1,0.11630435,,,,,0.51413043,0.36956522,,,,,,,,"Bobby Seay",1225,150144
"Jorge Sosa","NYM",21.2,0.16622691,,,,,0.30079156,0.46174142,,,,0.07124011,,,,"Jorge Sosa",1228,407901
"Tanyon Sturtze","LAD",2.1,0.65714286,,,,,0.02857143,,,,,0.31428571,,,,"Tanyon Sturtze",1230,122915
"Francisco Cordero","CIN",70.1,0.46419753,,,,,,0.42880658,0.00164609,,,0.10534979,,,,"Francisco Cordero",1243,150188
"Doug Davis","ARI",146,0.1778607,,0.56343284,,,0.00704809,0.00746269,0.1645937,,,0.07960199,,,,"Doug Davis",1244,150277
"R.A. Dickey","SEA",112.1,0.28926066,,,,,,,0.00053967,,0.02320561,,,0.68699406,,"R.A. Dickey",1245,285079
"Chan Ho Park","LAD",95.1,0.25206875,,,,,0.23551878,0.37746658,0.09866327,,,0.03628262,,,,"Chan Ho Park",1267,120221
"Kenny Rogers","DET",173.2,0.28746291,,0.02373887,,,0.3227003,0.07010386,0.09013353,,,0.20586053,,,,"Kenny Rogers",1277,121386
"Rudy Seanez","PHI",43.1,0.35874439,,,,,,0.40508221,,,,0.23617339,,,,"Rudy Seanez",1279,121955
"Chris Carpenter","STL",15.1,,,0.29756098,,,0.51707317,,0.13170732,,,0.05365854,,,,"Chris Carpenter",1292,112020
"Scott Eyre","- - -",25.2,0.58876404,,,,,,0.35505618,,,,0.05617978,,,,"Scott Eyre",1300,113961
"Roy Halladay","TOR",246,,,0.41218005,,,0.33009709,,0.22653722,,,0.03118564,,,,"Roy Halladay",1303,136880
"Esteban Loaiza","- - -",27,0.31283422,,0.21390374,,,0.32352941,,,,,0.14973262,,,,"Esteban Loaiza",1310,117842
"Brandon Lyon","ARI",59.1,0.32984293,,0.02408377,,,0.37905759,,0.26073298,,,0.00628272,,,,"Brandon Lyon",1312,407193
"Justin Miller","FLA",46.2,0.27111717,,,,,0.15803815,0.08855586,0.43324251,,,0.04904632,,,,"Justin Miller",1313,277405
"Joaquín Benoit","TEX",45,0.49637681,,,,,0.0615942,0.21376812,,,,0.22826087,,,,"Joaquin Benoit",1437,276542
"Bryan Corey","- - -",45,0.10714286,,0.22428571,,,0.45428571,0.04857143,,,,0.16571429,,,,"Bryan Corey",1439,132241
"Brendan Donnelly","CLE",13.2,0.49790795,,,0.40585774,,,,,,,0.09623431,,,,"Brendan Donnelly",1441,407791
"Chad Durbin","PHI",87.2,0.10703812,,0.3255132,0.08504399,,0.33357771,,0.0601173,,,0.08870968,,,,"Chad Durbin",1442,239795
"Randy Flores","STL",25.2,0.33333333,,,,,0.21367521,0.38034188,0.07264957,,,,,,,"Randy Flores",1446,420864
"Lee Gardner","FLA",6.2,0.04081633,,0.27210884,,,0.44217687,,0.10204082,,,0.14285714,,,,"Lee Gardner",1448,421104
"Aaron Harang","CIN",184.1,0.52685597,,,,,0.18097845,0.21484776,0.03489566,,,0.04242217,,,,"Aaron Harang",1451,421685
"Mike Lincoln","CIN",70.1,0.00178731,,0.29758713,,,0.38695264,,0.29937444,,,0.01429848,,,,"Mike Lincoln",1457,150221
"Guillermo Mota","MIL",57,0.0392562,,,,,0.50929752,0.25619835,,,,0.19524793,,,,"Guillermo Mota",1467,150407
"Jon Rauch","- - -",71.2,0.56901158,,0.00712378,,,0.01157614,0.26714159,0.10774711,,,0.03739982,,,,"Jon Rauch",1475,400010
"John Lackey","LAA",163.1,0.40267011,,0.13867356,,,0.19982773,0.00043066,0.24418605,,,0.01421189,,,,"John Lackey",1507,407793
"Oliver Pérez","NYM",194,0.67820069,,,,,0.01289714,0.27083989,0.01226801,,,0.02579427,,,,"Oliver Perez",1514,424144
"Kirk Saarloos","OAK",26.1,0.34263959,,0.15736041,,,0.2284264,0.04060914,0.13451777,,,0.0964467,,,,"Kirk Saarloos",1516,424164
"Duaner Sanchez","NYM",58.1,0.18810811,,0.19675676,,,0.25405405,,0.0627027,,,0.29837838,,,,"Duaner Sanchez",1518,400093
"Tyler Yates","PIT",73.1,0.70163371,,,,,0.05417025,0.24419604,,,,,,,,"Tyler Yates",1527,407884
"Runelvys Hernandez","HOU",19.1,0.52873563,,,,,0.08908046,0.25574713,0.04310345,,,0.08333333,,,,"Runelvys Hernandez",1528,424465
"Brandon Backe","HOU",166.2,0.25268817,,0.11367127,,,0.21236559,0.20046083,0.12634409,,,0.09447005,,,,"Brandon Backe",1529,407840
"Francis Beltran","DET",13,0.39037433,,,0.26737968,,0.11229947,0.13903743,0.00534759,,,0.0855615,,,,"Francis Beltran",1530,407779
"Ryan Bukvich","BAL",5.1,0.3968254,,,,,0.34920635,0.17460317,,,,0.07936508,,,,"Ryan Bukvich",1531,424426
"Micah Bowie","COL",8,,,,,,0.4822695,0.40425532,,,,0.11347518,,,,"Micah Bowie",1561,150295
"Aaron Cook","COL",211.1,0.18517265,,,,,0.66486121,0.13676371,0.01320244,,,,,,,"Aaron Cook",1571,346871
"Mark Hendrickson","FLA",133.2,0.55694444,,0.05648148,,,0.13935185,,0.15185185,,,0.09537037,,,,"Mark Hendrickson",1574,424805
"Clay Condrey","PHI",69,0.1443299,,0.17835052,,,0.41237113,0.16391753,,,,0.10103093,,,,"Clay Condrey",1579,424925
"Jason Davis","PIT",34,0.61842105,,0.0037594,0.28195489,,,0.09586466,,,,,,,,"Jason Davis",1598,425186
"Pedro Feliciano","NYM",53.1,0.03422983,,,,,0.52322738,0.04400978,0.34229829,,,0.05623472,,,,"Pedro Feliciano",1601,408230
"Franklyn German","TEX",21.2,0.59659091,,,0.31818182,,0.08522727,,,,,,,,,"Franklyn German",1603,407883
"Shane Loux","LAA",16,0.08743169,,,,,0.7431694,0.12568306,0.02185792,,,0.02185792,,,,"Shane Loux",1613,400076
"Nate Robertson","DET",168.2,0.01174497,,0.07802013,,,0.53355705,0.20302013,0.02810403,,,0.14555369,,,,"Nate Robertson",1620,425146
