Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,NameASCII,PlayerId,MLBAMID
"R.J. Swindle","PHI",0.4375,0.3,0.277777777,0.166666666,0.555555555,0.1,0.2,8,15.428560918698366,33,63,96,0.33333333,0.44444444,0.22222222,0.27777778,0.11111111,0.61111111,"R.J. Swindle",539,449881
"Rich Thompson","LAA",0.4444444444444444,6,0.222222222,0.666666666,0.111111111,0,0,0,0,23,32,55,0.55555556,0.22222222,0.22222222,0,0.44444444,0.55555556,"Rich Thompson",6422,460366
"Fernando Hernandez","OAK",0.36363636363636365,0.6,0.272727272,0.272727272,0.454545454,0,0,4,12,38,43,81,0.36363636,0.45454545,0.18181818,0.09090909,0.36363636,0.54545455,"Fernando Hernandez",5536,467761
"Francisley Bueno","ATL",0.4,0.285714285,0.181818181,0.181818181,0.636363636,0,0.142857142,0,0,24,28,52,0.27272727,0.54545455,0.18181818,0.27272727,0.18181818,0.54545455,"Francisley Bueno",5980,499107
"Kei Igawa","NYY",0.5416666666666666,1,0.217391304,0.391304347,0.391304347,0.222222222,0,1,2.25,29,49,78,0.66666667,0.125,0.20833333,0.16666667,0.29166667,0.54166667,"Kei Igawa",7794,506432
"Jamie Burke","SEA",0.25,0.5,0.25,0.25,0.5,0,0,0,0,7,11,18,0.25,0.25,0.5,0,0.5,0.5,"Jamie Burke",6,406550
"Elmer Dessens","ATL",0.47368421052631576,1.5,0.25,0.45,0.3,0,0.166666666,0,0,43,57,100,0.45,0.25,0.3,0.05,0.45,0.5,"Elmer Dessens",317,113296
"Kiko Calero","OAK",0.3,0.333333333,0.2,0.2,0.6,0,0,0,0,40,45,85,0.4,0.4,0.2,0.1,0.4,0.5,"Kiko Calero",1676,425606
"Connor Robertson","ARI",0.2692307692307692,0.777777777,0.36,0.28,0.36,0.111111111,0.111111111,5,6.428576245603473,38,78,116,0.40740741,0.18518519,0.40740741,0.14814815,0.37037037,0.48148148,"Connor Robertson",7705,452075
"Charlie Haeger","SDP",0.4,0.444444444,0.1875,0.25,0.5625,0,0.222222222,0,0,49,62,111,0.35294118,0.41176471,0.23529412,0.11764706,0.41176471,0.47058824,"Charlie Haeger",3545,446624
"Elizardo Ramirez","TEX",0.5,0.571428571,0.266666666,0.266666666,0.466666666,0,0.142857142,1,3.374995674943506,28,42,70,0.4,0.4,0.2,0,0.53333333,0.46666667,"Elizardo Ramirez",1946,430579
"Juan Salas","TBR",0.3333333333333333,0.428571428,0.333333333,0.2,0.466666666,0,0,6,8.526316217438357,48,74,122,0.53333333,0.4,0.06666667,0.06666667,0.46666667,0.46666667,"Juan Salas",2533,466838
"Devon Lowery","KCR",0.36363636363636365,1,0.076923076,0.461538461,0.461538461,0.166666666,0.333333333,0,0,36,63,99,0.53846154,0.07692308,0.38461538,0.15384615,0.38461538,0.46153846,"Devon Lowery",3500,434587
"Brian Slocum","CLE",0.5454545454545454,0.428571428,0.23076923,0.23076923,0.538461538,0,0.285714285,0,0,17,33,50,0.15384615,0.38461538,0.46153846,0,0.53846154,0.46153846,"Brian Slocum",4705,451497
"Sean Henn","SDP",0.35714285714285715,1.1,0.25,0.392857142,0.357142857,0,0.1,0,0,79,105,184,0.31034483,0.34482759,0.34482759,0.10344828,0.44827586,0.44827586,"Sean Henn",2147,430675
"Josh Roenicke","CIN",0.6666666666666666,0.666666666,0.444444444,0.222222222,0.333333333,0,0,0,0,25,37,62,0.33333333,0.11111111,0.55555556,0,0.55555556,0.44444444,"Josh Roenicke",3241,502158
"Michael Bowden","BOS",0.3888888888888889,0.272727272,0.222222222,0.166666666,0.611111111,0.181818181,0,7,12.6,27,62,89,0.55555556,0.27777778,0.16666667,0.11111111,0.44444444,0.44444444,"Michael Bowden",4440,476601
"Carlos Rosa","KCR",0.3333333333333333,0.2,0.333333333,0.111111111,0.555555555,0.2,0,0,0,15,36,51,0.66666667,0.11111111,0.22222222,0.22222222,0.33333333,0.44444444,"Carlos Rosa",8529,460349
"Jose Capellan","COL",0.42857142857142855,3,0.428571428,0.428571428,0.142857142,0,0,0,0,10,25,35,0.57142857,0.28571429,0.14285714,0,0.57142857,0.42857143,"Jose Capellan",2236,430642
"Brian Sanches","WSN",0.3888888888888889,1.6,0.315789473,0.421052631,0.263157894,0,0.2,11,9.000003901396623,82,148,230,0.47368421,0.34210526,0.18421053,0.07894737,0.5,0.42105263,"Brian Sanches",2739,430083
"David Riske","MIL",0.3037037037037037,0.689655172,0.294964028,0.287769784,0.417266187,0.103448275,0.103448275,33,7.015748242227997,285,460,745,0.35460993,0.31205674,0.33333333,0.12765957,0.45390071,0.41843972,"David Riske",402,228594
"Marco Estrada","WSN",0.30952380952380953,1.466666666,0.195652173,0.478260869,0.326086956,0.2,0.266666666,9,6.394737644539085,95,144,239,0.47826087,0.2826087,0.23913043,0.26086957,0.32608696,0.41304348,"Marco Estrada",1118,462136
"Jimmy Barthmaier","PIT",0.3611111111111111,0.866666666,0.222222222,0.361111111,0.416666666,0.066666666,0.2,7,6.096776069141533,87,123,210,0.33333333,0.28205128,0.38461538,0.1025641,0.48717949,0.41025641,"Jimmy Barthmaier",6292,444864
"Adam Pettyjohn","CIN",0.45,0.2,0.454545454,0.09090909,0.454545454,0,0.2,1,2.25,42,50,92,0.22727273,0.27272727,0.5,0.22727273,0.36363636,0.40909091,"Adam Pettyjohn",489,282562
"Cedrick Bowers","COL",0.45,0.8,0.181818181,0.363636363,0.454545454,0.1,0.2,4,5.40000051498418,59,75,134,0.27272727,0.5,0.22727273,0.18181818,0.40909091,0.40909091,"Cedrick Bowers",3293,276914
"Scott Dohmann","TBR",0.35555555555555557,2.454545454,0.191489361,0.574468085,0.234042553,0.09090909,0.181818181,15,9.204548846100252,109,151,260,0.42553191,0.38297872,0.19148936,0.10638298,0.4893617,0.40425532,"Scott Dohmann",1936,430617
"Scott Eyre","- - -",0.3333333333333333,0.851851851,0.23076923,0.353846153,0.415384615,0.074074074,0.074074074,35,12.272734416844227,173,283,456,0.43076923,0.29230769,0.27692308,0.13846154,0.46153846,0.4,"Scott Eyre",1300,113961
"Steven Register","COL",0.2903225806451613,0.8125,0.171428571,0.371428571,0.457142857,0.0625,0.25,2,1.8000001716613934,71,116,187,0.57142857,0.2,0.22857143,0.11428571,0.48571429,0.4,"Steven Register",7463,461862
"Homer Bailey","CIN",0.3722627737226277,1.395348837,0.253623188,0.434782608,0.311594202,0.093023255,0.186046511,10,2.4770645669450064,246,435,681,0.42758621,0.28965517,0.28275862,0.15862069,0.44827586,0.39310345,"Homer Bailey",8362,456701
"Matt Morris","PIT",0.3723404255319149,1,0.257731958,0.37113402,0.37113402,0.027777777,0.166666666,10,4.029849599055504,167,293,460,0.46,0.35,0.19,0.14,0.47,0.39,"Matt Morris",1172,119403
"Lance Broadway","CHW",0.32,2.071428571,0.203703703,0.537037037,0.259259259,0.071428571,0.285714285,8,5.142857493186508,88,145,233,0.44444444,0.31481481,0.24074074,0.11111111,0.5,0.38888889,"Lance Broadway",9885,473560
"Josh Newman","- - -",0.3620689655172414,0.875,0.274193548,0.338709677,0.387096774,0.083333333,0.166666666,6,3.4468094897845014,134,198,332,0.5,0.25806452,0.24193548,0.16129032,0.4516129,0.38709677,"Josh Newman",7383,456682
"Jack Cassel","HOU",0.3173076923076923,1.27027027,0.2,0.447619047,0.352380952,0.054054054,0.135135135,19,5.637361455778718,178,298,476,0.3853211,0.40366972,0.21100917,0.10091743,0.51376147,0.3853211,"Jack Cassel",3052,445222
"James Parr","ATL",0.3333333333333333,0.583333333,0.269230769,0.269230769,0.461538461,0.055555555,0.111111111,19,7.656717507763409,170,275,445,0.32911392,0.32911392,0.34177215,0.11392405,0.50632911,0.37974684,"James Parr",7734,444970
"Geno Espineli","SFG",0.25,1.111111111,0.269230769,0.384615384,0.346153846,0.055555555,0.277777777,17,9.562498860061304,115,173,288,0.50943396,0.20754717,0.28301887,0.1509434,0.47169811,0.37735849,"Geno Espineli",7405,457910
"Matt Chico","WSN",0.33125,0.953846153,0.234939759,0.373493975,0.391566265,0.076923076,0.153846153,16,3.0000005960465663,326,509,835,0.41764706,0.3,0.28235294,0.17058824,0.45294118,0.37647059,"Matt Chico",6068,453889
"Ryan Bukvich","BAL",0.4117647058823529,1,0.052631578,0.47368421,0.47368421,0,0.222222222,0,0,49,66,115,0.42105263,0.26315789,0.31578947,0.10526316,0.52631579,0.36842105,"Ryan Bukvich",1531,424426
"Mark Worrell","STL",0.3888888888888889,0.833333333,0.388888888,0.277777777,0.333333333,0.166666666,0.166666666,6,9.529412833877208,43,75,118,0.42105263,0.42105263,0.15789474,0.36842105,0.26315789,0.36842105,"Mark Worrell",8045,450312
"Philip Humber","MIN",0.20588235294117646,1.461538461,0.157894736,0.5,0.342105263,0,0.307692307,4,3.0857144538723786,76,108,184,0.44736842,0.23684211,0.31578947,0.07894737,0.55263158,0.36842105,"Philip Humber",8586,458950
"Gary Majewski","CIN",0.3900709219858156,1.659090909,0.193103448,0.503448275,0.303448275,0.068181818,0.136363636,17,3.8249985408788527,260,467,727,0.29251701,0.47619048,0.23129252,0.1292517,0.50340136,0.36734694,"Gary Majewski",2131,400008
"Marino Salas","PIT",0.3559322033898305,1,0.245901639,0.37704918,0.37704918,0.086956521,0.173913043,8,4.235295543209147,161,210,371,0.34920635,0.38095238,0.26984127,0.11111111,0.52380952,0.36507937,"Marino Salas",2432,434978
"Brandon McCarthy","TEX",0.23943661971830985,0.529411764,0.297297297,0.243243243,0.459459459,0.088235294,0.088235294,17,6.95454666043137,139,237,376,0.45945946,0.31081081,0.22972973,0.12162162,0.51351351,0.36486486,"Brandon McCarthy",4662,435221
