Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
"Ryan Franklin","STL",78.2,90.94706082161126,,90.83928571428571,85.33627259497548,,91.67927067454268,85.67560856516768,77.00333658854167,,,85.3811357606132,,77.02000122070312,"Ryan Franklin",1076,211041
"R.A. Dickey","SEA",112.1,85.19664434176772,,,,,,,67,,63.493022120276166,,,73.36991543106834,"R.A. Dickey",1245,285079
"Aaron Miles","STL",1,,,,,,,,,,,75.4000015258789,,71.28888617621527,"Aaron Miles",1844,425446
"Charlie Zink","BOS",4.1,82.90000406901042,,,,,,75.19999694824219,70.19999694824219,,,81.9058837890625,,68.87965936175847,"Charlie Zink",4180,468402
"Charlie Haeger","SDP",4.1,83.62413287984914,,,,,,,72.125,,,,,68.7076885516827,"Charlie Haeger",3545,446624
"Tim Wakefield","BOS",181,73.00473319986072,,,,,,,59.05447871767242,,,,,65.06685486694678,"Tim Wakefield",219,123801
"Scott Patterson","- - -",4.2,90.36183889288651,,,,,,73.22000274658203,72.28235042796416,,,77.34999656677246,,,"Scott Patterson",5,456499
"Jamie Burke","SEA",1,,,,,,,,72.39999389648438,,,82.34375,,,"Jamie Burke",6,406550
"Troy Percival","TBR",45.2,91.59976380813953,,,,,91.74510984492481,82.85483870967742,76.60361563441265,,,85.165,,,"Troy Percival",29,120401
"Scott Schoeneweis","NYM",56.2,88.11966892930327,,89.40000406901042,,,88.92863824838187,80.80057803468208,,,,,,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",63.1,91.83749389648438,,,,,92.28890120967742,,80.47975708502024,,,,,,"Scot Shields",35,276912
"Jarrod Washburn","SEA",153.2,87.57311000250685,,85.99319328256205,,,86.98223943658213,76.85352372925311,72.85459565858584,,,80.79185184431665,,,"Jarrod Washburn",40,132220
"Matt Wise","NYM",7,84.43207362912736,,82.8499984741211,,,,74.30000305175781,,,,77.09295912191901,,,"Matt Wise",42,277184
"Miguel Batista","SEA",115,91.63684210526316,,89.96666717529297,,,91.61395405614098,86.22737444550063,74.88181790438566,,,82.05901732731387,,,"Miguel Batista",46,110683
"Randy Johnson","ARI",184,91.3857697147651,,,84.48831309442934,,90.78202456312411,84.57500107907458,,,,,,,"Randy Johnson",60,116615
"Tom Glavine","ATL",63.1,81.59387622236395,,78.60833231608073,,,82.4105783045977,73.5,65.89000244140625,,,76.03231611626637,,,"Tom Glavine",90,114849
"Greg Maddux","- - -",194,83.88545587713068,,83.21011318249649,,,84.13547420619592,,70.91290283203125,,,78.77662417763158,,,"Greg Maddux",104,118120
"Jason Marquis","CHC",167,,,,,,90.15964499930658,83.1152147784281,,,,82.96997023071667,,,"Jason Marquis",105,150302
"Kevin Millwood","TEX",168.2,90.46633680555556,,88.42642540961945,83.42500305175781,,90.77444704478708,84.8861553485577,72.66567067008707,,,83.21379141971983,,,"Kevin Millwood",106,119154
"Joe Nelson","FLA",54,89.2912164135514,,85.39999728732639,,,84.2072072072072,73.19000244140625,,,,78.65593551377118,,,"Joe Nelson",108,406874
"Horacio Ramirez","- - -",37.1,90.83628043241279,,,,,90.11851897063079,86.62827653556035,80.12840964577414,,,84.75897295047075,,,"Horacio Ramirez",110,400141
"John Smoltz","ATL",28,92.95000146140515,,,86.38666666666667,,91.66666666666667,85.51645824577236,77.33571079799107,,,,,,"John Smoltz",115,122477
