Name,Team,IP,wFA/C,wFT/C,wFC/C,wFS/C,wFO/C,wSI/C,wSL/C,wCU/C,wKC/C,wEP/C,wCH/C,wSC/C,wKN/C,NameASCII,PlayerId,MLBAMID
"Aaron Miles","STL",1,,,,,,,,,,,19.625835120677948,,6.411986880832249,"Aaron Miles",1844,425446
"Tim Wakefield","BOS",181,0.8133762062094007,,,,,,,1.6906685664735992,,,,,0.26325774348639197,"Tim Wakefield",219,123801
"R.A. Dickey","SEA",112.1,1.2433669515954915,,,,,,,-10.054419189691544,,-4.4712870620017835,,,-1.2832060350926018,"R.A. Dickey",1245,285079
"Charlie Haeger","SDP",4.1,-5.5168480708681304,,,,,,,-4.203953593969345,,,,,-3.241536556146084,"Charlie Haeger",3545,446624
"Ryan Franklin","STL",78.2,2.0057663588267762,,-2.942887374332973,1.1795340799817853,,-3.098213381883575,-0.7809530671049909,1.373780369758606,,,-1.5900269994195901,,-3.829326629638672,"Ryan Franklin",1076,211041
"Charlie Zink","BOS",4.1,8.220743139584858,,,,,,-3.786475956439972,12.847122550010681,,,1.0301632916226107,,-4.423360501305532,"Charlie Zink",4180,468402
"Scott Patterson","- - -",4.2,2.7049551276784194,,,,,,-7.512014731764793,-7.893538562690511,,,-3.79346264526248,,,"Scott Patterson",5,456499
"Jamie Burke","SEA",1,,,,,,,,-4.066025465726852,,,-0.35545146092772484,,,"Jamie Burke",6,406550
"Troy Percival","TBR",45.2,-0.24642157000164655,,,,,2.311297108356218,3.155466241221274,0.008158843560391161,,,-1.7305243015289307,,,"Troy Percival",29,120401
"Scott Schoeneweis","NYM",56.2,-1.168391255081677,,-45.39664586385091,,,0.20335513411216363,0.9608869607737988,,,,,,,"Scott Schoeneweis",33,150011
"Scot Shields","LAA",63.1,2.5314100086688995,,,,,0.4417697537329889,,2.281293212643519,,,,,,"Scot Shields",35,276912
"Jarrod Washburn","SEA",153.2,0.12638963014492652,,-3.537636250257492,,,-0.8205484242631438,1.818316086693918,0.8722086150098491,,,-2.3886780459203836,,,"Jarrod Washburn",40,132220
"Matt Wise","NYM",7,-0.26131280750598546,,0.134948268532753,,,,15.358969569206238,,,,-3.348666513469857,,,"Matt Wise",42,277184
"Miguel Batista","SEA",115,-0.17459741809911894,,-22.53658498326937,,,-2.4185200070225914,-1.1503493226828534,-0.3690779590132562,,,-2.0389291269531666,,,"Miguel Batista",46,110683
"Randy Johnson","ARI",184,-2.071162614246343,,,0.04924574623937192,,2.0116823716102417,0.9422134299304604,,,,,,,"Randy Johnson",60,116615
"Tom Glavine","ATL",63.1,-4.471995879192741,,-4.039775828520456,,,-1.4744188593721939,-9.703834851582844,-17.86677598953247,,,1.321859547144461,,,"Tom Glavine",90,114849
"Greg Maddux","- - -",194,1.565995541485873,,-3.397207690423794,,,1.0341723268789471,,2.7087448104735343,,,-0.916387740488023,,,"Greg Maddux",104,118120
"Jason Marquis","CHC",167,,,,,,-0.09760737066438212,0.3572093603204325,,,,0.6662971648638463,,,"Jason Marquis",105,150302
"Kevin Millwood","TEX",168.2,0.21779313352372912,,-1.0978964872138446,1.7526991665363312,,-0.7366374375711628,-0.22417820416964018,-5.7492498141616135,,,-2.8844572346785973,,,"Kevin Millwood",106,119154
"Joe Nelson","FLA",54,1.7962503878869742,,-1.6869339678022597,,,0.10043737050649282,-5.535409450531006,,,,0.01178150680863251,,,"Joe Nelson",108,406874
"Horacio Ramirez","- - -",37.1,-1.8357819734617722,,,,,2.32874298537219,-0.10783231463925592,0.07583295757120305,,,0.1963590391171284,,,"Horacio Ramirez",110,400141
"John Smoltz","ATL",28,-2.4138281882648736,,,-0.5459041595458984,,-10.96647514237298,4.524535886188851,3.7296946559633524,,,,,,"John Smoltz",115,122477
"Dan Wheeler","TBR",66.1,0.6078760520271633,,1.9352246075868607,-0.6108742162405726,,1.9995132779893767,-5.297399684786797,1.3344306771348162,,,,,,"Dan Wheeler",120,235095
