Name,Team,W,L,ERA,G,GS,QS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Dennis Sarfate","BAL",4,3,4.744771275512641,57,4,0,0,0,0,3,2,79.2,359,62,47,42,8,62,2,7,6,1,86,"Dennis Sarfate",2174,430610
"Rafael Perez","CLE",4,4,3.537118846675116,73,0,0,0,0,2,25,5,76.1,313,67,32,30,8,23,3,2,3,0,86,"Rafael Perez",4078,460370
"Tim Hudson","ATL",11,7,3.169013743976674,23,22,16,1,1,0,0,0,142,573,125,53,50,11,40,5,2,3,1,85,"Tim Hudson",921,218596
"Dustin McGowan","TOR",6,7,4.365269959646209,19,19,9,1,0,0,0,0,111.1,474,115,60,54,9,38,1,5,5,0,85,"Dustin McGowan",8600,430661
"Kerry Wood","CHC",5,4,3.2562816567181656,65,0,0,0,0,34,0,6,66.1,276,54,24,24,3,18,4,7,1,0,84,"Kerry Wood",304,134268
"Jose Valverde","HOU",6,3,3.3750003576279064,74,0,0,0,0,44,0,7,72,303,62,28,27,10,23,6,2,3,2,83,"Jose Valverde",1726,407878
"Frank Francisco","TEX",3,5,3.1263167937643894,58,0,0,0,0,5,12,6,63.1,264,47,24,22,7,26,2,0,5,0,83,"Frank Francisco",1933,407911
"Garrett Olson","BAL",9,10,6.648240951145461,26,26,8,0,0,0,0,0,132.2,621,168,100,98,17,62,1,8,6,0,83,"Garrett Olson",9889,457796
"Brian Fuentes","COL",1,5,2.7287235149920654,67,0,0,0,0,30,6,4,62.2,256,47,22,19,3,22,1,1,1,0,82,"Brian Fuentes",429,150118
"Brian Moehler","HOU",11,8,4.560000173950202,31,26,9,0,0,0,0,0,150,650,166,79,76,20,36,1,4,3,0,82,"Brian Moehler",480,119215
"Paul Byrd","- - -",11,12,4.600000389946865,30,30,13,1,0,0,0,0,180,761,204,96,92,31,34,0,7,0,0,82,"Paul Byrd",594,111838
"Grant Balfour","TBR",6,2,1.5428581854379653,51,0,0,0,0,4,14,1,58.1,224,28,10,10,3,24,1,0,2,0,82,"Grant Balfour",718,346797
"Kenny Rogers","DET",9,13,5.700575648783337,30,30,14,0,0,0,0,0,173.2,782,212,118,110,22,71,3,9,4,1,82,"Kenny Rogers",1277,121386
"Joel Pineiro","STL",7,7,5.145739734265119,26,25,12,0,0,1,0,0,148.2,645,180,89,85,22,35,0,2,1,0,81,"Joel Pineiro",1094,334492
"Mark Hendrickson","FLA",7,8,5.453866063012148,36,19,4,0,0,0,3,0,133.2,590,148,87,81,17,48,7,5,4,0,81,"Mark Hendrickson",1574,424805
"Jeremy Affeldt","CIN",1,1,3.331915109961659,74,0,0,0,0,0,5,1,78.1,335,78,36,29,9,25,0,3,6,0,80,"Jeremy Affeldt",583,346793
"Aaron Heilman","NYM",3,8,5.210527361925499,78,0,0,0,0,3,15,5,76,356,75,48,44,10,46,8,9,2,0,80,"Aaron Heilman",1751,408310
"Chan Ho Park","LAD",4,4,3.398601579924981,54,5,2,0,0,2,5,3,95.1,412,97,43,36,12,36,7,4,2,1,79,"Chan Ho Park",1267,120221
"Francisco Cordero","CIN",5,4,3.327014819504945,72,0,0,0,0,34,0,6,70.1,307,61,28,26,6,38,3,3,3,0,78,"Francisco Cordero",1243,150188
"Jo-Jo Reyes","ATL",3,11,5.814159770459688,23,22,7,0,0,0,0,0,113,512,134,77,73,18,52,4,3,2,0,78,"Jo-Jo Reyes",5559,457456
"Mariano Rivera","NYY",6,5,1.400943597893423,64,0,0,0,0,39,0,1,70.2,259,41,11,11,4,6,0,2,1,0,77,"Mariano Rivera",844,121250
"Francisco Rodríguez","LAA",2,3,2.23902455690148,76,0,0,0,0,62,0,7,68.1,288,54,21,17,4,34,4,2,6,0,77,"Francisco Rodriguez",1642,408061
"Matt Thornton","CHW",5,3,2.673267528667452,74,0,0,0,0,1,20,5,67.1,268,48,20,20,5,19,2,2,3,0,77,"Matt Thornton",1918,407819
"Ryan Rowland-Smith","SEA",5,3,3.422535468708611,47,12,8,0,0,2,1,1,118.1,506,114,49,45,13,48,0,2,2,1,77,"Ryan Rowland-Smith",3245,434884
"Josh Johnson","FLA",7,1,3.606869808881942,14,14,10,1,0,0,0,0,87.1,365,91,36,35,7,27,1,1,4,0,77,"Josh Johnson",4567,435178
"Jonathan Papelbon","BOS",5,4,2.3365396613911575,67,0,0,0,0,41,0,5,69.1,273,58,24,18,4,8,0,0,2,0,77,"Jonathan Papelbon",5975,449097
"Brandon Morrow","SEA",3,4,3.340206908044638,45,5,2,0,0,10,3,2,64.2,265,40,26,24,10,34,1,0,5,0,75,"Brandon Morrow",9346,453344
"Joe Nathan","MIN",1,2,1.3300494610339326,68,0,0,0,0,39,0,6,67.2,261,43,13,10,5,18,4,2,2,0,74,"Joe Nathan",1122,150274
"Mike Adams","SDP",2,3,2.4795917402153895,54,0,0,0,0,0,10,2,65.1,259,49,18,18,7,19,2,0,0,0,74,"Mike Adams",1937,430606
"Scott Feldman","TEX",6,8,5.292951186061561,28,25,13,0,0,0,0,0,151.1,651,161,103,89,22,56,2,10,4,2,74,"Scott Feldman",6283,444857
"Glen Perkins","MIN",12,4,4.410596026490066,26,26,12,0,0,0,0,0,151,661,183,81,74,25,39,0,3,2,1,74,"Glen Perkins",8041,450282
"Miguel Batista","SEA",4,14,6.260870603622869,44,20,5,0,0,1,4,3,115,556,135,89,80,19,79,6,6,5,0,73,"Miguel Batista",46,110683
"Erik Bedard","SEA",6,4,3.6666666666666665,15,15,7,0,0,0,0,0,81,347,70,38,33,9,37,0,4,3,0,72,"Erik Bedard",126,407853
"Manny Delcarmen","BOS",1,2,3.2690588551780215,73,0,0,0,0,2,18,3,74.1,307,55,28,27,5,28,1,3,0,0,72,"Manny Delcarmen",3180,434668
"Clay Buchholz","BOS",2,9,6.750000677610767,16,15,3,1,0,0,0,0,76,357,93,63,57,11,41,1,2,2,1,72,"Clay Buchholz",3543,453329
"Luke Hochevar","KCR",6,12,5.511627255032886,22,22,8,0,0,0,0,0,129,566,143,84,79,12,47,1,5,7,0,72,"Luke Hochevar",6943,460024
"Damaso Marte","- - -",5,3,4.015386382786552,72,0,0,0,0,5,25,2,65,272,52,29,29,5,26,2,2,1,0,71,"Damaso Marte",247,150122
"Juan Cruz","ARI",4,0,2.6129041260911947,57,0,0,0,0,0,8,2,51.2,215,34,17,15,5,31,0,3,1,0,71,"Juan Cruz",273,407297
"Chad Gaudin","- - -",9,5,4.400000279744484,50,6,4,0,0,0,4,1,90,382,92,50,44,11,27,3,3,2,2,71,"Chad Gaudin",1783,429985
"Heath Bell","SDP",6,6,3.576923076923077,74,0,0,0,0,0,23,7,78,324,66,31,31,5,28,4,3,2,0,71,"Heath Bell",2080,425514
"Chad Qualls","ARI",4,8,2.8099554301710867,77,0,0,0,0,9,22,8,73.2,300,61,29,23,4,18,2,3,6,0,71,"Chad Qualls",2170,430589
"Kyle Davies","KCR",9,7,4.061946902654867,21,21,8,0,0,0,0,0,113,487,121,57,51,10,43,0,2,8,1,71,"Kyle Davies",3642,434678
"Jose Contreras","CHW",7,6,4.537189796561893,20,20,11,1,0,0,0,0,121,522,130,64,61,12,35,0,3,6,0,70,"Jose Contreras",1660,425747
"Ramon E Ramirez","KCR",3,2,2.637209957405612,71,0,0,0,0,1,21,4,71.2,295,57,23,21,2,31,6,0,6,1,70,"Ramon E Ramirez",7986,430673
"Jason Grilli","- - -",3,3,3.0000004959107267,60,0,0,0,0,1,4,1,75,323,67,27,25,2,38,7,2,4,0,69,"Jason Grilli",521,276351
"Carlos Silva","SEA",4,15,6.456521953301536,28,28,10,1,0,0,0,0,153.1,689,213,114,110,20,32,2,4,1,0,69,"Carlos Silva",973,400067
"Huston Street","OAK",7,5,3.7285714285714286,63,0,0,0,0,18,6,7,70,287,58,29,29,6,27,6,1,2,0,69,"Huston Street",8258,434718
"Jeff Bennett","ATL",3,7,3.6986312724836545,72,4,1,0,0,3,15,1,97.1,419,86,44,40,5,47,6,7,5,0,68,"Jeff Bennett",1903,430831
