Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Bill White","TEX",2.250000536441931,24.75000590086124,0.09090909,2.250000536441931,0.03333333,0.36666667,-0.33333333,0.3684210526315789,4.500001072883862,0.35294117647058826,0.54216867,450.7761936580525,318.5025719825231,318.6337903307951,20.250004827977378,14.132020902634292,6.117983925343086,13.849667935183561,11.868653002994494,"Bill White",3089,450321
"Jesus Delgado","FLA",0,13.5,0,0,0,0.3,-0.3,0.14285714285714285,2,0.14285714285714285,0.75,104.02261386143536,179.6948621676547,207.75770229299943,4.5,7.632018280029297,-3.132018280029297,8.950972546637058,10.369516349503993,"Jesus Delgado",3308,445984
"Chad Fox","CHC",2.70000025749209,8.10000077247627,0.33333333,2.70000025749209,0.07142857,0.21428571,-0.14285714,0.18181818181818182,1.5000001430511611,0.1111111111111111,0.83333333,119.50955921943039,208.8137954171257,194.87299580652834,5.40000051498418,9.132018852233942,-3.7320183372497624,8.397509022044254,9.685919614973658,"Chad Fox",684,114354
"Neal Musser","KCR",0,9,0,0,0,0.33333333,-0.33333333,0,1,0,1,0,142.52432596892191,141.46800978462292,0,6.132018280029297,-6.132018280029297,6.132018280029297,8.625478567112436,"Neal Musser",2727,461377
"Derrick Turnbow","MIL",7.105264584443862,18.47368791955404,0.38461538,1.4210529168887724,0.11363636,0.29545455,-0.18181818,0.4,3.9473692135799237,0.4583333333333333,0.6097561,368.74521486283027,236.55183809405872,219.00699487143663,15.631582085776497,10.237282864473158,5.3942992213033385,9.434186745282165,8.518142195751059,"Derrick Turnbow",1694,276913
"Dontrelle Willis","DET",6.750002682210081,13.12500521540849,0.51428571,1.5000005960466847,0.14754098,0.28688525,-0.13934426,0.20930232558139536,2.208334210846508,0.21875,0.59917355,213.03985387446272,190.14732848314407,180.57689600370816,9.375003725291778,8.298686999745655,1.076316725546123,7.835669410127354,8.29977857035173,"Dontrelle Willis",1703,425883
"Fernando Hernandez","OAK",6,15,0.4,0,0.10526316,0.26315789,-0.15789474,0.3076923076923077,3,0.36363636363636365,0.4,428.02767823218977,183.16307766091123,230.19090709400857,18,7.798684946695964,10.201315053304036,9.9969420577089,8.138613686887455,"Fernando Hernandez",5536,467761
"Juan Morillo","COL",0,0,0,0,0,0,0,0.25,1,0.25,1,0,69.21419486768895,164.4079584808264,0,3.132018280029297,-3.132018280029297,7.088881079852581,8.022256349503994,"Juan Morillo",3369,434623
"Michael O'Connor","WSN",4.0000001059638155,11.000000291400493,0.36363636,3.0000000794728616,0.08333333,0.22916667,-0.14583333,0.2972972972972973,2.4444445092001095,0.26666666666666666,0.50561798,302.8440811333255,236.3813489408541,177.89928159556658,13.000000344382402,10.243129579520524,2.756870764861878,7.668401866790549,7.791347139039796,"Michael O'Connor",6457,456585
"Matt Palmer","SFG",2.131580017280587,9.236846741549211,0.23076923,0.7105266724268624,0.04477612,0.19402985,-0.14925373,0.3269230769230769,2.368422241422875,0.3333333333333333,0.62091503,198.21445976721282,171.49474488359886,185.17995061314397,8.526320069122349,7.237283498495613,1.2890365706267355,7.981143545469305,7.7689854068545925,"Matt Palmer",4457,461212
